time/episodes,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/n_updates,train/actor_loss,rollout/ep_rew_mean,time/fps,train/learning_rate,train/ent_coef,time/total_timesteps,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
5508,54932.4609375,-0.06378714740276337,80.69,187127,-3658.02099609375,10154.29724949,250,0.001,1.6889939308166504,1497120,5977,,
5512,57175.2734375,0.12896595895290375,79.6,187175,-3827.94091796875,10158.715700649998,250,0.001,1.686418890953064,1497504,5978,,
5516,45074.5,0.01210879161953926,79.71,187202,-3680.86083984375,10155.18578017,250,0.001,1.6798385381698608,1497720,5979,,
5520,35267.0,0.08284918963909149,80.41,187263,-3916.4443359375,10145.88827682,250,0.001,1.6712284088134766,1498208,5981,,
5524,61866.8984375,-0.19302746653556824,82.01,187329,-3828.86279296875,10146.46715232,250,0.001,1.6745526790618896,1498736,5983,,
5528,450297.375,0.008971668779850006,81.31,187378,-3823.8583984375,10146.617365040001,250,0.001,1.6834369897842407,1499128,5984,,
5532,268126.5625,0.16171716153621674,81.13,187460,-3816.409423828125,10153.912368860001,250,0.001,1.6904054880142212,1499784,5986,,
5534,109359.40625,0.08969923853874207,81.83,187487,-3868.513427734375,10152.93886588,250,0.001,1.6905275583267212,1500000,5987,,
,,,,,,,,,,1500000,,85.6,10659.3254944
5536,35729.0625,-0.14269980788230896,84.64,187555,-3760.957763671875,10150.83305509,250,0.001,1.6818841695785522,1500544,5989,,
5540,38433.484375,-0.06710124015808105,99.09,187696,-3909.7548828125,10043.23838781,250,0.001,1.692068099975586,1501672,5993,,
5544,49536.5390625,-0.17722342908382416,98.4,187781,-4097.1875,10054.95494718,250,0.001,1.75930917263031,1502352,5995,,
5548,37131.16015625,0.07648825645446777,98.72,187886,-4010.43212890625,10057.71485391,250,0.001,1.8140991926193237,1503192,5998,,
5552,78776.8671875,0.0008999258279800415,104.43,187956,-3900.660400390625,10054.930151649998,250,0.001,1.8180006742477417,1503752,6000,,
5556,51229.28125,0.12023171782493591,99.81,188026,-3970.205810546875,10185.492119359998,250,0.001,1.802922010421753,1504312,6002,,
5560,39335.4296875,0.06287930905818939,96.03,188104,-3856.39013671875,10322.16755256,250,0.001,1.800957441329956,1504936,6004,,
5564,54212.984375,0.3611332178115845,103.77,188156,-4000.858154296875,10293.81890406,250,0.001,1.8005281686782837,1505352,6005,,
5568,58111.28125,-0.10612988471984863,112.83,188235,-3978.618896484375,10226.86710471,250,0.001,1.8064478635787964,1505984,6007,,
5572,49970.67578125,0.010668367147445679,112.32,188273,-4083.724609375,10418.20170709,250,0.001,1.8087652921676636,1506288,6008,,
5576,37827.21875,-0.11328993737697601,112.41,188313,-3920.80908203125,10419.8214639,250,0.001,1.8059993982315063,1506608,6010,,
5580,322398.0,0.010518655180931091,118.67,188344,-4023.71630859375,10413.186318189999,250,0.001,1.806566834449768,1506856,6010,,
5584,43490.140625,0.17015184462070465,118.12,188383,-3989.875,10414.20110726,250,0.001,1.8006800413131714,1507168,6012,,
5588,34749.94140625,-0.018537160009145737,125.08,188403,-4007.887451171875,10391.36770314,250,0.001,1.7960937023162842,1507328,6012,,
5592,34737.078125,0.11904524266719818,121.56,188450,-3957.931884765625,10401.57669808,250,0.001,1.7861480712890625,1507704,6013,,
5596,50758.27734375,0.03359789401292801,120.66,188468,-3919.9267578125,10239.8389158,250,0.001,1.780933141708374,1507848,6014,,
5600,73950.8125,0.17593200504779816,119.19,188502,-4019.953125,10515.03077248,250,0.001,1.7690880298614502,1508120,6015,,
5604,55845.37890625,-0.03380468115210533,120.41,188650,-3686.088134765625,10532.250895610003,250,0.001,1.7430284023284912,1509304,6019,,
5608,78102.265625,0.031768325716257095,123.54,188704,-3628.94091796875,10540.6886424,250,0.001,1.7500734329223633,1509736,6020,,
5610,283366.625,-0.15596261620521545,123.26,188737,-3731.957275390625,10542.459181610002,250,0.001,1.7551453113555908,1510000,6021,,
,,,,,,,,,,1510000,,94.2,10934.034079000001
5612,144759.015625,-0.012140955775976181,125.31,188750,-3623.8330078125,10541.178736630001,250,0.001,1.7586643695831299,1510104,6023,,
5616,49566.796875,-0.25140222907066345,126.08,188763,-3716.4423828125,10546.66215141,250,0.001,1.7623380422592163,1510208,6023,,
5620,34977.2890625,-0.05643811821937561,127.46,188805,-3710.39990234375,10549.51667707,250,0.001,1.7783468961715698,1510544,6025,,
5624,53778.7734375,0.3155452311038971,125.95,188844,-3837.54833984375,10551.164832330001,250,0.001,1.7849634885787964,1510856,6025,,
5628,30054.2578125,0.18158701062202454,125.86,188859,-3912.04345703125,10550.306505850001,250,0.001,1.7787299156188965,1510976,6026,,
5632,31997.302734375,0.23110103607177734,125.78,188909,-3801.808837890625,10547.62520817,250,0.001,1.7550240755081177,1511376,6027,,
5636,50037.640625,-0.06458098441362381,123.63,188957,-3780.16552734375,10548.68871811,250,0.001,1.7342387437820435,1511760,6028,,
5640,59434.453125,0.03300020098686218,109.67,189006,-3941.6669921875,10662.925616999997,250,0.001,1.732680082321167,1512152,6030,,
5644,57318.7890625,-0.060333311557769775,107.54,189076,-4011.64013671875,10664.785900009998,250,0.001,1.7586666345596313,1512712,6032,,
5648,37655.640625,0.0570053830742836,108.51,189119,-3897.445556640625,10633.275287040002,250,0.001,1.76964271068573,1513056,6033,,
5652,42952.63671875,-0.023005731403827667,102.74,189161,-3866.73583984375,10644.51961887,250,0.001,1.7791767120361328,1513392,6034,,
5656,62302.3828125,0.042849890887737274,104.57,189204,-3898.1318359375,10634.03185856,250,0.001,1.7876062393188477,1513736,6035,,
5660,61405.6484375,-0.07360701262950897,105.19,189244,-4002.46630859375,10627.687752309997,250,0.001,1.7891179323196411,1514056,6036,,
5664,50159.8671875,-0.44441545009613037,98.07,189285,-3843.302978515625,10656.852060129999,250,0.001,1.7834770679473877,1514384,6037,,
5668,69499.921875,-0.1901039183139801,88.6,189331,-3935.36376953125,10721.17244088,250,0.001,1.7973326444625854,1514752,6038,,
5672,43269.1171875,-0.2391490638256073,89.15,189377,-3803.4814453125,10721.33631731,250,0.001,1.820583462715149,1515120,6039,,
5676,35890.1171875,0.3122597634792328,94.93,189435,-3963.05078125,10230.854561019998,250,0.001,1.8312228918075562,1515584,6041,,
5680,34637.2265625,-0.1971345990896225,88.12,189484,-3963.35693359375,10236.52115295,250,0.001,1.8295737504959106,1515976,6042,,
5684,66836.25,0.006866008043289185,98.97,189529,-3858.72802734375,10150.514112519999,250,0.001,1.834333062171936,1516336,6044,,
5688,45598.4375,-0.08715233206748962,91.97,189554,-4105.59814453125,10158.166583,250,0.001,1.8342431783676147,1516536,6045,,
5692,78650.953125,-0.2941737473011017,92.43,189611,-3984.255859375,10145.626285459999,250,0.001,1.8495129346847534,1516992,6046,,
5696,31138.642578125,0.07869359850883484,94.43,189696,-4147.423828125,10309.53430767,250,0.001,1.889809250831604,1517672,6049,,
5700,51709.6953125,0.017747625708580017,94.46,189756,-4146.52294921875,10319.57109012,250,0.001,1.8820247650146484,1518152,6051,,
5704,26519.97265625,-0.004049345850944519,92.5,189814,-4134.6650390625,10310.96925656,250,0.001,1.8659136295318604,1518616,6053,,
5708,53883.390625,-0.10263057053089142,93.08,189850,-4100.111328125,10294.888452879999,250,0.001,1.867090106010437,1518904,6054,,
5712,33411.20703125,-0.0010068416595458984,90.98,189897,-4088.78515625,10291.77851027,250,0.001,1.865648627281189,1519280,6055,,
5716,28676.66796875,0.3570362329483032,90.92,189964,-4085.656494140625,10285.865110159999,250,0.001,1.8324753046035767,1519816,6056,,
5718,57084.7578125,0.35963207483291626,91.12,189987,-3925.028076171875,10126.46074394,250,0.001,1.818634033203125,1520000,6057,,
,,,,,,,,,,1520000,,61.0,10953.9679122
5720,51375.5390625,0.26025718450546265,91.35,190011,-4072.92529296875,10124.06441553,250,0.001,1.805808663368225,1520192,6058,,
5724,44006.1875,-0.036177754402160645,91.64,190066,-4236.603515625,10121.07617826,250,0.001,1.782314658164978,1520632,6060,,
5728,77426.984375,-0.02235531061887741,92.39,190144,-4155.31005859375,10120.4014432,250,0.001,1.7871328592300415,1521256,6062,,
5732,24546.91796875,0.08314406871795654,96.54,190220,-3981.470703125,9912.726152329999,250,0.001,1.7945538759231567,1521864,6064,,
5736,374084.875,-0.05683991685509682,95.59,190265,-4186.4658203125,9915.031811269999,250,0.001,1.794707179069519,1522224,6066,,
5740,34724.8046875,-0.09534399956464767,98.61,190314,-4141.1044921875,9895.18023621,250,0.001,1.791064739227295,1522616,6067,,
5744,62017.8359375,0.16871288418769836,98.8,190339,-3976.8203125,9893.48312622,250,0.001,1.78986394405365,1522816,6068,,
5748,66938.0,-0.0004901401698589325,96.73,190376,-4087.574462890625,9924.205647409999,250,0.001,1.7905627489089966,1523112,6069,,
5752,62853.31640625,-0.10000918805599213,96.71,190416,-4042.392578125,9922.738412210001,250,0.001,1.790571928024292,1523432,6071,,
5756,39144.70703125,-0.10704788565635681,102.79,190463,-3998.061767578125,9406.30838872,250,0.001,1.7921032905578613,1523808,6072,,
5760,23775.796875,0.15508699417114258,102.65,190499,-4257.11328125,9416.095937569999,250,0.001,1.7889817953109741,1524096,6073,,
5764,37016.84765625,0.2512872815132141,103.89,190517,-3942.362060546875,9415.89146779,250,0.001,1.7890541553497314,1524240,6074,,
5768,44017.484375,-0.03380725905299187,102.7,190549,-3965.52783203125,9418.93469261,250,0.001,1.7894221544265747,1524496,6075,,
5772,48041.0078125,0.015905208885669708,102.16,190604,-4152.7763671875,9413.979479470001,250,0.001,1.7807304859161377,1524936,6076,,
5776,42689.3515625,0.1526794731616974,107.45,190709,-3890.19970703125,9817.02431246,250,0.001,1.7600326538085938,1525776,6079,,
5780,48073.89453125,0.2526509761810303,110.27,190775,-3908.43896484375,9817.144750110001,250,0.001,1.717507243156433,1526304,6081,,
5784,42624.234375,-0.033694688230752945,101.13,190832,-4058.6748046875,9902.06833324,250,0.001,1.700732707977295,1526760,6083,,
5788,85772.3125,-0.10002125799655914,103.0,190844,-4085.541259765625,9790.60308525,250,0.001,1.698907732963562,1526856,6084,,
5792,19687.34765625,0.10779145359992981,103.54,190905,-4033.721435546875,9787.03849424,250,0.001,1.6918001174926758,1527344,6086,,
5796,22924.8359375,0.0011571384966373444,101.68,190984,-4068.689453125,9781.936115790002,250,0.001,1.6845415830612183,1527976,6088,,
5800,58929.5390625,-0.04978678748011589,102.08,191023,-4215.6376953125,9778.73684817,250,0.001,1.6837290525436401,1528288,6089,,
5804,47487.7421875,-0.0928124487400055,103.52,191039,-4280.85400390625,9770.63342159,250,0.001,1.6842848062515259,1528416,6090,,
5808,258860.3125,0.0003305599093437195,99.71,191099,-4078.4853515625,9779.16071297,250,0.001,1.7035861015319824,1528896,6092,,
5812,40484.42578125,-0.09314292669296265,104.13,191130,-3871.51171875,9775.64448464,250,0.001,1.7107927799224854,1529144,6093,,
5816,36648.671875,-0.08665193617343903,104.23,191230,-3988.62255859375,9785.115144020001,250,0.001,1.7133283615112305,1529944,6095,,
5817,53196.4921875,0.02784310281276703,104.61,191237,-3961.518798828125,9945.56996394,250,0.001,1.7138172388076782,1530000,6095,,
,,,,,,,,,,1530000,,56.4,10852.130090600001
5820,57244.859375,-0.1985984593629837,103.7,191252,-3971.1123046875,9957.569680380002,250,0.001,1.7146557569503784,1530120,6097,,
5824,25130.212890625,0.13497257232666016,103.53,191281,-4046.607666015625,9954.95900584,250,0.001,1.7105076313018799,1530352,6097,,
5828,53061.5625,0.10625451803207397,106.94,191311,-4155.2265625,9957.46800896,250,0.001,1.7020387649536133,1530592,6098,,
5832,52288.203125,-0.18161055445671082,102.64,191348,-3861.459228515625,10159.98352759,250,0.001,1.7049121856689453,1530888,6099,,
5836,45741.87890625,-0.20904961228370667,104.07,191376,-3830.541259765625,10151.712539060001,250,0.001,1.7156883478164673,1531112,6100,,
5840,52325.796875,-0.17806589603424072,100.77,191415,-3864.1630859375,10159.73319534,250,0.001,1.7333369255065918,1531424,6101,,
5844,28555.8671875,-0.038618650287389755,101.08,191430,-3836.050537109375,10152.376275609999,250,0.001,1.7428752183914185,1531544,6102,,
5848,77321.90625,-0.2816331088542938,101.26,191471,-4025.71875,10152.012112310002,251,0.001,1.7706034183502197,1531872,6103,,
5852,27018.49609375,0.02566930651664734,101.04,191491,-4119.1064453125,10143.38213644,251,0.001,1.7815299034118652,1532032,6103,,
5856,23353.14453125,0.016459327191114426,93.04,191546,-4043.708984375,10671.703689900001,251,0.001,1.7945148944854736,1532472,6105,,
5860,43827.46875,0.25775355100631714,93.24,191609,-3800.396240234375,10663.528284200002,251,0.001,1.7863366603851318,1532976,6106,,
5864,76466.65625,-0.05052448809146881,92.73,191653,-4005.705810546875,10667.462799199999,251,0.001,1.7721896171569824,1533328,6107,,
5868,41635.234375,-0.006232455372810364,97.76,191710,-4073.385986328125,10640.569215720001,251,0.001,1.7840877771377563,1533784,6108,,
5872,83930.5625,-0.131770059466362,98.68,191732,-3946.9443359375,10642.30457316,251,0.001,1.788712739944458,1533960,6109,,
5876,23123.55859375,0.014351124875247478,87.46,191780,-3946.18994140625,10724.85304642,251,0.001,1.799198865890503,1534344,6111,,
5880,91027.234375,-0.14641813933849335,86.61,191809,-4024.8662109375,10679.584056650003,251,0.001,1.7988983392715454,1534576,6111,,
5884,28371.89453125,0.10799174755811691,85.06,191869,-4066.68603515625,10680.623326590001,251,0.001,1.8120087385177612,1535056,6113,,
5888,58623.3046875,-0.06748772412538528,82.45,191921,-4079.6982421875,10810.281681280001,251,0.001,1.8250969648361206,1535472,6115,,
5892,40351.5390625,0.02852628380060196,81.85,191963,-4025.353515625,10818.191519969998,251,0.001,1.834275484085083,1535808,6116,,
5896,68244.859375,0.07543708384037018,79.95,192008,-4345.529296875,10819.105748539998,251,0.001,1.8431633710861206,1536168,6117,,
5900,44925.828125,-0.12548866868019104,77.58,192049,-3951.98779296875,10819.004581039999,251,0.001,1.8369266986846924,1536496,6118,,
5904,54535.2578125,-0.014510763809084892,75.53,192088,-4099.3134765625,10826.06344456,251,0.001,1.8309361934661865,1536808,6119,,
5908,42462.328125,-0.06406191736459732,77.69,192128,-4256.33740234375,10757.24464763,251,0.001,1.8281265497207642,1537128,6120,,
5912,46699.8203125,-0.18312139809131622,73.06,192159,-4222.146484375,10765.219075240002,251,0.001,1.8322162628173828,1537376,6121,,
5916,28198.9375,-0.031151877716183662,75.44,192205,-4276.3037109375,10752.92490552,251,0.001,1.8523130416870117,1537744,6123,,
5920,45866.21875,-0.14108021557331085,73.32,192268,-4328.515625,10746.641780019998,251,0.001,1.8850566148757935,1538248,6125,,
5924,26126.015625,-0.05102541297674179,79.8,192318,-4164.587890625,10641.388720479996,251,0.001,1.8851441144943237,1538648,6126,,
5928,37201.84375,0.22940413653850555,77.85,192370,-4226.5546875,10605.38806387,251,0.001,1.8719735145568848,1539064,6128,,
5932,44782.03125,0.04562334716320038,79.79,192430,-3919.676513671875,10608.07939829,251,0.001,1.8436429500579834,1539544,6129,,
5936,31645.3359375,0.17924469709396362,86.46,192449,-4112.78125,10591.07902715,251,0.001,1.8365832567214966,1539696,6130,,
5939,74225.859375,0.1908336877822876,85.91,192487,-4087.814453125,10594.77999355,251,0.001,1.8201656341552734,1540000,6131,,
,,,,,,,,,,1540000,,60.6,10714.2592542
5940,54348.1171875,0.10890103876590729,85.78,192490,-3991.21435546875,10595.349280410002,251,0.001,1.818965196609497,1540024,6132,,
5944,51259.54296875,0.05831219255924225,85.18,192525,-3942.736328125,10602.644757690001,251,0.001,1.8093258142471313,1540304,6133,,
5948,320733.5625,0.2754519283771515,85.11,192544,-4031.71923828125,10602.376838360004,251,0.001,1.805903673171997,1540456,6133,,
5952,55915.171875,-0.08179482817649841,84.74,192585,-3888.3154296875,10602.54282482,251,0.001,1.7985074520111084,1540784,6134,,
5956,47241.3203125,-0.0030225366353988647,85.05,192634,-3872.13330078125,10597.81863862,251,0.001,1.8005732297897339,1541176,6136,,
5960,39664.7890625,0.2610964775085449,85.07,192691,-4034.68701171875,10600.31314684,251,0.001,1.782203197479248,1541632,6138,,
5964,83923.15625,0.08370671421289444,86.49,192729,-4035.1298828125,10588.38723643,251,0.001,1.7718420028686523,1541936,6140,,
5968,43136.00390625,0.06687863171100616,82.29,192755,-3993.64794921875,10615.62391888,251,0.001,1.7670789957046509,1542144,6140,,
5972,336456.6875,0.017809025943279266,82.79,192780,-4133.1201171875,10362.89600791,251,0.001,1.763119101524353,1542344,6141,,
5976,43222.4140625,-0.07312295585870743,81.84,192808,-4189.298828125,10193.60650726,251,0.001,1.7597618103027344,1542568,6141,,
5980,65593.0078125,0.05584403872489929,78.92,192831,-4095.87939453125,10238.811880419998,251,0.001,1.7598917484283447,1542752,6142,,
5984,37669.921875,0.059564050287008286,78.47,192870,-4127.73095703125,10236.13096533,251,0.001,1.7580971717834473,1543064,6143,,
5988,67404.90625,0.10949188470840454,77.77,192897,-4128.6240234375,10237.67608676,251,0.001,1.752640962600708,1543280,6144,,
5992,48752.10546875,0.1973741203546524,77.68,192926,-4239.966796875,10243.16961069,251,0.001,1.749614953994751,1543512,6145,,
5996,58086.015625,0.024784184992313385,77.99,192982,-4032.010009765625,10253.792647479999,251,0.001,1.746477723121643,1543960,6146,,
6000,31796.54296875,-0.05668178200721741,78.05,193011,-4247.6787109375,10254.610076999998,251,0.001,1.7443702220916748,1544192,6147,,
6004,58865.29296875,-0.16562236845493317,78.23,193062,-4275.0283203125,10246.67110763,251,0.001,1.7548693418502808,1544600,6149,,
6008,58973.68359375,-0.10728106647729874,77.11,193115,-4072.486328125,10298.42940694,251,0.001,1.779473900794983,1545024,6151,,
6012,53847.6171875,0.025663968175649643,77.35,193174,-3937.775634765625,10280.083767920001,251,0.001,1.795691967010498,1545496,6152,,
6016,56367.8359375,-0.06752359122037888,76.62,193232,-4059.115234375,10079.24655188,251,0.001,1.7865533828735352,1545960,6154,,
6020,337053.6875,-0.08107704669237137,76.37,193269,-4037.37451171875,10073.717639800001,251,0.001,1.777862787246704,1546256,6155,,
6024,60912.8203125,0.09826046228408813,69.65,193320,-4051.373779296875,10181.5125169,251,0.001,1.7558259963989258,1546664,6156,,
6028,60931.0703125,-0.0721435472369194,77.39,193367,-4120.6015625,10126.61773746,251,0.001,1.7454420328140259,1547040,6157,,
6032,57040.125,-0.0019016489386558533,78.04,193436,-3950.984130859375,10118.00134107,251,0.001,1.7376258373260498,1547592,6159,,
6036,41062.0390625,-0.23535367846488953,72.35,193465,-4193.46337890625,10147.73202835,251,0.001,1.7406597137451172,1547824,6160,,
6040,41759.765625,0.2585168778896332,72.25,193526,-4103.4365234375,10148.829935430002,251,0.001,1.7419893741607666,1548312,6162,,
6044,43154.67578125,-0.1529710590839386,72.26,193581,-3995.58349609375,10146.66073886,251,0.001,1.7415605783462524,1548752,6164,,
6048,56758.17578125,0.027697358280420303,73.71,193637,-4090.75341796875,10134.37815491,251,0.001,1.759804368019104,1549200,6166,,
6052,104093.171875,0.04880061745643616,75.44,193697,-3846.40869140625,10145.85090025,251,0.001,1.7667202949523926,1549680,6167,,
6056,16407.08984375,0.027545906603336334,77.99,193723,-4192.919921875,9990.81715135,251,0.001,1.761152982711792,1549888,6168,,
6056,59803.78125,0.032197728753089905,77.99,193737,-4124.17724609375,9990.81715135,251,0.001,1.7604442834854126,1550000,6168,,
,,,,,,,,,,1550000,,141.0,10964.3197932
6060,72712.203125,0.024386197328567505,77.08,193759,-3958.03173828125,9985.56844238,251,0.001,1.7583541870117188,1550176,6171,,
6064,261460.265625,0.0876215323805809,75.07,193803,-3883.0107421875,9996.37598045,251,0.001,1.7482085227966309,1550528,6173,,
6068,60414.015625,-0.21768677234649658,84.74,193857,-3762.0947265625,9905.384540699999,251,0.001,1.7235448360443115,1550960,6174,,
6072,61118.71484375,-0.15468016266822815,83.53,193915,-3777.61083984375,10158.80851673,251,0.001,1.7067242860794067,1551424,6175,,
6076,43200.296875,-0.22688494622707367,84.65,194014,-4108.1611328125,10329.549577650001,251,0.001,1.7396787405014038,1552216,6178,,
6080,55717.6953125,-0.22538548707962036,86.55,194064,-3966.808837890625,10328.213585430001,251,0.001,1.77769935131073,1552616,6179,,
6084,40986.38671875,0.10354483872652054,96.28,194115,-4070.494873046875,8489.821475719998,251,0.001,1.8134454488754272,1553024,6181,,
6088,101708.984375,-0.03844672441482544,96.3,194164,-4138.61328125,8489.553713009998,251,0.001,1.8457763195037842,1553416,6183,,
6092,30594.38671875,0.05763815715909004,98.89,194237,-4099.380859375,8473.52054199,251,0.001,1.8443448543548584,1554000,6185,,
6096,76844.46875,0.0784892588853836,98.69,194348,-4148.455078125,8310.872518319999,251,0.001,1.819216251373291,1554888,6188,,
6100,47606.8515625,0.012274827808141708,99.55,194470,-4011.7568359375,8308.82625527,251,0.001,1.788774013519287,1555864,6191,,
6104,39906.5859375,0.004924193024635315,107.37,194559,-4265.3818359375,8286.30945537,251,0.001,1.7680472135543823,1556576,6194,,
6108,46129.4609375,-0.2519087493419647,105.96,194604,-3967.334716796875,8304.07110235,251,0.001,1.7735048532485962,1556936,6196,,
6112,62932.58203125,-0.21931608021259308,119.57,194701,-4100.75927734375,6449.92832241,251,0.001,1.8088150024414062,1557712,6199,,
6116,33003.73828125,0.06438742578029633,122.68,194773,-3972.767578125,6216.56057284,251,0.001,1.8286091089248657,1558288,6200,,
6120,342897.5625,-0.03293478488922119,124.05,194859,-4154.353515625,6220.69998035,251,0.001,1.8361583948135376,1558976,6203,,
6124,60466.9453125,0.10168322920799255,128.63,194938,-4054.531005859375,6197.68589287,251,0.001,1.8644917011260986,1559608,6206,,
6126,64405.84375,0.22966614365577698,119.85,194987,-4101.21240234375,6287.713463290001,251,0.001,1.862055778503418,1560000,6207,,
,,,,,,,,,,1560000,,810.0,-54688.585472399995
6128,43277.1953125,0.2454710304737091,120.19,195029,-3859.87744140625,6283.6603046,250,0.001,1.848969578742981,1560336,6219,,
6132,77552.5859375,-0.11259248852729797,121.06,195147,-4227.18017578125,6296.625326899999,250,0.001,1.7693278789520264,1561280,6222,,
6136,26257.359375,0.11893164366483688,138.26,195187,-3956.472900390625,6113.57878271,250,0.001,1.764592170715332,1561600,6223,,
6140,58945.953125,-0.08995762467384338,139.03,195238,-3935.10791015625,6109.715576140002,250,0.001,1.7644561529159546,1562008,6224,,
6144,58632.0,-0.2868640720844269,138.93,195274,-4136.9814453125,6110.293395029999,250,0.001,1.775897741317749,1562296,6225,,
6148,22721.294921875,-0.17245575785636902,138.09,195344,-4071.29150390625,6121.84992368,250,0.001,1.8311525583267212,1562856,6228,,
6152,63676.9140625,-0.1609497368335724,139.93,195393,-4406.716796875,6098.926596920001,250,0.001,1.8629199266433716,1563248,6229,,
6156,97622.5234375,-0.22956058382987976,137.47,195517,-4030.233154296875,6261.1382591,250,0.001,1.917072057723999,1564240,6232,,
6160,51939.8046875,0.2434256225824356,147.17,195643,-4006.43798828125,5227.512869510002,251,0.001,1.9109991788864136,1565248,6235,,
6164,40932.48046875,0.07012796401977539,146.73,195786,-4280.27001953125,5221.43589763,251,0.001,1.861992359161377,1566392,6238,,
6168,30788.65234375,0.06806494295597076,141.65,195877,-4125.59033203125,5291.24954489,251,0.001,1.8283743858337402,1567120,6240,,
6172,46189.9609375,-0.06512921303510666,145.66,195960,-4135.64599609375,5275.722888599999,251,0.001,1.7860171794891357,1567784,6242,,
6176,76833.53125,0.20442642271518707,152.6,196018,-4117.1005859375,5246.26584068,251,0.001,1.778762936592102,1568248,6243,,
6180,63411.8828125,-0.09575572609901428,166.65,196050,-4007.05126953125,5081.66167377,251,0.001,1.7741553783416748,1568504,6244,,
6184,64618.35546875,0.05394589900970459,157.04,196126,-4044.4365234375,6925.05292039,251,0.001,1.7731419801712036,1569112,6246,,
6188,67971.1328125,0.09650222957134247,156.61,196178,-4276.2158203125,6927.760390659999,251,0.001,1.765312671661377,1569528,6247,,
6191,47230.30859375,-0.1975419968366623,153.82,196237,-3992.25341796875,6946.240102249999,251,0.001,1.7641698122024536,1570000,6248,,
,,,,,,,,,,1570000,,49.4,10906.9527934
6192,47144.7734375,-0.15426751971244812,153.97,196246,-4025.10546875,6946.8308686499995,251,0.001,1.7667908668518066,1570072,6249,,
6196,39335.9296875,-0.36149221658706665,164.28,196303,-4145.60302734375,6953.76488598,251,0.001,1.7892836332321167,1570528,6251,,
6200,28006.599609375,-0.033201225101947784,163.4,196354,-4162.0,6961.029627939999,251,0.001,1.8173747062683105,1570936,6252,,
6204,73196.375,-0.11809813976287842,160.42,196422,-4082.43359375,6928.647646050001,251,0.001,1.8351720571517944,1571480,6254,,
6208,51103.0859375,0.10032526403665543,161.15,196469,-4249.81982421875,6931.855105029998,251,0.001,1.8411668539047241,1571856,6255,,
6212,273520.4375,-0.05013009160757065,151.92,196512,-4285.67626953125,8803.20018919,251,0.001,1.8463637828826904,1572200,6256,,
6216,72352.9375,0.20627902448177338,145.79,196568,-4126.4599609375,9243.607163620001,251,0.001,1.856881856918335,1572648,6257,,
6220,51267.95703125,0.191084086894989,149.29,196624,-4176.5625,9226.258888119999,251,0.001,1.8667954206466675,1573096,6259,,
6224,37608.8203125,0.2964895963668823,145.05,196681,-4079.015869140625,9236.92150393,251,0.001,1.8488147258758545,1573552,6262,,
6228,38821.1640625,0.05601435899734497,146.26,196716,-4120.2353515625,9238.90619792,251,0.001,1.8406798839569092,1573832,6263,,
6232,44461.7890625,-0.056692928075790405,149.68,196752,-4245.0,9221.47325234,251,0.001,1.8378511667251587,1574120,6264,,
6236,82529.46875,-0.12631377577781677,133.99,196784,-4222.31298828125,9402.739636229999,251,0.001,1.842361330986023,1574376,6265,,
6240,66340.96875,-0.19912706315517426,132.84,196801,-4353.02734375,9410.90461519,251,0.001,1.8470823764801025,1574512,6265,,
6244,62925.421875,-0.18868613243103027,132.72,196840,-3929.78125,9415.373772720002,251,0.001,1.854378342628479,1574824,6266,,
6248,51970.21484375,0.07845054566860199,132.48,196871,-4014.03515625,9411.31769616,251,0.001,1.856560230255127,1575072,6267,,
6252,55883.72265625,-0.030869964510202408,129.2,196917,-4007.80322265625,9430.10242734,251,0.001,1.8488149642944336,1575440,6268,,
6256,62080.65234375,0.05557534098625183,129.05,196950,-4157.9287109375,9419.64074794,251,0.001,1.8434031009674072,1575704,6269,,
6260,56221.75,-0.12446487694978714,120.7,197036,-4017.78466796875,10460.304781300001,251,0.001,1.8311316967010498,1576392,6271,,
6264,42175.984375,0.17793051898479462,121.53,197052,-3913.041015625,10456.37594392,251,0.001,1.826626181602478,1576520,6272,,
6268,306179.28125,-0.03157985210418701,117.64,197090,-4065.5361328125,10475.07489036,251,0.001,1.8195650577545166,1576824,6273,,
6272,40832.21484375,-0.11908602714538574,113.51,197134,-4117.111328125,10474.474894140001,251,0.001,1.829869270324707,1577176,6274,,
6276,65660.53125,-0.1409410536289215,106.35,197164,-4188.384765625,10495.14283567,251,0.001,1.840504765510559,1577416,6275,,
6280,55794.28125,-0.16469766199588776,99.9,197193,-4100.9072265625,10648.083056360001,251,0.001,1.8496640920639038,1577648,6276,,
6284,65529.01171875,-0.44497406482696533,100.04,197237,-4135.7890625,10630.201480630001,251,0.001,1.8685729503631592,1578000,6277,,
6288,50670.33203125,0.05474153161048889,101.04,197277,-3943.93212890625,10619.79159221,251,0.001,1.8888531923294067,1578320,6278,,
6292,60439.1875,-0.05415285751223564,101.19,197308,-4181.66943359375,10611.53368698,251,0.001,1.9050498008728027,1578568,6279,,
6296,42117.19140625,0.11002255231142044,92.5,197337,-4205.318359375,10745.78175937,251,0.001,1.9221341609954834,1578800,6280,,
6300,69034.03125,0.09961170703172684,92.16,197368,-4272.21337890625,10740.217883270001,251,0.001,1.9418712854385376,1579048,6280,,
