time/time_elapsed,train/critic_loss,train/ent_coef,train/n_updates,train/actor_loss,train/ent_coef_loss,time/fps,train/learning_rate,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
1,588.7508544921875,1.0030077695846558,49,38.99004364013672,-0.022664252668619156,162,0.0001,300,4,51.5,-100505.0
4,393.0707702636719,1.0052599906921387,123,42.60838317871094,-0.0326986163854599,145,0.0001,596,8,59.875,-100588.75
6,1369.0106201171875,1.0078312158584595,195,48.715126037597656,-0.0543975904583931,140,0.0001,884,12,64.16666666666667,-98098.54166666667
7,842.0156860351562,1.009800672531128,244,51.48686218261719,-0.0611017569899559,139,0.0001,1080,16,62.5,-98076.09375
9,998.2037963867188,1.0119903087615967,294,56.392662048339844,-0.07798078656196594,138,0.0001,1280,20,57.45,-98533.375
11,197.8446807861328,1.016363501548767,383,62.634239196777344,-0.09665152430534363,136,0.0001,1636,24,61.875,-98916.14583333333
13,978.5743408203125,1.0192524194717407,438,67.3331527709961,-0.12516732513904572,135,0.0001,1856,28,61.107142857142854,-99150.26785714286
16,197.9674835205078,1.0249428749084473,537,72.90083312988281,-0.13628245890140533,135,0.0001,2252,32,65.09375,-99057.109375
18,1017.7415161132812,1.029249906539917,607,79.38504028320312,-0.18387377262115479,134,0.0001,2532,36,66.30555555555556,-98964.93055555556
22,1369.0916748046875,1.0362179279327393,714,87.80317687988281,-0.21240468323230743,134,0.0001,2960,40,67.425,-99144.9375
25,803.0621948242188,1.0448722839355469,836,95.98818969726562,-0.24627447128295898,134,0.0001,3448,44,75.17777777777778,-98708.91666666667
27,412.8883361816406,1.0488147735595703,888,99.96092987060547,-0.28573697805404663,133,0.0001,3656,48,73.91666666666667,-98823.359375
30,998.2135009765625,1.0571568012237549,997,107.7085952758789,-0.3206835985183716,133,0.0001,4092,52,73.71153846153847,-98967.90865384616
34,608.0794677734375,1.066456913948059,1113,116.34590148925781,-0.4272027015686035,133,0.0001,4556,56,77.08928571428571,-99127.34375
36,432.4894714355469,1.073911428451538,1203,123.390869140625,-0.4755198359489441,133,0.0001,4916,60,80.2,-99096.6875
39,218.07672119140625,1.0826743841171265,1304,125.330810546875,-0.41810935735702515,133,0.0001,5320,64,79.875,-99199.39453125
43,647.3515014648438,1.0936580896377563,1427,134.95297241210938,-0.5519407987594604,133,0.0001,5812,68,81.55882352941177,-99309.72426470589
47,608.284423828125,1.1059104204177856,1557,142.81964111328125,-0.5625280141830444,133,0.0001,6332,72,84.95833333333333,-99426.82291666667
50,413.3053894042969,1.1135551929473877,1638,146.50363159179688,-0.600305438041687,133,0.0001,6656,76,86.11842105263158,-99378.14144736843
51,3.739084243774414,1.1193006038665771,1697,151.1780242919922,-0.7096607685089111,133,0.0001,6892,80,84.9125,-99439.734375
55,803.2705688476562,1.1308484077453613,1814,158.21817016601562,-0.7901446223258972,132,0.0001,7360,84,83.64285714285714,-99493.67559523809
57,588.8428344726562,1.1391710042953491,1896,162.08596801757812,-0.730541467666626,132,0.0001,7688,88,82.76136363636364,-99545.44034090909
59,608.49951171875,1.1462286710739136,1965,167.71051025390625,-0.8131686449050903,132,0.0001,7964,92,85.5,-99508.95380434782
62,783.989990234375,1.154127597808838,2041,169.1658172607422,-0.8887454271316528,132,0.0001,8268,96,84.45833333333333,-99554.20572916667
64,589.12353515625,1.1624137163162231,2119,173.54132080078125,-0.9604560732841492,132,0.0001,8580,100,84.45,-99605.3375
66,783.8909301757812,1.168961763381958,2180,173.9646453857422,-0.8214023113250732,132,0.0001,8824,104,84.89,-99609.7375
68,783.8739624023438,1.1774778366088867,2258,178.96392822265625,-0.996673047542572,132,0.0001,9136,108,84.69,-99607.7375
70,1368.91748046875,1.1850385665893555,2326,182.98324584960938,-0.9620427489280701,132,0.0001,9408,112,85.62,-99816.6625
74,394.08538818359375,1.197934627532959,2442,187.8621368408203,-0.9899252653121948,132,0.0001,9872,116,86.17,-99924.4125
76,1193.5810546875,1.2067307233810425,2520,192.87130737304688,-1.1337711811065674,132,0.0001,10184,120,89.01,-99533.77916666999
79,394.3544921875,1.2157377004623413,2599,196.5013427734375,-1.3611116409301758,132,0.0001,10500,124,87.25,-99516.17916667
82,803.73291015625,1.2288265228271484,2710,199.88491821289062,-1.3050086498260498,132,0.0001,10944,128,90.04,-99443.52916666999
85,199.5709991455078,1.2420026063919067,2821,204.32086181640625,-1.228675127029419,132,0.0001,11388,132,91.47,-99558.42916667
88,589.2576293945312,1.250971794128418,2898,206.66879272460938,-1.4690818786621094,132,0.0001,11696,136,91.64,-99661.02916666999
92,647.9310913085938,1.268923044204712,3046,213.43704223632812,-1.5240752696990967,132,0.0001,12288,140,92.67,-99567.05416667
94,589.1959838867188,1.276816725730896,3110,215.58380126953125,-1.6384124755859375,132,0.0001,12544,144,91.76,-99763.14166667
98,609.0787353515625,1.2890381813049316,3208,219.18911743164062,-1.5924797058105469,131,0.0001,12936,148,92.18,-99768.16666666999
101,589.4993896484375,1.302244782447815,3312,223.713134765625,-1.7386964559555054,131,0.0001,13352,152,93.19,-99678.21666666999
103,219.28555297851562,1.3118284940719604,3388,226.96849060058594,-1.8664276599884033,131,0.0001,13656,156,91.25,-99658.81666667
105,784.3301391601562,1.3184597492218018,3440,226.35879516601562,-1.7056535482406616,131,0.0001,13864,160,89.05,-99739.21666666999
107,394.7477111816406,1.3282155990600586,3515,230.86480712890625,-2.016211986541748,131,0.0001,14164,164,88.79,-99736.61666667
110,589.7696533203125,1.3379184007644653,3589,232.8914794921875,-2.0228099822998047,131,0.0001,14460,168,87.66,-99624.56666667
116,219.46934509277344,1.3658719062805176,3801,238.36265563964844,-2.1249687671661377,131,0.0001,15308,172,85.86,-99401.69166667
119,395.1148376464844,1.3776400089263916,3890,243.83349609375,-1.9167358875274658,131,0.0001,15664,176,88.11,-99421.71666666999
121,5.351043224334717,1.3906006813049316,3985,243.605712890625,-2.0846292972564697,131,0.0001,16044,180,90.72,-99346.99166667
124,609.7245483398438,1.4033136367797852,4076,249.71189880371094,-2.156529426574707,131,0.0001,16408,184,92.71,-99366.89166667
128,784.8909912109375,1.4228363037109375,4216,251.5841064453125,-2.237356424331665,131,0.0001,16968,188,94.7,-99083.56666667
131,590.0886840820312,1.4325686693191528,4285,253.94549560546875,-2.1139473915100098,131,0.0001,17244,192,91.91,-99165.31666667
134,784.8839111328125,1.4461418390274048,4381,255.7696075439453,-2.148524284362793,131,0.0001,17628,196,92.07,-99166.91666666999
136,414.87353515625,1.4571207761764526,4457,258.6458740234375,-2.397245168685913,131,0.0001,17932,200,92.68,-99173.01666667
139,785.0040283203125,1.4730631113052368,4567,260.692626953125,-2.2831106185913086,131,0.0001,18372,204,94.67,-99192.91666666999
142,1758.6307373046875,1.4857465028762817,4653,266.2335205078125,-2.6141743659973145,131,0.0001,18716,208,96.58,-99212.01666667
145,220.22671508789062,1.5006839036941528,4753,267.9235534667969,-3.1007518768310547,131,0.0001,19116,212,95.53,-99305.86666667
148,590.3447875976562,1.5157206058502197,4853,270.9967956542969,-2.5060954093933105,131,0.0001,19516,216,97.68,-99124.74166667
151,415.227783203125,1.5290453433990479,4943,274.5534362792969,-2.2573957443237305,131,0.0001,19876,220,97.44,-99441.075
154,785.2828979492188,1.5456995964050293,5051,278.4552917480469,-2.78165340423584,131,0.0001,20308,224,99.9,-99260.98333333
156,201.12237548828125,1.5562002658843994,5119,278.61749267578125,-2.3111941814422607,131,0.0001,20580,228,97.11,-99333.63333333
158,610.3536987304688,1.5675852298736572,5193,282.1480712890625,-2.528398036956787,131,0.0001,20876,232,94.17,-99304.23333333
164,590.917724609375,1.5962977409362793,5375,286.3240661621094,-2.827415943145752,131,0.0001,21604,236,95.95,-99217.83333333001
165,415.7552185058594,1.605795979499817,5436,286.6778564453125,-3.085775852203369,131,0.0001,21848,240,97.07,-99228.60833333
169,201.813720703125,1.6229318380355835,5542,290.0205993652344,-3.092320203781128,131,0.0001,22272,244,96.02,-99116.35833333
171,610.5609741210938,1.635903000831604,5623,292.6920166015625,-3.1694693565368652,131,0.0001,22596,248,96.62,-99118.00833333
175,396.4265441894531,1.6524351835250854,5724,296.7046813964844,-3.0027804374694824,131,0.0001,23000,252,95.67,-99107.80833333
178,201.828857421875,1.6691269874572754,5825,299.2420959472656,-3.163898468017578,131,0.0001,23404,256,95.25,-99002.93333333
181,1000.1309204101562,1.6874452829360962,5935,302.8080749511719,-3.35813570022583,131,0.0001,23844,260,99.42,-98723.76666666001
187,202.27987670898438,1.718568205833435,6116,305.6888427734375,-3.5194849967956543,130,0.0001,24568,264,102.32,-98649.31666666002
190,416.6048889160156,1.7354447841644287,6214,308.9348449707031,-3.8675758838653564,130,0.0001,24960,268,105.16,-98568.77499999001
193,630.8142700195312,1.7463852167129517,6277,309.83154296875,-3.5751938819885254,130,0.0001,25212,272,103.72,-98759.24999999002
196,260.8688659667969,1.7625380754470825,6369,311.7828369140625,-2.9359374046325684,130,0.0001,25580,276,100.37,-98729.49999999002
198,416.4071960449219,1.777925729751587,6456,315.8919677734375,-3.750683546066284,130,0.0001,25928,280,98.73,-98813.92499999002
202,611.3565063476562,1.7972753047943115,6564,319.1162414550781,-3.8213858604431152,130,0.0001,26360,284,99.09,-98711.67499999002
206,397.33038330078125,1.8215190172195435,6699,324.1700134277344,-4.212615013122559,130,0.0001,26900,288,98.21,-99006.09999999002
209,981.0003662109375,1.8392385244369507,6795,327.04608154296875,-4.294757843017578,129,0.0001,27284,292,101.11,-98933.29999999002
212,1565.1058349609375,1.851204514503479,6860,312.799072265625,-2.372363567352295,129,0.0001,27544,296,101.42,-98936.39999999001
217,1000.5857543945312,1.8403393030166626,7012,280.20941162109375,2.5181894302368164,129,0.0001,28152,300,102.64,-98948.59999999002
221,201.90994262695312,1.8225091695785522,7144,274.15655517578125,2.767362594604492,129,0.0001,28680,304,103.46,-98743.53749999002
225,1000.5927124023438,1.8070825338363647,7254,266.0676574707031,2.7062010765075684,128,0.0001,29120,308,103.44,-98743.33749999001
229,201.82652282714844,1.7912453413009644,7366,262.96337890625,2.3822145462036133,128,0.0001,29568,312,104.34,-98752.33749999001
232,980.3929443359375,1.7790107727050781,7452,259.3349609375,2.890366315841675,128,0.0001,29912,316,103.45,-98946.06249999002
235,591.5803833007812,1.7675071954727173,7532,255.6775665283203,2.429234504699707,128,0.0001,30232,320,103.19,-98943.01249999001
238,591.5757446289062,1.7529797554016113,7631,254.04495239257812,2.3134355545043945,128,0.0001,30628,324,103.02,-99043.70416666001
241,1019.6983642578125,1.7402856349945068,7718,246.8290557861328,2.4002723693847656,128,0.0001,30976,328,103.98,-99053.30416666
245,396.401611328125,1.7242727279663086,7827,245.1754913330078,1.9878733158111572,127,0.0001,31412,332,105.46,-99068.10416666
248,786.7316284179688,1.7114126682281494,7915,241.88308715820312,2.1644954681396484,127,0.0001,31764,336,104.5,-99058.95416666001
252,396.4645080566406,1.6962673664093018,8017,233.14263916015625,2.682528495788574,127,0.0001,32172,340,102.47,-99143.35416666
257,786.3111572265625,1.6754019260406494,8157,232.41207885742188,2.303269386291504,127,0.0001,32732,344,104.31,-99263.50416666002
259,221.8976593017578,1.6650558710098267,8227,229.53759765625,2.311680793762207,127,0.0001,33012,348,104.79,-99273.47916666
264,591.1851196289062,1.639877438545227,8396,221.72189331054688,2.498473644256592,127,0.0001,33688,352,105.97,-99285.05416666
268,786.174560546875,1.6258140802383423,8489,220.07638549804688,2.4118974208831787,127,0.0001,34060,356,109.23,-99418.32916666001
272,591.3331909179688,1.6080117225646973,8607,218.45431518554688,2.082054376602173,126,0.0001,34532,360,106.59,-99510.17083333
276,980.8082885742188,1.5891426801681519,8734,214.09906005859375,1.9139589071273804,126,0.0001,35040,364,106.72,-99511.84583333001
279,202.3467254638672,1.5750622749328613,8828,212.81642150878906,2.174534797668457,126,0.0001,35416,368,104.92,-99597.4125
282,8.372899055480957,1.5614650249481201,8919,214.37884521484375,1.9821780920028687,126,0.0001,35780,372,104.93,-99597.5125
287,261.1476745605469,1.539836049079895,9066,207.7415771484375,2.0368757247924805,126,0.0001,36368,376,108.2,-99630.2875
294,593.7135009765625,1.508314847946167,9282,205.69334411621094,2.0109009742736816,126,0.0001,37232,380,110.83,-99347.27083333001
298,203.6340789794922,1.4914286136627197,9400,203.2749786376953,1.7683043479919434,126,0.0001,37704,384,112.24,-99263.07083333
301,398.5710754394531,1.4801275730133057,9479,204.7620849609375,1.704764723777771,126,0.0001,38020,388,112.47,-99163.49583333
305,398.53369140625,1.4642064571380615,9592,201.38319396972656,1.6813970804214478,126,0.0001,38472,392,110.2,-99141.99583333
308,261.43951416015625,1.4519051313400269,9678,199.05499267578125,1.7144098281860352,125,0.0001,38816,396,112.2,-98960.64583333001
312,592.70849609375,1.4358927011489868,9792,196.59408569335938,1.4954068660736084,125,0.0001,39272,400,111.1,-98849.44583333
316,9.731222152709961,1.421220302581787,9897,198.2998809814453,1.7181148529052734,125,0.0001,39692,404,110.38,-98948.53333333001
321,399.382080078125,1.401963233947754,10038,192.07638549804688,1.4997904300689697,125,0.0001,40256,408,111.15,-98855.58333333001
327,398.73809814453125,1.3797502517700195,10201,192.25180053710938,1.600332498550415,124,0.0001,40908,412,112.69,-98770.83333333001
331,204.1792755126953,1.3653676509857178,10307,192.70179748535156,1.451869249343872,124,0.0001,41332,416,114.41,-98687.05833333
334,399.295654296875,1.3538888692855835,10393,193.44406127929688,1.385521411895752,124,0.0001,41676,420,113.94,-98683.10833333
339,399.4342346191406,1.336901068687439,10522,189.56268310546875,1.2882745265960693,124,0.0001,42192,424,115.55,-98599.10833333
345,790.5768432617188,1.3150190114974976,10690,195.3598175048828,1.2596031427383423,124,0.0001,42864,428,116.69,-98509.53333333001
349,205.53536987304688,1.3014132976531982,10795,190.34988403320312,1.3036932945251465,123,0.0001,43284,432,118.32,-98525.83333333001
355,1022.2430419921875,1.2798439264297485,10966,189.16624450683594,1.1421287059783936,123,0.0001,43968,436,119.05,-98534.85833333
360,204.71633911132812,1.263897180557251,11095,190.48135375976562,1.0027060508728027,123,0.0001,44484,440,121.96,-98258.74166666
362,11.604907035827637,1.255702018737793,11161,189.73892211914062,1.0471431016921997,123,0.0001,44748,444,120.99,-98249.04166666
367,225.0648956298828,1.2401461601257324,11287,187.9444580078125,0.9539859294891357,123,0.0001,45252,448,121.52,-98148.19166666002
372,400.62847900390625,1.2215312719345093,11442,189.52633666992188,0.7750042080879211,123,0.0001,45872,452,122.07,-98052.31666666002
