time/episodes,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,train/n_updates,rollout/ep_len_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef
4,47.752235412597656,1740.9805908203125,-190666.60200075,0.0003,3,101,41.0,165,508,0.055855151265859604,1.0040580034255981
8,4605.8115234375,1965.2825927734375,-269997.858532,0.0003,9,303,45.75,146,1316,-1.079776406288147,0.9259353280067444
12,11660.3046875,3308.07958984375,-1099848.8213044167,0.0003,13,446,112.16666666666667,140,1888,-0.5713937282562256,0.8922564387321472
16,14357.4677734375,3929.4296875,-1191890.571214375,0.0003,14,487,118.3125,140,2052,-0.20284441113471985,0.8880215883255005
20,15166.49609375,3527.824951171875,-976061.9569715001,0.0003,14,496,95.75,140,2088,-0.13860659301280975,0.8874576091766357
24,15329.09765625,3535.24169921875,-830067.8808095834,0.0003,15,504,80.5,140,2120,-0.28891998529434204,0.8870372772216797
28,15818.044921875,3670.412353515625,-725785.3264082143,0.0003,15,512,69.57142857142857,140,2152,-0.11059433221817017,0.886659562587738
32,16728.177734375,3841.3173828125,-647573.4106071875,0.0003,15,526,61.375,141,2208,-0.2875950336456299,0.886039674282074
36,16818.171875,4155.396484375,-586741.9205397223,0.0003,16,542,55.0,140,2272,-0.23548012971878052,0.8853933215141296
40,18372.43359375,4682.7080078125,-538076.72848575,0.0003,16,558,49.9,140,2336,-0.2518470883369446,0.8846734762191772
44,22633.81640625,4292.65576171875,-571586.6214927046,0.0003,19,630,49.63636363636363,137,2624,-0.7897292375564575,0.8770065307617188
48,77619.28125,5466.6298828125,-1455829.3467755418,0.0003,38,1291,81.91666666666667,137,5268,0.07500505447387695,0.9648650288581848
52,116146.515625,5848.68017578125,-2194890.383151808,0.0003,48,1636,107.82692307692308,137,6648,-1.4015188217163086,1.1076209545135498
56,122768.0078125,5919.4609375,-2045261.78435525,0.0003,49,1652,100.41071428571429,136,6712,-1.6038936376571655,1.115164875984192
60,127141.40625,6125.02490234375,-1915584.1653982333,0.0003,49,1669,94.0,136,6780,-1.550154447555542,1.1230945587158203
64,128861.8359375,5956.34521484375,-1804306.5687998438,0.0003,50,1712,88.796875,136,6952,-1.417123794555664,1.1404448747634888
68,147519.3125,5831.93115234375,-2360740.1772958674,0.0003,58,1987,107.95588235294117,136,8052,-2.5271081924438477,1.2494841814041138
72,149774.796875,6189.93505859375,-2504365.69158125,0.0003,58,1991,111.97222222222223,136,8068,-2.7657885551452637,1.2513046264648438
76,148144.171875,6035.87451171875,-2377824.8657085528,0.0003,59,1995,106.28947368421052,136,8084,-2.4661378860473633,1.253100037574768
80,152970.84375,6332.666015625,-2263938.122423125,0.0003,59,1999,101.175,136,8100,-2.624891996383667,1.254860281944275
84,150675.3125,6060.9921875,-2160897.7356410716,0.0003,59,2003,96.54761904761905,136,8116,-2.4595327377319336,1.2565888166427612
88,151885.71875,5898.1083984375,-2067224.6567482955,0.0003,59,2007,92.3409090909091,136,8132,-1.8835115432739258,1.2582491636276245
92,150221.6875,6029.60302734375,-1981697.0629766304,0.0003,59,2011,88.5,136,8148,-1.8436307907104492,1.259786605834961
96,144685.9375,5851.169921875,-1903296.7686859376,0.0003,59,2015,84.97916666666667,136,8164,-1.81367027759552,1.2612135410308838
100,152913.96875,6150.28076171875,-1831168.4979385,0.0003,60,2019,81.74,135,8180,-2.100964307785034,1.2625656127929688
104,152137.3125,6063.9970703125,-1827545.4338584698,0.0003,60,2023,80.26,135,8196,-2.077428102493286,1.2639100551605225
108,157432.21875,6056.78662109375,-1817575.8692559397,0.0003,60,2027,78.4,135,8212,-2.545271873474121,1.2652655839920044
112,152322.0,5898.5400390625,-1711197.4393819699,0.0003,60,2031,68.76,135,8228,-2.6627981662750244,1.2666879892349243
116,152092.546875,6115.5693359375,-1656481.3065441998,0.0003,60,2035,63.45,135,8244,-2.900094509124756,1.2682055234909058
120,152709.0,6253.53173828125,-1655975.0065441998,0.0003,60,2039,63.39,135,8260,-3.2367048263549805,1.2698277235031128
124,156086.578125,6297.2646484375,-1655974.7065442,0.0003,61,2043,63.38,135,8276,-3.2351832389831543,1.2715613842010498
128,152383.375,5965.486328125,-1655974.7065442,0.0003,61,2047,63.38,135,8292,-3.1828393936157227,1.2733745574951172
132,152330.375,6102.69921875,-1655974.7065442,0.0003,61,2051,63.38,135,8308,-3.726494789123535,1.2752699851989746
136,157436.34375,6464.51318359375,-1655974.7065442,0.0003,61,2055,63.38,135,8324,-3.5479156970977783,1.2772774696350098
140,161674.40625,6357.029296875,-1655974.7065442,0.0003,61,2059,63.38,135,8340,-4.102852821350098,1.2793563604354858
144,156674.34375,6194.76025390625,-1623710.88448171,0.0003,61,2063,61.66,135,8356,-4.317496299743652,1.2815529108047485
148,159175.28125,6281.18896484375,-1180414.51148624,0.0003,62,2067,44.34,134,8372,-4.575298309326172,1.2838728427886963
