rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/kl_divergence_loss,train/std,train/is_line_search_success,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/policy_objective
-425562.61706179014,96.44444444444444,12,8192,639,1,,,,,,,,
-273812.78972123,69.9,29,16384,550,2,0.0055491868406534195,0.9982035160064697,1.0,-2.0265579223632812e-06,4944999259.2,1,0.001,0.0631430596113205
-203795.00019358995,52.26,46,24576,524,3,0.005336432252079248,0.9968976974487305,1.0,1.1920928955078125e-07,3784054312.0,2,0.001,0.05215650051832199
-210599.62641555,63.65,64,32768,505,4,0.004708500578999519,0.9931932091712952,1.0,-2.384185791015625e-07,3682276150.4,3,0.001,0.04721537604928017
-176588.39159236997,49.03,81,40960,502,5,0.004422930534929037,0.9893437623977661,1.0,-1.1920928955078125e-07,2838298903.6,4,0.001,0.03992648422718048
-188082.89415139,52.3,98,49152,498,6,0.005119269248098135,0.98602294921875,1.0,0.0,3136635406.8,5,0.001,0.041906338185071945
-158004.43857852,49.32,115,57344,496,7,0.004628724418580532,0.9836066365242004,1.0,1.1920928955078125e-07,3013249498.4,6,0.001,0.0476856455206871
-155572.46022692998,49.08,132,65536,493,8,0.0049127801321446896,0.9833889007568359,1.0,0.0,2702437295.2,7,0.001,0.04348209500312805
-157348.31137108,49.86,149,73728,492,9,0.004826843738555908,0.9797560572624207,1.0,0.0,2661193596.6,8,0.001,0.04692469909787178
-156539.07627522002,52.98,166,81920,492,10,0.004623968619853258,0.9776880741119385,1.0,0.0,2628638049.6,9,0.001,0.04475979506969452
-160825.44653016998,54.22,182,90112,493,11,0.004556480795145035,0.9713912606239319,1.0,0.0,2401819835.2,10,0.001,0.04143119603395462
-156111.55007787,56.9,199,98304,492,12,0.004765068646520376,0.9698873162269592,1.0,0.0,2370900360.8,11,0.001,0.05069887638092041
-139785.98238912,51.3,216,106496,492,13,0.005459538195282221,0.963251531124115,1.0,0.0,2425875956.8,12,0.001,0.05149103328585625
