time/episodes,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,train/n_updates,rollout/ep_len_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef
4,362.0948486328125,2449.8154296875,-514334.8067845,0.0003,5,159,124.75,136,740,-0.7104431390762329,0.9527873396873474
8,2940.23291015625,2442.460205078125,-455874.048635,0.0003,8,238,82.875,130,1056,-1.0149590969085693,0.9310612082481384
12,13533.2861328125,3440.57470703125,-1085589.2594283333,0.0003,13,422,112.25,130,1792,-0.8227919340133667,0.9013484120368958
16,14592.087890625,3705.657470703125,-1413343.4865234375,0.0003,14,441,114.5625,129,1868,0.14136913418769836,0.8987611532211304
20,40402.7265625,4606.58203125,-2227049.8371650996,0.0003,24,758,132.05,129,3136,0.0548480749130249,0.9458310604095459
24,42278.71875,4478.83984375,-2484887.488933083,0.0003,25,780,133.5,128,3224,0.07216259092092514,0.9469470977783203
28,156914.28125,5227.68359375,-3609417.523323392,0.0003,55,1770,165.96428571428572,128,7184,-2.843538761138916,1.2907308340072632
32,181769.5,4983.90478515625,-5703939.534269219,0.0003,62,1992,232.34375,128,8072,-4.196996212005615,1.388977289199829
36,184473.84375,5221.345703125,-5598168.195152945,0.0003,63,2009,225.19444444444446,128,8140,-4.04762601852417,1.3962478637695312
40,314424.375,4417.15234375,-8021695.976388074,0.0003,94,3009,302.675,128,12140,-4.332808494567871,1.9306976795196533
44,358252.625,4220.1337890625,-7798099.953002524,0.0003,108,3445,293.77272727272725,127,13884,-2.2026729583740234,2.1093201637268066
48,433288.4375,4079.903564453125,-8514498.920620458,0.0003,125,4001,320.2916666666667,127,16108,-13.909889221191406,2.5182182788848877
52,433419.25,4151.314453125,-8030592.040962288,0.0003,128,4084,303.38461538461536,127,16440,-11.383840560913086,2.584033727645874
56,438706.875,4053.315185546875,-7768990.459943876,0.0003,129,4111,293.98214285714283,127,16548,-14.348201751708984,2.606945276260376
60,436870.125,4106.09619140625,-7267740.809656351,0.0003,130,4127,275.8,127,16612,-13.015429496765137,2.621342897415161
64,456718.875,4184.3984375,-6901663.901608188,0.0003,136,4335,262.15625,127,17444,-17.422985076904297,2.821777582168579
68,503715.625,4895.2900390625,-6754048.502796103,0.0003,150,4803,256.63235294117646,127,19316,-17.321483612060547,3.342223882675171
72,498068.875,4200.68994140625,-6561507.210625334,0.0003,152,4839,249.34722222222223,127,19460,-17.28993034362793,3.377878427505493
76,500782.125,5061.81298828125,-6239660.572820855,0.0003,153,4869,237.28947368421052,127,19580,-16.672372817993164,3.408237934112549
80,509504.875,4784.775390625,-6255193.8012427,0.0003,157,5015,237.4625,127,20164,-17.78276252746582,3.562228202819824
84,513062.875,4907.517578125,-6392894.69010556,0.0003,161,5147,244.32142857142858,127,20692,-20.20998764038086,3.7113826274871826
88,535799.125,4121.1279296875,-6155285.456001625,0.0003,165,5241,235.79545454545453,127,21068,-17.83626937866211,3.824812889099121
92,527393.6875,4153.68896484375,-5918213.166147924,0.0003,166,5269,227.05434782608697,127,21180,-18.319412231445312,3.856786012649536
96,562456.875,5111.0791015625,-5889883.0857625,0.0003,181,5785,226.40625,127,23244,-23.84761619567871,4.567547798156738
100,590025.75,4084.851806640625,-6044104.858216429,0.0003,191,6091,234.39,127,24468,-24.890626907348633,5.021412372589111
104,655990.625,4285.31298828125,-6820326.785789388,0.0003,213,6790,260.42,127,27264,-24.15240478515625,6.110146522521973
108,665011.5,4445.92138671875,-7062911.844816441,0.0003,222,7069,269.48,127,28380,-22.87807846069336,6.618532180786133
112,672987.125,6590.6103515625,-7121573.21150091,0.0003,223,7080,268.38,127,28424,-25.01169204711914,6.6377034187316895
116,651612.9375,5056.51318359375,-7030113.781108799,0.0003,223,7095,263.78,127,28484,-22.729246139526367,6.663379669189453
120,669977.8125,6996.78076171875,-7087942.38711205,0.0003,234,7436,266.55,127,29848,-16.27861976623535,7.207698822021484
124,723648.5625,4774.6181640625,-7230388.602154471,0.0003,254,8089,273.49,127,32460,-18.490596771240234,8.52023983001709
128,756855.625,7342.26806640625,-7181255.98248414,0.0003,261,8308,272.85,127,33336,-20.815357208251953,8.972610473632812
132,748906.1875,6245.6103515625,-6624874.1674896395,0.0003,262,8324,255.12,127,33400,-21.479724884033203,9.009485244750977
