time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/policy_gradient_loss
8192,670,69.17,12,-294281.97908835,1,,,,,,,,,,,
16384,395,75.12,41,-309767.40759192,2,4362475024.6,0.0,1.0001670122146606,0.2,10,0.000358195,2868515840.0,-1.9073486328125e-06,-12.77118955925107,0.0003,-0.001016999510829919
24576,348,84.85,70,-331406.4072185,3,4273585824.0,0.0,0.999843180179596,0.2,20,0.0008845842,2291535360.0,-1.1920928955078125e-07,-12.770507547259331,0.0003,-0.0016661193301843013
32768,325,79.96,100,-302464.01790645,4,4045985139.2,0.0,0.9996569156646729,0.2,30,0.00031029846,1863999232.0,0.0,-12.768123596906662,0.0003,-0.000823279552787426
40960,315,74.35,129,-300060.40422744,5,3779728922.2,1.220703125e-05,0.9996263980865479,0.2,40,0.00093583105,1853402880.0,-1.1920928955078125e-07,-12.767131161689758,0.0003,-0.0015459263981028926
49152,306,91.22,160,-333817.09503925,6,4163472804.8,0.0,0.9997938275337219,0.2,50,0.00034937944,2525436416.0,0.0,-12.767772538214922,0.0003,-0.0010116856577951695
57344,297,77.56,192,-300401.4183436,7,3602284623.4,0.0,0.9996844530105591,0.2,60,0.00047563916,1802588416.0,1.1920928955078125e-07,-12.768049952387809,0.0003,-0.0011748024109692779
65536,292,74.07,224,-293104.37158929004,8,3941224082.2,0.0,0.9995437264442444,0.2,70,0.00084121485,1951267072.0,0.0,-12.76695300489664,0.0003,-0.0014479266039415962
73728,290,84.87,253,-315893.52833283,9,4051485950.8,0.0,0.9992716312408447,0.2,80,0.00048208315,1709031680.0,0.0,-12.76507016569376,0.0003,-0.0011660053831292316
81920,289,77.4,283,-291739.59227825,10,3680602457.6,0.0,0.9990507960319519,0.2,90,0.00045055596,1646807296.0,0.0,-12.762907737493515,0.0003,-0.001012005328084342
90112,287,72.78,313,-281532.93330324994,11,3777843801.4,0.0,0.9986898899078369,0.2,100,0.00035367534,2262433536.0,0.0,-12.760269751399756,0.0003,-0.0008128679237415781
98304,285,75.23,344,-290221.76610688004,12,3917414969.2,0.0,0.9983934760093689,0.2,110,0.0008576817,2089427968.0,0.0,-12.757301781326532,0.0003,-0.0016852747543453007
106496,284,76.43,374,-302332.21907284996,13,3771491219.0,0.0,0.9980358481407166,0.2,120,0.00038121326,2035474048.0,-1.1920928955078125e-07,-12.754340408742427,0.0003,-0.0009846995108091505
114688,282,66.5,405,-262948.32261121,14,3993101971.0,0.0,0.9979208707809448,0.2,130,0.0007433774,1968072064.0,2.384185791015625e-07,-12.752209646999836,0.0003,-0.0013322821021574782
122880,282,80.3,434,-292389.96160643,15,3654223311.6,0.0,0.9978817105293274,0.2,140,0.0006981244,2008783360.0,0.0,-12.751495366543532,0.0003,-0.0012697065289103194
131072,282,92.86,464,-335847.88894980995,16,3465890794.2,0.0,0.997516930103302,0.2,150,0.00035543495,1839970560.0,0.0,-12.749811619520187,0.0003,-0.0008859212426614249
139264,281,80.84,494,-291812.76110446994,17,3722134476.2,0.0,0.9973806738853455,0.2,160,0.00075974286,1870851712.0,0.0,-12.747456230968236,0.0003,-0.0014497360967652639
147456,281,70.01,523,-272990.7247637301,18,3454194103.2,0.0,0.9970310926437378,0.2,170,0.00031823164,1771832704.0,0.0,-12.745220244675874,0.0003,-0.0008340148619026877
155648,280,73.15,555,-264754.94363853993,19,3758172637.2,0.0,0.9970586895942688,0.2,180,0.00033940302,1830375296.0,-1.1920928955078125e-07,-12.743669306486845,0.0003,-0.0007994850853719982
163840,278,72.41,587,-263511.28206724004,20,3349896635.6,1.220703125e-05,0.9971974492073059,0.2,190,0.0011175217,1975198976.0,-2.384185791015625e-07,-12.744387558847666,0.0003,-0.001597111704904819
172032,278,87.29,618,-306334.98752351,21,3450483897.6,0.0,0.997050404548645,0.2,200,0.00076257956,1757445760.0,1.1920928955078125e-07,-12.744413521140814,0.0003,-0.0011862971485243178
180224,277,71.39,650,-247927.35152149,22,3376782022.2,0.0,0.9968254566192627,0.2,210,0.00096365414,1649897856.0,0.0,-12.742773970216513,0.0003,-0.0015507298165175598
188416,275,68.67,682,-247281.60572300997,23,3276887795.6,0.0,0.9965372085571289,0.2,220,0.00091180624,1660501248.0,0.0,-12.740474656969308,0.0003,-0.0013543842036597199
196608,275,83.78,714,-289191.54621675005,24,3442384760.4,0.0,0.996307373046875,0.2,230,0.00054362486,1608047872.0,0.0,-12.738063847273589,0.0003,-0.00111517101249774
204800,274,58.12,744,-220736.28493888996,25,3338277980.2,0.00013427734375,0.9961821436882019,0.2,240,0.0015726371,1592062080.0,1.1920928955078125e-07,-12.736455433815717,0.0003,-0.002024429916855297
212992,273,80.29,777,-275427.07616718,26,3389540584.6,0.0,0.995825469493866,0.2,250,0.00088415755,1617130496.0,1.1920928955078125e-07,-12.734283977746964,0.0003,-0.0014711721407365986
221184,272,65.83,811,-244003.31855531,27,3171888745.7,0.0,0.9953005313873291,0.2,260,0.00037461042,1843100032.0,0.0,-12.73023200109601,0.0003,-0.0007598413143568905
229376,272,65.97,841,-239713.54418669004,28,3393541943.0,0.0,0.9952727556228638,0.2,270,0.0003440849,1501452800.0,0.0,-12.727752310037612,0.0003,-0.0008375392702873796
237568,272,68.73,870,-250432.47999440003,29,3214951818.0,0.0,0.9952829480171204,0.2,280,0.00048016646,1707055232.0,-1.1920928955078125e-07,-12.727666252851487,0.0003,-0.000880134816179634
245760,272,71.28,900,-250410.34990665,30,3210354610.8,0.0,0.9954595565795898,0.2,290,0.00059367745,1618574720.0,5.960464477539063e-08,-12.728441120684147,0.0003,-0.0009961458235920873
253952,273,70.89,929,-245162.45814252004,31,3334110637.4,0.0,0.9950204491615295,0.2,300,0.00057999435,1596730368.0,0.0,-12.727251418679952,0.0003,-0.0010708014808187727
262144,273,93.96,958,-315530.95520293,32,3319557823.0,0.0,0.994787871837616,0.2,310,0.00051196775,1653849088.0,0.0,-12.724176354706287,0.0003,-0.0009300617024564417
270336,273,69.64,987,-242706.77258725,33,3107448568.4,0.0,0.9944133758544922,0.2,320,0.0007891997,1311720960.0,-1.1920928955078125e-07,-12.721387234330177,0.0003,-0.001448064251235337
278528,274,73.86,1016,-252337.48942064,34,3171719970.8,2.44140625e-05,0.9939611554145813,0.2,330,0.0013096842,1546897536.0,-1.1920928955078125e-07,-12.717790535092353,0.0003,-0.001730339751156862
286720,274,63.36,1045,-218988.2236087,35,3084856386.7,0.0,0.9936031699180603,0.2,340,0.0006636906,1806613504.0,1.1920928955078125e-07,-12.713966046273708,0.0003,-0.0012011267906927969
294912,274,69.6,1075,-243284.92834820002,36,3205874358.6,7.32421875e-05,0.9928776621818542,0.2,350,0.0013181921,1552507648.0,0.0,-12.709109371900558,0.0003,-0.001656969135365216
303104,274,69.1,1105,-234309.28391198997,37,3253821498.6,0.0,0.9925325512886047,0.2,360,0.0006048965,1574294784.0,0.0,-12.704242065548897,0.0003,-0.0011293174258753425
311296,274,65.78,1135,-234638.75238300004,38,3070963931.5,0.0,0.9921752214431763,0.2,370,0.0006080397,1362163968.0,0.0,-12.701023264229297,0.0003,-0.001067586930730613
319488,274,64.23,1165,-218479.39922164995,39,3080533977.4,0.0,0.9916489720344543,0.2,380,0.0005575,1792713728.0,1.1920928955078125e-07,-12.696987389773131,0.0003,-0.0010744123501353897
327680,273,65.52,1196,-231588.63163583993,40,2959427803.3,0.0,0.9912348985671997,0.2,390,0.000928293,1369422464.0,0.0,-12.692726413160562,0.0003,-0.0014589653259463376
335872,273,67.32,1227,-234088.90308282003,41,3117374210.0,0.0,0.9908725023269653,0.2,400,0.00071475195,1639224448.0,0.0,-12.689159471541643,0.0003,-0.0010442849961691536
344064,273,76.52,1258,-254773.53277721998,42,3030308169.5,0.0,0.9902029037475586,0.2,410,0.0005599431,1363138560.0,0.0,-12.684496285021305,0.0003,-0.0010356060869526119
352256,273,58.59,1289,-198944.38993651996,43,2954279496.4,0.0,0.9896406531333923,0.2,420,0.0010017289,1507182592.0,0.0,-12.678842627257108,0.0003,-0.001403242010565009
360448,272,59.04,1320,-209719.65766952,44,3015534734.2,0.0,0.9894424080848694,0.2,430,0.00036425475,1863950592.0,-1.1920928955078125e-07,-12.675354655832052,0.0003,-0.0007446701562003
368640,272,66.89,1352,-225171.04400346,45,3206472012.8,0.0,0.9887306690216064,0.2,440,0.00051708386,1785642240.0,-1.1920928955078125e-07,-12.67126955166459,0.0003,-0.001042866607895121
376832,272,63.48,1385,-213280.97264852002,46,2945941590.9,0.0,0.9883721470832825,0.2,450,0.00023532227,1608998656.0,-2.384185791015625e-07,-12.666398120671511,0.0003,-0.0007692532937653596
385024,271,67.66,1416,-246272.79606273,47,2885779522.8,0.0,0.9884779453277588,0.2,460,0.00051181234,1338813952.0,-2.384185791015625e-07,-12.665198078006506,0.0003,-0.0007684590244025457
393216,271,62.53,1447,-206206.94155553,48,3318270012.2,0.0,0.9881951212882996,0.2,470,0.0009387237,1464200832.0,1.7881393432617188e-07,-12.664456810802221,0.0003,-0.0013178676694224124
401408,271,70.76,1480,-229990.64743526,49,2895075117.7,0.0,0.9874523282051086,0.2,480,0.00078019616,1366327808.0,1.7881393432617188e-07,-12.659803739190101,0.0003,-0.0011536162906850222
409600,270,70.0,1514,-220584.93198555004,50,2768302582.2,0.0,0.9872668385505676,0.2,490,0.0008014859,1601804544.0,0.0,-12.655397742241622,0.0003,-0.001206019354867749
417792,269,60.63,1547,-201236.18135275002,51,2965387975.4,0.0,0.9873602986335754,0.2,500,0.00020805358,1433104256.0,0.0,-12.655011873692274,0.0003,-0.0007160329692851519
425984,269,64.7,1581,-219741.35303951998,52,2902631253.7,0.0,0.9869521260261536,0.2,510,0.000853577,1422724736.0,0.0,-12.653772461414338,0.0003,-0.0012016436057820101
434176,268,56.75,1614,-190155.7196247,53,2954720023.5,1.220703125e-05,0.9866572618484497,0.2,520,0.0009443332,1422243072.0,0.0,-12.650481805950403,0.0003,-0.0013378346207900903
442368,268,67.76,1648,-219294.65844892003,54,2938151661.8,0.0,0.9866184592247009,0.2,530,0.0002980536,1486024448.0,0.0,-12.648907736688852,0.0003,-0.0006970602484216215
450560,267,64.34,1682,-216641.6956046,55,2772598864.3,0.0,0.986190140247345,0.2,540,0.0004487242,1440575488.0,0.0,-12.646662270277739,0.0003,-0.0008455506736936514
458752,267,70.32,1715,-234063.30305808998,56,3010877980.4,0.0,0.985651969909668,0.2,550,0.00085865986,1478526976.0,0.0,-12.642252200096845,0.0003,-0.0013515604459826136
466944,267,60.83,1748,-206625.13960819,57,2991812133.4,7.32421875e-05,0.985366940498352,0.2,560,0.0015645735,1436633856.0,0.0,-12.638386935740709,0.0003,-0.001975149142162991
475136,266,68.33,1782,-219956.06455761997,58,2967225221.2,0.0,0.985413670539856,0.2,570,0.00019312886,1572840704.0,0.0,-12.637376029789447,0.0003,-0.0006613562294660369
483328,266,61.45,1815,-208957.0552273,59,2730429908.1,1.220703125e-05,0.9851241707801819,0.2,580,0.0011338876,1222289664.0,-1.1920928955078125e-07,-12.636234489828349,0.0003,-0.001387932895522681
491520,265,70.46,1849,-230035.16043573004,60,2774885206.2,1.220703125e-05,0.9850996136665344,0.2,590,0.0011230187,1241390848.0,-1.1920928955078125e-07,-12.634752405434847,0.0003,-0.001447993324836716
499712,265,59.49,1883,-202544.13520399004,61,2817337318.6,0.0,0.9850686192512512,0.2,600,0.00052903034,1456923136.0,0.0,-12.634512995183467,0.0003,-0.0009256875713617774
507904,264,53.24,1916,-181614.86300669,62,2807493684.8,0.0,0.9846766591072083,0.2,610,0.00054871215,1605036800.0,-1.1920928955078125e-07,-12.632598761469126,0.0003,-0.0009286312531912699
516096,264,61.03,1950,-206557.07269270997,63,2882064944.1,0.0,0.9841988682746887,0.2,620,0.0006893459,1253520896.0,1.1920928955078125e-07,-12.628576871752738,0.0003,-0.0011263078216870782
524288,264,63.63,1984,-198981.28491440002,64,2943626278.5,8.544921875e-05,0.9841130375862122,0.2,630,0.0014409926,1345200128.0,1.1920928955078125e-07,-12.62591774687171,0.0003,-0.001695213853236055
532480,263,64.24,2017,-206140.83817881995,65,2725174192.4,3.662109375e-05,0.9841020703315735,0.2,640,0.0010691626,1514038656.0,1.1920928955078125e-07,-12.625587952882052,0.0003,-0.0013534110184991732
540672,263,60.26,2050,-202291.77889148996,66,2682506409.9,0.0,0.9839032292366028,0.2,650,0.0011775421,1461978368.0,1.1920928955078125e-07,-12.624529501795768,0.0003,-0.0015685298734751997
548864,263,67.89,2083,-212149.53778907002,67,2834533158.3,0.0,0.9832909107208252,0.2,660,0.0007505851,1245292160.0,0.0,-12.620834321528672,0.0003,-0.0011086645994510037
557056,263,57.75,2117,-191755.28792795003,68,2761921201.6,3.662109375e-05,0.9829115271568298,0.2,670,0.001159669,1492616576.0,0.0,-12.616167572140693,0.0003,-0.0013637351461511572
565248,262,61.88,2151,-197128.35080780994,69,2757702948.0,0.0,0.9829192757606506,0.2,680,0.001025024,1243741440.0,0.0,-12.614506991952657,0.0003,-0.001195273921621265
573440,262,65.12,2184,-199961.14187977999,70,2640158670.2,0.0,0.9827011227607727,0.2,690,0.00047277543,1203041280.0,0.0,-12.613488497585058,0.0003,-0.0008727780666959006
581632,262,65.19,2218,-206543.43245864005,71,2534424596.9,0.0,0.9820368885993958,0.2,700,0.00058889284,1312898560.0,0.0,-12.609344173967838,0.0003,-0.0009505824040388688
589824,261,67.65,2252,-198396.72288503993,72,2695360684.9,0.00013427734375,0.9817583560943604,0.2,710,0.001636292,1544327680.0,0.0,-12.60491810515523,0.0003,-0.0018654445811989717
598016,261,65.04,2286,-205561.24740340997,73,2486187322.1,0.0,0.981307327747345,0.2,720,0.0006327776,1203054592.0,0.0,-12.601714000850915,0.0003,-0.0009048530311702053
606208,261,58.29,2320,-185938.93048599,74,2740545246.0,0.0,0.9810702204704285,0.2,730,0.0010435549,1263861504.0,0.0,-12.598470195382834,0.0003,-0.0013313350034877657
614400,261,68.1,2353,-214874.44623893,75,2624549672.6,0.0,0.980870246887207,0.2,740,0.00065842475,1191835520.0,0.0,-12.59639157578349,0.0003,-0.0009409700258402153
622592,261,58.27,2385,-195275.66232288003,76,2712860585.2,3.662109375e-05,0.9810096025466919,0.2,750,0.00092274125,1405446784.0,-1.1920928955078125e-07,-12.596130110323429,0.0003,-0.0011843038548249752
630784,260,59.8,2416,-191407.84314017,77,2695198859.4,0.0,0.9810208082199097,0.2,760,0.00052859966,1687696000.0,-1.1920928955078125e-07,-12.596722455322743,0.0003,-0.001000659164856188
638976,260,57.21,2448,-189129.435713,78,2585515215.1,0.00035400390625,0.9809191226959229,0.2,770,0.0017701011,1102419328.0,-1.1920928955078125e-07,-12.596343863755465,0.0003,-0.0019006814050953834
647168,260,54.55,2479,-164764.43059798,79,2705622899.9,0.0,0.9808385968208313,0.2,780,0.0006248547,1529074176.0,-2.384185791015625e-07,-12.59539745748043,0.0003,-0.0009567238106683362
655360,260,64.98,2511,-200418.76402703003,80,2481767823.4,7.32421875e-05,0.9804558157920837,0.2,790,0.0012511486,1383285504.0,1.7881393432617188e-07,-12.593262199312449,0.0003,-0.0014184110310452524
663552,260,75.69,2542,-211506.24208244003,81,2560236611.9,0.0,0.9800904393196106,0.2,800,0.0008812663,1131348864.0,0.0,-12.589792006462812,0.0003,-0.001312204185524024
671744,260,65.14,2574,-192982.93176688,82,2313435835.6,0.0,0.9804185032844543,0.2,810,0.0007060251,1291297280.0,0.0,-12.58964035063982,0.0003,-0.0009941841479303548
679936,260,62.41,2605,-184386.40390626996,83,2477318346.5,0.0001220703125,0.9800577163696289,0.2,820,0.0016669373,1129221120.0,1.1920928955078125e-07,-12.589355655014515,0.0003,-0.0018215103282273049
688128,260,67.68,2637,-198530.99852513,84,2364219794.7,0.0001953125,0.9796466827392578,0.2,830,0.0018622736,1358176512.0,0.0,-12.585860777646303,0.0003,-0.0017538052732561482
696320,260,59.25,2668,-179455.89343462003,85,2392674908.1,0.0,0.9798260927200317,0.2,840,0.00092511874,1101804416.0,0.0,-12.584698443859816,0.0003,-0.0010792755270813358
704512,260,63.01,2700,-187097.97942539997,86,2404905478.4,8.544921875e-05,0.9800939559936523,0.2,850,0.0012741743,1300314752.0,1.1920928955078125e-07,-12.586639624089003,0.0003,-0.0014427266549319028
712704,260,50.44,2731,-174833.10001537003,87,2442389603.2,4.8828125e-05,0.9795390367507935,0.2,860,0.0014872351,1084754304.0,0.0,-12.585408639162779,0.0003,-0.0015991348165698583
720896,260,65.45,2762,-197027.51550304002,88,2787374719.9,0.0,0.979328453540802,0.2,870,0.0005934745,1635001344.0,1.1920928955078125e-07,-12.581831125169993,0.0003,-0.0009025727060361533
729088,260,62.94,2793,-185176.14368561003,89,2528997102.3,1.220703125e-05,0.9790367484092712,0.2,880,0.0013245994,1218812160.0,1.1920928955078125e-07,-12.579538622498513,0.0003,-0.0015368226126156515
737280,260,59.37,2825,-183337.75471027,90,2570853303.9,0.0,0.9783059358596802,0.2,890,0.0005025945,1170632576.0,0.0,-12.574770671874285,0.0003,-0.001060905167105375
745472,260,61.16,2857,-186715.79428107,91,2499897042.7,1.220703125e-05,0.9781514406204224,0.2,900,0.0011181304,1110875392.0,0.0,-12.570526882261039,0.0003,-0.0013747097244049655
753664,260,60.64,2889,-186518.85570265003,92,2496592075.0,4.8828125e-05,0.9779784083366394,0.2,910,0.0012034038,1341615360.0,-1.1920928955078125e-07,-12.569059792160989,0.0003,-0.0013866018925909884
761856,260,58.81,2921,-182434.77028000998,93,2414836159.8,4.8828125e-05,0.9781153202056885,0.2,920,0.0013381271,1514459392.0,1.1920928955078125e-07,-12.568913171440363,0.0003,-0.001491633549812832
770048,260,47.83,2953,-165797.49513191998,94,2563207767.4,0.0,0.9783121943473816,0.2,930,0.0007220857,1186972928.0,0.0,-12.57031153589487,0.0003,-0.0010569879374088486
778240,260,70.13,2985,-199761.56683704,95,2609625172.5,0.00220947265625,0.9780346751213074,0.2,940,0.0028773425,1457251072.0,0.0,-12.569985464960336,0.0003,-0.00273919234641653
786432,260,66.25,3017,-195830.95252254995,96,2364641598.5,0.00030517578125,0.9774962663650513,0.2,950,0.0019500358,1517121408.0,0.0,-12.566172862797975,0.0003,-0.00198325872697751
794624,260,58.44,3048,-180497.13554304998,97,2381990171.0,0.0,0.9771454930305481,0.2,960,0.00064925547,1128909696.0,0.0,-12.56210083886981,0.0003,-0.0011784194284700789
