time/total_timesteps,train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/critic_loss,time/fps,train/n_updates,time/time_elapsed,train/actor_loss,rollout/ep_len_mean
5880,-9.597558975219727,1.6147634983062744,-526579.12544809,104,0.001,193270960.0,121,1444,48,1975.2459716796875,50.84
6152,-10.123927116394043,1.6605781316757202,-528257.11234301,108,0.001,107832752.0,120,1512,51,2050.97705078125,51.63
6228,-10.9993314743042,1.6755205392837524,-519598.55952360993,112,0.001,98520424.0,119,1531,52,1521.68115234375,50.73
6424,-11.294259071350098,1.710489273071289,-517594.90081407,116,0.001,163747616.0,118,1580,54,2151.358154296875,50.76
6612,-11.824069023132324,1.7458990812301636,-596272.95044341,120,0.001,73447360.0,117,1627,56,1439.737548828125,55.96
6744,-12.294427871704102,1.770711064338684,-566611.3864750799,124,0.001,95720272.0,116,1660,57,2040.82080078125,51.56
6880,-12.481204986572266,1.7954175472259521,-507419.7591293399,128,0.001,44450568.0,116,1694,59,1956.889892578125,48.88
7040,-12.851584434509277,1.8247016668319702,-563722.3648568,132,0.001,118276288.0,116,1734,60,2531.08349609375,52.15
7116,-13.526697158813477,1.8407307863235474,-561033.56238487,136,0.001,170185536.0,116,1753,61,2087.20068359375,51.15
7232,-14.291326522827148,1.8617790937423706,-559544.7496386999,140,0.001,102490304.0,116,1782,62,1610.63916015625,50.8
7308,-14.350723266601562,1.8785426616668701,-559723.49945739,144,0.001,124101968.0,116,1801,62,1612.8310546875,50.24
7356,-13.997702598571777,1.8882488012313843,-559490.54624273,148,0.001,52389440.0,116,1813,63,1577.012939453125,50.2
7384,-14.411872863769531,1.8931186199188232,-563095.0895016501,152,0.001,87104096.0,115,1820,63,2591.552734375,51.4
7580,-13.841156959533691,1.9318796396255493,-565343.49262342,156,0.001,47480256.0,115,1869,65,2696.47802734375,52.62
7664,-14.542746543884277,1.948729157447815,-563782.7722302799,160,0.001,161278864.0,115,1890,66,1978.6822509765625,52.88
7924,-15.63924503326416,2.001563310623169,-569860.14255091,164,0.001,115237264.0,115,1955,68,2100.00390625,54.56
8084,-15.668783187866211,2.033639430999756,-569683.1912442499,168,0.001,137234912.0,115,1995,69,2286.1416015625,54.57
8272,-15.522079467773438,2.0737860202789307,-560491.8395063399,172,0.001,187061568.0,115,2042,71,3017.81982421875,53.73
8668,-18.029766082763672,2.1592273712158203,-555802.7507778299,176,0.001,87211600.0,114,2141,75,2813.2607421875,53.9
8828,-17.756980895996094,2.1941680908203125,-496486.39982723,180,0.001,89171072.0,114,2181,77,3147.588134765625,48.7
9432,-18.372509002685547,2.333038568496704,-456094.34376633,184,0.001,164071264.0,113,2332,83,3441.2314453125,46.12
9624,-19.91153335571289,2.3781282901763916,-477497.6821467401,188,0.001,83291184.0,113,2380,84,4157.798828125,47.94
9968,-21.423076629638672,2.4598116874694824,-493484.17149059,192,0.001,114437424.0,112,2466,88,4009.0546875,50.65
10668,-21.19609832763672,2.6408584117889404,-518705.57137015,196,0.001,65805208.0,111,2641,95,4526.76416015625,53.55
10928,-22.408123016357422,2.7056596279144287,-460213.2000109301,200,0.001,96848808.0,110,2706,98,5159.93603515625,52.57
11284,-22.78852081298828,2.798039197921753,-458733.39932026004,204,0.001,78977128.0,110,2795,102,4985.689453125,57.38
11512,-22.833145141601562,2.8571391105651855,-453626.2428105899,208,0.001,119601984.0,109,2852,104,5024.47607421875,58.19
11568,-22.31559944152832,2.8727245330810547,-451666.16827607,212,0.001,28972278.0,109,2866,105,5449.220703125,58.25
11628,-21.934314727783203,2.888277292251587,-449305.5335413399,216,0.001,50600632.0,109,2881,106,5638.66015625,57.61
11676,-22.010498046875,2.9006423950195312,-370055.7506160401,220,0.001,38325816.0,109,2893,106,6071.0302734375,53.38
11720,-22.191757202148438,2.9098715782165527,-362517.89698491996,224,0.001,88569672.0,109,2904,106,5428.78125,52.6
11748,-23.016681671142578,2.919098138809204,-356125.0747108899,228,0.001,151037760.0,109,2911,107,5769.564453125,51.36
11796,-22.123807907104492,2.9314446449279785,-297444.19216195995,232,0.001,25823318.0,109,2923,107,6077.5302734375,47.71
11860,-22.36422348022461,2.946817636489868,-297528.13237440004,236,0.001,89818144.0,109,2939,108,6084.25244140625,47.79
12052,-23.48189926147461,2.997182607650757,-294737.45058316,240,0.001,70527112.0,108,2987,110,5303.7822265625,47.39
12268,-22.508731842041016,3.054378032684326,-294534.67398045,244,0.001,186476704.0,108,3041,113,5807.0048828125,47.53
12452,-23.897397994995117,3.101853132247925,-301980.84770023,248,0.001,39204592.0,107,3087,115,5731.4501953125,49.63
12560,-24.07296371459961,3.130981922149658,-307699.88647227,252,0.001,33670360.0,107,3114,116,5405.7802734375,51.55
12712,-24.361087799072266,3.17380428314209,-305660.58042468,256,0.001,68224408.0,107,3152,118,5376.298828125,51.08
12872,-24.146886825561523,3.2172000408172607,-305803.20793278,260,0.001,47060216.0,106,3192,120,5974.45654296875,51.76
13032,-24.99861717224121,3.2641496658325195,-298724.22846404003,264,0.001,125669512.0,106,3232,122,6620.220703125,51.0
13136,-25.506961822509766,3.2915306091308594,-298696.15771323,268,0.001,96714112.0,106,3258,123,6878.26171875,52.09
13344,-26.02372169494629,3.3542799949645996,-297345.14184817,272,0.001,43798516.0,105,3310,125,6400.1611328125,52.52
13432,-25.179302215576172,3.379040241241455,-275459.32133733004,276,0.001,40060052.0,105,3332,127,6367.95263671875,49.69
13572,-25.5635986328125,3.4211156368255615,-275193.39306595,280,0.001,105032784.0,105,3367,128,7913.94482421875,50.5
13724,-26.751420974731445,3.4634976387023926,-257169.27278876997,284,0.001,229185248.0,105,3405,130,7105.95751953125,49.04
13908,-27.692413330078125,3.522399425506592,-231240.92018902,288,0.001,142611456.0,104,3451,132,6672.5869140625,47.41
14136,-27.211994171142578,3.5944745540618896,-215027.79541794996,292,0.001,42818488.0,104,3508,135,5874.3984375,45.39
14212,-27.567699432373047,3.6172778606414795,-169900.5170055,296,0.001,42398920.0,104,3527,136,5988.69921875,40.35
14340,-27.64716911315918,3.65903377532959,-145519.65079272998,300,0.001,42047104.0,104,3559,137,6853.3115234375,37.34
14484,-27.736921310424805,3.7048592567443848,-131278.86559853,304,0.001,73492008.0,104,3595,139,7039.0205078125,32.55
14648,-28.590473175048828,3.755145788192749,-128263.70564027003,308,0.001,120966544.0,103,3636,141,7410.41259765625,32.11
14772,-27.367551803588867,3.7983996868133545,-133345.00503349002,312,0.001,68611648.0,103,3667,142,6456.6123046875,32.92
14948,-27.586299896240234,3.8525373935699463,-133356.45066678998,316,0.001,94548576.0,103,3711,144,6281.3974609375,33.89
15072,-27.721900939941406,3.894660711288452,-132621.33403818,320,0.001,91361520.0,103,3742,145,7002.39697265625,33.76
15136,-27.724468231201172,3.913936138153076,-132406.55538349002,324,0.001,57651764.0,103,3758,146,7172.228515625,34.14
15204,-26.678932189941406,3.9372057914733887,-132207.85274194,328,0.001,84231248.0,103,3775,147,7767.4365234375,34.9
15268,-27.722742080688477,3.9565913677215576,-132064.98283360002,332,0.001,75156528.0,103,3791,147,7205.6484375,35.23
15372,-28.180124282836914,3.991539239883423,-132391.83329446998,336,0.001,83514992.0,103,3817,149,7764.9580078125,35.79
15788,-26.544187545776367,4.125014781951904,-132839.62760356,340,0.001,73442320.0,102,3921,153,8298.763671875,37.39
15896,-26.880067825317383,4.15968656539917,-134000.23041139002,344,0.001,184535008.0,102,3948,155,7577.859375,39.51
16064,-25.732097625732422,4.2135090827941895,-126643.35583396001,348,0.001,167708288.0,102,3990,156,7487.4052734375,38.51
16276,-26.95339584350586,4.282987594604492,-117878.38098472002,352,0.001,73922104.0,102,4043,159,9666.7373046875,36.73
16360,-28.252609252929688,4.310778617858887,-117489.58892620001,356,0.001,62502704.0,102,4064,160,8947.33984375,36.86
16484,-27.554054260253906,4.351133346557617,-115531.68310569003,360,0.001,146077888.0,102,4095,161,9387.978515625,36.98
16568,-28.12926483154297,4.379390716552734,-114782.29631179999,364,0.001,72196872.0,101,4116,162,8179.216796875,35.96
16676,-28.03302001953125,4.415935039520264,-113623.0973953,368,0.001,61379196.0,101,4143,163,9257.806640625,35.25
16772,-27.885257720947266,4.448770999908447,-111926.49925174001,372,0.001,148430192.0,101,4167,164,8348.56640625,34.65
16956,-28.039968490600586,4.514735698699951,-111501.56506620001,376,0.001,71397336.0,101,4213,166,7805.904296875,34.55
17176,-27.55551528930664,4.5898966789245605,-111947.68832068,380,0.001,88605760.0,101,4268,169,8413.91796875,34.44
17364,-27.14020538330078,4.65663480758667,-111972.03066100001,384,0.001,82813840.0,101,4315,171,9017.919921875,34.72
17548,-26.708961486816406,4.719784736633301,-110612.49962845,388,0.001,103500576.0,101,4361,173,8010.29296875,33.63
17892,-28.064617156982422,4.841900825500488,-109260.66932524001,392,0.001,61130992.0,101,4447,177,7058.39697265625,33.88
18112,-27.620342254638672,4.917835235595703,-129520.18395186,396,0.001,42689168.0,100,4502,179,8416.779296875,36.21
18208,-27.137855529785156,4.951884746551514,-129541.27648367999,400,0.001,137592896.0,100,4526,180,8874.5146484375,36.69
18376,-27.22058868408203,5.011527061462402,-123580.17521026,404,0.001,121582848.0,100,4568,182,8466.6044921875,35.36
18572,-26.26268768310547,5.0796308517456055,-131542.06604955002,408,0.001,41625092.0,100,4617,184,7367.150390625,38.93
18740,-26.921192169189453,5.138662815093994,-126491.72138475001,412,0.001,75733536.0,100,4659,186,10246.353515625,38.81
18924,-27.059690475463867,5.206014633178711,-127489.97480103001,416,0.001,58094980.0,100,4705,188,10109.26953125,39.83
19024,-25.985979080200195,5.239828109741211,-127299.51897312004,420,0.001,95885232.0,100,4730,189,8655.7373046875,39.83
19236,-25.410354614257812,5.314382076263428,-127471.70190481002,424,0.001,71947600.0,100,4783,192,8012.61474609375,40.65
19424,-24.830760955810547,5.3767781257629395,-127586.41349276004,428,0.001,44335632.0,99,4830,194,8605.0087890625,41.34
19732,-25.05681610107422,5.485494613647461,-128096.03127186002,432,0.001,83998096.0,99,4907,197,10004.4833984375,42.85
20120,-24.322521209716797,5.621705055236816,-127990.90111267,436,0.001,66586700.0,99,5004,201,9141.1015625,44.2
20272,-25.68722915649414,5.6776299476623535,-130398.20744477,440,0.001,65029644.0,99,5042,203,8734.61328125,46.35
20476,-24.569772720336914,5.752322673797607,-130067.70725814003,444,0.001,115301568.0,99,5093,206,10259.71875,45.09
20552,-25.906822204589844,5.778624057769775,-130172.7546179,448,0.001,75955784.0,99,5112,206,10293.470703125,44.79
20636,-25.520591735839844,5.809474468231201,-129351.09060818002,452,0.001,114223408.0,99,5133,207,9159.103515625,43.81
20844,-25.13207244873047,5.88900899887085,-128740.73976533003,456,0.001,115889664.0,99,5185,210,8700.77734375,44.9
20988,-24.875682830810547,5.942458152770996,-127545.75756535001,460,0.001,104098184.0,98,5221,212,8295.9345703125,44.75
21328,-24.965011596679688,6.068779468536377,-128145.80383291002,464,0.001,100757152.0,98,5306,216,8053.4697265625,46.1
21460,-23.697053909301758,6.1183013916015625,-128676.19121458,468,0.001,113700656.0,98,5339,217,9169.78125,47.61
21580,-25.119640350341797,6.163133144378662,-128933.44361173,472,0.001,77024952.0,98,5369,218,10742.5966796875,47.99
21708,-25.359210968017578,6.213588237762451,-129071.62173194998,476,0.001,191516032.0,98,5401,220,9703.16796875,48.14
21816,-23.753278732299805,6.254980564117432,-129051.96819812001,480,0.001,56599932.0,98,5428,221,10285.205078125,48.15
22024,-23.582393646240234,6.332198143005371,-129671.44124384,484,0.001,42676600.0,98,5480,223,9611.7470703125,47.93
22420,-24.530752182006836,6.484736919403076,-130206.14541329004,488,0.001,71121824.0,98,5579,228,8916.537109375,48.46
22716,-23.516319274902344,6.601527214050293,-142313.97308301003,492,0.001,67610952.0,98,5653,231,10364.541015625,51.17
22996,-22.934223175048828,6.7053046226501465,-129172.39536889002,496,0.001,102962064.0,97,5723,235,10981.1884765625,52.53
23312,-24.13303565979004,6.825954437255859,-128197.5620359,500,0.001,117466704.0,97,5802,238,12225.4755859375,54.28
23860,-24.1312313079834,7.049724578857422,-134509.54106785,504,0.001,132261744.0,97,5939,243,10506.021484375,57.31
24244,-23.511829376220703,7.210048675537109,-132782.90956358,508,0.001,78648672.0,97,6035,247,9344.248046875,54.87
24528,-22.82622528076172,7.32993745803833,-143061.93220121003,512,0.001,68867040.0,97,6106,251,11820.1767578125,57.92
24752,-23.697616577148438,7.421845436096191,-141723.75610447998,516,0.001,64301128.0,97,6162,253,9605.666015625,57.37
24876,-22.981185913085938,7.478628635406494,-141662.98545493998,520,0.001,78934520.0,97,6193,254,10425.9140625,57.86
24992,-23.564884185791016,7.524462699890137,-141424.71204755,524,0.001,39507284.0,97,6222,256,10238.03125,58.18
25140,-22.924236297607422,7.591604232788086,-140859.29124379,528,0.001,33416932.0,97,6259,257,11140.00390625,57.67
25484,-24.626018524169922,7.739614486694336,-140012.2049653,532,0.001,57957312.0,97,6345,261,10592.53515625,57.07
25700,-23.600000381469727,7.838608264923096,-143481.19535584,536,0.001,62839012.0,97,6399,264,11232.5,58.36
25868,-24.00506019592285,7.915515422821045,-140373.9358106,540,0.001,92555584.0,97,6441,266,10899.26171875,56.11
25960,-25.549169540405273,7.959907054901123,-139407.31428813998,544,0.001,101588944.0,97,6464,267,11751.0234375,55.65
26140,-25.535402297973633,8.048168182373047,-139348.89887077,548,0.001,55463780.0,97,6509,269,11082.3984375,55.83
26256,-26.087112426757812,8.10854434967041,-139215.65992727998,552,0.001,94906744.0,97,6538,270,10755.0791015625,56.72
26468,-25.67422103881836,8.211634635925293,-138789.52273362,556,0.001,105921296.0,96,6591,272,10838.41796875,55.6
26604,-24.542329788208008,8.283950805664062,-140543.41360065996,560,0.001,62005628.0,96,6625,274,9064.6640625,55.92
26852,-24.26466178894043,8.4021577835083,-140481.34082675,564,0.001,79192320.0,96,6687,277,10979.10546875,55.96
27012,-23.986167907714844,8.483551979064941,-140848.88466345,568,0.001,102456664.0,96,6727,279,10467.0830078125,55.31
27144,-24.0869083404541,8.547203063964844,-140753.48164376002,572,0.001,44730112.0,96,6760,281,10441.7861328125,54.92
27200,-24.845218658447266,8.570868492126465,-141320.65134898003,576,0.001,67765872.0,96,6774,281,10498.9423828125,55.22
27328,-24.802562713623047,8.637460708618164,-142948.83037947,580,0.001,91495352.0,96,6806,283,10845.37890625,54.7
27384,-24.325420379638672,8.667978286743164,-142768.01730090997,584,0.001,46991072.0,96,6820,283,11757.40625,54.19
27476,-23.731403350830078,8.710862159729004,-144217.1259346,588,0.001,75149920.0,96,6843,284,10665.0,53.72
27560,-23.927175521850586,8.753551483154297,-132868.91937599,592,0.001,62709576.0,96,6864,285,9004.69140625,50.39
27704,-25.202909469604492,8.826804161071777,-125373.16961957999,596,0.001,209620736.0,96,6900,287,8833.0400390625,46.7
27960,-24.57854652404785,8.96900749206543,-127827.02440529,600,0.001,96985096.0,96,6964,290,10213.37890625,45.96
28148,-25.477691650390625,9.067400932312012,-121053.19980122,604,0.001,61677600.0,96,7011,292,11014.2578125,43.86
28504,-24.663904190063477,9.268852233886719,-118468.69588745,608,0.001,66514736.0,96,7100,296,9981.1748046875,44.42
28684,-25.324443817138672,9.370745658874512,-107785.45185078,612,0.001,61445188.0,95,7145,299,10460.115234375,41.66
28884,-24.25330352783203,9.485539436340332,-108115.16391386998,616,0.001,48534752.0,95,7195,301,12761.306640625,41.93
29080,-24.543033599853516,9.592385292053223,-108133.94972246999,620,0.001,77688888.0,95,7244,303,10960.181640625,41.29
29356,-24.959226608276367,9.745881080627441,-108867.02971455999,624,0.001,119035376.0,95,7313,306,9518.791015625,42.77
29500,-25.95537567138672,9.829133987426758,-110674.61825156999,628,0.001,67246608.0,95,7349,308,9816.380859375,43.5
29716,-25.23280143737793,9.957157135009766,-112101.09654806001,632,0.001,22930164.0,95,7403,311,12377.94140625,43.91
29932,-25.609390258789062,10.087983131408691,-107833.79715594003,636,0.001,99493536.0,95,7457,313,11800.1220703125,42.01
30036,-26.350873947143555,10.155152320861816,-109489.4289608,640,0.001,98173216.0,95,7483,314,9637.142578125,41.59
30156,-25.232648849487305,10.230751037597656,-109358.83087189001,644,0.001,110962784.0,95,7513,316,10729.591796875,41.89
30340,-26.205625534057617,10.344983100891113,-108821.43425279,648,0.001,43107036.0,95,7559,318,10249.572265625,41.73
30460,-25.2806453704834,10.421688079833984,-109473.47431526,652,0.001,71891144.0,95,7589,319,11541.978515625,41.83
30600,-24.825349807739258,10.512245178222656,-109141.30866878999,656,0.001,84851672.0,95,7624,321,11825.49609375,41.88
30760,-24.72556495666504,10.609536170959473,-108666.62675904999,660,0.001,106253904.0,95,7664,323,9731.2119140625,41.29
30860,-24.77939224243164,10.669500350952148,-108410.75173275,664,0.001,108763968.0,95,7689,324,10974.8916015625,40.92
31108,-23.77981948852539,10.8278169631958,-107324.77727593001,668,0.001,33514108.0,94,7751,327,9934.2109375,40.21
31576,-23.532987594604492,11.127301216125488,-106794.76239803001,672,0.001,100692128.0,94,7868,333,11185.43359375,42.37
31748,-23.06924819946289,11.23334789276123,-106168.06513303997,676,0.001,88186968.0,94,7911,335,9901.64453125,43.62
31844,-23.532791137695312,11.293351173400879,-104320.47914227,680,0.001,47160928.0,94,7935,336,9705.6884765625,45.57
31952,-24.10568618774414,11.361929893493652,-103644.58998153999,684,0.001,40509456.0,94,7962,337,10283.7626953125,46.18
32244,-26.373016357421875,11.560869216918945,-101444.05531362999,688,0.001,89021568.0,94,8035,341,8969.84375,46.52
32368,-25.036771774291992,11.644147872924805,-100520.23249391999,692,0.001,103560312.0,94,8066,342,9958.265625,47.62
32480,-24.612930297851562,11.719542503356934,-100602.91302778,696,0.001,128581080.0,94,8094,344,10823.1015625,47.74
32676,-24.11465072631836,11.862223625183105,-99045.14188041,700,0.001,66837940.0,94,8143,346,14020.5107421875,47.08
32876,-23.745071411132812,11.992670059204102,-99088.80919164002,704,0.001,27422504.0,94,8193,348,10488.890625,46.05
33252,-24.758153915405273,12.254965782165527,-100954.70522425002,708,0.001,44853868.0,94,8287,352,9804.58984375,46.62
33372,-24.34839630126953,12.340296745300293,-100774.55482674,712,0.001,88683488.0,94,8317,354,11037.6298828125,47.09
33524,-24.25873565673828,12.443617820739746,-100290.50273250001,716,0.001,122664792.0,94,8355,355,11491.99609375,46.39
33796,-24.219327926635742,12.645345687866211,-100451.66298749,720,0.001,76762768.0,94,8423,358,9596.6494140625,46.93
34036,-23.80017852783203,12.819937705993652,-99992.14232130001,724,0.001,36503036.0,94,8483,361,10801.28515625,46.28
34104,-23.912025451660156,12.872292518615723,-98745.85691082999,728,0.001,128843496.0,94,8500,362,9616.5029296875,44.66
34240,-24.500186920166016,12.970470428466797,-97704.36720853,732,0.001,36387480.0,94,8534,363,10134.126953125,43.13
34316,-23.740753173828125,13.024029731750488,-98191.19166916002,736,0.001,92947384.0,94,8553,364,10156.935546875,42.08
34420,-23.790969848632812,13.10383415222168,-96380.07072281999,740,0.001,79561552.0,94,8579,365,10534.466796875,42.61
34576,-21.20572280883789,13.21547794342041,-98317.72392090998,744,0.001,120930128.0,94,8618,367,10760.826171875,43.68
34632,-21.680749893188477,13.256821632385254,-98635.98611854002,748,0.001,107029536.0,94,8632,368,12312.025390625,43.31
34864,-22.952415466308594,13.417695045471191,-98342.97416384,752,0.001,97279072.0,94,8690,370,10301.337890625,42.93
35052,-22.757835388183594,13.558436393737793,-99314.78641241003,756,0.001,104422000.0,94,8737,372,9791.830078125,44.03
35240,-22.050365447998047,13.689529418945312,-99070.75538684003,760,0.001,49908684.0,94,8784,374,9109.76171875,44.7
35408,-23.455772399902344,13.810894966125488,-98598.10551390001,764,0.001,131887264.0,94,8826,376,10060.87890625,43.83
35600,-23.040699005126953,13.95368766784668,-98567.55693523999,768,0.001,86996400.0,93,8874,378,10135.146484375,45.18
35772,-23.340593338012695,14.090511322021484,-98539.71865418,772,0.001,106857744.0,93,8917,380,9866.052734375,43.27
35920,-22.685298919677734,14.202964782714844,-98284.26232866,776,0.001,79393464.0,93,8954,382,11513.4189453125,41.75
36096,-22.49547004699707,14.342190742492676,-97973.36358281,780,0.001,79536592.0,93,8998,384,10910.6806640625,40.15
36488,-22.045263290405273,14.643526077270508,-97968.56869286999,784,0.001,65577124.0,93,9096,388,12974.74609375,40.02
36872,-21.93320655822754,14.945605278015137,-99729.28159918002,788,0.001,88410520.0,93,9192,392,9252.23828125,41.57
37228,-21.136669158935547,15.229177474975586,-101666.80037570001,792,0.001,98953296.0,93,9281,397,9815.513671875,43.4
37660,-21.49704360961914,15.578414916992188,-102368.15971678002,796,0.001,64976036.0,93,9389,402,11432.2705078125,44.76
38164,-22.857473373413086,15.998161315917969,-105315.77602101,800,0.001,85052000.0,93,9515,408,9553.923828125,53.59
38344,-21.098804473876953,16.154878616333008,-106201.43969497,804,0.001,41179228.0,93,9560,410,10023.3486328125,53.82
38392,-22.223770141601562,16.19564437866211,-103638.77731454,808,0.001,67335968.0,93,9572,411,10352.658203125,51.65
38548,-21.146575927734375,16.32761573791504,-104267.17962382003,812,0.001,63375848.0,93,9611,412,8114.7216796875,50.1
38752,-21.67178726196289,16.500057220458984,-105675.96428914998,816,0.001,105917960.0,93,9662,415,10986.1484375,49.89
38812,-22.957561492919922,16.552640914916992,-106477.22421526,820,0.001,77587936.0,93,9677,415,9009.06640625,49.5
38928,-22.53942108154297,16.660030364990234,-106448.93960295997,824,0.001,106055216.0,93,9706,417,10365.5146484375,47.45
39156,-22.976558685302734,16.866361618041992,-106159.16918508003,828,0.001,63884536.0,93,9763,419,12072.337890625,48.86
39360,-21.787445068359375,17.05303955078125,-105703.13496804,832,0.001,26304220.0,93,9814,422,11723.9140625,49.97
39848,-20.971755981445312,17.491613388061523,-111308.64135735002,836,0.001,128035200.0,93,9936,427,10847.142578125,55.58
40236,-22.19611930847168,17.859577178955078,-109920.67630737,840,0.001,112094056.0,93,10033,431,8947.2080078125,58.26
40376,-21.332889556884766,17.984724044799805,-109972.76202618997,844,0.001,83825712.0,93,10068,433,10144.48046875,58.41
40500,-21.419692993164062,18.11019515991211,-109506.81704050997,848,0.001,84619520.0,93,10099,434,12269.4599609375,58.82
40792,-21.896881103515625,18.393505096435547,-109381.73011863,852,0.001,53106184.0,93,10172,438,9643.15234375,59.92
40968,-19.618045806884766,18.56746482849121,-109438.69954375,856,0.001,26826364.0,93,10216,440,9523.5107421875,59.32
41172,-19.876651763916016,18.75663185119629,-109425.76443817999,860,0.001,104450048.0,93,10267,442,10579.703125,58.35
41320,-20.892414093017578,18.891626358032227,-109897.14994350002,864,0.001,29537360.0,93,10304,444,10515.6787109375,58.93
41544,-19.865367889404297,19.110483169555664,-110144.43571986003,868,0.001,54943988.0,92,10360,446,11208.0888671875,59.38
41640,-20.93374252319336,19.202489852905273,-110620.53898854,872,0.001,25981388.0,92,10384,447,12542.068359375,59.99
41828,-21.159900665283203,19.38028907775879,-111230.57368842,876,0.001,65329712.0,92,10431,450,9922.6796875,60.56
41916,-21.211883544921875,19.47812271118164,-111755.79439610001,880,0.001,63100928.0,92,10453,451,9468.3837890625,60.66
42212,-18.676502227783203,19.764339447021484,-112612.10381876997,884,0.001,47855832.0,92,10527,454,9984.19140625,61.2
42428,-19.549766540527344,19.97736930847168,-112065.06036053997,888,0.001,71707080.0,92,10581,456,10294.521484375,60.67
42732,-20.561031341552734,20.291797637939453,-113411.68637004998,892,0.001,47739120.0,92,10657,460,10368.005859375,60.03
43052,-19.814260482788086,20.617027282714844,-113608.76590741,896,0.001,34600060.0,92,10737,464,6451.42236328125,59.97
43276,-19.6038818359375,20.859392166137695,-111679.37082489,900,0.001,75788248.0,92,10793,465,7391.7841796875,52.89
43388,-19.913341522216797,20.973278045654297,-110709.64059719998,904,0.001,44996752.0,92,10821,466,10030.56640625,53.19
43656,-21.32891845703125,21.268800735473633,-109218.28143800999,908,0.001,38549336.0,93,10888,468,9811.126953125,52.8
43920,-20.840959548950195,21.559036254882812,-110070.93679901997,912,0.001,64593552.0,93,10954,471,10949.1142578125,53.39
44196,-19.55885124206543,21.865966796875,-108717.47616022998,916,0.001,85292544.0,93,11023,473,10683.6064453125,53.78
44396,-18.894989013671875,22.07794761657715,-108443.69553068998,920,0.001,107222528.0,93,11073,475,9109.421875,55.86
44648,-18.499692916870117,22.35590362548828,-110479.41064733,924,0.001,61879292.0,93,11136,477,9942.087890625,58.87
