train/critic_loss,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/ent_coef,rollout/ep_rew_mean,train/ent_coef_loss,time/fps,time/episodes,time/time_elapsed,train/actor_loss,eval/mean_ep_length,eval/mean_reward
208175.59375,51.9,1783640,0.001,222942,2.643629789352417,9920.80781467,0.337968647480011,258,12164,6893,-4627.5107421875,,
93152.4609375,52.12,1783768,0.001,222958,2.656733274459839,9934.37064171,-0.28483960032463074,258,12168,6894,-4472.443359375,,
194172.09375,50.83,1783968,0.001,222983,2.677954912185669,9958.466755680001,-0.41014012694358826,258,12172,6894,-4067.227294921875,,
71822.4765625,50.66,1784144,0.001,223005,2.7016501426696777,9950.627518370002,-0.2012697160243988,258,12176,6895,-4331.17919921875,,
132020.65625,50.35,1784232,0.001,223016,2.713341474533081,9948.172580179998,-0.4293614625930786,258,12180,6895,-4292.96533203125,,
108739.359375,51.01,1784392,0.001,223036,2.729952812194824,9932.77558003,0.21307802200317383,258,12184,6896,-4146.0673828125,,
101405.6328125,51.17,1784584,0.001,223060,2.735383987426758,9933.892833619999,0.08965503424406052,258,12188,6897,-4647.5673828125,,
111688.59375,51.0,1784648,0.001,223068,2.736738920211792,9937.464244429999,-0.03238134831190109,258,12192,6897,-4996.6552734375,,
145917.625,50.89,1784872,0.001,223096,2.7436389923095703,9941.26590584,-0.1461932212114334,258,12196,6898,-4351.2373046875,,
163481.125,50.76,1785016,0.001,223114,2.749598264694214,9946.258125419998,0.31181249022483826,258,12200,6898,-4683.7138671875,,
111631.703125,50.63,1785224,0.001,223140,2.7535903453826904,9956.02540987,0.11737732589244843,258,12204,6899,-4284.64306640625,,
185041.375,50.9,1785512,0.001,223176,2.7582995891571045,9963.466180070001,0.1400124877691269,258,12208,6900,-4484.1767578125,,
107243.234375,45.88,1785760,0.001,223207,2.7524967193603516,10155.37044218,0.12242163717746735,258,12212,6901,-4256.00390625,,
87076.921875,44.9,1786056,0.001,223244,2.7396161556243896,10185.273470060001,-0.1109505444765091,258,12216,6902,-4364.51708984375,,
107076.8203125,46.34,1786280,0.001,223272,2.7273449897766113,10140.25945284,0.44527411460876465,258,12220,6903,-4502.5478515625,,
145886.84375,48.69,1786392,0.001,223286,2.7198503017425537,9945.9733602,0.050814203917980194,258,12224,6904,-4713.43212890625,,
153517.28125,47.0,1786552,0.001,223306,2.708242893218994,9953.30576135,0.09437134861946106,258,12228,6905,-4499.07763671875,,
98253.703125,46.9,1786744,0.001,223330,2.6959264278411865,9956.874399260001,0.2889052629470825,258,12232,6905,-4417.5,,
105668.09375,43.85,1786880,0.001,223347,2.6889684200286865,10502.13922023,0.08761224150657654,258,12236,6906,-4556.0185546875,,
71391.90625,46.15,1787040,0.001,223367,2.6867594718933105,9873.86240619,-0.1890617311000824,258,12240,6906,-4285.7177734375,,
106066.6484375,42.47,1787304,0.001,223400,2.6951286792755127,9910.55626255,-0.03590722382068634,258,12244,6907,-4093.93115234375,,
83723.2265625,42.19,1787528,0.001,223428,2.714597463607788,9914.12823969,-0.35190558433532715,258,12248,6908,-4644.75,,
129006.734375,43.37,1787752,0.001,223456,2.7448649406433105,9883.62415994,-0.16467946767807007,258,12252,6909,-4301.1640625,,
99788.4921875,42.69,1787960,0.001,223482,2.7603766918182373,9883.029524979998,0.15282396972179413,258,12256,6909,-4753.71533203125,,
89690.28125,42.76,1788072,0.001,223496,2.7633678913116455,9884.92230115,-0.15229520201683044,258,12260,6910,-4691.291015625,,
98445.2890625,44.39,1788216,0.001,223514,2.7646842002868652,9874.41475946,-0.3774253726005554,258,12264,6910,-4655.5615234375,,
64638.1484375,44.18,1788376,0.001,223534,2.770275115966797,9872.60162356,-0.06774681061506271,258,12268,6911,-4964.9482421875,,
116582.71875,44.07,1788512,0.001,223551,2.7767508029937744,9876.798799590002,0.3163103461265564,258,12272,6911,-4483.91748046875,,
107415.046875,43.79,1788672,0.001,223571,2.7769618034362793,9891.39117644,-0.1470918506383896,258,12276,6912,-4457.6025390625,,
70669.1875,43.81,1788776,0.001,223584,2.7758185863494873,9890.834322460001,0.0938994288444519,258,12280,6912,-4366.14013671875,,
83473.765625,42.85,1788992,0.001,223611,2.771073579788208,9905.5019425,-0.10489846765995026,258,12284,6913,-4757.84130859375,,
93232.296875,42.59,1789208,0.001,223638,2.7658674716949463,9911.29034292,0.055959552526474,258,12288,6913,-4466.603515625,,
183681.71875,42.66,1789408,0.001,223663,2.7557644844055176,9915.21095789,-0.09664347767829895,258,12292,6914,-4067.942138671875,,
127098.5234375,42.76,1789728,0.001,223703,2.7378735542297363,9919.792851729999,-0.2746162414550781,258,12296,6915,-4361.13525390625,,
64540.8515625,42.69,1789904,0.001,223725,2.7315714359283447,9919.15382114,0.6761530637741089,258,12300,6916,-4822.77587890625,,
120361.78125,42.7,1790000,0.001,223737,2.7254412174224854,9919.282251550001,-0.19222433865070343,258,12301,6916,-4653.5439453125,,
,,1790000,,,,,,,,,,48.4,10834.8223522
139518.90625,43.98,1790184,0.001,223760,2.7169830799102783,9917.2697675,0.13430342078208923,258,12304,6918,-3875.087890625,,
97631.1796875,43.6,1790392,0.001,223786,2.7070698738098145,9907.57135548,0.10998169332742691,258,12308,6919,-4325.2177734375,,
84179.109375,47.58,1790536,0.001,223804,2.702040195465088,9410.37361732,-0.03476319462060928,258,12312,6919,-4417.333984375,,
147741.1875,51.59,1790704,0.001,223825,2.6929683685302734,9406.493349879998,0.2834392189979553,258,12316,6920,-4135.4287109375,,
101162.671875,49.57,1790872,0.001,223846,2.686020851135254,9447.76623279,-0.26118233799934387,258,12320,6920,-4347.3271484375,,
169458.65625,47.68,1790984,0.001,223860,2.6863558292388916,9641.719396789998,-0.2903234362602234,258,12324,6921,-4130.017578125,,
100081.421875,47.32,1791104,0.001,223875,2.6893465518951416,9644.066376210001,0.025742653757333755,258,12328,6921,-4320.08935546875,,
96618.546875,47.31,1791192,0.001,223886,2.6911118030548096,9642.74490265,0.005252093076705933,258,12332,6921,-4330.8935546875,,
160935.890625,46.75,1791392,0.001,223911,2.698394775390625,9635.94170923,-0.4816805124282837,258,12336,6922,-4680.09765625,,
130001.9765625,45.11,1791472,0.001,223921,2.7071752548217773,10262.73606244,-0.41355985403060913,258,12340,6922,-3928.941162109375,,
242971.46875,45.03,1791608,0.001,223938,2.720845937728882,10266.857102460002,-0.523971676826477,258,12344,6923,-3707.34765625,,
201244.09375,45.08,1791696,0.001,223949,2.7354061603546143,10269.68104967,-0.3066164255142212,258,12348,6923,-4113.330078125,,
145674.1875,44.43,1791848,0.001,223968,2.759229898452759,10280.03349635,-0.2272820770740509,258,12352,6923,-4123.12109375,,
243908.03125,43.66,1792008,0.001,223988,2.7839791774749756,10299.7699983,-0.07516021281480789,258,12356,6924,-4300.8916015625,,
89738.796875,43.53,1792176,0.001,224009,2.800355911254883,10299.429140830001,-0.2499278485774994,258,12360,6924,-4782.1162109375,,
82731.0625,42.25,1792336,0.001,224029,2.81654953956604,10312.93676507,-1.0408883094787598,258,12364,6925,-4560.8955078125,,
87822.9453125,42.03,1792416,0.001,224039,2.8248026371002197,10312.574900960002,-0.45044976472854614,258,12368,6925,-4659.171875,,
79857.125,42.13,1792616,0.001,224064,2.840937614440918,10312.64372737,-0.36679893732070923,258,12372,6926,-4553.82666015625,,
98939.9140625,41.83,1792800,0.001,224087,2.8558225631713867,10314.097942519998,-0.20576146245002747,258,12376,6927,-4973.3056640625,,
296647.9375,41.79,1792888,0.001,224098,2.8620643615722656,10321.27654575,0.26614877581596375,258,12380,6927,-4281.7197265625,,
139574.09375,42.35,1793048,0.001,224118,2.870689630508423,10324.848139130001,-0.056088387966156006,258,12384,6927,-4671.24951171875,,
132007.640625,42.46,1793184,0.001,224135,2.878793239593506,10322.82769487,-0.14712899923324585,258,12388,6928,-4585.75537109375,,
97218.015625,43.86,1793408,0.001,224163,2.8882551193237305,10294.51965909,0.14732344448566437,258,12392,6929,-4452.2548828125,,
101510.140625,44.21,1793584,0.001,224185,2.891357421875,10293.769767879998,0.32328832149505615,258,12396,6929,-4404.7724609375,,
117614.296875,44.82,1793768,0.001,224208,2.89259672164917,10285.10387053,-0.10028582811355591,258,12400,6930,-4241.5654296875,,
74489.7578125,44.08,1793952,0.001,224231,2.884734869003296,10280.943744690001,-0.20190250873565674,258,12404,6931,-4469.009765625,,
74152.4296875,44.09,1794088,0.001,224248,2.8783793449401855,10295.76823892,0.10218025743961334,258,12408,6931,-4374.27099609375,,
83455.0703125,39.9,1794304,0.001,224275,2.86576771736145,10802.121305979997,-0.11140842735767365,258,12412,6932,-4282.29443359375,,
226350.0,35.5,1794400,0.001,224287,2.8604371547698975,10818.261388599998,0.3177375793457031,258,12416,6932,-4535.64990234375,,
97613.21875,35.12,1794608,0.001,224313,2.8509955406188965,10819.767693940003,-0.34431666135787964,258,12420,6933,-4301.04345703125,,
87129.390625,36.03,1794728,0.001,224328,2.8484530448913574,10821.75361739,-0.044658251106739044,258,12424,6934,-4582.71875,,
106328.640625,37.72,1794880,0.001,224347,2.843653917312622,10780.163941779998,-0.13287660479545593,258,12428,6934,-4341.86572265625,,
56079.6328125,37.91,1794992,0.001,224361,2.8397774696350098,10781.711166960002,-0.035164766013622284,258,12432,6934,-4486.8916015625,,
55964.66796875,38.2,1795152,0.001,224381,2.831228494644165,10771.07962333,0.1952754557132721,258,12436,6935,-4327.8623046875,,
134442.359375,37.49,1795360,0.001,224407,2.8105485439300537,10777.39962841,0.058834753930568695,258,12440,6936,-4410.42578125,,
210473.765625,38.32,1795536,0.001,224429,2.787789821624756,10767.95716118,0.1520116925239563,258,12444,6937,-4677.32666015625,,
233354.234375,38.57,1795760,0.001,224457,2.7577462196350098,10770.297395799998,0.08988639712333679,258,12448,6937,-4163.49609375,,
195830.71875,39.68,1795840,0.001,224467,2.747619867324829,10774.5297641,-0.03968318551778793,258,12452,6937,-3834.947265625,,
97359.125,39.93,1796016,0.001,224489,2.7375385761260986,10774.62054448,0.0024634823203086853,258,12456,6938,-4460.9423828125,,
126604.9765625,40.04,1796048,0.001,224493,2.736529588699341,10769.708330590001,-0.13786527514457703,258,12460,6938,-4018.68115234375,,
211127.15625,39.56,1796256,0.001,224519,2.730921745300293,10609.286103130002,0.31540194153785706,258,12464,6938,-4535.916015625,,
102255.84375,39.57,1796280,0.001,224522,2.730187177658081,10608.214470930001,0.04631265252828598,258,12468,6939,-4368.0205078125,,
96101.6484375,39.5,1796488,0.001,224548,2.723994255065918,10606.143734840001,0.21216222643852234,258,12472,6939,-4044.470458984375,,
78922.109375,39.69,1796624,0.001,224565,2.718992233276367,10448.995456560002,0.36686965823173523,258,12476,6939,-4347.810546875,,
100783.4609375,39.8,1796712,0.001,224576,2.7139978408813477,10440.999217960001,0.4649583399295807,258,12480,6940,-4471.337890625,,
115192.1796875,39.58,1796896,0.001,224599,2.7005715370178223,10440.610178200002,0.1887350082397461,258,12484,6940,-4365.8798828125,,
83879.625,39.54,1797024,0.001,224615,2.69337797164917,10440.767156950002,-0.14144620299339294,258,12488,6941,-4781.3828125,,
98654.84375,38.32,1797144,0.001,224630,2.686004400253296,10466.3560665,0.691519021987915,258,12492,6941,-4276.5185546875,,
83637.296875,38.01,1797248,0.001,224643,2.6786129474639893,10461.274553480001,0.31717556715011597,258,12496,6941,-4628.6728515625,,
85567.359375,37.59,1797544,0.001,224680,2.6567952632904053,10465.6494305,-0.153982475399971,258,12500,6943,-4393.3154296875,,
127599.2109375,37.43,1797656,0.001,224694,2.6537928581237793,10468.839262340001,-0.2670329809188843,258,12504,6943,-4249.9755859375,,
161238.21875,37.27,1797848,0.001,224718,2.6600475311279297,10465.95730787,-0.10250455886125565,258,12508,6944,-4287.33984375,,
121290.7265625,37.91,1798048,0.001,224743,2.674504041671753,10459.571980120001,-0.19584918022155762,258,12512,6945,-4155.01171875,,
123008.34375,37.89,1798280,0.001,224772,2.6864631175994873,10451.56429756,0.10844184458255768,258,12516,6945,-4435.95263671875,,
148202.25,38.6,1798616,0.001,224814,2.700298309326172,10454.73688124,0.033450908958911896,258,12520,6947,-4427.97607421875,,
92016.640625,39.9,1798848,0.001,224843,2.7062838077545166,10442.97107473,0.05869298055768013,258,12524,6948,-4461.9404296875,,
180057.6875,38.98,1798984,0.001,224860,2.7076141834259033,10475.627706880001,-0.0792883038520813,258,12528,6948,-4832.58984375,,
73047.8125,39.51,1799328,0.001,224903,2.7163000106811523,10430.4782431,-0.28665271401405334,258,12532,6949,-4756.7197265625,,
59713.90625,39.49,1799552,0.001,224931,2.7253026962280273,10437.976621400001,-0.06833799183368683,258,12536,6950,-4408.6298828125,,
127065.40625,40.53,1799680,0.001,224947,2.7271485328674316,10408.43218219,0.40532341599464417,258,12540,6951,-4383.6689453125,,
94439.5625,39.81,1799888,0.001,224973,2.726452589035034,10399.07542119,-0.02884923666715622,258,12544,6951,-3879.42236328125,,
64539.48046875,39.55,1799984,0.001,224985,2.7262074947357178,10383.37476427,0.18904641270637512,258,12548,6951,-3913.085693359375,,
138063.0625,39.55,1800000,0.001,224987,2.726341962814331,10383.37476427,,258,12548,6951,,,
,,1800000,,,,,,,,,,25.0,10544.6414242
112707.984375,38.28,1800192,0.001,225011,2.7227468490600586,10378.81565576,0.14791151881217957,258,12552,6952,-4419.61181640625,,
142218.5625,38.41,1800472,0.001,225046,2.7001113891601562,10375.89548314,0.22783790528774261,258,12556,6953,-4242.490234375,,
79707.484375,38.67,1800648,0.001,225068,2.681550979614258,10363.53404825,0.4965912103652954,258,12560,6954,-4223.9375,,
202591.40625,38.81,1800864,0.001,225095,2.6569087505340576,10508.994816819999,-0.02859187126159668,258,12564,6955,-3714.24365234375,,
144564.6875,38.79,1801072,0.001,225121,2.642949104309082,10513.466818019999,0.06517553329467773,258,12568,6955,-4461.62158203125,,
201109.453125,39.79,1801304,0.001,225150,2.636350631713867,10510.13987984,0.015230581164360046,258,12572,6956,-4033.80322265625,,
133434.8125,43.63,1801416,0.001,225164,2.634559154510498,10535.248294539999,-0.00235709547996521,258,12576,6957,-4149.9033203125,,
133939.53125,43.75,1801624,0.001,225190,2.6357412338256836,10538.80371673,-0.21820196509361267,258,12580,6957,-4258.935546875,,
105791.5,43.56,1801840,0.001,225217,2.644045352935791,10539.35875499,-0.05651018023490906,258,12584,6958,-4009.86767578125,,
96168.78125,43.81,1802104,0.001,225250,2.6536383628845215,10540.34153593,-0.2371797263622284,258,12588,6959,-4225.3525390625,,
189277.9375,44.5,1802416,0.001,225289,2.6735260486602783,10538.235612240002,-0.12384722381830215,258,12592,6960,-4359.7431640625,,
123277.703125,45.47,1802528,0.001,225303,2.68259596824646,10538.64301455,-0.42477771639823914,258,12596,6960,-4224.34716796875,,
74341.8125,50.84,1802720,0.001,225327,2.6998908519744873,10268.56595425,0.09508998692035675,258,12600,6961,-4773.251953125,,
115478.609375,50.92,1802880,0.001,225347,2.7148795127868652,10256.288430919998,-0.23976752161979675,258,12604,6962,-4749.134765625,,
87129.78125,51.23,1803064,0.001,225370,2.732966184616089,10256.066379319998,-0.3658078610897064,258,12608,6962,-4407.1083984375,,
102239.046875,50.93,1803224,0.001,225390,2.7482264041900635,10128.2675911,-0.7814791202545166,258,12612,6963,-4339.3525390625,,
319230.59375,50.73,1803304,0.001,225400,2.7576820850372314,10130.337247839998,-0.33684614300727844,258,12616,6964,-4343.39990234375,,
94288.484375,49.7,1803480,0.001,225422,2.7737953662872314,10111.46326935,-0.4907735288143158,258,12620,6964,-4145.5947265625,,
150775.9375,47.57,1803600,0.001,225437,2.783686876296997,10119.20366365,0.05317908152937889,258,12624,6965,-4106.7109375,,
165816.328125,46.96,1803752,0.001,225456,2.794982433319092,10123.20478933,0.15282054245471954,258,12628,6965,-4564.7548828125,,
192081.28125,46.35,1803856,0.001,225469,2.798814058303833,10166.02896168,-0.07488280534744263,258,12632,6965,-4337.12890625,,
172325.0,49.39,1804048,0.001,225493,2.7960915565490723,10127.602362650001,0.136199951171875,258,12636,6966,-4556.3310546875,,
89833.71875,48.55,1804128,0.001,225503,2.7934837341308594,10156.69737972,0.5330123901367188,258,12640,6966,-3981.94091796875,,
78590.15625,48.54,1804240,0.001,225517,2.7916107177734375,10163.4536582,0.22052860260009766,258,12644,6967,-4663.72802734375,,
84090.8125,48.2,1804360,0.001,225532,2.7852227687835693,10182.140705169999,0.04684092104434967,258,12648,6967,-4554.1494140625,,
97205.546875,48.33,1804544,0.001,225555,2.772785186767578,10183.756911639999,0.06378403306007385,258,12652,6968,-4488.291015625,,
154701.34375,47.97,1804872,0.001,225596,2.77426815032959,10188.846338309999,-0.31031954288482666,258,12656,6969,-4666.525390625,,
183543.71875,48.21,1804968,0.001,225608,2.781639337539673,10205.66178568,-0.3936924636363983,258,12660,6969,-4656.74169921875,,
124062.5625,48.89,1805120,0.001,225627,2.7949020862579346,10183.623807009999,-0.4767042398452759,258,12664,6970,-4031.412109375,,
167789.28125,49.98,1805224,0.001,225640,2.805757522583008,10179.10364941,0.19828301668167114,258,12668,6970,-4849.328125,,
134383.53125,48.97,1805416,0.001,225664,2.814486026763916,10183.091623729999,0.19787128269672394,258,12672,6971,-4370.90380859375,,
96614.78125,48.87,1805536,0.001,225679,2.8201353549957275,10206.68482271,0.05402436852455139,258,12676,6971,-4353.23046875,,
59526.90625,45.36,1805744,0.001,225705,2.8208563327789307,10308.3177615,-0.20897099375724792,258,12680,6972,-4194.3486328125,,
73423.421875,45.56,1805848,0.001,225718,2.8199169635772705,10134.19884988,0.2389380931854248,258,12684,6972,-4309.1533203125,,
154512.125,45.89,1806032,0.001,225741,2.8187248706817627,10117.69380209,-0.15223658084869385,259,12688,6973,-4845.1806640625,,
159247.28125,44.85,1806080,0.001,225747,2.819591522216797,10120.37146915,-0.19499142467975616,259,12692,6973,-4756.71826171875,,
170678.109375,44.19,1806232,0.001,225766,2.8241524696350098,10119.77623428,0.30306753516197205,258,12696,6974,-4263.8212890625,,
112332.21875,38.54,1806296,0.001,225774,2.825083017349243,10392.98435569,-0.0807134211063385,258,12700,6974,-4088.5517578125,,
72236.53125,37.66,1806448,0.001,225793,2.8291022777557373,10401.259172699998,-0.01061314344406128,258,12704,6974,-4473.97509765625,,
120761.265625,37.3,1806536,0.001,225804,2.8301053047180176,10400.73640953,-0.11230823397636414,258,12708,6975,-4399.17138671875,,
121447.9375,37.35,1806688,0.001,225823,2.8334929943084717,10531.48201751,0.19402942061424255,259,12712,6975,-4346.0029296875,,
99130.8359375,37.5,1806872,0.001,225846,2.8421194553375244,10531.27656008,-0.1972728967666626,259,12716,6976,-4405.400390625,,
83567.9375,37.42,1807072,0.001,225871,2.8574047088623047,10538.599757259997,-0.08329586684703827,259,12720,6976,-4199.7119140625,,
86946.4375,38.06,1807176,0.001,225884,2.861873149871826,10540.68762754,0.029291249811649323,259,12724,6977,-4156.04443359375,,
59337.4375,38.05,1807424,0.001,225915,2.871899366378784,10546.555331470001,0.06165383756160736,259,12728,6978,-4417.61376953125,,
152389.046875,39.28,1807640,0.001,225942,2.876176357269287,10546.72043236,0.07040774822235107,259,12732,6978,-4137.42822265625,,
90047.6328125,37.5,1807776,0.001,225959,2.877337694168091,10573.37022206,0.0285007506608963,259,12736,6979,-4525.06005859375,,
88547.3828125,37.43,1807896,0.001,225974,2.878214120864868,10571.6640995,-0.12989377975463867,259,12740,6979,-4195.15283203125,,
141216.046875,37.66,1808024,0.001,225990,2.8766496181488037,10576.829129090002,0.07434983551502228,259,12744,6980,-4449.859375,,
233842.75,38.19,1808224,0.001,226015,2.8744378089904785,10580.262220749999,0.018815815448760986,259,12748,6980,-4572.142578125,,
133930.1875,38.26,1808328,0.001,226028,2.8752591609954834,10585.17730623,0.4260205030441284,259,12752,6981,-4668.45947265625,,
105924.359375,38.27,1808576,0.001,226059,2.8738014698028564,10590.985195969999,0.049965932965278625,259,12756,6981,-3964.025146484375,,
103005.3984375,38.62,1808656,0.001,226069,2.8700945377349854,10585.841321110001,0.21432195603847504,259,12760,6982,-3935.475830078125,,
83562.4375,38.1,1808904,0.001,226100,2.8574986457824707,10617.39038709,-0.1960151642560959,259,12764,6982,-4652.4130859375,,
73816.5703125,37.21,1809000,0.001,226112,2.8542990684509277,10626.374421409999,0.21813209354877472,259,12768,6983,-4663.1728515625,,
107066.34375,37.94,1809112,0.001,226126,2.8486461639404297,10615.66920472,0.2706591486930847,259,12772,6983,-4755.0419921875,,
151193.984375,37.29,1809224,0.001,226140,2.8455967903137207,10614.563625300001,0.05592407286167145,259,12776,6983,-4517.05859375,,
239972.34375,37.28,1809376,0.001,226159,2.8462464809417725,10616.769118010001,-0.24274468421936035,259,12780,6984,-4265.47119140625,,
132964.25,37.2,1809608,0.001,226188,2.8537795543670654,10790.493426539999,0.2724270522594452,259,12784,6985,-4435.4462890625,,
90709.0625,36.69,1809832,0.001,226216,2.861320734024048,10808.822518590001,-0.012349765747785568,259,12788,6986,-4163.748046875,,
127497.28125,37.5,1810000,0.001,226237,2.858945846557617,10788.398697729997,0.06627430021762848,259,12791,6986,-4463.9814453125,,
,,1810000,,,,,,,,,,34.2,10702.1209294
125517.328125,37.86,1810048,0.001,226243,2.8576009273529053,10789.218856619998,0.2625519037246704,259,12792,6987,-3896.4619140625,,
113986.859375,37.46,1810232,0.001,226266,2.8504488468170166,10784.126465520001,-0.19876277446746826,259,12796,6987,-4360.36181640625,,
91770.1875,38.83,1810424,0.001,226290,2.8468313217163086,10781.34399193,0.25587284564971924,259,12800,6988,-4621.5791015625,,
461750.5625,40.54,1810560,0.001,226307,2.840703248977661,10637.53950851,0.5958824157714844,259,12804,6988,-4506.9521484375,,
109198.46875,41.15,1810696,0.001,226324,2.8298230171203613,10638.50602241,0.3022416830062866,259,12808,6989,-4283.07177734375,,
89096.7265625,41.16,1810896,0.001,226349,2.8171989917755127,10639.6313315,0.4129078984260559,259,12812,6989,-4321.37841796875,,
312601.34375,41.3,1810944,0.001,226355,2.8114326000213623,10640.53923519,0.6929025053977966,259,12816,6990,-4524.04248046875,,
125242.421875,41.55,1811160,0.001,226382,2.784553289413452,10644.887617510001,0.495333731174469,259,12820,6990,-4671.783203125,,
85323.21875,41.54,1811296,0.001,226399,2.7663400173187256,10652.885404940002,-0.016241803765296936,259,12824,6991,-4377.345703125,,
114072.765625,41.58,1811472,0.001,226421,2.7485885620117188,10647.515832669998,-0.026028122752904892,259,12828,6992,-4209.7470703125,,
173594.25,40.55,1811632,0.001,226441,2.7331197261810303,10644.360563699998,0.33607691526412964,259,12832,6992,-4443.9677734375,,
84028.8046875,39.12,1811760,0.001,226457,2.7239303588867188,10659.8550205,0.2059147208929062,259,12836,6993,-4565.974609375,,
80874.203125,39.55,1811936,0.001,226479,2.716552257537842,10657.488244160002,0.16778361797332764,259,12840,6993,-4371.8251953125,,
164771.125,39.65,1812088,0.001,226498,2.711324691772461,10643.053216589999,0.09235672652721405,259,12844,6994,-4501.771484375,,
187661.4375,39.32,1812232,0.001,226516,2.7093276977539062,10639.482517880002,-0.3464869260787964,259,12848,6994,-4706.2314453125,,
109884.6328125,39.13,1812544,0.001,226555,2.719985246658325,10635.317142999998,-0.3580532371997833,259,12852,6995,-4337.947265625,,
129517.875,40.1,1812640,0.001,226567,2.728635311126709,10605.4390462,-0.1430978626012802,259,12856,6995,-4157.5361328125,,
102277.890625,40.5,1812832,0.001,226591,2.748279571533203,10524.02887325,-0.070864237844944,259,12860,6996,-4565.85693359375,,
106758.171875,40.99,1812944,0.001,226605,2.7572059631347656,10503.11495303,-0.25022608041763306,259,12864,6996,-4259.2177734375,,
209270.6875,41.3,1813144,0.001,226630,2.775280475616455,10501.322272129999,-0.16571414470672607,259,12868,6997,-3983.0556640625,,
125766.0,41.63,1813376,0.001,226659,2.7745070457458496,10518.83399752,-0.03465588390827179,259,12872,6998,-4142.3740234375,,
93752.78125,41.79,1813512,0.001,226676,2.766439437866211,10518.842619179999,-0.03692995756864548,259,12876,6998,-4185.2001953125,,
115436.5078125,42.41,1813664,0.001,226695,2.75454044342041,10528.59563148,0.2595295310020447,259,12880,6999,-4242.943359375,,
96121.640625,42.33,1813840,0.001,226717,2.7439653873443604,10527.93309923,0.09321954846382141,259,12884,6999,-4770.712890625,,
208301.640625,42.45,1813960,0.001,226732,2.7407708168029785,10527.27910807,-0.34137195348739624,259,12888,7000,-4342.9248046875,,
94622.1015625,41.32,1814096,0.001,226749,2.737459897994995,10544.34765439,0.46881788969039917,259,12892,7000,-4738.2548828125,,
119046.515625,41.46,1814240,0.001,226767,2.7314865589141846,10549.068407589999,0.2107773721218109,259,12896,7001,-4543.3310546875,,
134893.75,40.05,1814376,0.001,226784,2.728163242340088,10550.49116163,0.41476139426231384,259,12900,7001,-3994.89697265625,,
102314.96875,38.53,1814560,0.001,226807,2.729933023452759,10693.94799997,-0.0230148583650589,259,12904,7002,-4590.5791015625,,
111817.8203125,37.78,1814728,0.001,226828,2.7415764331817627,10685.49099324,0.08289764821529388,259,12908,7002,-3872.93701171875,,
137313.5625,37.71,1814864,0.001,226845,2.748577356338501,10688.72803983,0.08470652997493744,259,12912,7003,-4188.80224609375,,
104074.5859375,39.34,1815024,0.001,226865,2.7510294914245605,10660.18397397,0.34143784642219543,259,12916,7004,-4303.1162109375,,
118311.2890625,38.98,1815248,0.001,226893,2.744661569595337,10651.2953397,0.5408549904823303,259,12920,7005,-4519.9658203125,,
128752.109375,38.6,1815344,0.001,226905,2.7348618507385254,10650.090670900001,0.01338207721710205,259,12924,7005,-4173.37060546875,,
116478.890625,39.29,1815552,0.001,226931,2.7104692459106445,10657.17568486,0.4256440997123718,259,12928,7006,-4184.828125,,
160171.96875,39.18,1815688,0.001,226948,2.695434093475342,10662.82817232,0.16646789014339447,259,12932,7006,-4389.1416015625,,
110122.015625,39.28,1815928,0.001,226978,2.6763131618499756,10664.885493390002,0.14231067895889282,259,12936,7007,-4071.51953125,,
198618.9375,38.9,1816112,0.001,227001,2.6747961044311523,10669.57713433,-0.3230763077735901,259,12940,7008,-3903.452880859375,,
93844.1640625,38.88,1816320,0.001,227027,2.6841371059417725,10674.252254669998,-0.6212731599807739,259,12944,7009,-4713.3486328125,,
121441.890625,39.79,1816544,0.001,227055,2.703906536102295,10658.639212079997,-0.17092445492744446,259,12948,7010,-4193.81396484375,,
67470.0078125,40.3,1816824,0.001,227090,2.731757402420044,10654.57240751,-0.15490950644016266,259,12952,7011,-4576.3212890625,,
219944.65625,42.52,1816888,0.001,227098,2.7385802268981934,10680.34266734,-0.11457860469818115,259,12956,7011,-4528.609375,,
152295.65625,41.43,1817088,0.001,227123,2.75454044342041,10756.8229762,-0.3397659361362457,259,12960,7012,-4399.00244140625,,
139072.9375,40.91,1817280,0.001,227147,2.768282413482666,10769.448483709997,0.09837861359119415,259,12964,7012,-4254.240234375,,
121204.7890625,40.67,1817416,0.001,227164,2.776698112487793,10760.726503700002,-0.24998971819877625,259,12968,7013,-5017.9658203125,,
108427.40625,39.79,1817544,0.001,227180,2.785512924194336,10752.03234654,0.05384199321269989,259,12972,7014,-4298.50341796875,,
137714.6875,39.61,1817768,0.001,227208,2.8051328659057617,10740.333384669999,-0.5118527412414551,259,12976,7015,-4600.67626953125,,
177327.90625,39.15,1818040,0.001,227242,2.8345224857330322,10731.14890922,-0.218423992395401,259,12980,7015,-4448.7236328125,,
88341.4921875,39.24,1818264,0.001,227270,2.8467581272125244,10731.236460129998,0.4992867708206177,259,12984,7017,-4366.8681640625,,
287383.9375,39.3,1818464,0.001,227295,2.8469295501708984,10729.429594739999,0.32449841499328613,259,12988,7017,-4641.2880859375,,
177717.125,43.36,1818784,0.001,227335,2.8352417945861816,10599.594985200001,0.2715485990047455,259,12992,7018,-4271.083984375,,
