time/time_elapsed,train/ent_coef_loss,train/learning_rate,time/fps,train/critic_loss,time/episodes,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length
4986,-0.0014238730072975159,0.001,276,2597.6259765625,1960,172236,9113.19513421,1377992,443.33,-2366.15478515625,0.737027108669281,,
4991,0.02971581369638443,0.001,276,13742.0244140625,1962,172487,9109.87670819,1380000,444.49,-2432.7001953125,0.7021805644035339,,
,,,,,,,,1380000,,,,-2025.5849783999997,479.0
4998,-0.03487618267536163,0.001,276,4055.529052734375,1964,172566,8981.41454347,1380632,446.2,-2387.643798828125,0.6943066120147705,,
5007,-0.15035222470760345,0.001,276,4836.853515625,1968,172977,8916.70758653,1383920,446.87,-2352.73583984375,0.654679536819458,,
5009,0.16224700212478638,0.001,276,8150.34765625,1972,173056,8834.109356070001,1384552,462.19,-2389.2099609375,0.6500675082206726,,
5013,-0.08534615486860275,0.001,276,3851.992431640625,1976,173249,8823.813084,1386096,461.55,-2239.49169921875,0.6790532469749451,,
5015,0.09403331577777863,0.001,276,257100.296875,1980,173363,8800.817106569999,1387008,464.78,-2221.828125,0.6784989833831787,,
5018,0.18045459687709808,0.001,276,5598.2431640625,1984,173495,8875.31207987,1388064,451.1,-2358.36474609375,0.7013527154922485,,
5021,0.053923964500427246,0.001,276,11708.603515625,1988,173646,8870.463058899999,1389272,443.13,-2287.8544921875,0.7044228315353394,,
5024,-0.017304524779319763,0.001,276,9932.515625,1988,173737,8870.463058899999,1390000,443.13,-2331.073974609375,0.6940711736679077,,
,,,,,,,,1390000,,,,-1976.9172656000003,950.8
5036,-0.01512334868311882,0.001,276,10217.9306640625,1992,173843,8924.046851699999,1390848,426.25,-2368.85986328125,0.6843402981758118,,
5039,-0.22970187664031982,0.001,276,2210.50244140625,1996,173992,9144.558313320002,1392040,402.1,-2321.51171875,0.6875117421150208,,
5041,0.006130894646048546,0.001,276,6479.8701171875,2000,174089,9240.57888012,1392816,393.6,-2328.635498046875,0.6869950294494629,,
5045,-0.18602539598941803,0.001,276,3672.03125,2004,174274,9013.323985920002,1394296,397.96,-2291.791015625,0.6564460396766663,,
5047,-0.01593421958386898,0.001,276,9136.783203125,2008,174334,8849.07796735,1394776,401.4,-2339.7861328125,0.6434784531593323,,
5060,-0.1460382491350174,0.001,276,54829.9375,2012,174907,8677.37316341,1399360,410.43,-2301.58935546875,0.6785032153129578,,
5062,0.0117419995367527,0.001,276,5169.1103515625,2014,174987,8694.10954635,1400000,410.49,-2366.922607421875,0.6634206175804138,,
,,,,,,,,1400000,,,,-11867.864667799999,1000.0
5073,0.2655922770500183,0.001,276,56327.65625,2016,175078,8727.604803510001,1400728,410.26,-2288.95654296875,0.6590627431869507,,
5079,0.04408903792500496,0.001,276,10305.990234375,2020,175326,8570.07258283,1402712,423.19,-2392.472412109375,0.6938931941986084,,
5084,-0.10185007005929947,0.001,276,3995.00439453125,2024,175566,7915.235820749999,1404632,423.2,-2359.5595703125,0.6725664138793945,,
5087,-0.18876662850379944,0.001,276,11704.5615234375,2028,175695,8454.432262799999,1405664,390.4,-2304.8525390625,0.652304470539093,,
5093,0.10194599628448486,0.001,276,4792.849609375,2032,175986,8409.57248186,1407992,383.64,-2418.24267578125,0.701784074306488,,
5095,0.06246516481041908,0.001,276,5865.150390625,2036,176042,8324.27096281,1408440,378.43,-2397.54052734375,0.707061231136322,,
5097,0.012043729424476624,0.001,276,9627.28125,2040,176143,8149.311398950001,1409248,374.62,-2418.049072265625,0.7043233513832092,,
5100,-0.0017702151089906693,0.001,276,3349.976318359375,2043,176237,8032.86901352,1410000,366.58,-2303.40771484375,0.7045513391494751,,
,,,,,,,,1410000,,,,-7279.974989199998,475.4
5106,0.009508717805147171,0.001,276,7766.74169921875,2044,176265,7968.37822406,1410224,372.63,-2258.68701171875,0.7023025751113892,,
5110,-0.12689897418022156,0.001,276,5709.50341796875,2048,176441,7974.82975954,1411632,370.95,-2349.28466796875,0.6862968802452087,,
5114,0.11845283955335617,0.001,276,88380.65625,2052,176645,7985.534831980002,1413264,376.12,-2315.22998046875,0.6561123132705688,,
5120,-0.0015676692128181458,0.001,276,8307.828125,2056,176886,7765.278204460001,1415192,387.47,-2306.52001953125,0.6614874005317688,,
5126,0.1263711303472519,0.001,276,5266.4990234375,2060,177153,7754.76747485,1417328,390.19,-2380.905517578125,0.6853788495063782,,
5129,-0.15546485781669617,0.001,276,11260.015625,2064,177287,7891.385765930001,1418400,381.63,-2286.54052734375,0.7058194279670715,,
5132,-0.13091982901096344,0.001,276,8484.63671875,2067,177487,7772.172149020001,1420000,377.95,-2324.26171875,0.6925725936889648,,
,,,,,,,,1420000,,,,-24573.687101800002,1000.0
5142,-0.05268543213605881,0.001,276,4846.5869140625,2068,177500,7766.875205259999,1420104,375.92,-2306.13916015625,0.6921844482421875,,
5146,-0.06189732998609543,0.001,276,5537.42333984375,2072,177708,7719.235025350001,1421768,373.35,-2486.13720703125,0.7009238600730896,,
5150,-0.2624477744102478,0.001,276,6997.4931640625,2076,177871,7734.89289875,1423072,372.96,-2372.46728515625,0.6763116717338562,,
5154,0.04812067374587059,0.001,276,7457.70703125,2080,178078,7754.0235537300005,1424728,369.47,-2478.047607421875,0.6684001088142395,,
5156,0.23593467473983765,0.001,276,9797.91015625,2084,178156,7801.160937210001,1425352,367.82,-2539.220947265625,0.6842817068099976,,
5158,0.1212506890296936,0.001,276,2985.48583984375,2088,178232,7799.447578970001,1425960,373.81,-2474.50537109375,0.7028704881668091,,
5163,0.04822888970375061,0.001,276,2658.26025390625,2092,178455,7790.256010550001,1427744,371.92,-2468.6435546875,0.7453620433807373,,
5170,0.08246609568595886,0.001,276,7616.94970703125,2096,178725,7789.162055380001,1429904,370.03,-2644.798828125,0.7876118421554565,,
5170,0.12142612040042877,0.001,276,7899.5498046875,2096,178737,7789.162055380001,1430000,370.03,-2620.50146484375,0.790092408657074,,
,,,,,,,,1430000,,,,-3227.9115542,648.4
5180,0.020927749574184418,0.001,276,5902.32861328125,2100,178863,7760.041380969999,1431008,377.16,-2733.706787109375,0.810501754283905,,
5183,0.017923370003700256,0.001,276,3506.43359375,2104,179029,7992.228525820001,1432336,368.16,-2697.242431640625,0.8028116226196289,,
5187,-0.022039204835891724,0.001,276,13466.283203125,2108,179178,7955.922967049999,1433528,381.05,-2648.46875,0.7928104400634766,,
5195,-0.10574668645858765,0.001,276,7097.912109375,2112,179536,8118.6708979800005,1436392,371.83,-2720.53662109375,0.769465982913971,,
5198,0.07178401201963425,0.001,276,9453.96484375,2116,179637,7968.602750750001,1437200,368.37,-2681.42138671875,0.7534732222557068,,
5200,-0.02057601511478424,0.001,276,237839.4375,2120,179745,7880.808951830001,1438064,355.46,-2643.44970703125,0.7412455677986145,,
5202,-0.03776058927178383,0.001,276,7977.9736328125,2124,179850,8470.95801738,1438904,354.64,-2546.34912109375,0.7236270308494568,,
5205,0.05895569175481796,0.001,276,5310.67333984375,2126,179987,8463.37247519,1440000,355.32,-2597.63427734375,0.7215497493743896,,
,,,,,,,,1440000,,,,-25555.834253200002,1000.0
5221,0.07404224574565887,0.001,276,17994.67578125,2128,180278,8438.332520339998,1442328,359.83,-2577.070556640625,0.7333530783653259,,
5225,-0.0752759724855423,0.001,276,7675.7958984375,2132,180470,8460.00794402,1443864,355.81,-2556.136962890625,0.7085376977920532,,
5229,0.022799117490649223,0.001,276,6254.6904296875,2136,180629,7529.9536263400005,1445136,361.32,-2430.6767578125,0.690886378288269,,
5231,0.06513151526451111,0.001,276,2795.131103515625,2140,180741,7659.909790590001,1446032,367.92,-2522.5,0.6949604749679565,,
5238,-0.003673940896987915,0.001,276,4138.77880859375,2144,181032,7866.3168077,1448360,365.89,-2485.93896484375,0.7086591720581055,,
5242,-0.04211074113845825,0.001,276,5627.19287109375,2148,181210,7790.52480558,1449784,375.32,-2535.7314453125,0.7145599722862244,,
5242,-0.03622189164161682,0.001,276,11976.947265625,2148,181237,7790.52480558,1450000,375.32,-2580.427734375,0.7111619710922241,,
,,,,,,,,1450000,,,,-5297.1968356,834.4
5254,-0.05855872109532356,0.001,276,7185.4228515625,2152,181355,7775.156988940001,1450944,374.27,-2524.9560546875,0.7125306725502014,,
5263,-0.10115257650613785,0.001,276,57872.79296875,2156,181694,8291.296607980003,1453656,373.51,-2637.74853515625,0.7129371762275696,,
5263,-0.10015968978404999,0.001,276,9296.900390625,2160,181739,8161.60040177,1454016,381.48,-2601.37939453125,0.7054750919342041,,
5270,0.03190602362155914,0.001,276,15711.7861328125,2164,182050,8122.66446886,1456504,388.13,-2597.666015625,0.7194334268569946,,
5272,0.043631963431835175,0.001,276,11565.953125,2168,182132,8301.16443288,1457160,384.45,-2546.69970703125,0.7089409232139587,,
5277,0.06636858731508255,0.001,276,5381.79931640625,2172,182328,8295.702398469999,1458728,362.72,-2559.265625,0.6941488981246948,,
5281,0.08063723891973495,0.001,276,13423.134765625,2175,182487,8293.645731749999,1460000,357.81,-2595.30810546875,0.7124502658843994,,
,,,,,,,,1460000,,,,-10993.010509,1000.0
5290,,0.001,275,11591.919921875,2176,182488,8290.327619259999,1460008,356.92,,0.7132647037506104,,
5295,-0.018349498510360718,0.001,276,4482.5029296875,2180,182698,8288.9403353,1461688,353.41,-2562.670166015625,0.7384130954742432,,
5298,0.142645925283432,0.001,276,20784.208984375,2184,182781,8136.14660635,1462352,366.44,-2659.249755859375,0.760068953037262,,
5302,-0.013241060078144073,0.001,276,7200.28125,2188,182948,8145.558766710002,1463688,358.77,-2670.32763671875,0.786961019039154,,
5304,-0.05414200946688652,0.001,276,10720.27734375,2192,183030,8045.387105600002,1464344,364.7,-2645.6826171875,0.7744876742362976,,
5309,-0.007356744259595871,0.001,276,53388.65625,2196,183210,7508.35606364,1465784,366.88,-2648.0107421875,0.7685290575027466,,
5313,0.1245817318558693,0.001,276,7093.5830078125,2200,183443,7538.30083977,1467648,360.92,-2654.331787109375,0.7763918042182922,,
5319,-0.07258498668670654,0.001,276,66340.609375,2204,183715,7516.129419590001,1469824,382.08,-2635.73095703125,0.7911105155944824,,
5319,-0.004086318425834179,0.001,276,104962.078125,2205,183737,7547.97638822,1470000,378.64,-2503.59814453125,0.7905046343803406,,
,,,,,,,,1470000,,,,-30455.3280462,1000.0
5331,-0.03275204077363014,0.001,275,51958.9140625,2208,183812,7715.296629979999,1470600,377.33,-2721.43310546875,0.785216748714447,,
5333,-0.06747513264417648,0.001,275,12121.98046875,2212,183877,7674.27360889,1471120,375.17,-2698.41455078125,0.7709059715270996,,
5339,-0.0030423924326896667,0.001,275,9755.59375,2216,184116,7808.71860492,1473032,367.64,-2700.86962890625,0.8157198429107666,,
5341,0.027403894811868668,0.001,275,8586.666015625,2220,184171,8044.24733237,1473472,363.99,-2669.346435546875,0.8298338055610657,,
5347,-0.007875079289078712,0.001,275,8924.0478515625,2224,184455,8009.229824920001,1475744,358.16,-2580.484619140625,0.8653426170349121,,
5350,-0.041021887212991714,0.001,275,9681.201171875,2228,184561,8031.593800510001,1476592,354.29,-2810.8408203125,0.8699250221252441,,
5354,0.025008337572216988,0.001,276,46815.3671875,2232,184769,8194.46593203,1478256,357.32,-2722.17529296875,0.8680623769760132,,
5356,0.033607423305511475,0.001,276,7823.4208984375,2236,184863,9106.229697150002,1479008,344.86,-2769.56689453125,0.8793389201164246,,
5358,-0.014254173263907433,0.001,276,9693.064453125,2240,184951,9172.07109755,1479712,327.6,-2861.9091796875,0.8916332721710205,,
5359,-0.015125392936170101,0.001,276,4969.734375,2240,184987,9172.07109755,1480000,327.6,-2729.609375,0.8931307792663574,,
,,,,,,,,1480000,,,,-31899.839378599998,1000.0
5378,-0.08176203817129135,0.001,275,12542.583984375,2244,185359,8994.26765476,1482976,339.15,-2771.798828125,0.8405653834342957,,
5381,-0.043315447866916656,0.001,275,16287.3701171875,2248,185529,8999.868005440001,1484336,337.57,-2640.640625,0.7893359065055847,,
5383,0.012771360576152802,0.001,275,120550.5546875,2252,185614,9008.37158599,1485016,334.66,-2678.17333984375,0.773196816444397,,
5385,-0.14800482988357544,0.001,275,8474.763671875,2256,185716,9025.30414708,1485832,321.88,-2769.244140625,0.754646897315979,,
5389,0.12059501558542252,0.001,275,79170.4296875,2260,185863,8889.211405680002,1487008,315.49,-2578.667724609375,0.7445887923240662,,
5392,-0.020080186426639557,0.001,275,3667.4638671875,2264,185994,8696.46412396,1488056,317.46,-2624.166015625,0.7523728609085083,,
5393,0.04683849588036537,0.001,275,48779.44140625,2268,186058,8699.02357615,1488568,316.11,-2750.293701171875,0.7582345008850098,,
5396,0.11363714933395386,0.001,276,10996.939453125,2272,186184,8813.21239552,1489576,316.25,-2677.78955078125,0.7774472832679749,,
5397,0.15824070572853088,0.001,276,8160.693359375,2273,186237,8792.135791810002,1490000,322.27,-2877.3251953125,0.7994007468223572,,
,,,,,,,,1490000,,,,-17204.4667874,1000.0
5410,-0.05306106060743332,0.001,275,5974.087890625,2276,186324,8761.53451562,1490696,327.02,-2677.9697265625,0.8381220698356628,,
5415,0.048338502645492554,0.001,275,4837.9453125,2280,186554,8837.854661140002,1492536,320.93,-2772.36865234375,0.8266085386276245,,
5417,0.025934621691703796,0.001,275,19093.685546875,2284,186646,8965.68973328,1493272,306.59,-2848.853271484375,0.8408817052841187,,
5420,-0.012519564479589462,0.001,275,89735.78125,2288,186753,8785.713617000001,1494128,313.89,-2753.92236328125,0.8360819816589355,,
5426,-0.08288735896348953,0.001,275,5229.07177734375,2292,187027,8796.57499798,1496320,314.68,-2751.017578125,0.8435074687004089,,
5427,-0.01132626086473465,0.001,275,8885.1435546875,2296,187086,9336.66040122,1496792,308.22,-2781.404052734375,0.8346617221832275,,
5434,-0.15460851788520813,0.001,275,10833.197265625,2300,187439,9152.77874592,1499616,318.57,-2748.2392578125,0.8147016167640686,,
5435,-0.07850480824708939,0.001,275,8197.544921875,2300,187487,9152.77874592,1500000,318.57,-2770.719970703125,0.8030235171318054,,
,,,,,,,,1500000,,,,-2286.0337528000005,1000.0
5449,0.017583906650543213,0.001,275,8228.6171875,2304,187640,9094.63415765,1501224,310.89,-2755.886962890625,0.7833099365234375,,
5451,0.039686452597379684,0.001,275,8402.296875,2308,187775,9072.831381110002,1502304,303.99,-2795.35009765625,0.7989052534103394,,
5457,0.134807750582695,0.001,275,18886.513671875,2312,188078,9035.69406224,1504728,308.37,-2685.8701171875,0.804212212562561,,
5460,0.014119705185294151,0.001,275,12103.236328125,2316,188191,8922.589116459998,1505632,326.31,-2795.542724609375,0.8300234079360962,,
5467,0.05421310290694237,0.001,275,6437.2216796875,2320,188574,8809.02370959,1508696,335.28,-2814.36572265625,0.8592380881309509,,
5470,0.0161879975348711,0.001,275,7470.1337890625,2324,188691,8810.240318780001,1509632,351.24,-2750.00390625,0.8650054931640625,,
5471,-0.004711632616817951,0.001,275,3479.06689453125,2324,188737,8810.240318780001,1510000,351.24,-2688.3994140625,0.8645811080932617,,
,,,,,,,,1510000,,,,-11020.9541512,651.0
5480,0.0322418250143528,0.001,275,60774.97265625,2328,188847,8818.86362552,1510880,350.59,-2786.4638671875,0.8670182824134827,,
5490,-0.07571275532245636,0.001,275,5787.08056640625,2332,189302,8825.779701599999,1514520,353.84,-2759.578125,0.8701930642127991,,
5493,-0.006407381035387516,0.001,275,6336.9453125,2336,189432,8946.839241549998,1515560,365.75,-2774.459716796875,0.8249976634979248,,
5493,-0.07050450146198273,0.001,275,40926.9765625,2340,189462,8943.41963826,1515800,371.74,-2879.27490234375,0.8173998594284058,,
5497,0.03766120597720146,0.001,275,20787.56640625,2344,189638,9123.994412560001,1517208,354.83,-2941.156982421875,0.8164238333702087,,
5499,0.02733536623418331,0.001,275,7428.119140625,2348,189728,9193.410617320002,1517928,344.13,-2879.94677734375,0.822632908821106,,
5501,-0.0379965715110302,0.001,276,10086.232421875,2352,189804,9105.37073706,1518536,354.28,-2901.77001953125,0.8276934623718262,,
5503,0.07525219023227692,0.001,276,13407.759765625,2356,189896,9090.886631669999,1519272,358.71,-2852.30908203125,0.8430578708648682,,
5504,-0.010800899937748909,0.001,276,289237.0625,2360,189970,9429.234760880001,1519864,344.4,-2797.6796875,0.8562704920768738,,
5505,-0.0446401908993721,0.001,276,5696.1435546875,2361,189987,9540.72415758,1520000,335.24,-2960.424560546875,0.8576186299324036,,
,,,,,,,,1520000,,,,853.8227142000018,478.6
5512,0.003273935057222843,0.001,275,13250.31640625,2364,190108,9664.06881478,1520968,326.46,-2869.3623046875,0.8636851906776428,,
5518,-0.026625994592905045,0.001,275,8451.05859375,2368,190370,9660.353512699998,1523064,326.75,-2804.47412109375,0.8824275732040405,,
5522,0.02448122575879097,0.001,276,37442.4296875,2372,190548,9424.038774530001,1524488,335.45,-2871.7294921875,0.8851834535598755,,
5526,-0.026584764942526817,0.001,276,11613.73046875,2376,190735,9336.178397900001,1525984,336.96,-2968.876708984375,0.9261524081230164,,
5528,0.017096420750021935,0.001,276,5463.4580078125,2380,190803,9319.04412808,1526528,336.27,-2957.3984375,0.9238542914390564,,
5532,-0.0025555994361639023,0.001,276,13775.1640625,2384,190968,9232.278958530002,1527848,340.11,-2879.826416015625,0.9083790183067322,,
5534,-0.020645353943109512,0.001,276,6001.4296875,2388,191077,9173.604782579998,1528720,349.51,-2853.64990234375,0.9062945246696472,,
5537,-0.0018951431848108768,0.001,276,10170.853515625,2392,191213,9264.86450359,1529808,342.58,-3035.0322265625,0.9018362760543823,,
5538,-0.004859542474150658,0.001,276,6278.427734375,2394,191237,9267.255649280001,1530000,342.12,-3009.6123046875,0.9040221571922302,,
,,,,,,,,1530000,,,,-4607.655636199999,628.6
5546,0.011449737474322319,0.001,275,7467.96337890625,2396,191256,9268.658778040002,1530152,340.07,-2992.234375,0.9054137468338013,,
5547,0.01707977056503296,0.001,275,9918.505859375,2400,191323,9452.8350664,1530688,324.27,-2922.257568359375,0.9057010412216187,,
5551,-0.03298189491033554,0.001,275,189475.84375,2404,191483,9509.903609300001,1531968,317.35,-3042.77197265625,0.8789912462234497,,
5552,0.011580273509025574,0.001,275,8724.306640625,2408,191529,9509.37173773,1532336,319.92,-3105.1201171875,0.8733262419700623,,
5553,0.012295044958591461,0.001,275,263382.1875,2412,191574,9585.863068980001,1532696,309.63,-2963.5771484375,0.8676387667655945,,
5555,0.006018744315952063,0.001,275,56515.6328125,2416,191639,9702.18877846,1533216,287.04,-3041.32861328125,0.8670615553855896,,
5558,0.02595507726073265,0.001,276,5207.67333984375,2420,191772,9806.851749970001,1534280,270.1,-2956.153564453125,0.8727208375930786,,
5559,-0.021092651411890984,0.001,276,11376.6328125,2424,191832,9724.23536585,1534760,253.22,-3014.59619140625,0.8739498853683472,,
5561,0.00373203307390213,0.001,276,8765.0263671875,2428,191917,9706.948430740002,1535440,251.36,-2944.869140625,0.8805078268051147,,
5563,-0.00021551921963691711,0.001,276,13144.109375,2432,192048,9712.628910660002,1536488,238.82,-3023.749267578125,0.8804936408996582,,
5565,0.026804625988006592,0.001,276,10606.3427734375,2436,192113,9742.17066257,1537008,226.22,-3098.19140625,0.8820198774337769,,
5570,0.01174126472324133,0.001,276,5350.41845703125,2440,192322,9769.7469721,1538680,222.65,-3162.884033203125,0.9094622731208801,,
5572,0.009681714698672295,0.001,276,6843.6943359375,2444,192385,9600.03839574,1539184,227.12,-3111.349609375,0.9125319719314575,,
5574,0.023675642907619476,0.001,276,5804.046875,2447,192487,9596.79690314,1540000,228.55,-3329.3544921875,0.9258151054382324,,
,,,,,,,,1540000,,,,-8971.1332146,818.0
5584,0.015218284912407398,0.001,275,41004.4765625,2448,192537,9597.12814279,1540400,228.18,-3204.5087890625,0.9385278820991516,,
5585,0.022622760385274887,0.001,275,4421.216796875,2452,192560,9517.881793190001,1540584,217.81,-3215.22216796875,0.9463750123977661,,
5593,0.0005178171559236944,0.001,275,45946.6171875,2456,192925,8340.79492356,1543504,227.22,-3230.720947265625,1.0122323036193848,,
5597,-7.177621591836214e-05,0.001,276,11195.4921875,2460,193112,8333.731430340002,1545000,232.15,-3141.13134765625,0.9767970442771912,,
5604,0.009259735234081745,0.001,276,8600.5234375,2464,193438,8149.21842121,1547608,248.78,-3229.37890625,0.9642457365989685,,
5607,0.0007933707674965262,0.001,276,9617.591796875,2468,193571,7847.5488211,1548672,272.1,-3270.8916015625,0.97426837682724,,
5609,-0.00660898070782423,0.001,276,13433.818359375,2472,193630,8078.91351599,1549144,271.7,-3136.27783203125,0.972676694393158,,
5611,0.005065178498625755,0.001,276,86495.265625,2476,193715,8211.516789399999,1549824,259.3,-3096.89404296875,0.9530689120292664,,
5611,-0.004777396097779274,0.001,276,9232.83984375,2476,193737,8211.516789399999,1550000,259.3,-3138.6005859375,0.9490149021148682,,
,,,,,,,,1550000,,,,2167.8706932,651.8
5620,-0.013238358311355114,0.001,275,6346.50537109375,2480,193846,8172.71477142,1550872,259.75,-2977.9326171875,0.9370849132537842,,
5626,-0.021481337025761604,0.001,275,13345.046875,2484,194113,8277.311895910001,1553008,259.31,-3120.64013671875,0.9035693407058716,,
5630,-0.007479435298591852,0.001,276,29071.951171875,2488,194280,8304.88725764,1554344,245.35,-3165.734619140625,0.8789528608322144,,
5635,-0.05228283256292343,0.001,276,11267.8203125,2492,194451,8288.08305324,1555712,250.76,-2973.9228515625,0.8422949910163879,,
5636,0.046916570514440536,0.001,276,6710.576171875,2496,194522,8216.402487299998,1556280,262.3,-2911.58935546875,0.8305318355560303,,
5639,0.008591920137405396,0.001,276,13257.556640625,2500,194640,8203.2278596,1557224,267.13,-2928.13037109375,0.8331636190414429,,
5646,-0.03195691853761673,0.001,276,10877.5107421875,2504,194925,8156.724201410001,1559504,267.7,-3023.92236328125,0.8981848359107971,,
5647,0.0353601798415184,0.001,276,19793.109375,2505,194987,8163.2205877000015,1560000,266.49,-2947.075927734375,0.8937223553657532,,
,,,,,,,,1560000,,,,3667.6949432,244.2
5651,0.0037267953157424927,0.001,276,13967.658203125,2508,195011,8168.12904594,1560192,265.57,-2947.46630859375,0.8908981680870056,,
5652,-0.0015009883791208267,0.001,276,11735.4697265625,2512,195053,8034.87011881,1560528,268.72,-3072.38720703125,0.8891996145248413,,
5656,0.017109772190451622,0.001,276,276036.0,2516,195216,8037.279362019999,1561832,269.35,-3105.599365234375,0.8973790407180786,,
5659,0.025189317762851715,0.001,276,12846.623046875,2520,195357,7936.8532396400005,1562960,282.05,-2953.299072265625,0.9311727285385132,,
5662,-0.00824787374585867,0.001,276,14659.46875,2524,195486,8167.46779109,1563992,279.24,-2955.46630859375,0.9737324714660645,,
5663,-0.0006934794946573675,0.001,276,9472.681640625,2528,195556,8187.479155090001,1564552,279.01,-2979.30224609375,0.9689311385154724,,
5665,-0.014909514226019382,0.001,276,5451.71484375,2532,195606,8161.88848178,1564952,287.97,-2971.82373046875,0.9598987698554993,,
5668,-0.02437826246023178,0.001,276,207992.09375,2536,195739,8144.00856807,1566016,293.22,-3065.118408203125,0.9313110113143921,,
5669,-0.005493048578500748,0.001,276,68200.8125,2540,195792,8138.59762846,1566440,290.84,-3020.23876953125,0.9158129692077637,,
5672,0.004908671136945486,0.001,276,97559.0625,2544,195921,8312.58871557,1567472,284.9,-2954.5537109375,0.9075449705123901,,
5673,-0.008590126410126686,0.001,276,108149.609375,2548,195991,8315.630556859998,1568032,283.6,-2925.5419921875,0.9128904342651367,,
5675,-0.011031882837414742,0.001,276,14614.859375,2552,196073,8472.38647536,1568688,287.81,-2888.7470703125,0.8985028266906738,,
5678,-0.008447842672467232,0.001,276,11358.361328125,2556,196200,9681.31988978,1569704,278.25,-2875.5126953125,0.8806115388870239,,
5679,-0.00540412962436676,0.001,276,13167.013671875,2557,196237,9685.47002141,1570000,278.8,-2889.212890625,0.8787455558776855,,
,,,,,,,,1570000,,,,10851.6599702,157.0
5681,-0.006787319667637348,0.001,276,62657.640625,2560,196261,9696.60600317,1570192,277.69,-2808.666015625,0.878023624420166,,
5684,-0.04055815190076828,0.001,276,15561.4462890625,2564,196378,9727.815650500002,1571128,260.76,-2827.78662109375,0.8809067606925964,,
5687,0.006970064714550972,0.001,276,6228.5869140625,2568,196524,10046.56357731,1572296,234.66,-2815.4814453125,0.8633248209953308,,
5690,-0.01776832714676857,0.001,276,7201.0712890625,2572,196628,10047.012265940002,1573128,231.1,-2819.38037109375,0.8735874891281128,,
5691,-0.05964440107345581,0.001,276,13289.79296875,2576,196689,10038.31371469,1573616,237.68,-2920.80615234375,0.87569659948349,,
5693,-0.023068390786647797,0.001,276,9527.5849609375,2580,196752,10083.33389681,1574120,237.41,-2971.478759765625,0.8800053000450134,,
5699,0.049520134925842285,0.001,276,17967.64453125,2584,197045,10074.1719049,1576464,233.31,-2860.14599609375,0.8971832394599915,,
5702,0.017939623445272446,0.001,276,7791.2763671875,2588,197146,10273.94109409,1577272,237.61,-2999.805419921875,0.9284561276435852,,
5708,-0.0003720102831721306,0.001,276,76113.25,2592,197431,10279.17061796,1579552,228.93,-3154.7236328125,0.9491646885871887,,
5709,0.003866284852847457,0.001,276,11089.1328125,2592,197487,10279.17061796,1580000,228.93,-3042.1533203125,0.946386456489563,,
,,,,,,,,1580000,,,,5184.194018,445.4
5717,-0.001915954053401947,0.001,276,10500.3369140625,2596,197636,9750.49452604,1581192,223.02,-3031.630859375,0.9630315899848938,,
5720,0.0013228543102741241,0.001,276,13175.1611328125,2600,197771,9175.83873978,1582272,236.85,-3070.1923828125,0.9968052506446838,,
5723,0.004231204278767109,0.001,276,10255.544921875,2604,197885,9243.858640350001,1583184,231.56,-3145.18310546875,1.0238429307937622,,
5726,-0.00817746203392744,0.001,276,24838.435546875,2608,198041,9109.070678800002,1584432,249.96,-3192.91796875,1.0314412117004395,,
5730,0.011683905497193336,0.001,276,36535.21875,2612,198243,9268.5380503,1586048,254.92,-3018.203125,1.0295289754867554,,
5734,-0.0020721559412777424,0.001,276,13940.7470703125,2616,198430,9163.67312686,1587544,262.34,-3083.880859375,1.0148884057998657,,
5735,0.005454252474009991,0.001,276,15308.7109375,2620,198510,8960.566942149999,1588184,253.64,-3222.748291015625,1.031976342201233,,
5737,-0.002993552479892969,0.001,276,15394.716796875,2624,198571,8902.31661629,1588672,256.31,-3200.27490234375,1.0367655754089355,,
5739,0.009980655275285244,0.001,276,45268.25,2628,198635,8900.53440244,1589184,255.28,-3186.08740234375,1.0448685884475708,,
5741,0.00711112841963768,0.001,276,13379.2666015625,2631,198737,8798.46379753,1590000,250.29,-3320.33935546875,1.0295982360839844,,
,,,,,,,,1590000,,,,6938.747312800001,385.8
5746,0.0045384555123746395,0.001,276,13219.228515625,2632,198770,8795.61680588,1590264,250.51,-3380.3564453125,1.0215517282485962,,
5748,-0.00946570374071598,0.001,276,14881.931640625,2636,198879,8820.652267099998,1591136,246.74,-3279.08935546875,1.0330735445022583,,
5751,0.007618344388902187,0.001,276,13313.9814453125,2640,199037,8817.118126979998,1592400,249.03,-3224.08984375,1.0227866172790527,,
5753,-0.000917914672754705,0.001,276,10440.9296875,2644,199110,8654.26635286,1592984,254.23,-3346.172119140625,1.0085744857788086,,
5755,0.0032867598347365856,0.001,276,55150.5390625,2648,199190,8657.23291549,1593624,256.84,-3217.594970703125,1.011394739151001,,
5758,-0.018423015251755714,0.001,276,19364.6328125,2652,199330,8633.227137,1594744,256.48,-3271.033935546875,0.9708791971206665,,
5760,0.009146830067038536,0.001,276,218513.25,2656,199443,8610.66580904,1595648,257.52,-3204.679443359375,0.9674153923988342,,
5764,0.00043184461537748575,0.001,277,13096.0546875,2660,199648,8601.61102662,1597288,257.39,-3198.501708984375,1.0015473365783691,,
