time/episodes,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,train/n_updates,rollout/ep_len_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef
4,2.478813648223877,2381.8828125,-269257.31804549997,0.0003,2,56,51.75,145,328,-0.2446158528327942,0.983871579170227
8,14.87649154663086,2596.94140625,-245670.72774550001,0.0003,4,114,45.625,125,560,-0.5197119116783142,0.966139554977417
12,129.27151489257812,1979.1043701171875,-244353.1621565,0.0003,6,155,52.166666666666664,119,724,-0.702561616897583,0.9540221095085144
16,511.04742431640625,3492.485595703125,-234323.7445654375,0.0003,7,196,46.875,117,888,-0.7628567814826965,0.9425832033157349
20,3960.505859375,3411.670166015625,-407845.2882689,0.0003,10,290,53.65,115,1264,-0.7473496198654175,0.9217902421951294
24,27945.26953125,4086.800537109375,-1093411.8670486666,0.0003,23,611,77.04166666666667,110,2548,0.32691752910614014,0.9188393354415894
28,31530.82421875,4339.01953125,-1272899.56267675,0.0003,24,662,79.32142857142857,110,2752,0.12363509833812714,0.9245882034301758
32,40314.14453125,5011.27880859375,-1667593.2294887812,0.0003,28,761,90.65625,109,3148,0.14495116472244263,0.9439684748649597
36,163387.0,5159.05078125,-4028487.8252794445,0.0003,66,1761,166.55555555555554,107,7148,-8.673158645629883,1.4454782009124756
40,186834.140625,5141.53955078125,-4786347.001086725,0.0003,73,1969,189.1,108,7980,-8.909945487976074,1.5484369993209839
44,189901.0625,5194.22265625,-4360072.998062659,0.0003,74,1979,172.36363636363637,107,8020,-9.510753631591797,1.5530160665512085
48,277936.8125,5563.06103515625,-5247548.586568896,0.0003,104,2769,199.9375,107,11180,-12.802056312561035,1.9637515544891357
52,312125.6875,4708.53759765625,-6000929.010216807,0.0003,112,2980,223.28846153846155,107,12024,-13.866352081298828,2.0895514488220215
56,402739.1875,4372.349609375,-6677935.975654089,0.0003,142,3776,244.41071428571428,107,15208,-13.749263763427734,2.5644497871398926
60,496105.5625,4801.32861328125,-7725732.787321633,0.0003,170,4519,278.1666666666667,106,18180,-11.66608715057373,3.0966219902038574
64,609066.3125,4004.60009765625,-9114726.91964928,0.0003,207,5519,323.28125,106,22180,-19.290489196777344,3.9457218647003174
68,613276.75,5155.02783203125,-8615141.083878411,0.0003,211,5617,305.70588235294116,106,22572,-13.450498580932617,4.0467658042907715
72,622145.625,4917.638671875,-8182514.500912805,0.0003,211,5631,290.47222222222223,106,22628,-14.54720401763916,4.059209823608398
76,749454.8125,3455.7275390625,-9328958.282915805,0.0003,249,6631,327.8157894736842,106,26628,-12.26611614227295,5.205057621002197
80,809641.1875,4319.62841796875,-9910797.121597162,0.0003,275,7301,347.2,106,29308,-9.329565048217773,5.9173583984375
84,854617.125,4924.34814453125,-10121772.405883571,0.0003,286,7631,354.6190476190476,106,30628,-20.154111862182617,6.56273078918457
88,909999.5625,4169.9072265625,-10316866.042660851,0.0003,302,8215,360.9886363636364,108,32964,-5.639373779296875,7.545961856842041
92,911835.75,3276.36865234375,-9891931.663002824,0.0003,303,8256,346.2173913043478,108,33128,-3.1182310581207275,7.573164463043213
96,911633.9375,3916.033203125,-9591837.150293333,0.0003,309,8434,335.6979166666667,109,33840,-11.23772144317627,7.782188892364502
100,935959.25,3557.71044921875,-9777612.23026372,0.0003,314,8631,342.46,110,34628,-10.359678268432617,8.045790672302246
104,1047181.9375,3487.498291015625,-10911281.15687107,0.0003,340,9631,379.32,113,38628,-2.4090988636016846,9.240102767944336
108,1100887.625,3927.43798828125,-11495424.338870978,0.0003,361,10475,398.21,116,42004,0.07136133313179016,10.436963081359863
112,1127128.5,4030.55322265625,-11789512.973656721,0.0003,363,10521,406.26,116,42188,-2.767598867416382,10.43971061706543
116,1119519.75,3603.876220703125,-11785370.095394269,0.0003,363,10541,405.28,116,42268,-3.892026424407959,10.451310157775879
120,1118852.375,5959.095703125,-12023967.917843051,0.0003,364,10547,411.97,116,42292,-2.4157862663269043,10.456006050109863
124,1104219.0,4059.314453125,-11848621.425616318,0.0003,364,10573,404.53,116,42396,-1.3181252479553223,10.470744132995605
128,1138322.25,3816.256591796875,-11836931.905944178,0.0003,369,10744,404.26,116,43080,0.2998742461204529,10.59168529510498
132,1202294.75,4653.14013671875,-12377563.70021753,0.0003,395,11701,424.63,118,46908,-6.006493091583252,10.42457103729248
136,1224638.5,3784.78955078125,-11890100.107327437,0.0003,398,11827,408.69,119,47412,3.376183032989502,10.521265983581543
140,1211966.75,7605.6611328125,-11622767.686898947,0.0003,400,11890,399.77,119,47664,0.8006682991981506,10.40616226196289
144,1227081.5,5422.154296875,-11624059.14795383,0.0003,400,11912,399.96,119,47752,0.1709783971309662,10.396658897399902
148,1214109.0,6143.78857421875,-11028535.631761132,0.0003,401,11925,380.12,119,47804,-0.5044230818748474,10.395092964172363
152,1244337.875,5657.50830078125,-10495860.755830511,0.0003,401,11947,362.51,119,47892,-1.6619325876235962,10.402972221374512
156,1224233.875,4516.84765625,-9933135.75286582,0.0003,404,12062,344.08,119,48352,-4.453241348266602,10.64278507232666
160,1257013.5,7769.208984375,-9210703.14417697,0.0003,421,12661,320.3,120,50748,-0.7533473968505859,11.622796058654785
