rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations,train/entropy_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/std,train/policy_gradient_loss,train/explained_variance,train/approx_kl
196.85416666666666,10000,37,-93454.78140783333,267,,,,,,,,,,,,
199.0125,16384,60,-93836.752029225,272,1,,,,,,,,,,,
208.17021276595744,20000,98,-93109.35413197872,203,,-8.576943000406027,0.04022216796875,0.2,0.0011,233693840.0,10,609701433.809375,1.0181102752685547,-0.004319941398352967,-1.1920928955078125e-07,0.0054051992
228.69,30000,134,-92329.07654206001,223,,,,,,,,,,,,
236.73,32768,144,-92505.12844682,227,2,,,,,,,,,,,
258.15,40000,195,-91002.39563658,205,,-8.702629344537854,0.033050537109375,0.2,0.0011,111303240.0,20,484372899.6453125,1.0409836769104004,-0.0024794997907520155,0.0,0.005432047
266.71,49152,227,-89376.37229798001,215,3,,,,,,,,,,,
269.9,50000,256,-86882.50388889,195,,-8.801543001458048,0.01988525390625,0.2,0.0011,309925152.0,30,480411972.4828125,1.054333209991455,-0.002249590885548969,0.0,0.0040785098
267.84,60000,291,-84263.9504665,205,,,,,,,,,,,,
274.83,65536,311,-82202.60623574,210,4,,,,,,,,,,,
288.97,70000,352,-82463.31686343999,198,,-8.935873254016041,0.06029052734375,0.2,0.0011,306136448.0,40,448887045.7515625,1.0820168256759644,-0.002511545011839189,-0.0014249086380004883,0.008579457
308.95,80000,386,-81130.36513183,206,,,,,,,,,,,,
306.34,81920,393,-83456.49558637,208,5,,,,,,,,,,,
318.21,90000,446,-85118.44909895999,201,,-9.083943850174546,0.07916259765625,0.2,0.0011,142162064.0,50,374393458.3046875,1.10472571849823,-0.0013146529892765102,-3.5881996154785156e-05,0.0074093984
338.97,98304,475,-82268.33689505,206,6,,,,,,,,,,,
329.66,100000,507,-81818.57058553,197,,-9.213276289403439,0.13984375,0.2,0.0011,232104448.0,60,375976740.446875,1.13454270362854,0.0009132043365752907,-0.0014028549194335938,0.011130876
329.27,110000,543,-82016.04440423001,202,,,,,,,,,,,,
335.04,114688,558,-84505.23781055,205,7,,,,,,,,,,,
344.35,120000,601,-81360.23418501,199,,-9.359804046526552,0.048284912109375,0.2,0.0011,235131776.0,70,361940835.4742187,1.161388874053955,-0.003352506402916333,0.0,0.0071418355
334.19,130000,636,-85470.01751723,204,,,,,,,,,,,,
334.09,131072,640,-85063.49403237998,204,8,,,,,,,,,,,
340.63,140000,696,-84671.58403209999,200,,-9.512893503159285,0.204327392578125,0.2,0.0011,321126688.0,80,376444850.8375,1.1883920431137085,0.010113330348940509,-0.0001499652862548828,0.016391262
329.04,147456,722,-83921.70290571,204,9,,,,,,,,,,,
320.76,150000,756,-87245.0024692,198,,-9.649609857797623,0.06163330078125,0.2,0.0011,274118176.0,90,371591217.2289063,1.219465970993042,-0.0030775463066675,-2.384185791015625e-07,0.009212298
301.05,160000,790,-85571.63226995998,202,,,,,,,,,,,,
285.2,163840,804,-86129.95097044,203,10,,,,,,,,,,,
273.45,170000,851,-85697.58065380002,199,,-9.76867854371667,0.04691162109375,0.2,0.0011,134743792.0,100,471865523.04375,1.2412495613098145,-0.0026934810433886015,0.0,0.006120112
272.56,180000,885,-80916.49590354999,203,,,,,,,,,,,,
272.56,180224,886,-80916.49590354999,203,11,,,,,,,,,,,
280.75,190000,946,-81548.76811243,200,,-9.919023018702864,0.093792724609375,0.2,0.0011,333310464.0,110,444180399.534375,1.2730207443237305,-0.0020832537540627525,0.0,0.008507329
311.11,196608,968,-78472.65860777,203,12,,,,,,,,,,,
295.4,200000,1005,-78994.31681039999,198,,-10.068986586853862,0.236187744140625,0.2,0.0011,264101008.0,120,374638190.859375,1.299193263053894,0.010516753894262366,-1.1920928955078125e-07,0.014440702
323.04,210000,1039,-80000.64497889999,202,,,,,,,,,,,,
318.94,212992,1049,-80418.84447275,202,13,,,,,,,,,,,
316.66,220000,1099,-81603.29523503,200,,-10.210838977247477,0.328912353515625,0.2,0.0011,234466432.0,130,388222480.75625,1.3384718894958496,0.03563898662068823,0.0,0.018504325
302.75,229376,1131,-84042.23532049,202,14,,,,,,,,,,,
302.49,230000,1159,-84041.25698716,198,,-10.314992772042752,0.05181884765625,0.2,0.0011,380380864.0,140,430308365.2476562,1.361459493637085,-0.002723500445972604,0.0,0.006727696
253.95,240000,1194,-87551.22697187,200,,,,,,,,,,,,
266.54,245760,1214,-87831.70275194,202,15,,,,,,,,,,,
262.52,250000,1254,-87041.88547394,199,,-10.44072972945869,0.044073486328125,0.2,0.0011,203924912.0,150,442184541.303125,1.389747977256775,-0.00228883033269085,0.0,0.0056887325
286.07,260000,1288,-85112.05300640999,201,,,,,,,,,,,,
275.72,262144,1295,-83167.84941695,202,16,,,,,,,,,,,
181.42,270000,1350,-85371.23516177,199,,-10.58857360854745,0.582861328125,0.2,0.0011,116458376.0,160,454521264.465625,1.4305510520935059,0.1409959969629199,-2.9325485229492188e-05,0.38714474
143.21,278528,1380,-90151.29385865,201,17,,,,,,,,,,,
142.74,280000,1411,-88146.04981103,198,,-10.673470025509596,0.0311279296875,0.2,0.0011,524911488.0,170,836062560.60625,1.4407126903533936,-0.004492502052016789,-0.00010466575622558594,0.0048519047
138.23,290000,1448,-85303.7372533,200,,,,,,,,,,,,
139.83,294912,1466,-89939.76185646,201,18,,,,,,,,,,,
138.24,300000,1510,-90051.06181318,198,,-10.737266821414233,0.015087890625,0.2,0.0011,409053792.0,180,833635562.7875,1.4601409435272217,-0.001775934110628441,0.0,0.0036225517
147.92,310000,1545,-84377.61084999,200,,,,,,,,,,,,
153.56,311296,1550,-84010.76799285,200,19,,,,,,,,,,,
159.45,320000,1607,-88131.80197690999,199,,-10.828031624108553,0.038690185546875,0.2,0.0011,534551872.0,190,764705897.8,1.4825462102890015,-0.00279656483198778,0.0,0.0046369797
177.27,327680,1634,-86202.70746392,200,20,,,,,,,,,,,
169.38,330000,1668,-86876.63234487001,197,,-10.909311745688319,0.036968994140625,0.2,0.0011,501066496.0,200,671814277.725,1.5005061626434326,-0.0028629722575715276,1.1920928955078125e-07,0.005152897
173.77,340000,1703,-81866.3473124,199,,,,,,,,,,,,
176.72,344064,1717,-81439.92705266998,200,21,,,,,,,,,,,
172.17,350000,1764,-80584.50618688,198,,-11.013323733955621,0.045355224609375,0.2,0.0011,359285504.0,210,655850636.11875,1.5339397192001343,-0.0007949249878947739,0.0,0.014551006
160.06,360000,1801,-86738.28199136,199,,,,,,,,,,,,
158.64,360448,1803,-86646.98949136,199,22,,,,,,,,,,,
167.64,370000,1863,-84391.40658815998,198,,-11.124357090890408,0.020330810546875,0.2,0.0011,601837504.0,220,725266165.79375,1.558793067932129,-0.001457856448359962,0.0,0.0035283063
168.76,376832,1887,-87202.83063577,199,23,,,,,,,,,,,
171.7,380000,1924,-86629.38005136,197,,-11.22809027545154,0.03671875,0.2,0.0011,274148576.0,230,663642496.83125,1.5851399898529053,-0.0033282450087426694,1.1920928955078125e-07,0.0053666704
169.85,390000,1960,-82140.94939561,198,,,,,,,,,,,,
167.29,393216,1972,-81625.87689562001,199,24,,,,,,,,,,,
171.76,400000,2022,-81551.53379316,197,,-11.361693233251572,0.088714599609375,0.2,0.0011,657292480.0,240,687123536.5875,1.6256227493286133,0.002197149435960455,1.1920928955078125e-07,0.008683069
169.31,409600,2056,-78179.30805194,199,25,,,,,,,,,,,
171.72,410000,2083,-77779.2699567,196,,-11.469309736788272,0.047332763671875,0.2,0.0011,416871264.0,250,657935358.9921875,1.6486599445343018,-0.001562412092971499,-2.3365020751953125e-05,0.0062663807
177.91,420000,2117,-77666.3877345,198,,,,,,,,,,,,
195.34,425984,2138,-75306.77270201001,199,26,,,,,,,,,,,
193.83,430000,2178,-78535.05961038999,197,,-11.598991847038269,0.056292724609375,0.2,0.0011,311591488.0,260,582781648.56875,1.6924619674682617,-0.0021182959360885436,0.0,0.00708211
201.19,440000,2212,-76592.53317267,198,,,,,,,,,,,,
200.85,442368,2220,-76085.92648437001,199,27,,,,,,,,,,,
192.91,450000,2272,-68887.38468869001,198,,-11.76283407472074,0.099700927734375,0.2,0.0011,340288352.0,270,578390041.61875,1.7389953136444092,0.0024643990633194334,5.960464477539063e-08,0.011080833
194.32,458752,2302,-70586.96264739,199,28,,,,,,,,,,,
193.34,460000,2332,-72586.45669501,197,,-11.901894262433052,0.082391357421875,0.2,0.0011,643468480.0,280,600489480.21875,1.7748960256576538,-0.000221883513040666,0.0,0.0071677007
209.96,470000,2367,-74730.60345878001,198,,,,,,,,,,,,
204.59,475136,2385,-82578.33500556,199,29,,,,,,,,,,,
190.65,480000,2428,-83996.30263460001,197,,-12.012271947041153,0.04429931640625,0.2,0.0011,568153856.0,290,548116093.15625,1.8086528778076172,-0.0011649022506389883,-1.1920928955078125e-07,0.0057207406
