time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/policy_gradient_loss
8192,717,57.61,11,-261838.52628145003,1,,,,,,,,,,,
16384,410,52.17,39,-250358.59462534997,2,4920684209.8,9.765625e-05,0.9999518990516663,0.2,10,0.00162238,2192447488.0,-8.344650268554688e-07,-12.770288963615894,0.0003,-0.0021198405982431725
24576,362,56.77,67,-263798.60707987,3,4998799783.8,0.0,0.9998584389686584,0.2,20,0.0010342528,2544561664.0,-1.1920928955078125e-07,-12.769611635059118,0.0003,-0.0014767483378818724
32768,342,50.45,95,-250913.84453500004,4,4942252008.2,0.0,0.9996611475944519,0.2,30,0.0004278986,2893113856.0,-2.384185791015625e-07,-12.76827399879694,0.0003,-0.0008033478370634839
40960,327,58.38,124,-270531.21035542,5,5309566579.4,0.0,0.9998239874839783,0.2,40,0.00076954346,2648726528.0,1.7881393432617188e-07,-12.76808904632926,0.0003,-0.0012036553322104736
49152,320,50.5,153,-240425.49866739998,6,5026956744.4,0.0,0.9995655417442322,0.2,50,0.00042678023,2318481920.0,0.0,-12.76759288981557,0.0003,-0.0008354489746125182
57344,314,62.76,182,-285658.32443587,7,4893876667.8,0.0,0.9993336796760559,0.2,60,0.0005838182,2499796480.0,1.1920928955078125e-07,-12.765445998311042,0.0003,-0.0010091146192280575
65536,310,52.22,211,-252768.21422841,8,4928689146.0,0.0,0.9988778233528137,0.2,70,0.0003506203,2300549120.0,1.1920928955078125e-07,-12.762460373342037,0.0003,-0.000691839071441791
73728,307,50.15,239,-241043.50750261,9,4881990538.8,0.0,0.9986885786056519,0.2,80,0.0009847549,2544212224.0,-1.1920928955078125e-07,-12.759466457366944,0.0003,-0.001431790604692651
81920,305,55.96,268,-269543.24068462,10,4715979417.4,1.220703125e-05,0.9983862042427063,0.2,90,0.0012281714,2420486656.0,0.0,-12.757250764220952,0.0003,-0.0016967208834103077
90112,302,52.51,298,-255319.44371769993,11,5099784148.6,0.0,0.9983858466148376,0.2,100,0.00032854854,2788591360.0,0.0,-12.755930852890014,0.0003,-0.000772255227639107
98304,300,54.12,327,-256324.97673693002,12,4960778924.8,0.0,0.9983504414558411,0.2,110,0.00047860754,2757733888.0,0.0,-12.75576646924019,0.0003,-0.00090187354835507
106496,298,65.71,356,-285591.90198611,13,4982697336.8,0.0,0.9982919692993164,0.2,120,0.00042954786,2309442048.0,-1.1920928955078125e-07,-12.755246417969465,0.0003,-0.0009575246560416418
114688,298,56.79,384,-259655.26422463,14,4515790406.8,0.0,0.9978712201118469,0.2,130,0.00032000375,2467713024.0,1.7881393432617188e-07,-12.753161773830652,0.0003,-0.0007172821806307184
122880,297,65.05,413,-278786.04959014995,15,4646337021.0,0.0,0.9976828694343567,0.2,140,0.00039785574,2377023488.0,1.1920928955078125e-07,-12.750443121045828,0.0003,-0.0007096757166436873
131072,296,50.86,442,-242756.40541076005,16,4544545343.6,0.0,0.9976425170898438,0.2,150,0.00054265506,2648409856.0,0.0,-12.749369925260543,0.0003,-0.000920909032720374
139264,295,52.1,470,-230237.23397451,17,4782432208.4,1.220703125e-05,0.9976035356521606,0.2,160,0.0009331369,2230877440.0,0.0,-12.749034466594457,0.0003,-0.0013385111658863024
147456,295,51.69,499,-235027.96287592,18,4497366862.2,0.0,0.9976452589035034,0.2,170,0.0006363244,2266622464.0,0.0,-12.749076605588197,0.0003,-0.001044593594269827
155648,294,53.87,528,-247656.06582592995,19,4629490246.0,0.0,0.997656524181366,0.2,180,0.00016065827,2622561280.0,0.0,-12.749262019246817,0.0003,-0.00047709713944641405
163840,293,51.74,557,-236227.22810745004,20,4618491583.2,0.0,0.9975482225418091,0.2,190,0.00020742136,2102744576.0,-2.384185791015625e-07,-12.74878026098013,0.0003,-0.000575909523467999
172032,293,58.65,586,-255134.83317384002,21,4639026529.4,0.0,0.9975746870040894,0.2,200,0.00052971614,2140798464.0,0.0,-12.748465446382761,0.0003,-0.0007806254903698573
180224,292,51.53,615,-228113.11826006,22,4337294839.6,0.0,0.9978272318840027,0.2,210,0.0005081238,2242739712.0,1.1920928955078125e-07,-12.749636996537447,0.0003,-0.0009349199179268907
188416,292,46.37,644,-219111.74847447,23,4436836243.0,0.00052490234375,0.9977396726608276,0.2,220,0.0021296258,2163280384.0,0.0,-12.750441523641348,0.0003,-0.0023913448112580227
196608,292,49.64,672,-226969.40313652,24,4537142001.0,0.0,0.99812912940979,0.2,230,0.00033874638,1998352384.0,-1.1920928955078125e-07,-12.751696901768446,0.0003,-0.0006443873069656547
204800,292,58.05,701,-256339.32201775,25,4496845246.6,0.0,0.9982553124427795,0.2,240,0.00042135656,1909643264.0,5.960464477539063e-08,-12.754131036996842,0.0003,-0.0007744636131974403
212992,292,55.66,729,-238415.60525368003,26,4604465248.2,0.0,0.9981087446212769,0.2,250,0.0003737748,2344949504.0,0.0,-12.753991245478392,0.0003,-0.0007444297832989832
221184,291,51.28,757,-223880.69189383998,27,4100832513.0,0.0,0.9978545308113098,0.2,260,0.00032466464,2186423040.0,0.0,-12.752201721817254,0.0003,-0.0005774417204520432
229376,291,54.91,785,-245301.72416270003,28,4397629611.0,0.0,0.9976722002029419,0.2,270,0.0007065369,2246344192.0,0.0,-12.750257930904628,0.0003,-0.001027720933780074
237568,291,51.61,814,-218880.38068602997,29,4529658598.6,0.0,0.99741131067276,0.2,280,0.00045957044,2570259968.0,-1.1920928955078125e-07,-12.748261132836342,0.0003,-0.0007272629387443885
245760,291,46.56,843,-207310.90085036002,30,4187245410.8,0.0,0.9973810911178589,0.2,290,0.00040154505,1962963584.0,0.0,-12.74694619551301,0.0003,-0.0007527769193984568
253952,291,49.22,871,-219475.04182093003,31,4280693693.2,0.0,0.9972013831138611,0.2,300,0.00087856746,1936671616.0,0.0,-12.745953077822923,0.0003,-0.0012564678516355343
262144,291,46.02,900,-206280.67944135,32,4240642535.2,0.0,0.9972557425498962,0.2,310,0.0009838403,2010792448.0,0.0,-12.745351868867875,0.0003,-0.0012182165333797456
270336,290,52.92,929,-229773.90748587996,33,4383842389.6,0.0,0.997252881526947,0.2,320,0.0008208799,2532775168.0,-1.1920928955078125e-07,-12.745646843314171,0.0003,-0.0010823689255630598
278528,290,49.35,957,-219948.75638129,34,4343620295.6,0.0,0.9970851540565491,0.2,330,0.001043458,2485027072.0,1.1920928955078125e-07,-12.744902686774731,0.0003,-0.0014185381354764105
286720,290,49.48,986,-221094.89668717998,35,4413675191.6,0.0,0.9970406293869019,0.2,340,0.0011963982,1967872768.0,0.0,-12.743915680795908,0.0003,-0.001588105575501686
294912,290,56.13,1014,-227799.43408517996,36,4301500717.2,1.220703125e-05,0.9969626665115356,0.2,350,0.0011324233,2062790912.0,0.0,-12.743312346190214,0.0003,-0.0014109263614955126
303104,290,52.15,1043,-219919.65975104005,37,3782664904.2,0.0,0.9971144199371338,0.2,360,0.0010748784,1874770304.0,0.0,-12.743638260662555,0.0003,-0.001383907417039154
311296,290,47.99,1072,-202845.28281525002,38,4130591368.2,1.220703125e-05,0.9968518018722534,0.2,370,0.0011472541,2017206272.0,-1.1920928955078125e-07,-12.743161457777024,0.0003,-0.0014132373718894087
319488,290,48.35,1100,-209652.61998766,39,4240474647.6,0.0,0.9963753819465637,0.2,380,0.0004571911,2096276096.0,1.7881393432617188e-07,-12.739860647916794,0.0003,-0.0008296513482491718
327680,290,52.3,1129,-220556.60143689002,40,4022124582.2,0.0,0.9961832165718079,0.2,390,0.0013158917,2074926080.0,0.0,-12.736754610389472,0.0003,-0.0015888378511590417
335872,289,51.11,1158,-213567.83452275998,41,4094469417.0,0.0,0.995800256729126,0.2,400,0.00075659656,2072410240.0,0.0,-12.734178414195776,0.0003,-0.001075369144382421
344064,289,48.71,1187,-209058.90741410002,42,4081798410.4,0.0,0.9956936240196228,0.2,410,0.00084346527,2203061248.0,0.0,-12.73196060359478,0.0003,-0.0011793011133704567
352256,289,50.42,1215,-230781.19041565002,43,4013808064.6,0.00010986328125,0.995505154132843,0.2,420,0.0015882397,1883064832.0,-2.384185791015625e-07,-12.730600795894862,0.0003,-0.0017257039558899122
360448,289,58.77,1244,-221028.15502819995,44,4365018839.8,0.0,0.9954524636268616,0.2,430,0.000946003,2426140672.0,0.0,-12.729482496529817,0.0003,-0.0013301563183631515
368640,289,54.59,1272,-219148.4716107,45,3823808444.6,0.0,0.995354950428009,0.2,440,0.00042809042,2096081920.0,0.0,-12.728761879354716,0.0003,-0.0006493237542599672
