train/ent_coef,train/ent_coef_loss,time/fps,train/learning_rate,train/critic_loss,rollout/ep_len_mean,train/actor_loss,time/total_timesteps,time/episodes,train/n_updates,time/time_elapsed,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
1.2003859281539917,-0.6102383136749268,325,0.001,48589.7265625,161.75,162.10362243652344,12448,68,1543,38,-14790.950811617646,,
1.26849365234375,-0.7333065271377563,328,0.001,186790.859375,166.16666666666666,201.03195190429688,13920,72,1727,42,-14841.124673708335,,
1.2762477397918701,-0.6902693510055542,328,0.001,47569.984375,172.77631578947367,181.79429626464844,14080,76,1747,42,-14441.04577159211,,
1.2906770706176758,-0.5520371794700623,329,0.001,174475.21875,169.9875,285.599365234375,14416,80,1789,43,-13921.2498275375,,
1.3164589405059814,-0.6457104682922363,331,0.001,32956.08984375,170.38095238095238,264.576171875,15072,84,1871,45,-13612.241355226191,,
1.3368314504623413,-0.8684401512145996,331,0.001,187377.296875,166.38636363636363,234.38665771484375,15560,88,1932,46,-13072.697484272729,,
1.3797720670700073,-0.7288808822631836,331,0.001,232864.5,167.01075268817203,233.95419311523438,16496,92,2049,49,-13103.408035709677,,
1.4102739095687866,-0.7394751310348511,332,0.001,111490.28125,164.83333333333334,216.5928955078125,17176,96,2134,51,-12791.034912333334,,
1.4193296432495117,-0.6305239200592041,332,0.001,78257.59375,160.94,177.33132934570312,17400,100,2162,52,-12483.925442419999,,
1.4534966945648193,-1.0191090106964111,333,0.001,88032.484375,164.84,252.51409912109375,18192,104,2261,54,-12209.481211350001,,
1.4839835166931152,-0.7338367104530334,334,0.001,177601.1875,160.47,287.9615173339844,18864,108,2345,56,-11234.89829491,,
1.5010308027267456,-0.8554438352584839,334,0.001,353645.21875,162.57,145.55661010742188,19304,112,2400,57,-11009.32968496,,
1.5301817655563354,-0.9287209510803223,336,0.001,328772.0,160.26,170.408447265625,20000,114,2487,59,-10179.592260599999,,
,,,,,,,20000,,,,,95.4,-3537.3151432
1.5517230033874512,-0.7643511891365051,332,0.001,35000.4296875,156.95,139.90509033203125,20496,116,2549,61,-9629.44926691,,
1.5812382698059082,-0.8274288177490234,332,0.001,119394.3359375,155.25,101.03824615478516,21352,120,2656,64,-9095.76672954,,
1.6044323444366455,-0.757182240486145,332,0.001,202164.8125,154.76,268.11016845703125,21928,124,2728,65,-8546.21800353,,
1.6610047817230225,-0.7163050174713135,330,0.001,128085.5234375,169.43,240.91708374023438,23520,128,2927,71,-9571.329415299999,,
1.6810221672058105,-0.5394341945648193,331,0.001,103004.8125,175.44,257.60992431640625,24072,132,2996,72,-9753.80303502,,
1.6970524787902832,-0.6040405035018921,331,0.001,162274.859375,178.78,224.16961669921875,24576,136,3059,74,-10179.3236541,,
1.7377740144729614,-0.8776212930679321,331,0.001,244336.28125,185.97,239.62380981445312,25688,140,3198,77,-10277.58532036,,
1.7520010471343994,-0.7358987927436829,331,0.001,197318.9375,187.23,337.6636962890625,26120,144,3252,78,-10354.464705909999,,
1.7795097827911377,-0.7883896827697754,332,0.001,274980.1875,187.72,206.6438751220703,26824,148,3340,80,-10235.945380820001,,
1.8118796348571777,-0.8841152191162109,332,0.001,174440.03125,185.92,214.5231475830078,27664,152,3445,83,-9884.284711360002,,
1.82759428024292,-1.0873831510543823,332,0.001,126336.21875,181.8,213.94418334960938,28048,156,3493,84,-9690.77902256,,
1.8506425619125366,-0.9294266700744629,332,0.001,51855.34375,177.88,205.95242309570312,28640,160,3567,86,-8978.34752078,,
1.8970566987991333,-0.7846885919570923,333,0.001,93155.1640625,181.3,309.69696044921875,29728,164,3703,89,-8801.30590813,,
1.9087457656860352,-1.1274396181106567,333,0.001,39466.2109375,183.04,275.7244873046875,30000,167,3737,90,-8743.674675039998,,
,,,,,,,30000,,,,,393.8,-38118.5343934
1.9121615886688232,-1.0454206466674805,322,0.001,161608.28125,181.54,267.8616943359375,30080,168,3747,93,-8682.28332119,,
1.9441843032836914,-0.6429883241653442,322,0.001,40204.3515625,174.24,178.00485229492188,30784,172,3835,95,-8255.71086112,,
1.9659805297851562,-0.7228198051452637,322,0.001,154717.28125,173.26,255.11581420898438,31328,176,3903,97,-8898.937858960002,,
1.9916585683822632,-0.48209497332572937,322,0.001,38635.515625,176.47,227.99868774414062,32040,180,3992,99,-8885.494904680001,,
2.0538532733917236,-0.9501527547836304,322,0.001,257247.125,179.28,221.53054809570312,34144,184,4255,105,-8566.200125640002,,
2.089388847351074,-0.790103554725647,321,0.001,113873.9765625,187.45,246.3826904296875,34928,188,4353,108,-8842.376917790001,,
2.1465539932250977,-0.6119381189346313,321,0.001,108197.78125,194.24,370.23089599609375,36304,192,4525,112,-8463.70546281,,
2.1750481128692627,-0.4054955244064331,322,0.001,140440.375,202.96,238.8167724609375,37368,196,4658,116,-8554.856538810001,,
2.1883325576782227,-0.5674831867218018,322,0.001,274760.21875,206.37,344.36981201171875,38048,200,4743,117,-8400.670249509998,,
2.2124102115631104,-0.8759709596633911,323,0.001,40601.9921875,206.52,270.8378601074219,38768,204,4833,120,-8605.34412041,,
2.2294020652770996,-0.45048704743385315,323,0.001,32490.978515625,206.48,331.3661193847656,39224,208,4890,121,-8506.51555112,,
2.23968768119812,-0.3892124891281128,323,0.001,147707.84375,200.29,300.75775146484375,39552,212,4931,122,-8010.131834559999,,
2.2546322345733643,-0.37533605098724365,323,0.001,133169.40625,197.66,368.5250244140625,40000,215,4987,123,-8011.67965154,,
,,,,,,,40000,,,,,148.6,-877.5304996000002
2.2553389072418213,-0.49940353631973267,320,0.001,30942.515625,196.17,298.0545654296875,40024,216,4990,124,-7954.03575933,,
2.2791128158569336,0.22774945199489594,321,0.001,170042.375,205.0,269.5905456542969,41384,220,5160,128,-7726.87568485,,
2.2781598567962646,-0.1035064160823822,321,0.001,44217.453125,205.08,315.29205322265625,42112,224,5251,131,-7806.396749869999,,
2.286275863647461,-0.11266256868839264,321,0.001,173806.125,200.06,112.0308837890625,43040,228,5367,133,-6721.299503949998,,
2.2967536449432373,-0.2151297628879547,321,0.001,83229.140625,195.35,338.51092529296875,43880,232,5472,136,-6408.58590906,,
2.3044416904449463,-0.3525948226451874,321,0.001,130658.65625,197.85,368.8526916503906,44632,236,5566,138,-6238.59672727,,
2.3148889541625977,-0.27379053831100464,321,0.001,103016.609375,195.03,414.10107421875,45136,240,5629,140,-6056.259929219999,,
2.3122642040252686,0.05133725702762604,321,0.001,99760.109375,198.5,313.88604736328125,46648,244,5818,144,-6429.812192069999,,
2.3100357055664062,-0.10477675497531891,321,0.001,33188.25390625,202.03,324.13818359375,47576,248,5934,147,-6133.157133140001,,
2.3104844093322754,-0.30572760105133057,321,0.001,78717.921875,205.15,285.68267822265625,47736,252,5954,148,-5894.99042827,,
2.3169610500335693,-0.5759398937225342,322,0.001,153750.96875,203.1,318.3338928222656,48328,256,6028,149,-5674.511065570001,,
2.3399040699005127,-0.3230854868888855,322,0.001,37055.22265625,202.94,380.81744384765625,49552,260,6181,153,-5537.802664810001,,
2.3450591564178467,0.24815154075622559,323,0.001,68594.6796875,202.04,246.65008544921875,50000,263,6237,154,-5403.76386695,,
,,,,,,,50000,,,,,431.6,-32848.3598848
2.3421173095703125,0.25394368171691895,317,0.001,42391.953125,202.13,155.30487060546875,50384,264,6285,158,-5271.954596469999,,
2.3349971771240234,0.040261998772621155,317,0.001,200706.71875,202.48,222.65737915039062,51024,268,6365,160,-5304.15848959,,
2.333099365234375,-0.3464566171169281,317,0.001,408808.1875,209.41,312.43548583984375,51592,272,6436,162,-5325.742202649999,,
2.33426570892334,0.046697232872247696,317,0.001,70679.21875,209.57,210.64694213867188,52000,276,6487,163,-4761.98574908,,
2.3339741230010986,0.031691014766693115,317,0.001,307128.5625,205.14,289.3302307128906,52688,280,6573,165,-4745.90348088,,
2.3255441188812256,0.18654240667819977,318,0.001,111403.875,199.15,255.7694091796875,53408,284,6663,167,-4791.53139191,,
2.306774377822876,0.6386255025863647,318,0.001,47159.21484375,193.05,285.3472900390625,54224,288,6765,170,-4645.36871766,,
2.293771505355835,0.0785847082734108,318,0.001,154015.984375,186.57,200.5141143798828,54688,292,6823,171,-4754.529991679999,,
2.275283098220825,0.05250711739063263,318,0.001,38797.4765625,182.04,207.55108642578125,56448,296,7043,177,-4724.37450157,,
2.26509428024292,0.47625672817230225,318,0.001,120340.765625,187.52,200.32357788085938,57088,300,7123,179,-4780.872214159999,,
2.2450082302093506,-0.10809750854969025,318,0.001,309658.125,184.98,240.8791046142578,57776,304,7209,181,-4503.63284751,,
2.2341578006744385,0.2013099193572998,318,0.001,220972.703125,189.78,194.56573486328125,58672,308,7321,184,-4685.86116304,,
2.2105712890625,-0.10916624218225479,318,0.001,33291.29296875,198.76,191.7420196533203,59640,312,7442,187,-4711.272184619999,,
2.2089874744415283,0.28552088141441345,318,0.001,30358.36328125,201.51,155.37551879882812,59760,316,7457,187,-4719.59304709,,
2.206515312194824,-0.21632590889930725,318,0.001,54966.72265625,190.39,234.46163940429688,60000,318,7487,188,-4764.40859123,,
,,,,,,,60000,,,,,113.4,-4576.3318704
2.2088022232055664,-0.12389270961284637,317,0.001,108340.109375,186.55,64.48979187011719,60232,320,7516,189,-4815.73177442,,
2.221275806427002,-0.3227725923061371,317,0.001,78186.4921875,182.59,189.53915405273438,60712,324,7576,191,-4622.82853399,,
2.235339403152466,0.12259911745786667,317,0.001,34785.3359375,181.46,124.61307525634766,61528,328,7678,193,-4637.16040972,,
2.236464738845825,0.14894114434719086,317,0.001,44892.90625,176.3,164.655517578125,61672,332,7696,194,-4627.749607199999,,
2.2436137199401855,-0.17033785581588745,317,0.001,151628.6875,175.48,134.49827575683594,62312,336,7776,196,-4193.85641587,,
2.246657133102417,0.2856849431991577,317,0.001,82122.328125,176.63,119.41084289550781,62832,340,7841,197,-4131.589572230001,,
2.2244882583618164,0.021918199956417084,317,0.001,160979.625,165.55,147.8050994873047,63584,344,7935,200,-3490.82587489,,
2.2364189624786377,0.22396376729011536,317,0.001,31627.236328125,169.16,187.58041381835938,64792,348,8086,203,-3604.1895695999997,,
2.236063003540039,0.19704917073249817,317,0.001,48414.25,162.41,180.16107177734375,64936,352,8104,204,-3696.9115104200005,,
2.2328567504882812,0.3393007516860962,318,0.001,95280.28125,167.17,171.7429656982422,65168,356,8133,204,-3734.4980732800004,,
2.207843780517578,0.13401849567890167,318,0.001,216574.0625,167.3,171.21730041503906,66264,360,8270,208,-3869.2745280500003,,
2.216657876968384,-0.4808353781700134,318,0.001,109342.8671875,169.67,129.0322265625,67152,364,8381,210,-4102.405515210001,,
2.2434396743774414,0.3082578778266907,318,0.001,115343.015625,171.59,73.94953155517578,68184,368,8510,213,-3919.288245919999,,
2.237489938735962,-0.01900157332420349,318,0.001,171763.859375,168.8,180.86019897460938,69112,372,8626,216,-3895.0926188500002,,
2.237762451171875,-0.01190892606973648,318,0.001,80052.546875,172.12,162.0341339111328,69792,376,8711,219,-3980.44237504,,
2.237290143966675,0.189348042011261,318,0.001,39304.4296875,174.19,135.2440185546875,69896,380,8724,219,-4106.513667050001,,
2.236461877822876,0.040715426206588745,318,0.001,32383.375,172.36,73.77781677246094,70000,381,8737,219,-4215.265444889999,,
,,,,,,,70000,,,,,460.8,-28280.6158038
2.2396602630615234,-0.5781161785125732,313,0.001,310352.75,173.47,137.0426025390625,70344,384,8780,224,-4250.55488971,,
2.2567436695098877,-0.4924846589565277,314,0.001,235541.234375,173.3,182.98703002929688,70880,388,8847,225,-4222.07653634,,
2.266822576522827,0.05538370460271835,314,0.001,291398.6875,166.1,128.76698303222656,71224,392,8890,226,-4034.22470154,,
2.2698721885681152,0.03267109394073486,314,0.001,40403.046875,166.76,195.328857421875,71488,396,8923,227,-4026.0906388699996,,
2.253253698348999,0.015661442652344704,314,0.001,67193.0,161.92,160.3155517578125,72720,400,9077,231,-4223.0945323999995,,
2.2429566383361816,-0.08715825527906418,314,0.001,128339.4609375,168.05,149.4156494140625,73872,404,9221,234,-4245.7898350000005,,
2.2551002502441406,-0.30145493149757385,315,0.001,44093.9140625,170.39,52.90199279785156,75368,408,9408,239,-4165.7232421399995,,
2.2584104537963867,0.319441020488739,315,0.001,51429.63671875,162.92,53.51661682128906,75768,412,9458,240,-4301.78262612,,
2.2502310276031494,-0.24567878246307373,315,0.001,226365.28125,171.77,212.0124969482422,76712,416,9576,243,-4417.01170777,,
2.260528087615967,-0.41744333505630493,315,0.001,313367.0,177.15,128.30987548828125,77128,420,9628,244,-4334.374605339999,,
2.2648496627807617,-0.22912415862083435,315,0.001,328862.21875,174.99,130.92881774902344,77280,424,9647,244,-4221.23643592,,
2.26432204246521,0.42750778794288635,315,0.001,40249.265625,169.73,142.09603881835938,78208,428,9763,247,-4351.25458648,,
2.2547686100006104,0.049009811133146286,316,0.001,90126.375,175.0,130.60919189453125,79032,432,9866,249,-4393.87147082,,
2.237286329269409,0.09597936272621155,316,0.001,49877.8203125,174.11,58.181819915771484,79680,436,9947,251,-4709.48338932,,
2.2305214405059814,0.057443492114543915,316,0.001,307592.1875,174.0,280.12603759765625,80000,437,9987,252,-4591.18772254,,
,,,,,,,80000,,,,,633.6,-90827.1006242
2.1655218601226807,0.3758208751678467,311,0.001,235928.0625,179.11,153.70965576171875,81160,440,10132,260,-4531.369381640001,,
2.1506123542785645,0.022135138511657715,311,0.001,27166.046875,188.82,161.35476684570312,82504,444,10300,264,-4466.13720753,,
2.1698882579803467,-0.08345330506563187,311,0.001,105556.2734375,184.35,103.30259704589844,83712,448,10451,268,-4847.21384966,,
2.169037342071533,0.3941352665424347,312,0.001,48150.75,198.5,235.03707885742188,84472,452,10546,270,-5165.29258984,,
2.1396775245666504,0.039642084389925,312,0.001,120663.625,198.18,138.73138427734375,86000,456,10737,275,-5007.702890099999,,
2.0902204513549805,0.4187578558921814,312,0.001,77554.96875,206.02,240.66754150390625,87168,460,10883,278,-5034.24810342,,
2.0711138248443604,0.08345137536525726,313,0.001,19800.4765625,205.45,133.28573608398438,87584,464,10935,279,-4993.968843760001,,
2.0615005493164062,0.2551812529563904,313,0.001,102330.9921875,203.5,210.11785888671875,88320,468,11027,281,-4840.290480909999,,
2.0542736053466797,-0.2004733830690384,313,0.001,95294.4453125,198.98,387.65673828125,88664,472,11070,282,-4666.6404456,,
2.045731782913208,0.14278896152973175,313,0.001,178173.71875,197.35,231.75314331054688,89120,476,11127,284,-4749.5168462,,
2.0140576362609863,0.3239712715148926,313,0.001,63644.796875,198.4,258.10968017578125,90000,478,11237,286,-4661.4045143,,
,,,,,,,90000,,,,,281.8,-22322.2065402
2.0062034130096436,0.12409009039402008,311,0.001,47316.34375,197.14,176.33486938476562,90184,480,11260,289,-4573.40768606,,
1.9946144819259644,-0.017299890518188477,311,0.001,111404.953125,203.78,180.66241455078125,90872,484,11346,291,-4550.66737485,,
2.0102598667144775,-0.11952663958072662,311,0.001,42662.7265625,207.55,169.70301818847656,92168,488,11508,295,-4253.476336770001,,
2.043534755706787,-0.25311800837516785,311,0.001,229000.65625,214.31,153.187255859375,93008,492,11613,298,-3924.8803004799997,,
2.0631392002105713,0.0697593241930008,311,0.001,56941.58203125,212.64,77.40351867675781,93408,496,11663,299,-3814.4610446100005,,
2.062955856323242,0.07788338512182236,311,0.001,144955.78125,211.84,185.80300903320312,94072,500,11746,301,-3432.88017844,,
2.0415472984313965,-0.008174970746040344,312,0.001,325563.25,206.98,184.1876678466797,95760,504,11957,306,-3354.5431851699996,,
2.0591073036193848,-0.07115103304386139,312,0.001,205847.21875,214.74,88.65470886230469,96632,508,12066,308,-3591.8468153,,
2.087409257888794,-0.05038625746965408,312,0.001,281528.625,216.38,99.44685363769531,97184,512,12135,310,-3294.716625249999,,
2.0888378620147705,0.23579472303390503,312,0.001,26016.21484375,208.98,101.44218444824219,98032,516,12241,313,-3107.8508155100003,,
2.0816800594329834,0.19984009861946106,313,0.001,45048.265625,207.96,79.9615478515625,98808,520,12338,315,-3150.6402118499996,,
2.0733895301818848,0.4041441082954407,313,0.001,67936.484375,219.57,108.09689331054688,99624,524,12440,318,-3457.627071190001,,
2.0685055255889893,0.039080940186977386,313,0.001,522711.15625,216.03,25.0510311126709,99880,528,12472,318,-3449.0052330600006,,
2.0657713413238525,0.37180599570274353,313,0.001,152656.25,217.4,81.25309753417969,100000,529,12487,319,-3433.9269772300004,,
,,,,,,,100000,,,,,190.6,-3702.4059823999996
2.057206630706787,0.41041189432144165,311,0.001,191933.859375,214.23,92.91830444335938,100216,532,12514,321,-3440.98965979,,
2.037172794342041,-0.24501101672649384,312,0.001,234805.375,214.56,-33.62966537475586,101392,536,12661,324,-3171.3534411099995,,
2.0473780632019043,0.28841882944107056,312,0.001,324299.4375,213.67,-58.770721435546875,101760,540,12707,325,-3235.9901917499997,,
2.0478596687316895,0.21163475513458252,312,0.001,97661.0,206.5,-11.763443946838379,102048,544,12743,326,-3173.1046864799996,,
2.0135583877563477,-0.08084503561258316,312,0.001,254054.921875,204.5,54.27310562133789,102928,548,12853,329,-2885.285154259999,,
2.0002999305725098,0.24785864353179932,312,0.001,194111.9375,188.74,50.278221130371094,103520,552,12927,331,-2425.20295431,,
1.9947245121002197,-0.018150467425584793,312,0.001,169113.96875,186.62,90.23638916015625,104192,556,13011,333,-2504.9817828399996,,
1.9764597415924072,-0.08657684922218323,312,0.001,353449.9375,181.57,100.35649108886719,105440,560,13167,337,-2463.7717668799996,,
2.0099425315856934,-0.0786280408501625,312,0.001,124915.203125,188.44,33.95087432861328,106768,564,13333,341,-2668.5919230599998,,
2.0279014110565186,-0.3373836576938629,313,0.001,126872.921875,197.48,-41.332252502441406,107160,568,13382,342,-3141.348668,,
2.0564627647399902,-0.12829908728599548,313,0.001,38685.50390625,202.46,50.608123779296875,108544,572,13555,346,-3196.9759815700004,,
2.0396580696105957,0.2102416753768921,313,0.001,282205.5625,201.65,105.38103485107422,109880,576,13722,350,-2531.1843777599997,,
2.0357887744903564,0.31668585538864136,313,0.001,123059.2578125,201.65,19.97608757019043,110000,577,13737,350,-2531.1843777599997,,
,,,,,,,110000,,,,,512.8,-52110.103350000005
2.0187394618988037,0.1674724817276001,310,0.001,171703.9375,207.36,-32.426902770996094,110456,580,13794,356,-2506.36823896,,
1.990733027458191,0.2760789692401886,310,0.001,164704.6875,207.67,-64.20040893554688,111624,584,13940,359,-2733.3282935299994,,
1.9906578063964844,-0.39135637879371643,310,0.001,44577.15234375,206.38,-5.687236785888672,112592,588,14061,362,-2984.9668351399996,,
2.0088491439819336,0.166737362742424,310,0.001,189165.265625,205.31,-83.73635864257812,113760,592,14207,366,-3397.5318418399997,,
2.0328829288482666,0.0783844068646431,310,0.001,178857.125,208.9,-12.08500862121582,114664,596,14320,368,-3089.2165159700003,,
2.0346293449401855,0.03311707079410553,310,0.001,132059.765625,215.95,43.82081985473633,114968,600,14358,369,-3490.0984035799997,,
2.0251810550689697,0.20529036223888397,310,0.001,50731.0390625,211.37,-4.229986190795898,115496,604,14424,371,-3479.4923905300006,,
2.0420782566070557,0.08071140944957733,310,0.001,313237.4375,198.37,-58.666255950927734,117136,608,14629,376,-2993.7478616900003,,
2.0593421459198,-0.10969255864620209,310,0.001,31423.6015625,205.62,-5.039431095123291,117952,612,14731,379,-2992.0928685599997,,
2.0578956604003906,-0.06352578103542328,311,0.001,221870.625,211.78,70.01525115966797,118512,616,14801,380,-2796.0593466000005,,
2.0435891151428223,0.1459319293498993,311,0.001,179725.40625,209.87,23.136873245239258,119176,620,14884,382,-2736.9255264400003,,
2.05883526802063,-0.08942888677120209,311,0.001,103739.0,205.81,-59.909217834472656,120000,623,14987,385,-2300.53631514,,
,,,,,,,120000,,,,,562.8,-29359.239191399996
2.0600805282592773,-0.02108157053589821,307,0.001,40628.953125,205.5,-60.38923645019531,120056,624,14994,390,-2456.77599053,,
2.055266857147217,0.13089649379253387,307,0.001,157009.28125,212.84,-10.806513786315918,121048,628,15118,393,-2381.87830468,,
2.0119926929473877,-0.2678442895412445,307,0.001,223645.3125,213.71,-76.74819946289062,122072,632,15246,396,-2339.42262439,,
2.0183913707733154,0.08328269422054291,308,0.001,100509.625,217.5,0.3432903289794922,122712,636,15326,398,-2321.26452396,,
1.9593596458435059,0.12470372021198273,308,0.001,39777.15234375,212.81,-6.945438385009766,123664,640,15445,401,-2476.8750910800004,,
1.882516622543335,0.010393531993031502,308,0.001,124700.140625,219.92,-70.9932632446289,125160,644,15632,405,-2949.5021166500005,,
1.9141948223114014,-0.15772396326065063,308,0.001,129669.125,228.0,-69.33551025390625,126400,648,15787,409,-3460.3660030000005,,
1.9278098344802856,-0.23735299706459045,308,0.001,77620.8125,230.63,-201.495849609375,127280,652,15897,412,-3357.3264660600003,,
1.9574273824691772,-0.11744643747806549,308,0.001,32957.984375,234.69,-168.83529663085938,128064,656,15995,414,-3360.7638411500006,,
2.0250401496887207,-0.34973520040512085,308,0.001,56708.1796875,234.55,-115.74262237548828,129080,660,16122,417,-3181.7902264499994,,
2.0674922466278076,-0.4545021951198578,309,0.001,51703.203125,232.36,-111.34075164794922,129632,664,16191,419,-3155.12917751,,
2.0915582180023193,-0.2280428260564804,309,0.001,194728.84375,220.6,-224.4226837158203,129952,668,16231,420,-2916.88325538,,
2.094313859939575,0.004101119935512543,309,0.001,289245.9375,220.6,-162.56143188476562,130000,668,16237,420,-2916.88325538,,
,,,,,,,130000,,,,,181.8,-1745.75527
2.116177797317505,-0.483806848526001,308,0.001,47478.484375,223.71,-137.7021026611328,130576,672,16309,423,-2888.8534156799997,,
2.1403520107269287,0.05401292443275452,308,0.001,95157.1875,220.81,-98.6568603515625,132048,676,16493,427,-2885.9811931699996,,
2.114617347717285,0.0926075205206871,308,0.001,115861.859375,221.85,-86.69400024414062,132752,680,16581,429,-2728.4917303599996,,
2.10306715965271,0.13579842448234558,309,0.001,162626.890625,219.74,-119.47859191894531,133728,684,16703,432,-2359.7241623799996,,
2.0380475521087646,0.0696965754032135,309,0.001,223842.375,220.94,-145.84559631347656,135240,688,16892,437,-2372.805055,,
1.9750398397445679,0.12457822263240814,309,0.001,97950.015625,225.49,-231.9803466796875,135936,692,16979,439,-2198.72062707,,
1.9563801288604736,0.1502920240163803,309,0.001,132480.21875,224.3,-258.615966796875,136224,696,17015,439,-2967.9645315499993,,
1.9006954431533813,-0.03903188556432724,310,0.001,330563.375,223.3,-148.24032592773438,138056,700,17244,445,-2581.0087851699996,,
1.9132251739501953,0.06042737886309624,310,0.001,40989.09375,231.09,-257.4705505371094,138408,704,17288,446,-2328.5504564099997,,
1.9300507307052612,0.014802509918808937,310,0.001,106167.6640625,231.52,-296.125732421875,139048,708,17368,448,-2404.7449636799993,,
1.9317080974578857,0.07206445932388306,310,0.001,188390.71875,221.66,-198.73736572265625,139256,712,17394,448,-2213.32695876,,
1.973914623260498,-0.2163929045200348,310,0.001,87147.78125,221.66,-157.66624450683594,140000,712,17487,451,-2213.32695876,,
,,,,,,,140000,,,,,161.2,-756.4123347999999
1.9899654388427734,0.08954629302024841,309,0.001,100487.671875,218.49,-157.08837890625,140960,716,17607,455,-2108.05881766,,
1.9804415702819824,0.20220240950584412,309,0.001,310414.03125,226.16,-144.3533172607422,142160,720,17757,458,-2027.1434723699997,,
1.907059669494629,0.21841125190258026,309,0.001,78504.15625,221.55,-221.0125732421875,143104,724,17875,461,-2155.17238076,,
1.8646948337554932,0.29835429787635803,310,0.001,218676.765625,232.62,-238.35537719726562,145688,728,18198,469,-2123.01679006,,
1.8549644947052002,0.06481891870498657,310,0.001,138572.3125,239.59,-195.50262451171875,146112,732,18251,470,-2106.0376131,,
1.8195829391479492,0.06802788376808167,310,0.001,150842.578125,241.59,-234.02255249023438,147208,736,18388,474,-2134.02432007,,
1.8220845460891724,-0.12942920625209808,310,0.001,39566.9140625,246.7,-330.9790954589844,147832,740,18466,476,-1942.67671378,,
1.8369089365005493,0.009653791785240173,310,0.001,239309.828125,240.93,-297.5543518066406,148136,744,18504,477,-1494.8742273300002,,
1.8605870008468628,-0.12055036425590515,310,0.001,63637.109375,234.01,-226.52352905273438,149392,748,18661,480,-767.3119881199999,,
1.853101134300232,0.21391227841377258,310,0.001,103606.1875,235.2,-273.9974670410156,150000,750,18737,482,-820.65510761,,
,,,,,,,150000,,,,,175.0,-374.3667823999998
1.8492227792739868,0.01469700038433075,309,0.001,82885.90625,238.41,-226.24795532226562,150192,752,18761,484,-558.8998490199999,,
1.839806079864502,0.23121920228004456,309,0.001,156480.546875,235.86,-374.16961669921875,150528,756,18803,485,-380.35592121999986,,
1.8647438287734985,-0.0500640831887722,310,0.001,103747.90625,234.89,-396.4389343261719,152704,760,19075,492,-626.58580699,,
1.892896056175232,0.0006200745701789856,310,0.001,256833.390625,237.15,-272.2823486328125,153560,764,19182,494,-440.45421383,,
1.91226327419281,-0.1664923131465912,310,0.001,34878.3046875,248.36,-255.35122680664062,155040,768,19367,499,-418.6880793400001,,
1.965692400932312,0.2494373619556427,310,0.001,200909.84375,254.04,-303.280029296875,156080,772,19497,502,-182.92742193999985,,
1.8500618934631348,0.05470575764775276,310,0.001,238675.328125,255.51,-308.8083801269531,157864,776,19720,507,-150.01372601999992,,
1.8289514780044556,-0.05195910111069679,310,0.001,78959.3125,255.93,-252.2977752685547,158528,780,19803,509,-421.75735332000005,,
