time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/n_updates,train/policy_objective,train/learning_rate,train/std,train/explained_variance,train/kl_divergence_loss,train/is_line_search_success,train/value_loss
311296,-97728.82861111,244,1271,353.25,19,18,0.019572487100958824,0.0001,1.0107803344726562,-1.1920928955078125e-07,0.0038244088646024466,1.0,138595085.4404297
327680,-96445.05368687,244,1338,370.0,20,19,0.017723068594932556,0.0001,1.0141098499298096,0.0,0.003908757120370865,1.0,117753187.33046874
344064,-95216.64198052,244,1405,344.06,21,20,0.01735556125640869,0.0001,1.0121533870697021,-1.1920928955078125e-07,0.0036394938360899687,1.0,135683255.68164062
360448,-95105.68023809999,244,1471,341.0,22,21,0.021259965375065804,0.0001,1.0004725456237793,0.0,0.004207314923405647,1.0,143910712.79960936
376832,-96317.18277779,245,1538,341.74,23,22,0.018420346081256866,0.0001,0.9888197779655457,1.1920928955078125e-07,0.0043670181185007095,1.0,129168780.45576172
393216,-98333.62111111998,245,1604,334.88,24,23,0.016675880178809166,0.0001,0.9841579794883728,0.0,0.003482020925730467,1.0,138166051.83535156
409600,-97775.25583334,244,1671,337.82,25,24,0.019026193767786026,0.0001,0.9834997653961182,-1.1920928955078125e-07,0.00391982588917017,1.0,141160743.1390625
425984,-96036.06805556001,244,1739,367.67,26,25,0.019602462649345398,0.0001,0.9849003553390503,1.1920928955078125e-07,0.0033920404966920614,1.0,140325623.71484375
442368,-95928.5484127,244,1805,412.13,27,26,0.014065563678741455,0.0001,0.9813887476921082,0.0,0.0034757121466100216,1.0,111285323.07675782
458752,-96518.11757937,245,1872,437.48,28,27,0.02076834999024868,0.0001,0.977674126625061,0.0,0.0042851772159338,1.0,94138042.20512696
475136,-97359.12452381,244,1939,417.83,29,28,0.01731157675385475,0.0001,0.9685015678405762,0.0,0.004342897795140743,1.0,114514165.1319336
491520,-98716.0825,244,2006,354.19,30,29,0.024859698489308357,0.0001,0.9678778648376465,0.0,0.00505471508949995,1.0,127542259.42353515
507904,-98205.56861111001,244,2073,356.87,31,30,0.019290337339043617,0.0001,0.9714917540550232,0.0,0.004581432789564133,1.0,146738388.6160156
524288,-95640.69361111001,245,2139,395.56,32,31,0.019467050209641457,0.0001,0.9704830050468445,0.0,0.003729404415935278,1.0,114871767.70550537
540672,-95453.975,245,2206,389.3,33,32,0.022501418367028236,0.0001,0.9737908244132996,5.960464477539063e-08,0.004614616744220257,1.0,102857323.57534179
557056,-94625.98083333,245,2272,401.23,34,33,0.01819731295108795,0.0001,0.9713661074638367,0.0,0.004769961349666119,1.0,132123081.76865235
573440,-96053.865,245,2338,399.71,35,34,0.02254827320575714,0.0001,0.9691025614738464,0.0,0.004859454929828644,1.0,111408615.97529297
589824,-94921.21916667,245,2404,430.37,36,35,0.016025278717279434,0.0001,0.9602858424186707,0.0,0.0044669886119663715,1.0,123482012.44101563
606208,-91390.70916668,245,2471,442.86,37,36,0.020348068326711655,0.0001,0.9606200456619263,0.0,0.004187272861599922,1.0,84217193.95290527
622592,-91320.94714286999,245,2537,453.2,38,37,0.013216154649853706,0.0001,0.962023913860321,0.0,0.0038835047744214535,1.0,91123589.53051758
638976,-91435.52476191,245,2603,431.31,39,38,0.018999192863702774,0.0001,0.9574726819992065,-1.1920928955078125e-07,0.004646955989301205,1.0,105709990.4588379
655360,-91729.92178571,245,2668,434.76,40,39,0.019093895331025124,0.0001,0.9588179588317871,0.0,0.004357641562819481,1.0,117419638.94221191
671744,-94850.52166667,245,2734,413.82,41,40,0.02137232944369316,0.0001,0.9623357653617859,-1.1920928955078125e-07,0.004661407321691513,1.0,100047709.86308594
688128,-95029.95083333999,245,2800,450.23,42,41,0.01652372255921364,0.0001,0.970096230506897,0.0,0.0050431592389941216,1.0,119703260.38398437
704512,-92726.08250001,245,2865,468.34,43,42,0.018026135861873627,0.0001,0.967949390411377,-4.5299530029296875e-06,0.004283925984054804,1.0,93595525.435083
720896,-91073.7144872,245,2931,484.8,44,43,0.018708260729908943,0.0001,0.960920512676239,1.3113021850585938e-06,0.005333458073437214,1.0,87752265.10332032
737280,-90226.94948718998,245,2998,445.12,45,44,0.016740860417485237,0.0001,0.9553324580192566,-2.2411346435546875e-05,0.004661699756979942,1.0,105091327.2479004
753664,-90987.65547619,246,3063,423.78,46,45,0.021611560136079788,0.0001,0.9491083025932312,3.874301910400391e-06,0.005649133585393429,1.0,111260961.69492188
770048,-86217.15138888,246,3128,450.92,47,46,0.016648054122924805,0.0001,0.9485783576965332,-1.1920928955078125e-07,0.004933638498187065,1.0,96629784.16801758
786432,-86447.68472222,246,3193,480.61,48,47,0.018586544319987297,0.0001,0.9457451701164246,1.3828277587890625e-05,0.005398125387728214,1.0,76564584.71472168
802816,-87761.62674603,246,3259,487.27,49,48,0.02016614004969597,0.0001,0.9423366785049438,8.940696716308594e-07,0.005021944176405668,1.0,90980254.93798828
819200,-90097.64500001,246,3326,482.75,50,49,0.02239927276968956,0.0001,0.9412798881530762,-6.091594696044922e-05,0.005093297455459833,1.0,96956034.97480468
835584,-89884.35833333999,246,3392,487.58,51,50,0.021619997918605804,0.0001,0.936856746673584,-8.344650268554688e-07,0.004812956787645817,1.0,88166845.78374024
851968,-90350.07478632999,246,3459,502.14,52,51,0.019026145339012146,0.0001,0.9354698061943054,-9.5367431640625e-07,0.004980059806257486,1.0,87918996.80054931
868352,-87111.87895299001,246,3525,525.24,53,52,0.014361715875566006,0.0001,0.9350026845932007,-1.3113021850585938e-06,0.005097460933029652,1.0,90687789.09348145
884736,-84566.87478631001,246,3591,587.16,54,53,0.021296080201864243,0.0001,0.9353107213973999,1.7881393432617188e-07,0.004920368082821369,1.0,64660495.9581543
901120,-79532.44811965,246,3657,616.96,55,54,0.021402496844530106,0.0001,0.937618613243103,-4.887580871582031e-06,0.004745409823954105,1.0,52883921.22958984
917504,-76180.61777778,246,3723,642.57,56,55,0.0179531741887331,0.0001,0.9342879056930542,2.2649765014648438e-06,0.004645572975277901,1.0,50189781.76296387
933888,-77866.44777778,246,3788,620.57,57,56,0.016829844564199448,0.0001,0.9323667287826538,0.00019729137420654297,0.004500200506299734,1.0,70646072.81691894
950272,-80891.51361112,246,3855,566.22,58,57,0.020857766270637512,0.0001,0.9385458827018738,7.224082946777344e-05,0.004841506946831942,1.0,70280368.68049316
966656,-82248.95500001,246,3922,578.19,59,58,0.017651164904236794,0.0001,0.9342426061630249,0.00025403499603271484,0.004533812403678894,1.0,70357600.2109375
983040,-80120.2224817,246,3988,592.9,60,59,0.02239050716161728,0.0001,0.9306063652038574,0.000601649284362793,0.004860363435000181,1.0,58648032.29799195
999424,-73422.14331503,246,4053,621.6,61,60,0.018291622400283813,0.0001,0.9354231357574463,0.0024654269218444824,0.004112164955586195,1.0,58915710.59935913
1015808,-72433.81248169001,246,4119,631.69,62,61,0.020410701632499695,0.0001,0.9338979721069336,0.002948582172393799,0.004131087101995945,1.0,50166726.274902344
1032192,-74893.70083333,246,4185,598.77,63,62,0.01889343559741974,0.0001,0.9487359523773193,0.0020388364791870117,0.005220189690589905,1.0,61659229.234155275
1048576,-72518.44871711,246,4250,614.24,64,63,0.020101945847272873,0.0001,0.948867678642273,0.0005887150764465332,0.005188735201954842,1.0,70556841.00281373
1064960,-77496.25288377,246,4315,604.38,65,64,0.02119109220802784,0.0001,0.9414765238761902,0.0009776949882507324,0.00471465801820159,1.0,62610496.14759521
1081344,-76496.29256325,246,4380,589.51,66,65,0.01705469936132431,0.0001,0.9369373321533203,0.0018865466117858887,0.004782963078469038,1.0,61344996.867773436
1097728,-75111.68482516,246,4446,592.04,67,66,0.016879959031939507,0.0001,0.9283205270767212,0.0028589367866516113,0.004791752435266972,1.0,70537145.76662597
1114112,-77517.48636751999,246,4512,570.92,68,67,0.01703798398375511,0.0001,0.9294297695159912,0.003016948699951172,0.005803162232041359,1.0,64193365.81053467
1130496,-75350.78252137,246,4578,590.57,69,68,0.019320223480463028,0.0001,0.9234491586685181,0.002619028091430664,0.005499762482941151,1.0,70282516.50429687
1146880,-73862.24502136999,246,4645,604.55,70,69,0.018477199599146843,0.0001,0.9206957817077637,0.0012295842170715332,0.0057472656480968,1.0,52781093.78572998
1163264,-74527.99138889,246,4713,627.34,71,70,0.014327998273074627,0.0001,0.9206384420394897,0.0015416741371154785,0.0043905749917030334,1.0,52603022.989672855
1179648,-68637.34722222,246,4779,658.75,72,71,0.013764360919594765,0.0001,0.9184572100639343,0.0025516152381896973,0.005299783311784267,1.0,46688495.432043456
1196032,-72111.65805556,246,4846,675.28,73,72,0.016413532197475433,0.0001,0.9128507971763611,0.0025020837783813477,0.005758678074926138,1.0,41155094.19568481
1212416,-66094.18888889,246,4912,701.36,74,73,0.016572313383221626,0.0001,0.9087555408477783,0.003547072410583496,0.006449754349887371,1.0,55385020.43796692
1228800,-65734.60555555,246,4980,681.63,75,74,0.016538606956601143,0.0001,0.9090317487716675,0.0024692416191101074,0.005185732617974281,1.0,35203310.17020569
1245184,-65590.84583333001,246,5046,669.99,76,75,0.01909003220498562,0.0001,0.9118977785110474,0.0029969215393066406,0.005618860479444265,1.0,52309595.17887268
1261568,-62810.56,246,5114,670.37,77,76,0.020793531090021133,0.0001,0.9215700030326843,0.003612995147705078,0.005702844820916653,1.0,40969693.065690614
1277952,-71245.32916667,246,5181,631.77,78,77,0.01946573704481125,0.0001,0.9195706248283386,0.004975378513336182,0.005938328802585602,1.0,49632145.30357055
1294336,-73969.97083334,246,5247,635.75,79,78,0.018835484981536865,0.0001,0.920061469078064,0.0060272216796875,0.005806397646665573,1.0,72807956.65949097
1310720,-76977.92222223,246,5315,628.23,80,79,0.02479727379977703,0.0001,0.9295837879180908,0.004814624786376953,0.0068583181127905846,1.0,52618836.99351807
1327104,-75226.28472221999,246,5381,625.88,81,80,0.019002944231033325,0.0001,0.9283946752548218,0.006382942199707031,0.005853177048265934,1.0,55495656.89729309
1343488,-73073.77222222001,246,5448,620.47,82,81,0.020192362368106842,0.0001,0.9239373207092285,0.004994094371795654,0.005995017942041159,1.0,52530424.236328125
1359872,-73578.94555555,246,5516,632.37,83,82,0.024849988520145416,0.0001,0.9190552234649658,0.005887091159820557,0.006815325003117323,1.0,55352205.558596805
1376256,-72439.30538461,246,5582,632.91,84,83,0.01718750223517418,0.0001,0.917607307434082,0.008044838905334473,0.0058632418513298035,1.0,52097441.61100159
1392640,-76907.66371795001,246,5649,612.14,85,84,0.022148381918668747,0.0001,0.9085988998413086,0.006933033466339111,0.005696108099073172,1.0,55463215.117248535
1409024,-74639.17816239,246,5716,629.74,86,85,0.018124233931303024,0.0001,0.909615695476532,0.006568789482116699,0.005531880538910627,1.0,61267850.18118896
1425408,-81610.44361111001,246,5782,549.89,87,86,0.01863185688853264,0.0001,0.9076061248779297,0.005340516567230225,0.0062189241871237755,1.0,61269138.87445068
1441792,-79519.87277778,246,5850,550.72,88,87,0.017957063391804695,0.0001,0.9140567779541016,0.007988810539245605,0.00601543951779604,1.0,81471091.38337402
1458176,-81671.67277778,246,5917,534.22,89,88,0.01688145101070404,0.0001,0.9161101579666138,0.009611189365386963,0.0058203949593007565,1.0,66643807.80951233
1474560,-83570.66333334,246,5984,567.34,90,89,0.02026546001434326,0.0001,0.9173331260681152,0.009121417999267578,0.005998590495437384,1.0,69960379.28511962
1490944,-83203.03833333001,246,6050,603.97,91,90,0.0120994932949543,0.0001,0.9158636927604675,0.01033163070678711,0.0061800419352948666,1.0,61095502.58180084
1507328,-78940.53833333001,246,6117,633.87,92,91,0.01719377189874649,0.0001,0.9111441373825073,0.009881675243377686,0.006709991954267025,1.0,49462447.94771423
1523712,-75392.45833333001,246,6183,654.49,93,92,0.01649075374007225,0.0001,0.906041145324707,0.008018016815185547,0.006839379668235779,1.0,55200012.90986939
1540096,-75275.20833333001,246,6250,581.97,94,93,0.017762145027518272,0.0001,0.9054986834526062,0.00891798734664917,0.006709112785756588,1.0,46662179.76763306
1556480,-81222.26,246,6316,530.9,95,94,0.021484553813934326,0.0001,0.9012359380722046,0.010078907012939453,0.006723282393068075,1.0,84352997.959375
1572864,-89263.29880952001,246,6383,488.14,96,95,0.02450224757194519,0.0001,0.9037582278251648,0.01070326566696167,0.007793467491865158,1.0,87253503.3519043
1589248,-89289.10992062998,246,6450,529.79,97,96,0.020664185285568237,0.0001,0.9040235280990601,0.011055588722229004,0.007190421223640442,1.0,93000148.90966797
1605632,-81696.05075396,246,6515,576.8,98,97,0.016640711575746536,0.0001,0.9044502973556519,0.010836958885192871,0.006133859511464834,1.0,49332832.36923523
1622016,-75648.80480159,246,6582,617.44,99,98,0.02372254803776741,0.0001,0.9034096598625183,0.007312774658203125,0.006337291561067104,1.0,52763159.34179077
1638400,-70308.33928877,246,6649,672.92,100,99,0.015284804627299309,0.0001,0.9058277010917664,0.012745857238769531,0.006845848169177771,1.0,34687176.89469452
1654784,-71366.35948718,246,6715,643.47,101,100,0.021438710391521454,0.0001,0.9030011892318726,0.011733949184417725,0.00613043736666441,1.0,57889402.745074466
1671168,-76041.40921246,246,6781,613.82,102,101,0.020784378051757812,0.0001,0.8989037871360779,0.010148704051971436,0.006825527176260948,1.0,63622383.94724121
1687552,-83119.46087912,246,6847,559.81,103,102,0.018658621236681938,0.0001,0.8993042707443237,0.012585282325744629,0.005632716231048107,1.0,72579291.90728454
1703936,-81211.08472528,246,6912,560.12,104,103,0.019414402544498444,0.0001,0.8974800109863281,0.015214800834655762,0.007817080244421959,1.0,83792502.60898438
1720320,-79883.05282052,246,6978,571.35,105,104,0.02307426743209362,0.0001,0.8956955671310425,0.016371488571166992,0.006438678130507469,1.0,66807827.83898926
1736704,-73652.43948718,246,7048,602.28,106,105,0.018217045813798904,0.0001,0.8944656252861023,0.015126049518585205,0.006070062518119812,1.0,43761636.561346434
1753088,-64459.80948718,246,7121,662.23,107,106,0.01619042456150055,0.0001,0.897535502910614,0.017168641090393066,0.004820534028112888,1.0,49514295.0201416
1769472,-58743.37615383999,245,7193,711.42,108,107,0.01985633745789528,0.0001,0.8970205187797546,0.01598912477493286,0.006367884576320648,1.0,29152171.553590395
1785856,-58137.35448717,245,7266,709.33,109,108,0.014813130721449852,0.0001,0.8957952260971069,0.012035846710205078,0.006210096180438995,1.0,29279584.69640808
1802240,-59994.43166666,245,7339,715.71,110,109,0.025023985654115677,0.0001,0.9027761220932007,0.012336313724517822,0.006801198236644268,1.0,49341814.463250734
1818624,-62060.23833333,245,7412,708.38,111,110,0.018804626539349556,0.0001,0.9046567678451538,0.01461881399154663,0.0069275591522455215,1.0,49296213.80375366
1835008,-71522.70055556,245,7486,656.91,112,111,0.016925008967518806,0.0001,0.8924664855003357,0.02046746015548706,0.006818350404500961,1.0,40616601.9938858
1851392,-73279.35055556,244,7560,647.55,113,112,0.02020903117954731,0.0001,0.8834397196769714,0.01863729953765869,0.00741948839277029,1.0,66253522.2828125
1867776,-74209.13555556,244,7634,603.57,114,113,0.02013402059674263,0.0001,0.8828498721122742,0.01367264986038208,0.0069939615204930305,1.0,52219121.32094727
1884160,-72873.36722223001,244,7707,620.03,115,114,0.015852659940719604,0.0001,0.8781682848930359,0.011578917503356934,0.006693126633763313,1.0,66609939.29908447
1900544,-66109.22722223001,244,7779,663.59,116,115,0.01642015017569065,0.0001,0.8757476806640625,0.017172515392303467,0.006353073753416538,1.0,32055901.662496947
1916928,-65013.836666669995,244,7850,677.27,117,116,0.019537566229701042,0.0001,0.8723291754722595,0.02225494384765625,0.006938250735402107,1.0,31871452.563507844
1933312,-60772.08166667,244,7918,723.2,118,117,0.018756693229079247,0.0001,0.8757702112197876,0.02210688591003418,0.0069993711076676846,1.0,46204127.29601288
1949696,-55829.025,244,7986,785.4,119,118,0.006234180182218552,0.0001,0.8775522112846375,0.01534891128540039,0.006504881661385298,1.0,23233672.162798308
1966080,-61128.265,244,8053,772.09,120,119,0.019323576241731644,0.0001,0.8780287504196167,0.014545679092407227,0.00735520850867033,1.0,19924679.12081604
1982464,-54259.665,244,8120,803.52,121,120,0.019458899274468422,0.0001,0.8810806274414062,0.01662808656692505,0.006414256989955902,1.0,46344457.82344971
1998848,-47299.975,244,8186,831.88,122,121,0.01474710926413536,0.0001,0.8835622072219849,0.010936319828033447,0.005536333657801151,1.0,11716548.953990554
2015232,-48802.305,244,8252,838.57,123,122,0.017248308286070824,0.0001,0.8869413137435913,0.018801510334014893,0.006990005727857351,1.0,17441560.269124985
