rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/clip_fraction,train/n_updates
103.84507042253522,1,-98396.40845070421,14,8192,552,,,,,,,,,,,
106.8,2,-98327.325,41,16384,391,0.0028888725,-0.0012019781697745202,363264160.0,0.2,2.682209014892578e-06,1.0000475645065308,0.0003,740886185.2625,-8.514251090586185,0.002978515625,10
122.21,3,-98347.10833333,69,24576,352,0.0030123128,-0.0013285673081554704,469079136.0,0.2,-9.5367431640625e-07,1.0000557899475098,0.0003,870270571.575,-8.514375145733357,0.00384521484375,20
136.93,4,-97158.84166666999,97,32768,336,0.0043952717,-0.0028236097896296997,214211904.0,0.2,-1.1920928955078125e-07,0.999720573425293,0.0003,595960441.690625,-8.513580422848463,0.01798095703125,30
134.65,5,-97517.14166667,123,40960,331,0.004147523,-0.0028614776871108915,601469568.0,0.2,-1.430511474609375e-06,0.9994029998779297,0.0003,673109626.53125,-8.511445631831885,0.01395263671875,40
133.37,6,-98065.535,150,49152,326,0.0029815366,-0.0016037745735957287,159468224.0,0.2,-1.1920928955078125e-07,1.0008147954940796,0.0003,606731611.1125,-8.514802192896605,0.0029296875,50
124.62,7,-98537.99,180,57344,318,0.0029884516,-0.0015437218466104242,404479232.0,0.2,-1.1920928955078125e-07,0.9990455508232117,0.0003,640977835.4625,-8.514013897627592,0.00284423828125,60
127.0,8,-97899.575,207,65536,316,0.004853977,-0.0036153418051981133,471991872.0,0.2,0.0,0.9991604685783386,0.0003,721189620.11875,-8.50874729231,0.021728515625,70
133.91,9,-97015.41523809,234,73728,314,0.00413921,-0.0021129828084667677,396615296.0,0.2,0.0,0.9974149465560913,0.0003,654539833.81875,-8.502432969212531,0.00711669921875,80
127.91,10,-96689.08357143,261,81920,313,0.0036062864,-0.0017937284981599077,190796400.0,0.2,0.0,0.9967168569564819,0.0003,626260129.15,-8.495978159457445,0.00904541015625,90
127.91,11,-97595.9,289,90112,311,0.0043988787,-0.0027209864780161296,377305472.0,0.2,0.0,0.9980120658874512,0.0003,706226235.4875,-8.498288799077272,0.0158935546875,100
130.96,12,-97697.88333333,316,98304,310,0.0037332987,-0.002145130667850026,288444352.0,0.2,0.0,0.9967974424362183,0.0003,633160941.51875,-8.49852296859026,0.008935546875,110
139.58,13,-97216.67499998999,343,106496,310,0.003170872,-0.002020061369330506,177702832.0,0.2,-1.1920928955078125e-07,0.9974949359893799,0.0003,619531491.175,-8.496765165776015,0.00450439453125,120
136.67,14,-96852.06666667,369,114688,310,0.0030851369,-0.0016521983128768626,177576016.0,0.2,0.0,0.9965089559555054,0.0003,670196252.2375,-8.495627712458372,0.00323486328125,130
132.64,15,-97088.35833333,396,122880,309,0.003505461,-0.0029115022050973495,87998184.0,0.2,5.960464477539063e-08,0.9955543875694275,0.0003,593245098.315625,-8.489173579961061,0.0102294921875,140
145.92,16,-97639.53333333001,424,131072,308,0.0038102847,-0.0027832938583742363,184652352.0,0.2,1.1920928955078125e-07,0.9957215189933777,0.0003,637107106.159375,-8.48746943473816,0.01112060546875,150
170.29,17,-97811.03761905,451,139264,308,0.004206827,-0.0027311546371493025,433435712.0,0.2,0.0,0.9941122531890869,0.0003,464600211.79375,-8.482561282813549,0.0107177734375,160
170.68,18,-97256.91928571001,478,147456,308,0.0040892325,-0.0031801957924471936,334365600.0,0.2,-1.1920928955078125e-07,0.9919401407241821,0.0003,472491458.3625,-8.470849443227053,0.01851806640625,170
166.32,19,-97692.06666666002,505,155648,308,0.0046042698,-0.0033497261749289462,333528256.0,0.2,0.0,0.991736888885498,0.0003,508872434.75,-8.463471158593894,0.02506103515625,180
158.8,20,-97740.21666666999,533,163840,307,0.0030008615,-0.0023435486567905174,321324384.0,0.2,0.0,0.9930437803268433,0.0003,532054521.5875,-8.468278200179338,0.00960693359375,190
162.01,21,-96986.88833333,560,172032,306,0.0039099115,-0.0023525483280536718,226444880.0,0.2,5.960464477539063e-08,0.992559552192688,0.0003,539028448.775,-8.470651902258396,0.00921630859375,200
167.58,22,-96684.90499999,587,180224,307,0.004168384,-0.0028506885424576466,304768576.0,0.2,0.0,0.9906007647514343,0.0003,510173846.0375,-8.461990536004304,0.01326904296875,210
159.95,23,-97347.75833333,613,188416,306,0.0038512764,-0.0033570940624485955,245298288.0,0.2,0.0,0.9885798692703247,0.0003,469050156.3875,-8.44947850331664,0.0144775390625,220
160.96,24,-97654.65,639,196608,307,0.00436268,-0.003326658629521262,382158720.0,0.2,0.0,0.986957311630249,0.0003,570168774.74375,-8.439563877880573,0.0177734375,230
169.52,25,-97609.43,665,204800,307,0.0034366907,-0.0026324107246182395,199998368.0,0.2,0.0,0.9853725433349609,0.0003,498330959.30625,-8.428064572066068,0.0085693359375,240
155.15,26,-97852.38,692,212992,307,0.0049074683,-0.0035105413357086946,242094016.0,0.2,0.0,0.9864839315414429,0.0003,483629537.65625,-8.42812967300415,0.026025390625,250
150.88,27,-98199.175,719,221184,307,0.0037977437,-0.002893762506573694,125220624.0,0.2,5.960464477539063e-08,0.9871129989624023,0.0003,597586220.14375,-8.433396159857512,0.01700439453125,260
180.5,28,-98161.9,746,229376,307,0.0039002025,-0.0024580761637480464,196813040.0,0.2,0.0,0.9872786402702332,0.0003,497776052.46875,-8.436334769427777,0.01505126953125,270
201.16,29,-97605.63666666999,773,237568,307,0.004126408,-0.0038179196628334465,297990944.0,0.2,-1.1920928955078125e-07,0.9859806299209595,0.0003,426201187.45,-8.432899370789528,0.01844482421875,280
204.27,30,-97926.82833333999,801,245760,306,0.003790637,-0.003185035843125661,139969376.0,0.2,0.0,0.9866611361503601,0.0003,402924994.871875,-8.43117099404335,0.01143798828125,290
196.29,31,-97918.07500000998,830,253952,305,0.0033214004,-0.0024669212398293894,119439936.0,0.2,0.0,0.9850835204124451,0.0003,409467116.940625,-8.427674318104982,0.00919189453125,300
200.13,32,-97727.72,860,262144,304,0.0037325977,-0.0029989512942847794,170733440.0,0.2,0.0,0.9858524203300476,0.0003,435933326.3515625,-8.425330847501755,0.01334228515625,310
187.51,33,-97613.10833333,887,270336,304,0.004337861,-0.003810608125058934,219485472.0,0.2,-1.1920928955078125e-07,0.9833627939224243,0.0003,409769162.41875,-8.419192304462195,0.0285888671875,320
200.18,34,-96645.04238095,913,278528,304,0.003117211,-0.0022977374286710984,210737600.0,0.2,5.960464477539063e-08,0.9840655326843262,0.0003,462767930.90625,-8.414044240117073,0.00650634765625,330
209.56,35,-95412.91404762,940,286720,304,0.0043612663,-0.002554992269142531,88251984.0,0.2,1.1920928955078125e-07,0.9860528707504272,0.0003,389365493.6703125,-8.422635359317065,0.01251220703125,340
220.08,36,-94422.81571428999,967,294912,304,0.0042598136,-0.0034193471336038785,115823264.0,0.2,0.0,0.9841582179069519,0.0003,427943507.2828125,-8.422790613770484,0.01890869140625,350
218.73,37,-95521.195,993,303104,305,0.003861295,-0.0022831940048490653,116032752.0,0.2,0.0,0.9828172922134399,0.0003,377566891.4140625,-8.412444367259742,0.01187744140625,360
226.74,38,-96610.94666666999,1021,311296,304,0.0036537969,-0.0026183260713878555,149686416.0,0.2,-1.1920928955078125e-07,0.9814497828483582,0.0003,337734472.3546875,-8.403179630637169,0.015869140625,370
213.21,39,-96383.26333333999,1048,319488,304,0.004004161,-0.0035641151640447787,372748192.0,0.2,0.0,0.9814958572387695,0.0003,409564269.259375,-8.40121086537838,0.01671142578125,380
214.19,40,-96686.18500002,1074,327680,304,0.0042432644,-0.004045000566839008,154514960.0,0.2,0.0,0.9793412089347839,0.0003,394375936.9,-8.392338163405658,0.02203369140625,390
238.87,41,-96562.97166668,1101,335872,304,0.004761974,-0.0030545825975423213,99051576.0,0.2,0.0,0.9784929156303406,0.0003,340868666.7921875,-8.383903528004884,0.02359619140625,400
255.49,42,-96197.16868131999,1129,344064,304,0.004656988,-0.0034591543932037893,117306520.0,0.2,0.0,0.9756704568862915,0.0003,310363344.034375,-8.374607419967651,0.02657470703125,410
259.86,43,-96878.81868132,1158,352256,303,0.003837826,-0.0033275600828346795,148669088.0,0.2,0.0,0.9767777919769287,0.0003,307983876.1109375,-8.367096242308616,0.021240234375,420
236.68,44,-97116.76534799,1185,360448,303,0.0049980707,-0.003580246271303622,186288624.0,0.2,0.0,0.9775533080101013,0.0003,390663236.01875,-8.373619019240142,0.030029296875,430
235.96,45,-98485.20166667,1209,368640,304,0.004401032,-0.002798161364989937,248581216.0,0.2,0.0,0.9755849838256836,0.0003,340686746.596875,-8.36930721178651,0.0250732421875,440
246.26,46,-97939.58142857,1231,376832,306,0.005189759,-0.003546531533356756,281017536.0,0.2,0.0,0.9734257459640503,0.0003,347660048.7140625,-8.357210996747018,0.03387451171875,450
266.19,47,-97427.52261904001,1255,385024,306,0.0038189474,-0.0035132016128045507,151365376.0,0.2,0.0,0.9726397395133972,0.0003,309098716.49140626,-8.347355136275292,0.02381591796875,460
