time/episodes,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef_loss,eval/mean_ep_length,eval/mean_reward
17728,326,10558.175546589999,2389,780688,25.3,4.094547271728516,353740.78125,97573,-4662.8447265625,0.001,-0.9131263494491577,,
17732,326,10751.72215407,2389,780808,25.24,4.125432968139648,222287.09375,97588,-4843.7900390625,0.001,-0.6808924674987793,,
17736,326,10737.68023433,2390,780968,25.61,4.160998344421387,184181.9375,97608,-4709.43798828125,0.001,0.15152016282081604,,
17740,326,10745.98503823,2390,781064,25.41,4.180691242218018,240262.15625,97620,-5078.48583984375,0.001,-0.617542028427124,,
17744,326,10745.895966510003,2390,781136,25.57,4.1949849128723145,257959.4375,97629,-5021.79638671875,0.001,-0.15326088666915894,,
17748,326,10749.931828160003,2391,781296,25.64,4.225186824798584,189168.90625,97649,-4826.7060546875,0.001,-0.16255441308021545,,
17752,326,10686.695139489999,2391,781392,26.48,4.242681980133057,197253.15625,97661,-4881.21923828125,0.001,-0.5315696597099304,,
17756,326,10686.317552,2392,781504,26.31,4.268914699554443,194789.78125,97675,-4965.052734375,0.001,-0.8236605525016785,,
17760,326,10724.940767429996,2392,781616,25.59,4.289754867553711,279335.875,97689,-5027.208984375,0.001,-0.3335144519805908,,
17764,326,10727.205188139998,2392,781720,25.82,4.313704490661621,156487.546875,97702,-4704.81884765625,0.001,-0.3215906322002411,,
17768,326,10736.47258065,2393,781800,25.42,4.329118728637695,200995.234375,97712,-5123.11083984375,0.001,-0.1271464228630066,,
17772,326,10741.702063270002,2393,781936,25.56,4.356727123260498,290649.96875,97729,-4935.84326171875,0.001,0.12389816343784332,,
17776,326,10745.742479920002,2393,782032,25.73,4.371542930603027,183749.25,97741,-4975.69921875,0.001,-0.18163394927978516,,
17780,326,10737.998719529998,2394,782120,26.28,4.382635593414307,188959.453125,97752,-4967.2255859375,0.001,-0.10189971327781677,,
17784,326,10748.3253817,2394,782216,25.93,4.3971405029296875,112383.3203125,97764,-5110.87548828125,0.001,-0.3672361969947815,,
17788,326,10737.7648561,2394,782304,25.94,4.411901950836182,543448.625,97775,-4853.279296875,0.001,-0.1983489841222763,,
17792,326,10740.2426057,2394,782400,25.89,4.42533540725708,197750.96875,97787,-5017.9580078125,0.001,0.1684572398662567,,
17796,326,10737.202842359999,2395,782480,25.9,4.433699131011963,197688.46875,97797,-5058.8369140625,0.001,-0.024385392665863037,,
17800,326,10739.4764891,2395,782584,25.98,4.448913097381592,472787.09375,97810,-4555.54296875,0.001,0.2675465941429138,,
17804,326,10733.085461850002,2395,782688,26.05,4.457086563110352,145273.1875,97823,-4868.75634765625,0.001,-0.5645976662635803,,
17808,326,10734.40254251,2396,782816,26.06,4.464987754821777,145207.5,97839,-5160.79931640625,0.001,-0.5817376375198364,,
17812,326,10735.99021467,2396,782880,25.98,4.469845771789551,166503.15625,97847,-5226.3466796875,0.001,0.12791241705417633,,
17816,326,10737.99055346,2396,782976,25.94,4.474263668060303,308535.625,97859,-5154.19873046875,0.001,0.32302847504615784,,
17820,326,10740.16780746,2396,783056,25.87,4.477031230926514,306109.75,97869,-5360.6201171875,0.001,-0.3748607039451599,,
17824,326,10737.43567533,2397,783128,25.86,4.482981204986572,123106.0625,97878,-4924.025390625,0.001,0.12328089028596878,,
17828,326,10734.02510368,2397,783232,25.82,4.490141868591309,321223.375,97891,-5024.0546875,0.001,0.6058717370033264,,
17832,326,10728.78139189,2397,783320,25.89,4.4903059005737305,131726.171875,97902,-4902.8603515625,0.001,0.09450724720954895,,
17836,326,10752.56011094,2398,783416,25.34,4.4900031089782715,117462.5703125,97914,-5185.28173828125,0.001,0.29722604155540466,,
17840,326,10753.9968405,2398,783488,25.17,4.490836143493652,104232.6640625,97923,-5101.306640625,0.001,-0.3870830535888672,,
17844,326,10757.890980080001,2398,783648,24.84,4.500607490539551,154406.84375,97943,-5113.43994140625,0.001,-0.12459078431129456,,
17848,326,10759.17846195,2399,783728,24.73,4.504029273986816,241173.84375,97953,-5151.54833984375,0.001,0.281558096408844,,
17852,326,10821.808416719998,2399,783824,24.07,4.509481430053711,202149.421875,97965,-4805.88818359375,0.001,-0.05275318771600723,,
17856,326,10815.894024239997,2399,783960,24.28,4.524195671081543,270189.4375,97982,-5218.34228515625,0.001,0.13555628061294556,,
17860,326,10809.25274151,2399,784016,24.44,4.5287089347839355,128989.5625,97989,-4996.2158203125,0.001,-0.637248694896698,,
17864,326,10815.971157400001,2400,784136,24.14,4.539115905761719,155407.59375,98004,-4629.0078125,0.001,-0.26619070768356323,,
17868,326,10810.26150307,2400,784216,24.54,4.5430588722229,170456.203125,98014,-4519.0517578125,0.001,0.4949614405632019,,
17872,326,10803.95742449,2400,784320,24.54,4.546533584594727,188694.109375,98027,-4793.06884765625,0.001,0.15518079698085785,,
17876,326,10803.44520934,2401,784408,24.48,4.545445919036865,165276.53125,98038,-4838.6904296875,0.001,0.34069883823394775,,
17880,326,10816.566852850001,2401,784520,23.91,4.53882360458374,157229.96875,98052,-4939.3779296875,0.001,0.22556141018867493,,
17884,326,10814.738471120003,2401,784616,23.86,4.529715061187744,147383.96875,98064,-4837.5888671875,0.001,0.03758448362350464,,
17888,326,10812.978344970003,2402,784736,23.91,4.519224166870117,199661.59375,98079,-4887.40576171875,0.001,0.0549895316362381,,
17892,326,10807.96897912,2402,784800,24.02,4.516476154327393,189747.296875,98087,-4675.4794921875,0.001,0.08374036103487015,,
17896,326,10811.57757679,2402,784928,24.01,4.514090538024902,158086.78125,98103,-4701.802734375,0.001,-0.5168954133987427,,
17900,326,10811.425741390001,2403,785024,23.98,4.514560222625732,314689.0,98115,-4550.9423828125,0.001,-0.0856759250164032,,
17904,326,10808.080329560002,2403,785144,24.02,4.5161027908325195,301354.1875,98130,-5170.73046875,0.001,-0.06074023246765137,,
17908,326,10803.973234599998,2403,785192,24.01,4.517644882202148,216413.0625,98136,-4986.240234375,0.001,-0.07311373949050903,,
17912,326,10797.504069719998,2404,785320,24.03,4.528322219848633,162034.96875,98152,-4698.716796875,0.001,-0.3202325105667114,,
17916,326,10796.293054849999,2404,785432,24.08,4.5390753746032715,267131.4375,98166,-4946.294921875,0.001,-0.4448915123939514,,
17920,326,10792.94555341,2404,785576,24.17,4.561027526855469,174443.328125,98184,-4857.8994140625,0.001,-0.25326409935951233,,
17924,326,10626.198925649998,2404,785640,25.08,4.571502208709717,167412.21875,98192,-5076.63623046875,0.001,-0.08645908534526825,,
17928,326,10615.24980748,2405,785840,25.45,4.597378730773926,245254.25,98217,-5062.37646484375,0.001,-0.4121645987033844,,
17932,326,10611.65878915,2405,785912,25.69,4.606943130493164,180479.6875,98226,-4706.37255859375,0.001,-0.28576627373695374,,
17936,326,10594.94555654,2406,786056,26.07,4.6246562004089355,158353.0,98244,-4475.9794921875,0.001,-0.19354648888111115,,
17940,326,10597.4069868,2406,786224,26.19,4.644690036773682,102928.6171875,98265,-4999.65673828125,0.001,-0.048948969691991806,,
17944,326,10595.639630450001,2406,786320,26.82,4.653236389160156,132151.28125,98277,-4745.533203125,0.001,-0.7486486434936523,,
17948,326,10594.58784312,2407,786424,26.98,4.665328502655029,152480.15625,98290,-4862.8037109375,0.001,0.7917661666870117,,
17952,326,10599.12355352,2407,786520,26.93,4.667886257171631,124763.640625,98302,-4953.24609375,0.001,0.03953370451927185,,
17956,326,10605.312855679998,2407,786624,26.88,4.667879581451416,130531.609375,98315,-5233.28515625,0.001,-0.2459910362958908,,
17960,326,10610.88860252,2408,786744,26.91,4.672188758850098,126071.4375,98330,-4979.3720703125,0.001,-0.4453386664390564,,
17964,326,10603.308037910001,2408,786848,27.22,4.6735711097717285,197324.28125,98343,-5039.525390625,0.001,0.45151621103286743,,
17968,326,10610.481192050001,2408,786968,27.08,4.671630382537842,180618.921875,98358,-4819.66357421875,0.001,0.13365840911865234,,
17972,326,10613.54605154,2409,787080,27.16,4.667508602142334,150812.75,98372,-4900.32373046875,0.001,-0.09082803875207901,,
17976,326,10612.78495126,2409,787200,27.14,4.65935754776001,200673.515625,98387,-5103.5244140625,0.001,0.36262136697769165,,
17980,326,10592.39708735,2409,787352,27.93,4.649634838104248,114019.7109375,98406,-4942.7294921875,0.001,0.5282325744628906,,
17984,326,10592.328441229998,2410,787416,28.1,4.641477584838867,256560.265625,98414,-5040.7314453125,0.001,0.06391581892967224,,
17988,326,10592.635548489998,2410,787576,28.38,4.615787506103516,163524.96875,98434,-5010.56005859375,0.001,-0.01183106005191803,,
17992,326,10596.25113351,2411,787720,28.26,4.592443943023682,171057.328125,98452,-5179.2177734375,0.001,0.2368701994419098,,
17996,326,10591.13289972,2411,787808,28.45,4.583649635314941,206199.03125,98463,-4983.35595703125,0.001,0.005091190338134766,,
18000,326,10592.238378119999,2411,787936,28.42,4.570101261138916,152591.78125,98479,-5223.32275390625,0.001,-0.5662768483161926,,
18004,326,10574.189702000001,2412,788072,28.81,4.573607444763184,181326.46875,98496,-5041.3603515625,0.001,-0.10515546798706055,,
18008,326,10580.78948987,2412,788168,28.74,4.583062171936035,480648.78125,98508,-4648.9296875,0.001,-0.8388455510139465,,
18012,326,10584.111139370001,2412,788320,28.86,4.610419750213623,298855.4375,98527,-4931.583984375,0.001,-0.34360963106155396,,
18016,326,10577.98287178,2413,788472,29.04,4.633892059326172,127762.3359375,98546,-4673.09521484375,0.001,-0.2719897925853729,,
18020,326,10574.868530689999,2413,788560,29.39,4.65069580078125,171857.9375,98557,-4668.6455078125,0.001,-0.3912819027900696,,
18024,326,10736.41923062,2413,788648,28.65,4.664061546325684,148610.140625,98568,-4829.546875,0.001,-0.6829010248184204,,
18028,326,10756.15060916,2414,788808,28.26,4.697226524353027,156094.875,98588,-4664.4814453125,0.001,-0.28990763425827026,,
18032,326,10752.59875641,2414,789016,28.19,4.745570182800293,201485.71875,98614,-4717.5,0.001,-0.40115728974342346,,
18036,326,10743.76751146,2414,789080,28.28,4.756040096282959,116949.796875,98622,-4707.9130859375,0.001,-0.3491678833961487,,
18040,326,10766.334084990001,2415,789232,27.66,4.78921365737915,207957.09375,98641,-4984.5146484375,0.001,-0.2757323086261749,,
18044,326,10573.16255347,2415,789392,29.29,4.814051628112793,192464.640625,98661,-4913.5517578125,0.001,-0.24624496698379517,,
18048,326,10580.00879683,2416,789584,29.05,4.853237152099609,216951.09375,98685,-5081.2646484375,0.001,-0.23104852437973022,,
18052,326,10560.440313959996,2416,789744,29.7,4.88170051574707,183930.21875,98705,-4833.49267578125,0.001,0.535689115524292,,
18056,326,10549.2995086,2417,789840,29.85,4.889865398406982,387473.71875,98717,-4911.6513671875,0.001,0.17557701468467712,,
18060,326,10252.371112429999,2417,789920,31.14,4.891412734985352,160805.09375,98727,-5163.44921875,0.001,0.16344571113586426,,
18061,326,10259.08272186,2417,790000,30.98,4.888816833496094,140884.609375,98737,-4975.275390625,0.001,0.4409409761428833,,
,,,,790000,,,,,,,,20.8,10882.159334
18064,326,10260.00768786,2418,790072,30.7,4.88190221786499,242537.84375,98746,-4809.22900390625,0.001,0.20772626996040344,,
18068,326,10255.281432939999,2418,790168,30.66,4.874329090118408,175228.375,98758,-5111.23828125,0.001,0.40482276678085327,,
18072,326,10249.4077748,2418,790312,30.68,4.8638834953308105,218674.125,98776,-5023.2255859375,0.001,0.28761595487594604,,
18076,326,10248.595991459999,2419,790448,30.63,4.854159355163574,319352.1875,98793,-5119.80517578125,0.001,0.4224291443824768,,
18080,326,10267.413404379999,2419,790544,29.78,4.84445858001709,220626.796875,98805,-4798.34228515625,0.001,-0.21140776574611664,,
18084,326,10186.70853955,2419,790624,31.92,4.83834981918335,126063.875,98815,-4742.08447265625,0.001,0.40059471130371094,,
18088,326,10188.24451611,2419,790720,31.9,4.834155082702637,160284.71875,98827,-4754.67431640625,0.001,0.28941428661346436,,
18092,326,10181.16900781,2420,790840,31.74,4.825658321380615,199885.75,98842,-4920.5849609375,0.001,0.330227255821228,,
18096,326,10179.71160966,2420,790888,31.63,4.821416854858398,219000.875,98848,-4824.87109375,0.001,0.5489544868469238,,
18100,326,10175.44472274,2420,791008,31.64,4.8105692863464355,204415.59375,98863,-5128.87548828125,0.001,0.3000440299510956,,
18104,326,10201.13317793,2420,791088,31.07,4.800745964050293,164243.375,98873,-4851.482421875,0.001,0.48519331216812134,,
18108,326,10196.61024431,2421,791184,31.01,4.781632900238037,193755.46875,98885,-5080.87890625,0.001,0.11245837807655334,,
18112,326,10194.53203201,2421,791304,30.82,4.760197639465332,205111.484375,98900,-4996.45703125,0.001,0.1818697452545166,,
18116,326,10185.029214010001,2421,791392,30.99,4.744818210601807,294904.5,98911,-4906.7744140625,0.001,0.07999037951231003,,
18120,326,10188.5072958,2422,791520,30.49,4.724616050720215,162183.21875,98927,-5044.8310546875,0.001,0.10721543431282043,,
18124,326,10179.83906258,2422,791576,30.62,4.716597080230713,165065.5,98934,-5052.20703125,0.001,0.4344921112060547,,
18128,326,10170.85654031,2422,791712,30.57,4.689419746398926,161268.328125,98951,-4889.3115234375,0.001,0.2923535108566284,,
18132,326,10163.57080835,2423,791760,30.64,4.68088960647583,215217.515625,98957,-4830.5029296875,0.001,0.5672081112861633,,
18136,326,10175.29872453,2423,791904,30.34,4.655177593231201,155567.6875,98975,-4861.970703125,0.001,0.4993409812450409,,
18140,326,10361.248978639998,2423,791968,28.61,4.641301155090332,155063.28125,98983,-4804.541015625,0.001,0.9790550470352173,,
18144,326,10359.35673628,2424,792080,28.67,4.622111797332764,172964.25,98997,-4737.9638671875,0.001,-0.08217189460992813,,
18148,326,10352.87342603,2424,792128,28.55,4.613264560699463,200545.234375,99003,-5189.2197265625,0.001,0.05194200575351715,,
18152,326,10372.39767577,2424,792256,27.69,4.592637062072754,602493.4375,99019,-4772.0615234375,0.001,0.6530543565750122,,
18156,326,10383.09744314,2424,792320,27.36,4.585751056671143,143332.5,99027,-4801.27490234375,0.001,0.22347688674926758,,
18160,326,10677.18321279,2425,792440,25.96,4.570577144622803,150524.3125,99042,-4765.46875,0.001,-0.05672261118888855,,
18164,326,10678.710764939999,2425,792544,26.25,4.564093589782715,150035.28125,99055,-5017.3076171875,0.001,-0.0040325745940208435,,
18168,326,10678.48648728,2425,792632,26.22,4.562892436981201,190523.34375,99066,-4797.4912109375,0.001,-0.1942843198776245,,
18172,326,10676.05629688,2426,792744,26.36,4.565404415130615,192481.6875,99080,-4954.95166015625,0.001,-0.03882652521133423,,
18176,326,10680.29686425,2426,792832,26.28,4.5704450607299805,120573.21875,99091,-5063.044921875,0.001,-0.13058018684387207,,
18180,326,10675.30674999,2426,792968,26.62,4.580965042114258,159773.984375,99108,-5112.298828125,0.001,-0.27462729811668396,,
18184,326,10758.89949833,2427,793008,24.16,4.586669445037842,114868.9609375,99113,-4918.1865234375,0.001,-0.2459002137184143,,
18188,326,10585.3505868,2427,793184,24.16,4.609411239624023,319351.78125,99135,-5060.51416015625,0.001,-0.20305225253105164,,
18192,326,10589.912240669999,2427,793288,24.48,4.623983860015869,176369.515625,99148,-4943.35205078125,0.001,-0.405181348323822,,
18196,326,10592.954879629999,2428,793392,24.62,4.633121013641357,139226.171875,99161,-4776.9833984375,0.001,-0.2470240741968155,,
18200,326,10597.377832420001,2428,793528,24.91,4.638019561767578,273304.6875,99178,-5076.216796875,0.001,-0.06822812557220459,,
18204,326,10591.965679870002,2428,793568,25.06,4.63745641708374,319044.0625,99183,-4918.56298828125,0.001,-0.05085629224777222,,
18208,326,10591.084315810001,2429,793736,25.22,4.624546051025391,147320.171875,99204,-4982.47412109375,0.001,0.4214158058166504,,
18212,326,10595.00387846,2429,793896,25.47,4.610101699829102,140865.328125,99224,-4782.98876953125,0.001,-0.35993632674217224,,
18216,326,10579.259656690001,2429,793936,25.55,4.60872745513916,189221.890625,99229,-4676.9384765625,0.001,-0.19433671236038208,,
18220,326,10582.529219760001,2430,794072,25.73,4.605506896972656,134683.3125,99246,-4940.6494140625,0.001,0.5510767698287964,,
18224,326,10593.257740480001,2430,794128,25.53,4.601413726806641,147222.15625,99253,-4987.1484375,0.001,-0.10564517974853516,,
18228,326,10597.202465789998,2430,794264,25.66,4.590343475341797,132500.578125,99270,-4702.861328125,0.001,-0.3889603316783905,,
18232,326,10594.83347663,2431,794336,25.68,4.586765289306641,135625.578125,99279,-4761.212890625,0.001,0.5303893089294434,,
18236,326,10589.80438536,2431,794432,25.73,4.5841217041015625,218554.5625,99291,-5072.10302734375,0.001,-0.37778666615486145,,
18240,326,10593.16734655,2431,794512,25.44,4.586709976196289,138403.75,99301,-4693.1328125,0.001,-0.6758124828338623,,
18244,326,10590.44477075,2431,794624,25.48,4.598604202270508,137754.40625,99315,-4926.017578125,0.001,-0.25730013847351074,,
18248,326,10594.033550220001,2432,794672,25.48,4.605677127838135,145802.875,99321,-4755.9013671875,0.001,-0.7557002305984497,,
18252,326,10584.393841279998,2432,794856,25.73,4.633822917938232,130813.015625,99344,-4696.7197265625,0.001,0.16764192283153534,,
18256,326,10578.53649391,2432,794968,25.95,4.6436686515808105,306009.1875,99358,-5054.00341796875,0.001,-0.20251530408859253,,
18260,326,10568.7317027,2433,795056,26.18,4.648156642913818,126023.0,99369,-4747.45068359375,0.001,-0.3253547251224518,,
18264,326,10566.945446079999,2433,795176,26.1,4.6587066650390625,170028.28125,99384,-5120.09619140625,0.001,-0.6644346714019775,,
18268,326,10549.54634796,2433,795256,26.5,4.668830871582031,124165.40625,99394,-5200.8017578125,0.001,0.1658332347869873,,
18272,326,10550.231341100001,2434,795400,26.28,4.682046890258789,203910.796875,99412,-5010.490234375,0.001,-0.20021076500415802,,
18276,326,10536.291833869998,2434,795488,26.44,4.687742233276367,274050.0625,99423,-4842.224609375,0.001,-0.07805532217025757,,
18280,326,10539.89647314,2434,795608,26.23,4.697309494018555,169920.484375,99438,-4848.982421875,0.001,0.11361430585384369,,
18284,326,10543.134699080001,2435,795680,26.02,4.701656818389893,192665.8125,99447,-5114.0263671875,0.001,-0.10660764575004578,,
18288,326,10679.860235729997,2435,795800,26.56,4.705215930938721,230653.53125,99462,-4728.2236328125,0.001,-0.13476140797138214,,
18292,326,10679.64025722,2435,795944,26.22,4.703505516052246,219866.53125,99480,-4845.27001953125,0.001,-0.13756491243839264,,
18296,326,10671.22049501,2436,795992,26.11,4.704097747802734,132324.890625,99486,-4910.6064453125,0.001,0.17966538667678833,,
18300,326,10670.408477109999,2436,796152,25.72,4.710910320281982,355273.4375,99506,-4909.26123046875,0.001,-0.36741164326667786,,
18304,326,10668.16137075,2436,796216,25.74,4.71599006652832,326537.1875,99514,-4946.6513671875,0.001,-0.133764386177063,,
18308,326,10669.645610410003,2437,796376,25.79,4.727925777435303,171660.125,99534,-4838.275390625,0.001,0.3384116590023041,,
18312,326,10674.39289501,2437,796464,25.5,4.731927394866943,230747.390625,99545,-5034.314453125,0.001,-0.5251249074935913,,
18316,326,10406.202317459998,2437,796576,25.99,4.733180999755859,189823.890625,99559,-4986.8046875,0.001,-0.16580119729042053,,
18320,326,10217.7861086,2438,796680,26.23,4.733355522155762,129426.0,99572,-4693.9501953125,0.001,0.2527535855770111,,
18324,326,10225.15137207,2438,796784,26.3,4.724935531616211,158676.0625,99585,-4909.3623046875,0.001,0.22808565199375153,,
18328,326,10226.02538205,2438,796864,26.36,4.7142109870910645,128101.34375,99595,-5020.02685546875,0.001,0.02024070918560028,,
18332,326,10227.045385809999,2439,796976,26.37,4.703464984893799,205555.875,99609,-5315.89111328125,0.001,0.4212951064109802,,
18336,326,10234.27190994,2439,797080,26.46,4.688815116882324,157930.65625,99622,-4932.28125,0.001,0.0038030147552490234,,
18340,326,10234.760627960002,2439,797200,26.67,4.679736137390137,255383.578125,99637,-4881.8564453125,0.001,-0.6543663740158081,,
18344,326,10236.16406177,2440,797280,26.6,4.677058219909668,236004.5,99647,-4670.59765625,0.001,0.07239805161952972,,
18348,326,10236.670379,2440,797376,26.67,4.67575216293335,238346.421875,99659,-5032.919921875,0.001,-0.3947763442993164,,
18352,326,10250.701199850002,2440,797472,26.39,4.676758766174316,264933.90625,99671,-4701.986328125,0.001,-0.20101432502269745,,
18356,326,10251.59428002,2440,797544,26.34,4.680730819702148,111128.703125,99680,-4563.44873046875,0.001,-0.6306687593460083,,
18360,326,10264.57959678,2441,797624,26.0,4.6867899894714355,169775.71875,99690,-4785.427734375,0.001,0.0651182010769844,,
18364,326,10264.1140543,2441,797704,26.01,4.692557334899902,180481.75,99700,-4893.55224609375,0.001,-0.052786488085985184,,
18368,326,10284.343417749998,2441,797856,25.41,4.697028636932373,123461.0625,99719,-5025.15234375,0.001,0.19446858763694763,,
18372,326,10288.59311619,2441,797944,25.58,4.695006370544434,142228.125,99730,-4758.58349609375,0.001,0.20976988971233368,,
18376,326,10297.227214929999,2442,798048,25.51,4.691593647003174,242895.90625,99743,-5074.77734375,0.001,0.47821640968322754,,
18380,326,10298.802854729998,2442,798136,25.48,4.683511257171631,213187.28125,99754,-5088.830078125,0.001,-0.2937659025192261,,
18384,326,10299.833025169999,2442,798272,25.65,4.67460298538208,176403.3125,99771,-4897.39697265625,0.001,0.07267142087221146,,
18388,326,10330.32090818,2443,798392,25.57,4.661591053009033,149655.21875,99786,-5037.29150390625,0.001,0.2875531315803528,,
18392,326,10337.766769450001,2443,798504,25.61,4.647303104400635,157553.5,99800,-5010.69140625,0.001,0.07321599125862122,,
18396,326,10337.41719275,2443,798600,25.75,4.641696453094482,183502.15625,99812,-4894.92138671875,0.001,-0.6643458604812622,,
18400,326,10331.221476489998,2444,798776,26.31,4.648884296417236,671715.625,99834,-5028.05810546875,0.001,0.04168891906738281,,
18404,326,10336.10270087,2444,798880,26.73,4.658071994781494,320209.9375,99847,-4816.9365234375,0.001,-0.45274001359939575,,
18408,326,10337.899471249999,2445,799008,26.86,4.678004741668701,162345.6875,99863,-4930.48876953125,0.001,-0.5820559859275818,,
18412,326,10330.48156156,2445,799080,27.15,4.693814754486084,145735.09375,99872,-5184.294921875,0.001,-0.14298218488693237,,
18416,326,10625.9099104,2445,799232,26.48,4.72842264175415,194351.8125,99891,-5149.96875,0.001,-0.1640310287475586,,
18420,326,10811.327327859997,2445,799312,26.28,4.749300956726074,171636.53125,99901,-5270.68603515625,0.001,0.17833785712718964,,
18424,326,10795.26392798,2446,799432,26.53,4.7701921463012695,200598.34375,99916,-4964.3857421875,0.001,0.065039724111557,,
18428,326,10795.960123530002,2446,799512,26.47,4.780750751495361,215676.78125,99926,-5054.669921875,0.001,-0.671347975730896,,
18432,326,10802.56076783,2446,799632,26.38,4.791319370269775,162007.015625,99941,-4884.1630859375,0.001,-0.13588592410087585,,
18436,326,10803.70854314,2447,799680,26.24,4.7926177978515625,272996.0,99947,-4741.47412109375,0.001,0.2769203186035156,,
18440,326,10810.74151448,2447,799816,26.2,4.791446208953857,181082.765625,99964,-5193.771484375,0.001,0.5111790895462036,,
18444,326,10813.305111280002,2447,799896,26.43,4.787326335906982,360165.0625,99974,-5177.38525390625,0.001,0.02505335956811905,,
18444,326,10813.305111280002,2447,800000,26.43,4.7830657958984375,200565.859375,99987,-5376.9169921875,0.001,0.029441550374031067,,
,,,,800000,,,,,,,,26.2,10749.405868800002
18448,326,10812.756618680001,2448,800080,26.58,4.779554843902588,145899.03125,99997,-5136.666015625,0.001,-0.19540226459503174,,
18452,326,10803.054279630003,2448,800216,26.98,4.775393486022949,129386.1640625,100014,-5082.560546875,0.001,0.1804238110780716,,
18456,326,10796.80724116,2448,800264,26.96,4.774059772491455,138129.34375,100020,-5085.166015625,0.001,-0.052273012697696686,,
18460,326,10787.625322230002,2449,800416,27.56,4.764668941497803,252795.65625,100039,-5273.42529296875,0.001,0.39275357127189636,,
18464,326,10782.98277738,2449,800544,27.79,4.754286766052246,213553.09375,100055,-4717.7763671875,0.001,-0.4576869606971741,,
18468,326,10784.113393689999,2450,800632,27.84,4.748664855957031,217623.421875,100066,-4756.2021484375,0.001,0.21670205891132355,,
18472,326,10775.197837970001,2450,800720,28.16,4.744533538818359,386407.75,100077,-4904.2255859375,0.001,-0.0703396201133728,,
18476,326,10780.168971550002,2450,800848,27.93,4.73600959777832,403619.1875,100093,-5207.103515625,0.001,0.7633631825447083,,
18480,326,10779.65164472,2451,800928,28.09,4.728771686553955,222774.34375,100103,-4807.25390625,0.001,0.07006664574146271,,
18484,326,10777.043046629999,2451,801048,28.18,4.715716361999512,187896.125,100118,-5035.47900390625,0.001,0.10717293620109558,,
18488,326,10783.796639139999,2451,801112,27.79,4.708610534667969,179832.5,100126,-5048.37890625,0.001,0.67510986328125,,
18492,326,10780.664448139998,2452,801232,27.83,4.693133354187012,184982.9375,100141,-5160.1494140625,0.001,0.3245464563369751,,
18496,326,10788.298629019999,2452,801376,27.73,4.6701741218566895,197545.46875,100159,-5073.89453125,0.001,0.5359979867935181,,
18500,326,10798.497468020003,2452,801464,27.3,4.6582112312316895,199207.125,100170,-4902.13232421875,0.001,0.35990434885025024,,
18504,326,10797.765026129999,2453,801624,27.08,4.627640247344971,211118.84375,100190,-4852.0986328125,0.001,0.6427914500236511,,
18508,326,10799.178126740002,2453,801680,26.94,4.618701934814453,238731.734375,100197,-5071.130859375,0.001,-0.32447999715805054,,
18512,326,10797.894283619999,2453,801800,27.21,4.599726676940918,486485.96875,100212,-5157.66357421875,0.001,0.5535114407539368,,
18516,326,10798.17359722,2454,801864,27.11,4.58693790435791,155898.40625,100220,-4984.7841796875,0.001,0.17719301581382751,,
18520,326,10797.37146752,2454,802032,27.04,4.563802242279053,165932.40625,100241,-4933.60546875,0.001,0.4319114089012146,,
18524,326,10808.587427819999,2454,802072,26.92,4.557717323303223,144295.015625,100246,-5097.0400390625,0.001,0.23683011531829834,,
18528,326,10804.959418220002,2455,802240,26.92,4.541112899780273,136919.96875,100267,-4947.58984375,0.001,0.5609357357025146,,
18532,326,10790.548811659999,2455,802320,27.04,4.533632755279541,365551.125,100277,-4696.865234375,0.001,0.2768107056617737,,
18536,326,10787.47318676,2455,802432,27.11,4.517666339874268,125392.8984375,100291,-4841.23876953125,0.001,-0.18019191920757294,,
18540,326,10784.536250649999,2456,802528,27.09,4.507907390594482,286783.4375,100303,-4736.33447265625,0.001,-0.0479196161031723,,
18544,326,10779.757085500001,2456,802624,27.02,4.4995293617248535,130551.3203125,100315,-5256.7734375,0.001,-0.09066292643547058,,
18548,326,10777.69166799,2456,802712,26.93,4.494254112243652,135777.484375,100326,-4946.7099609375,0.001,0.2897425889968872,,
18552,326,10784.23622583,2457,802808,26.58,4.490001678466797,212528.34375,100338,-5138.4111328125,0.001,0.13398060202598572,,
18556,326,10793.60622362,2457,802880,26.53,4.491328239440918,237582.40625,100347,-4816.7568359375,0.001,0.3965517282485962,,
18560,326,10800.67666865,2457,803016,26.03,4.49688720703125,211952.9375,100364,-4991.87646484375,0.001,0.013757504522800446,,
18564,326,10802.832297929997,2458,803152,25.92,4.505607604980469,156824.9375,100381,-4773.06640625,0.001,0.064835324883461,,
18568,326,10801.95152362,2458,803248,25.93,4.515175819396973,193533.640625,100393,-4662.28662109375,0.001,-0.3309635519981384,,
18572,326,10811.0637057,2459,803432,25.67,4.543910980224609,240122.15625,100416,-4866.47314453125,0.001,-0.45483165979385376,,
18576,326,10787.796279749999,2459,803536,26.22,4.565728664398193,167662.625,100429,-4953.70654296875,0.001,-0.5172091126441956,,
18580,326,10778.268217699999,2459,803656,26.32,4.587588787078857,174796.125,100444,-5049.23876953125,0.001,-0.20088157057762146,,
18584,326,10776.903614379997,2460,803768,26.11,4.604273796081543,203015.71875,100458,-5120.8251953125,0.001,-0.30227893590927124,,
