time/episodes,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef_loss,eval/mean_ep_length,eval/mean_reward
,,,,1600000,,,,,,,,19.0,10945.906760200001
49368,329,10795.123439109999,4859,1600000,22.97,,,,,,,,
49372,329,10758.82652513,4860,1600112,23.44,3.6426918506622314,241592.5,200001,-5629.9404296875,0.001,0.499117374420166,,
49376,329,10759.9326993,4860,1600248,23.44,3.628667116165161,207763.3125,200018,-5596.1533203125,0.001,0.12523281574249268,,
49380,329,10720.69761506,4860,1600336,23.85,3.6176249980926514,339922.625,200029,-5423.916015625,0.001,0.07972294092178345,,
49384,329,10721.970444059998,4861,1600480,23.75,3.5989413261413574,265166.875,200047,-5797.76953125,0.001,0.10292792320251465,,
49388,329,10719.196280749999,4861,1600688,23.68,3.5748088359832764,407374.625,200073,-5534.0751953125,0.001,0.09534966200590134,,
49392,329,10721.13316811,4862,1600848,23.71,3.5597825050354004,471358.84375,200093,-5393.927734375,0.001,-0.05944347381591797,,
49396,329,10733.256984249998,4862,1601016,23.65,3.5476415157318115,298208.25,200114,-5543.025390625,0.001,0.08762797713279724,,
49400,329,10399.704822099999,4863,1601184,25.28,3.5364673137664795,311996.90625,200135,-5640.5576171875,0.001,0.19181498885154724,,
49404,329,10392.58962613,4863,1601328,25.66,3.5301661491394043,142917.03125,200153,-5527.21337890625,0.001,0.16181570291519165,,
49408,329,10394.015952830001,4864,1601528,25.47,3.5211496353149414,226518.609375,200178,-5457.31640625,0.001,0.38077473640441895,,
49412,329,10398.68497794,4864,1601704,25.33,3.5149407386779785,314037.125,200200,-5240.333984375,0.001,0.15133337676525116,,
49416,329,10402.8343456,4865,1601872,25.26,3.5180914402008057,302208.875,200221,-5543.0322265625,0.001,0.07246312499046326,,
49420,329,10390.249316640002,4865,1602016,25.62,3.5215330123901367,243801.609375,200239,-5655.13720703125,0.001,-0.2938266694545746,,
49424,329,10393.52029258,4865,1602136,25.56,3.528028964996338,196007.28125,200254,-5698.99658203125,0.001,-0.07261423766613007,,
49428,329,10392.86792918,4866,1602264,25.65,3.534175395965576,142486.5,200270,-5388.2548828125,0.001,0.18855281174182892,,
49432,329,9917.842033140001,4866,1602512,28.25,3.551203489303589,252819.71875,200301,-5706.5361328125,0.001,-0.178198903799057,,
49436,329,9922.135783900001,4867,1602664,28.27,3.5727415084838867,226139.5625,200320,-5863.5654296875,0.001,-0.4574059247970581,,
49440,329,9897.684254470001,4867,1602792,28.86,3.5859811305999756,137890.375,200336,-5777.1591796875,0.001,-0.07154820114374161,,
49444,329,9901.24065191,4868,1602968,28.69,3.59572696685791,208160.65625,200358,-5262.0849609375,0.001,0.3271132707595825,,
49448,329,9899.051241280002,4868,1603032,28.57,3.5985043048858643,434131.8125,200366,-5458.69677734375,0.001,-0.3780640959739685,,
49452,329,9526.62404179,4869,1603200,32.1,3.6038084030151367,166606.625,200387,-5638.93505859375,0.001,-0.08242236077785492,,
49456,329,9521.83250461,4869,1603320,32.28,3.603498935699463,164415.71875,200402,-5482.1806640625,0.001,0.3412283658981323,,
49460,329,9526.53123463,4869,1603424,32.29,3.6042444705963135,179540.1875,200415,-5265.25537109375,0.001,0.05691617727279663,,
49464,329,9528.20795667,4870,1603576,32.36,3.6059224605560303,132104.765625,200434,-5381.6572265625,0.001,-0.28153175115585327,,
49468,329,8737.07730147,4870,1603672,36.38,3.6072657108306885,200311.15625,200446,-5533.921875,0.001,-0.012354373931884766,,
49472,329,8775.79729222,4870,1603776,35.86,3.6074001789093018,264247.78125,200459,-5490.43212890625,0.001,0.2907806634902954,,
49476,329,8776.356810080002,4870,1603840,35.87,3.6076154708862305,156413.171875,200467,-5073.779296875,0.001,0.19531472027301788,,
49480,329,8821.86108799,4871,1603976,35.38,3.605992555618286,217138.6875,200484,-5431.3701171875,0.001,0.28083208203315735,,
49484,329,8822.000333610002,4871,1604080,35.48,3.6051576137542725,234170.859375,200497,-5244.0439453125,0.001,-0.2460005134344101,,
49488,329,8830.211523999998,4871,1604232,35.32,3.608478546142578,153556.0625,200516,-5707.693359375,0.001,-0.03924911841750145,,
49492,329,8528.5776048,4872,1604296,37.7,3.610731601715088,166243.65625,200524,-5052.66796875,0.001,-0.38479217886924744,,
49496,329,8513.876254510003,4872,1604376,38.15,3.6134138107299805,195881.5625,200534,-5893.4453125,0.001,0.19753192365169525,,
49500,329,8872.66307378,4872,1604448,36.2,3.6139793395996094,165987.203125,200543,-5504.5078125,0.001,0.32326367497444153,,
49504,329,8880.98042383,4872,1604552,35.92,3.613368511199951,161492.5625,200556,-5338.755859375,0.001,0.3095378875732422,,
49508,329,8884.695192989999,4873,1604632,35.72,3.6126646995544434,158634.640625,200566,-5703.3662109375,0.001,-0.5413230657577515,,
49512,329,8882.07390636,4873,1604720,35.86,3.6162447929382324,280961.6875,200577,-5684.8955078125,0.001,-0.3094196319580078,,
49516,329,8883.879422959999,4873,1604784,35.88,3.621112108230591,447636.6875,200585,-5659.962890625,0.001,-0.10548802465200424,,
49520,329,8914.182277909998,4874,1604912,35.23,3.6280181407928467,453489.0625,200601,-5594.7060546875,0.001,0.23961398005485535,,
49524,329,8914.794028600001,4874,1605008,35.17,3.630401372909546,267043.9375,200613,-5353.08251953125,0.001,0.24445688724517822,,
49528,329,8907.06756553,4874,1605080,35.42,3.6296491622924805,253526.46875,200622,-5683.6376953125,0.001,-0.30465883016586304,,
49532,329,9381.96357805,4874,1605184,32.83,3.628225564956665,638659.25,200635,-5448.4873046875,0.001,0.1444382518529892,,
49536,329,9387.87308209,4874,1605248,32.57,3.6267213821411133,243929.5,200643,-5668.7822265625,0.001,-0.9013472199440002,,
49540,329,9411.780820169999,4875,1605368,32.18,3.6282143592834473,226637.28125,200658,-5332.9375,0.001,0.3904251158237457,,
49544,329,9412.496847259998,4875,1605408,32.16,3.6281914710998535,216646.125,200663,-5524.8984375,0.001,-0.21219316124916077,,
49548,329,9413.46143742,4875,1605528,32.16,3.630486011505127,130739.109375,200678,-5126.8662109375,0.001,0.12577398121356964,,
49552,329,9788.105510139998,4875,1605592,28.6,3.6316914558410645,290400.0625,200686,-5434.40771484375,0.001,-0.2911539673805237,,
49556,329,9787.666470429998,4876,1605680,28.43,3.6307523250579834,281198.65625,200697,-5509.4853515625,0.001,-0.0216691792011261,,
49560,329,9785.77843623,4876,1605768,28.44,3.6278369426727295,308701.9375,200708,-5262.99560546875,0.001,0.12500886619091034,,
49564,329,9786.704036300001,4876,1605888,28.37,3.623526096343994,158970.921875,200723,-5371.38671875,0.001,0.11083777993917465,,
49568,329,10586.207966549999,4876,1605936,24.32,3.6228227615356445,145526.953125,200729,-5371.8251953125,0.001,-0.1912829577922821,,
49572,329,10582.51170596,4877,1606032,24.23,3.62229323387146,180028.28125,200741,-5679.6455078125,0.001,-0.2760416865348816,,
49576,329,10578.71048914,4877,1606120,24.27,3.624175548553467,186566.125,200752,-5591.474609375,0.001,0.0023640990257263184,,
49580,329,10571.419129249998,4877,1606192,24.46,3.626288414001465,187237.421875,200761,-5776.21240234375,0.001,0.061704933643341064,,
49584,329,10569.67195533,4877,1606288,24.42,3.6287319660186768,156066.328125,200773,-5809.6533203125,0.001,-0.4700644612312317,,
49588,329,10568.962236000001,4878,1606416,24.35,3.6366543769836426,107601.859375,200789,-5123.939453125,0.001,-0.34121355414390564,,
49592,329,10866.236765939999,4878,1606512,22.05,3.6437265872955322,527936.875,200801,-5259.35791015625,0.001,0.3386497497558594,,
49596,329,10881.660197469999,4878,1606592,21.66,3.6502573490142822,163327.75,200811,-5603.9970703125,0.001,-0.35568326711654663,,
49600,329,10880.736014569999,4878,1606712,21.73,3.664125442504883,129948.4453125,200826,-5371.6220703125,0.001,-0.1842818558216095,,
49604,329,10859.428353360003,4879,1606784,22.48,3.6744725704193115,110919.2109375,200835,-5053.03759765625,0.001,-0.47749561071395874,,
49608,329,10858.253867380003,4879,1606880,22.44,3.6888599395751953,173487.4375,200847,-5505.76318359375,0.001,0.12938368320465088,,
49612,329,10861.57620247,4879,1606928,22.24,3.6947367191314697,441386.65625,200853,-5389.0087890625,0.001,-0.19661086797714233,,
49616,329,10857.609692279997,4880,1607048,22.18,3.7084765434265137,331232.3125,200868,-5692.48095703125,0.001,0.05359598994255066,,
49620,329,10856.050820639999,4880,1607120,22.21,3.715363025665283,372311.25,200877,-5547.37109375,0.001,-0.35035544633865356,,
49624,329,10852.496136940003,4880,1607248,22.17,3.7266111373901367,180649.0625,200893,-5406.712890625,0.001,0.1531204879283905,,
49628,329,10859.98408541,4880,1607320,21.97,3.733776569366455,336973.1875,200902,-5145.056640625,0.001,-0.8266749978065491,,
49632,329,10855.305021960005,4881,1607408,21.98,3.7432596683502197,249644.96875,200913,-5358.05517578125,0.001,-0.263497918844223,,
49636,329,10644.213781030001,4881,1607544,22.76,3.7639310359954834,191082.328125,200930,-5559.931640625,0.001,-0.02698373794555664,,
49640,329,10644.533069770001,4881,1607568,22.54,3.767545223236084,247103.765625,200933,-5597.9033203125,0.001,-0.7095865607261658,,
49644,329,10641.588367630002,4881,1607688,22.47,3.7859957218170166,354627.125,200948,-5763.2373046875,0.001,0.13070324063301086,,
49648,329,10637.01678397,4881,1607736,22.39,3.7917139530181885,278088.625,200954,-5926.75146484375,0.001,0.025912895798683167,,
49652,329,10638.82941047,4882,1607832,22.45,3.8003029823303223,245286.078125,200966,-5508.27490234375,0.001,-0.22114014625549316,,
49656,329,10644.635089970001,4882,1607904,22.41,3.806926727294922,138321.03125,200975,-5792.177734375,0.001,-0.6698470711708069,,
49660,329,10645.424154909999,4882,1608008,22.37,3.818627119064331,322127.84375,200988,-5974.79296875,0.001,-0.045115113258361816,,
49664,329,10644.6427132,4883,1608120,22.32,3.827360153198242,167991.125,201002,-5460.9404296875,0.001,0.1265929937362671,,
49668,329,10634.69552887,4883,1608200,22.51,3.831118583679199,241711.6875,201012,-5742.8740234375,0.001,-0.06997306644916534,,
49672,329,10636.64717406,4883,1608256,22.49,3.834320545196533,130324.0703125,201019,-5671.12255859375,0.001,0.2043963074684143,,
49676,329,10635.9994259,4884,1608360,22.4,3.834885597229004,259578.578125,201032,-5824.0673828125,0.001,-0.35314109921455383,,
49680,329,10635.379121650001,4884,1608440,22.4,3.8360798358917236,159135.609375,201042,-5394.75390625,0.001,0.2222912609577179,,
49684,329,10636.05630575,4884,1608512,22.42,3.836451530456543,189990.796875,201051,-5523.41796875,0.001,0.4738430082798004,,
49688,329,10633.8277923,4885,1608584,22.43,3.8343350887298584,72806.25,201060,-5818.13818359375,0.001,0.5905877947807312,,
49692,329,10637.96477485,4885,1608664,22.33,3.82798171043396,166938.5625,201070,-5927.255859375,0.001,0.0630221888422966,,
49696,329,10637.67062253,4885,1608736,22.15,3.824026107788086,152103.0625,201079,-5829.6064453125,0.001,-0.12796224653720856,,
49700,329,10638.010680739999,4885,1608856,22.1,3.8205947875976562,205896.75,201094,-5901.9033203125,0.001,0.3972390294075012,,
49704,329,10643.422568390002,4886,1608896,22.01,3.819901466369629,190745.5,201099,-5737.95751953125,0.001,0.09573877602815628,,
49708,329,10662.366475070003,4886,1609008,21.44,3.816450357437134,138448.03125,201113,-5552.0947265625,0.001,-0.10441811382770538,,
49712,329,10663.06810168,4886,1609096,21.52,3.8125789165496826,314934.5,201124,-5856.7744140625,0.001,0.0564877986907959,,
49716,329,10664.211915540001,4887,1609240,21.66,3.804967164993286,177238.28125,201142,-5834.4365234375,0.001,-0.2682388424873352,,
49720,329,10666.114807220001,4887,1609288,21.62,3.805081605911255,188157.890625,201148,-5698.7490234375,0.001,-0.24969102442264557,,
49724,329,10662.585181759998,4887,1609368,21.97,3.8059263229370117,146145.71875,201158,-5897.23291015625,0.001,0.2469101995229721,,
49728,329,10663.36652617,4887,1609448,21.85,3.80792498588562,235425.46875,201168,-5550.056640625,0.001,-0.13661959767341614,,
49732,329,10666.396713780001,4888,1609560,21.79,3.810852527618408,361720.09375,201182,-5599.42578125,0.001,-0.10568058490753174,,
49736,329,10867.58125802,4888,1609656,21.25,3.810746908187866,202494.265625,201194,-5763.8671875,0.001,-0.24018055200576782,,
49740,329,10867.10171533,4888,1609776,21.3,3.8107247352600098,187275.296875,201209,-5904.94873046875,0.001,-0.48688238859176636,,
49744,329,10866.940323069999,4889,1609880,21.46,3.813361883163452,188438.96875,201222,-5284.1708984375,0.001,0.3196074366569519,,
49748,329,10870.167710239999,4889,1609952,21.39,3.8166980743408203,435779.4375,201231,-5493.3408203125,0.001,-0.7468894720077515,,
49749,329,10870.167710239999,4889,1610000,21.39,3.821118116378784,334671.375,201237,-5569.01025390625,0.001,-0.4211062788963318,,
,,,,1610000,,,,,,,,21.0,10869.078159199998
49752,329,10868.207600849999,4890,1610080,21.47,3.8306658267974854,168668.96875,201247,-5217.4384765625,0.001,-0.22220392525196075,,
49756,329,10864.91497453,4890,1610144,21.61,3.83520770072937,332909.40625,201255,-5724.6533203125,0.001,-0.6471310257911682,,
49760,329,10865.074294129996,4890,1610248,21.53,3.8463456630706787,149088.0625,201268,-5635.884765625,0.001,-0.24125580489635468,,
49764,329,10861.84783394,4890,1610368,21.57,3.853266716003418,168286.34375,201283,-5498.63330078125,0.001,-0.09806815534830093,,
49768,329,10862.352057999999,4890,1610448,21.54,3.8564863204956055,220428.46875,201293,-5490.1962890625,0.001,-0.04017132520675659,,
49772,329,10448.24396032,4891,1610552,22.84,3.862285852432251,153903.96875,201306,-5902.953125,0.001,-0.40387168526649475,,
49776,329,10447.970306890002,4891,1610672,23.02,3.868201732635498,189055.8125,201321,-5502.53173828125,0.001,-0.37383124232292175,,
49780,329,10451.835229940003,4891,1610712,22.79,3.8714163303375244,182698.109375,201326,-5608.57275390625,0.001,-0.7471514344215393,,
49784,329,10453.46853836,4891,1610824,22.71,3.879472255706787,222581.0,201340,-5389.61669921875,0.001,-0.3606669306755066,,
49788,329,10454.425313310001,4891,1610896,22.72,3.8854897022247314,208975.28125,201349,-5083.82080078125,0.001,-0.7303603887557983,,
49792,329,10458.06961274,4892,1610984,22.94,3.894622802734375,160098.109375,201360,-5612.1689453125,0.001,-0.5943573713302612,,
49796,329,10459.432381730001,4892,1611072,23.08,3.9096603393554688,179862.71875,201371,-5430.4111328125,0.001,-0.06960509717464447,,
49800,329,10458.82769983,4892,1611168,23.06,3.9224908351898193,180730.5625,201383,-5459.763671875,0.001,-0.4524790644645691,,
49804,329,10457.39211947,4892,1611224,23.06,3.9300363063812256,183833.75,201390,-5451.05078125,0.001,-0.8199265599250793,,
49808,329,10451.70266247,4893,1611352,23.34,3.9543182849884033,237378.265625,201406,-5414.734375,0.001,-0.22450107336044312,,
49812,329,10452.693178040001,4893,1611440,23.33,3.9649789333343506,160123.5,201417,-5434.4521484375,0.001,-0.25594788789749146,,
49816,329,10452.81916534,4893,1611512,23.2,3.973869800567627,154265.40625,201426,-5771.7685546875,0.001,-0.7688721418380737,,
49820,329,10452.78693409,4893,1611576,23.1,3.982423782348633,208475.59375,201434,-5707.7197265625,0.001,0.35360515117645264,,
49824,329,10455.111565660001,4893,1611672,22.76,3.98820424079895,352100.46875,201446,-5406.1240234375,0.001,-0.045829083770513535,,
49828,329,10453.996818439999,4894,1611760,22.75,3.991382360458374,232537.9375,201457,-5455.6796875,0.001,0.18045833706855774,,
49832,329,10449.039254020001,4894,1611816,22.91,3.9931869506835938,235948.5,201464,-5775.62548828125,0.001,-0.05285137891769409,,
49836,329,10454.51262005,4894,1611920,22.74,3.993154764175415,151567.5625,201477,-5704.74609375,0.001,0.23715445399284363,,
49840,329,10453.25413262,4895,1611992,22.74,3.991408586502075,167264.9375,201486,-5603.28759765625,0.001,0.42257124185562134,,
49844,329,10450.02342943,4895,1612128,22.61,3.985659122467041,122626.53125,201503,-5270.0703125,0.001,0.07637761533260345,,
49848,329,10447.02193072,4895,1612232,22.69,3.9801907539367676,169015.296875,201516,-5549.3505859375,0.001,-0.20351547002792358,,
49852,329,10445.39030786,4895,1612312,22.83,3.9770100116729736,422402.28125,201526,-5564.60693359375,0.001,0.3723036050796509,,
49856,329,10447.53492271,4896,1612416,22.74,3.976752996444702,217649.125,201539,-5608.9443359375,0.001,0.24919015169143677,,
49860,329,10444.896351649999,4896,1612480,22.87,3.975121259689331,221754.9375,201547,-5444.9501953125,0.001,0.21842291951179504,,
49864,329,10442.06407649,4896,1612624,22.8,3.9747872352600098,164928.703125,201565,-5710.431640625,0.001,-0.4075741767883301,,
49868,329,10439.130970279999,4896,1612712,22.85,3.9767560958862305,310204.5625,201576,-5629.291015625,0.001,0.17197008430957794,,
49872,329,10861.779845840001,4897,1612816,21.42,3.9767849445343018,433245.75,201589,-5504.0126953125,0.001,-0.021563947200775146,,
49876,329,10863.380933549997,4897,1612896,21.43,3.9762215614318848,320731.1875,201599,-5851.1318359375,0.001,0.027322284877300262,,
49880,329,10863.590807949999,4898,1612984,21.41,3.9763948917388916,212291.59375,201610,-5482.384765625,0.001,-0.3022274374961853,,
49884,329,10860.164657309999,4898,1613088,21.47,3.976377248764038,124518.25,201623,-5368.7060546875,0.001,0.3852279782295227,,
49888,329,10724.44588167,4898,1613200,22.82,3.9741666316986084,124912.78125,201637,-5889.9521484375,0.001,0.2956553101539612,,
49892,329,10721.289627389999,4898,1613240,22.75,3.973379135131836,179447.6875,201642,-5610.30078125,0.001,-0.03620053082704544,,
49896,329,10709.796104259998,4899,1613368,22.89,3.9727025032043457,599112.375,201658,-5793.2431640625,0.001,-0.03827175498008728,,
49900,329,10707.912828620001,4899,1613416,22.93,3.972790241241455,265558.4375,201664,-5781.7666015625,0.001,0.4175618886947632,,
49904,329,10707.03401205,4899,1613512,22.81,3.966221809387207,228533.59375,201676,-5533.11376953125,0.001,0.641196608543396,,
49908,329,10711.16932942,4899,1613600,22.6,3.95686674118042,160290.40625,201687,-5221.53466796875,0.001,0.5282971858978271,,
49912,329,10706.054814469999,4899,1613656,22.45,3.945535898208618,229492.40625,201694,-5685.828125,0.001,0.7830550670623779,,
49916,329,10704.65433243,4900,1613784,22.53,3.923107624053955,185734.28125,201710,-5366.072265625,0.001,0.6167622804641724,,
49920,329,10701.76301284,4900,1613808,22.68,3.917539596557617,205184.546875,201713,-5812.0478515625,0.001,1.0504913330078125,,
49924,329,10702.82471232,4900,1613944,22.82,3.8861474990844727,122986.578125,201730,-5630.923828125,0.001,0.6134313344955444,,
49928,329,10705.39076781,4900,1614000,22.92,3.875849962234497,270387.625,201737,-5823.365234375,0.001,0.09345170855522156,,
49932,329,10713.17898759,4901,1614104,22.79,3.8540523052215576,189691.75,201750,-5802.990234375,0.001,0.2377743422985077,,
49936,329,10714.06627871,4901,1614168,22.79,3.838347911834717,139665.5,201758,-5536.6689453125,0.001,0.45097312331199646,,
49940,329,10715.20372946,4901,1614264,22.78,3.8160064220428467,293673.125,201770,-5436.8349609375,0.001,0.7735743522644043,,
49944,329,10717.83794152,4901,1614344,22.82,3.800999879837036,414045.21875,201780,-5426.61962890625,0.001,-0.05091176927089691,,
49948,329,10719.7998375,4901,1614432,22.76,3.78541898727417,185411.28125,201791,-5201.345703125,0.001,0.13407599925994873,,
49952,329,10722.984512150002,4901,1614512,22.59,3.7758123874664307,196021.125,201801,-5909.48046875,0.001,9.658187627792358e-05,,
49956,329,10722.876666940001,4902,1614664,22.53,3.7580442428588867,314601.25,201820,-5707.6259765625,0.001,-0.0033048689365386963,,
49960,329,10722.598909209999,4902,1614736,22.71,3.7533445358276367,172866.921875,201829,-5816.3125,0.001,-0.24032938480377197,,
49964,329,10727.645418950002,4902,1614832,22.83,3.7489140033721924,194610.0,201841,-5791.25,0.001,0.0012706182897090912,,
49968,329,10733.401181509998,4903,1614952,22.87,3.745481252670288,266828.375,201856,-5474.47900390625,0.001,-0.04476003348827362,,
49972,329,10733.864541809999,4903,1615016,22.79,3.7442455291748047,154955.21875,201864,-5870.9208984375,0.001,-0.3491794466972351,,
49976,329,10690.964282399998,4903,1615160,23.24,3.7438554763793945,370745.0,201882,-5460.4453125,0.001,-0.48575448989868164,,
49980,329,10689.354899589998,4903,1615200,23.39,3.7451248168945312,158559.3125,201887,-5629.576171875,0.001,-0.036057740449905396,,
49984,329,10689.16472735,4904,1615320,23.39,3.750945806503296,181676.28125,201902,-5973.83203125,0.001,-0.37049102783203125,,
49988,329,10822.107377819999,4904,1615392,22.15,3.75716495513916,176502.125,201911,-5236.66796875,0.001,0.1122722327709198,,
49992,329,10822.270571740002,4904,1615504,22.13,3.765024185180664,203923.859375,201925,-5502.66015625,0.001,0.1283015012741089,,
49996,329,10832.42645136,4905,1615624,22.13,3.771730661392212,177576.390625,201940,-5529.50439453125,0.001,-0.8156909346580505,,
50000,329,10835.74823368,4905,1615680,22.27,3.7751779556274414,536413.5625,201947,-5837.68359375,0.001,-0.09111388027667999,,
50004,329,10833.861342979997,4905,1615800,22.66,3.781461715698242,243148.25,201962,-5609.95361328125,0.001,0.23204608261585236,,
50008,329,10832.90186861,4906,1615880,22.74,3.7845239639282227,459091.25,201972,-5304.3955078125,0.001,-0.45239531993865967,,
50012,329,10833.83092898,4906,1615952,22.87,3.787395715713501,183761.71875,201981,-5045.57275390625,0.001,0.34667539596557617,,
50016,329,10835.426452409998,4906,1616032,22.8,3.78458833694458,371364.96875,201991,-5908.1103515625,0.001,0.24872881174087524,,
50020,329,10835.413676919998,4907,1616128,22.77,3.7807438373565674,157684.390625,202003,-5706.94287109375,0.001,0.020250171422958374,,
50024,329,10837.59000425,4907,1616192,22.65,3.7795374393463135,139521.6875,202011,-5636.04248046875,0.001,0.11650529503822327,,
50028,329,10833.357610099998,4907,1616288,22.5,3.7763309478759766,127882.15625,202023,-5953.5185546875,0.001,0.2542087435722351,,
50032,329,10828.935304980003,4907,1616392,22.65,3.7700390815734863,274524.8125,202036,-5604.263671875,0.001,0.545881450176239,,
50036,329,10829.59032203,4907,1616440,22.57,3.7663278579711914,174076.875,202042,-5482.84130859375,0.001,-0.033835068345069885,,
50040,329,10833.20401296,4908,1616560,22.61,3.7600936889648438,216920.9375,202057,-5366.5478515625,0.001,0.20775814354419708,,
50044,329,10834.657069039999,4908,1616704,22.45,3.753296136856079,258076.96875,202075,-5615.73828125,0.001,-0.3057402968406677,,
50048,329,10825.812871410002,4908,1616744,22.6,3.7517895698547363,161849.0625,202080,-5365.787109375,0.001,0.2856893539428711,,
50052,329,10815.319438510001,4909,1616872,22.89,3.741701602935791,211660.71875,202096,-5509.6416015625,0.001,0.3756031095981598,,
50056,329,10815.200861520001,4909,1617032,22.75,3.7274370193481445,131979.40625,202116,-5720.2578125,0.001,0.28404057025909424,,
50060,329,10818.01942679,4909,1617040,22.61,3.7252702713012695,182560.40625,202117,,0.001,,,
50064,329,10807.956145270002,4910,1617200,22.81,3.7065329551696777,156371.890625,202137,-5119.43505859375,0.001,0.8745824694633484,,
50068,329,10804.18118454,4910,1617328,23.07,3.6829588413238525,219506.328125,202153,-5405.3154296875,0.001,0.49831900000572205,,
50072,329,10576.35036024,4910,1617408,24.27,3.670858860015869,623321.8125,202163,-5546.5029296875,0.001,0.1790953427553177,,
50076,329,10618.90585206,4910,1617560,23.7,3.6469357013702393,292347.78125,202182,-5509.34033203125,0.001,0.6186859607696533,,
50080,329,10614.11509662,4911,1617632,23.96,3.6338236331939697,231183.09375,202191,-5402.2734375,0.001,0.18952694535255432,,
50084,329,10587.19369921,4911,1617712,24.32,3.617560625076294,113052.015625,202201,-5723.85546875,0.001,0.2833481729030609,,
50088,329,10590.83188004,4911,1617792,24.21,3.6053051948547363,196097.8125,202211,-5645.0068359375,0.001,0.5990967750549316,,
50092,329,10591.495209849998,4912,1617920,24.19,3.582733631134033,229147.15625,202227,-5724.3896484375,0.001,0.43621572852134705,,
50096,329,10592.16332158,4912,1618016,24.04,3.5634028911590576,164839.0,202239,-5767.548828125,0.001,-0.018731340765953064,,
50100,329,10590.885843719998,4912,1618072,23.87,3.550372838973999,161712.328125,202246,-5938.4384765625,0.001,0.38335615396499634,,
50104,329,10596.530813700001,4912,1618208,23.55,3.527620315551758,243076.234375,202263,-5927.1259765625,0.001,0.7179418206214905,,
50108,329,10594.89264244,4913,1618328,23.47,3.506601572036743,294658.4375,202278,-5601.7724609375,0.001,-0.03290374577045441,,
50112,329,10595.055482879998,4913,1618424,23.4,3.497554302215576,202642.171875,202290,-5505.505859375,0.001,-0.24396070837974548,,
50116,329,10587.782693710002,4913,1618536,23.79,3.4932403564453125,318874.4375,202304,-5346.21875,0.001,-0.06727737188339233,,
50120,329,10587.51653519,4913,1618624,23.82,3.4924280643463135,246605.46875,202315,-5962.2685546875,0.001,-0.41510409116744995,,
50124,329,10583.161130819999,4914,1618736,23.89,3.4944331645965576,247924.703125,202329,-5308.3876953125,0.001,0.44301363825798035,,
50128,329,10505.3784247,4914,1618816,25.12,3.495973825454712,197273.09375,202339,-5459.2998046875,0.001,-0.08274444937705994,,
50132,329,10506.43886309,4914,1618896,24.93,3.4984686374664307,197259.53125,202349,-5456.0458984375,0.001,0.18145081400871277,,
50136,329,10508.076981199998,4914,1619000,24.94,3.502866506576538,138286.78125,202362,-5406.3583984375,0.001,-0.3900953233242035,,
50140,329,10503.93928019,4915,1619128,25.01,3.5128960609436035,204543.53125,202378,-5517.56396484375,0.001,0.1615399420261383,,
50144,329,10505.00167173,4915,1619184,25.07,3.5150580406188965,179381.21875,202385,-5510.4599609375,0.001,0.4359244704246521,,
50148,329,10305.582186779999,4916,1619280,25.71,3.5182406902313232,293139.75,202397,-5350.740234375,0.001,-0.40616467595100403,,
50152,329,10313.94060968,4916,1619336,25.43,3.5209555625915527,198732.1875,202404,-5694.9365234375,0.001,-0.5027799606323242,,
50156,329,10316.02857735,4916,1619448,25.45,3.530580759048462,169665.09375,202418,-5610.3603515625,0.001,-0.013229399919509888,,
50160,329,10318.25093274,4916,1619560,25.38,3.5397820472717285,255034.03125,202432,-5764.650390625,0.001,-0.6386011838912964,,
50164,329,10328.63655391,4917,1619640,25.37,3.5477044582366943,127587.40625,202442,-5648.1201171875,0.001,-0.47256267070770264,,
50168,329,10330.81091373,4917,1619736,25.08,3.5578510761260986,365897.4375,202454,-5485.228515625,0.001,-0.07664209604263306,,
50172,329,10559.700559100002,4917,1619840,23.91,3.568916082382202,267983.1875,202467,-5428.7255859375,0.001,-0.5026339888572693,,
50176,329,10562.92846961,4917,1619920,23.95,3.5830390453338623,203523.046875,202477,-5600.1337890625,0.001,-0.3012998104095459,,
50178,329,10563.17698988,4918,1620000,23.82,3.593700885772705,201933.8125,202487,-5523.96337890625,0.001,0.272022545337677,,
,,,,1620000,,,,,,,,29.6,10550.768247
50180,329,10570.476030349999,4918,1620032,23.5,3.5967788696289062,221160.578125,202491,-5312.435546875,0.001,0.1524529904127121,,
50184,329,10594.570855670001,4918,1620128,23.94,3.60524320602417,198135.53125,202503,-5251.9189453125,0.001,-0.10494408011436462,,
50188,329,10597.76203839,4919,1620240,23.91,3.6133735179901123,450970.25,202517,-5725.8408203125,0.001,-0.6076818108558655,,
50192,329,10602.86299073,4919,1620352,23.95,3.6251609325408936,203953.1875,202531,-5682.3076171875,0.001,-0.21510322391986847,,
50196,329,10604.90887547,4919,1620424,24.02,3.6307356357574463,188114.53125,202540,-5301.83251953125,0.001,0.3875911831855774,,
50200,329,10605.53564888,4920,1620576,24.11,3.634641647338867,153351.515625,202559,-5690.68359375,0.001,-0.029229462146759033,,
50204,329,10604.46429784,4920,1620664,24.11,3.636106014251709,166956.828125,202570,-5687.81103515625,0.001,0.11565631628036499,,
50208,329,10606.521983769999,4920,1620768,24.11,3.6365091800689697,114930.25,202583,-5595.73046875,0.001,0.31612128019332886,,
