time/time_elapsed,train/critic_loss,train/ent_coef,train/n_updates,train/actor_loss,train/ent_coef_loss,time/fps,train/learning_rate,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
1,990.8666381835938,1.0026599168777466,30,71.54240417480469,-0.10894359648227692,163,0.0001,224,4,50.25,-97966.25
2,1233.1728515625,1.0064061880111694,74,98.64553833007812,-0.23103691637516022,143,0.0001,400,8,41.5,-97891.875
7,218.33157348632812,1.017214298248291,213,94.26133728027344,-0.38639727234840393,130,0.0001,956,12,61.25,-98071.875
10,237.67372131347656,1.0233186483383179,300,106.16480255126953,-0.5358530282974243,129,0.0001,1304,16,69.0625,-98157.65625
13,393.8967590332031,1.0327576398849487,422,120.42097473144531,-0.7306976318359375,128,0.0001,1792,20,75.25,-97682.875
16,608.6145629882812,1.0387660264968872,495,130.20457458496094,-0.8963368535041809,128,0.0001,2084,24,82.29166666666667,-97410.83333333333
19,589.3533935546875,1.0476734638214111,598,142.82290649414062,-1.0763962268829346,128,0.0001,2496,28,82.03571428571429,-97537.14285714286
23,784.3351440429688,1.0595747232437134,730,159.03375244140625,-1.3256456851959229,128,0.0001,3024,32,86.75,-97342.578125
26,394.32666015625,1.0674580335617065,814,169.95187377929688,-1.4862112998962402,128,0.0001,3360,36,90.80555555555556,-97495.90277777778
28,62.91407775878906,1.0750150680541992,893,180.3920440673828,-1.6559969186782837,128,0.0001,3676,40,86.5,-97543.0625
32,199.361328125,1.0861425399780273,1010,182.98959350585938,-1.517662763595581,128,0.0001,4144,44,88.9090909090909,-97388.03030302274
35,394.3859558105469,1.0937538146972656,1106,190.66168212890625,-1.5945249795913696,128,0.0001,4528,48,89.28571428571429,-97336.34353740817
38,414.0931091308594,1.1024194955825806,1213,202.48463439941406,-1.7366424798965454,128,0.0001,4956,52,91.32692307692308,-97369.05448717308
40,238.63226318359375,1.1072090864181519,1270,205.31231689453125,-1.6867961883544922,128,0.0001,5184,56,90.35714285714286,-97426.5327380893
44,414.08453369140625,1.118226170539856,1398,217.49407958984375,-2.013211727142334,128,0.0001,5696,60,91.36666666666666,-97158.28055555001
49,199.7946319580078,1.1341416835784912,1573,230.79759216308594,-2.3000707626342773,128,0.0001,6396,64,94.96875,-96939.01302082813
54,589.6273193359375,1.1483213901519775,1721,241.84336853027344,-2.418168544769287,128,0.0001,6988,68,101.1470588235294,-96935.2843137206
55,998.7113037109375,1.1531431674957275,1770,244.2098388671875,-2.4619300365448,128,0.0001,7184,72,98.33333333333333,-96988.94907406945
59,998.9116821289062,1.163921594619751,1878,254.88626098632812,-2.6024489402770996,128,0.0001,7616,76,96.61842105263158,-97049.92543859211
63,803.9940185546875,1.1764073371887207,2000,260.2349548339844,-2.6573970317840576,128,0.0001,8104,80,98.375,-97012.8041666625
66,219.6170654296875,1.188011646270752,2111,269.13848876953125,-2.9129433631896973,128,0.0001,8548,84,98.92857142857143,-97087.90873015477
70,394.8465576171875,1.200683832168579,2229,276.9622802734375,-3.236992359161377,128,0.0001,9020,88,100.8409090909091,-97056.64015151137
74,394.9307861328125,1.2163783311843872,2372,288.98284912109375,-3.455495834350586,128,0.0001,9592,92,100.29347826086956,-96996.26992753262
76,219.71084594726562,1.2242085933685303,2442,291.40069580078125,-3.6391634941101074,128,0.0001,9872,96,101.91666666666667,-96955.03211805208
81,239.1758270263672,1.2407993078231812,2588,299.3437194824219,-3.7360057830810547,128,0.0001,10456,100,101.77,-96904.93083333
83,434.1522521972656,1.2494158744812012,2662,303.1659851074219,-3.853973865509033,128,0.0001,10752,104,104.39,-96724.25083333
87,394.95947265625,1.2623087167739868,2771,312.22589111328125,-4.09621524810791,128,0.0001,11188,108,106.0,-96840.35083333001
90,434.2009582519531,1.273349642753601,2863,313.4827575683594,-3.9579217433929443,128,0.0001,11556,112,105.42,-96737.17583333001
95,1173.866943359375,1.293114185333252,3025,326.89117431640625,-4.396778106689453,127,0.0001,12204,116,108.17,-96763.97583333001
98,200.56716918945312,1.3052338361740112,3123,329.96734619140625,-4.592990875244141,127,0.0001,12596,120,109.27,-96778.72583333001
99,609.5921020507812,1.3102432489395142,3163,332.89044189453125,-4.572906017303467,127,0.0001,12756,124,107.35,-96861.70083333
102,415.1996765136719,1.320206642150879,3242,336.09722900390625,-4.473261833190918,127,0.0001,13072,128,105.99,-96848.10083333001
106,415.05157470703125,1.3390907049179077,3389,347.47802734375,-5.151444911956787,127,0.0001,13660,132,105.14,-97047.87583333
110,784.8563842773438,1.3547346591949463,3509,350.96337890625,-5.147881984710693,127,0.0001,14140,136,106.72,-97063.67583333001
112,415.0775146484375,1.3622337579727173,3566,354.9794921875,-5.182987213134766,127,0.0001,14368,140,108.0,-97076.47583333001
113,804.3795776367188,1.3679698705673218,3609,359.76385498046875,-5.385129451751709,127,0.0001,14540,144,105.63,-97264.0675
117,784.7902221679688,1.3857349157333374,3741,363.6688537597656,-5.85004997253418,127,0.0001,15068,148,105.9,-97366.7675
119,473.93524169921875,1.3926799297332764,3792,368.4826965332031,-5.953922748565674,127,0.0001,15272,152,104.36,-97447.9925
123,6.586596488952637,1.408268928527832,3906,374.01318359375,-6.293444633483887,127,0.0001,15728,156,105.64,-97362.2675
126,590.5519409179688,1.423753261566162,4017,374.29925537109375,-5.896427154541016,127,0.0001,16172,160,104.35,-97550.4075
130,26.23855209350586,1.441288709640503,4141,383.375,-5.986783027648926,128,0.0001,16668,164,104.35,-97436.9225
135,415.54864501953125,1.4641118049621582,4300,392.8171081542969,-6.5871429443359375,128,0.0001,17304,168,102.04,-97513.9725
138,396.09088134765625,1.4800500869750977,4409,395.044921875,-6.792492866516113,127,0.0001,17740,172,103.22,-97424.1975
