time/episodes,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,train/n_updates,rollout/ep_len_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef
376,1365496.25,11356.6162109375,-2589105.7093613204,0.0003,662,24234,164.48,146,97040,3.4161598682403564,120.96050262451172
380,1349557.125,14280.8486328125,-2648802.3314754497,0.0003,666,24370,167.07,146,97584,0.9456682205200195,121.65206909179688
384,1366764.25,11333.3076171875,-2688987.52330776,0.0003,668,24432,168.72,146,97832,-1.352286458015442,122.1769027709961
388,1342859.25,14039.8056640625,-2789246.6131586,0.0003,676,24679,172.96,146,98820,-0.15077058970928192,124.58858489990234
392,1339695.625,11380.08984375,-3339604.8574620695,0.0003,697,25492,197.76,146,102072,-2.3980634212493896,121.16820526123047
396,1346532.0,8682.1494140625,-3483780.128254469,0.0003,698,25540,205.05,146,102264,1.4354113340377808,121.25635528564453
400,1358001.5,8704.044921875,-3470316.4057725603,0.0003,699,25586,203.69,146,102448,1.6781331300735474,120.8489990234375
404,1357825.375,17872.453125,-3468724.4774407297,0.0003,701,25649,203.49,146,102700,-0.3371190130710602,120.2285385131836
408,1357525.0,15650.77734375,-3459466.404427,0.0003,703,25697,202.61,146,102892,2.175323963165283,120.24092102050781
412,1345689.5,10405.048828125,-3467789.7532737595,0.0003,705,25786,203.42,146,103248,-0.3398641347885132,120.44739532470703
416,1358455.5,13137.3671875,-3455178.3094885796,0.0003,706,25797,202.33,146,103292,3.6757946014404297,120.68223571777344
420,1345259.75,12688.404296875,-3421790.64429917,0.0003,706,25810,199.4,146,103344,2.6507022380828857,120.75845336914062
424,1362638.0,12414.02734375,-3351501.9283,0.0003,707,25823,193.66,146,103396,1.8919731378555298,120.75367736816406
428,1352414.75,8456.896484375,-3285577.478712159,0.0003,707,25849,188.58,146,103500,-2.7777762413024902,120.751708984375
432,1350447.625,8384.0576171875,-3261723.8815843505,0.0003,710,25927,186.8,146,103812,1.4177978038787842,121.74149322509766
436,1356587.625,8287.1884765625,-3266882.00021414,0.0003,711,25976,187.64,146,104008,-2.649703025817871,123.04557800292969
440,1343786.25,8464.4697265625,-3252708.4500618996,0.0003,712,26012,186.45,146,104152,0.008662700653076172,123.934326171875
444,1348387.75,10696.1376953125,-3241606.5174778197,0.0003,713,26029,185.49,146,104220,0.9140868186950684,124.3017349243164
448,1357210.125,8979.5322265625,-3164181.60754911,0.0003,713,26044,179.78,146,104280,-2.3733625411987305,124.61211395263672
452,1359253.625,13017.556640625,-2663908.2386413296,0.0003,714,26062,150.49,146,104352,1.1469972133636475,124.83304595947266
456,1349475.625,8155.47509765625,-2365471.74207992,0.0003,714,26078,134.34,146,104416,1.1117544174194336,125.01628112792969
460,1353311.75,10878.94921875,-2266594.5308018797,0.0003,715,26106,129.08,146,104528,-1.0328272581100464,125.49421691894531
464,1345433.25,12510.244140625,-1926011.5529009297,0.0003,717,26176,111.05,146,104808,-1.5602619647979736,126.44989776611328
468,1338971.75,10457.3720703125,-1736828.5459943698,0.0003,718,26190,101.1,146,104864,-1.8575410842895508,126.74296569824219
472,1343629.5,10408.0224609375,-1638167.4919175499,0.0003,718,26203,95.62,146,104916,-5.524252891540527,127.010986328125
476,1334961.0,12197.12890625,-1345205.3341794198,0.0003,718,26220,81.26,146,104984,-3.6906380653381348,127.51776123046875
480,1321786.875,9500.6435546875,-1261796.3572319997,0.0003,719,26246,76.6,146,105088,-2.785414934158325,128.12916564941406
484,1331123.25,13328.5966796875,-1210361.1510657202,0.0003,720,26260,73.8,145,105144,-3.427798271179199,128.43739318847656
488,1325871.75,12520.8740234375,-1079770.9162115501,0.0003,720,26283,66.74,145,105236,1.5124716758728027,129.0071258544922
492,1333295.125,10628.560546875,-524192.12251285004,0.0003,721,26310,41.54,145,105344,0.1015353798866272,129.65359497070312
496,1333419.75,13052.970703125,-350049.85253583,0.0003,722,26338,31.84,145,105456,-3.1117944717407227,130.412841796875
500,1339565.75,10188.8427734375,-347812.9213044499,0.0003,723,26373,31.7,145,105596,-2.445671558380127,131.77525329589844
504,1346467.0,14197.939453125,-341477.1936653599,0.0003,723,26393,31.29,145,105676,-3.5833663940429688,132.5277099609375
508,1336746.75,10814.0185546875,-340685.99191865994,0.0003,724,26418,31.28,145,105776,-0.4691712260246277,133.31503295898438
512,1340020.375,11067.53515625,-283320.82198901003,0.0003,725,26439,26.37,145,105860,0.8186609745025635,133.8826446533203
516,1351456.375,10740.595703125,-268405.48900892003,0.0003,725,26447,25.42,145,105892,-2.912959575653076,134.12596130371094
520,1338664.75,8571.275390625,-273011.53627548,0.0003,726,26475,25.97,145,106004,-3.026414394378662,135.3356170654297
524,1328213.5,8123.69140625,-272888.87298850005,0.0003,726,26484,25.97,145,106040,-0.6592573523521423,135.74026489257812
528,1316003.5,13268.9775390625,-276579.94002521003,0.0003,727,26494,26.56,145,106080,-1.6381385326385498,136.132568359375
532,1314387.5,13025.4482421875,-268077.0950561,0.0003,727,26512,25.73,145,106152,-0.08651143312454224,137.04103088378906
536,1328391.0,8443.953125,-229074.73062120003,0.0003,728,26538,22.05,145,106256,0.7137190699577332,138.28298950195312
540,1347356.0,10526.8525390625,-228288.39660138998,0.0003,728,26551,22.0,145,106308,-3.337617874145508,138.92254638671875
544,1318858.5,10102.0693359375,-229317.18377261996,0.0003,729,26586,22.07,145,106448,1.494022011756897,140.59275817871094
548,1332686.625,10906.0810546875,-221611.11598505,0.0003,730,26619,21.81,145,106580,-0.45673108100891113,141.8901824951172
552,1334713.375,8415.0537109375,-218377.15850348,0.0003,731,26641,21.57,145,106668,-4.290122032165527,142.5674285888672
556,1314232.5,8732.92578125,-219105.94564270996,0.0003,731,26662,21.84,145,106752,-2.886990785598755,143.38082885742188
560,1300623.25,9675.8349609375,-223731.59327322998,0.0003,732,26683,22.46,145,106836,1.8492473363876343,144.23001098632812
564,1317193.0,10390.84375,-221382.64700238,0.0003,733,26709,22.88,145,106940,-4.52841854095459,145.30404663085938
568,1338673.0,12254.724609375,-224931.42746945005,0.0003,734,26738,23.67,145,107056,-4.4166059494018555,146.60458374023438
572,1340724.25,13328.6142578125,-215166.58390005,0.0003,734,26748,23.27,145,107096,-2.2262990474700928,147.02870178222656
576,1321156.75,14718.7060546875,-199039.38386156998,0.0003,734,26755,21.64,145,107124,0.5794296264648438,147.31768798828125
580,1329907.25,10306.2607421875,-196283.58913933995,0.0003,735,26774,21.42,145,107200,-2.8998427391052246,148.0526123046875
584,1317729.875,15240.3935546875,-199914.99986404003,0.0003,736,26825,22.38,145,107404,-1.052304983139038,150.14599609375
588,1316209.25,17267.55078125,-205871.4205885,0.0003,737,26842,23.7,145,107472,-3.231079578399658,151.0189666748047
592,1310014.875,8149.30126953125,-193251.99182936002,0.0003,738,26885,22.57,145,107644,-1.970757246017456,153.64454650878906
596,1307464.0,13076.3447265625,-190190.51047518998,0.0003,739,26916,22.63,145,107768,-2.1697182655334473,155.33917236328125
600,1317920.75,10904.8486328125,-192551.54520746003,0.0003,740,26941,23.71,145,107868,-0.9843491315841675,156.63845825195312
604,1329400.25,8503.7216796875,-189317.84947063,0.0003,741,26993,23.78,145,108076,-2.231274366378784,159.4871368408203
608,1309116.5,14851.177734375,-191075.92299082,0.0003,742,27013,24.39,145,108156,-2.5628955364227295,160.47702026367188
612,1301176.75,8032.53125,-193119.45921128997,0.0003,743,27057,25.35,145,108332,-1.9212844371795654,162.66493225097656
616,1318500.0,9787.4443359375,-191715.13961651002,0.0003,744,27075,25.78,145,108404,-1.1902484893798828,163.50759887695312
620,1315391.0,14962.5986328125,-187877.68674106,0.0003,744,27103,25.65,145,108516,-2.3135666847229004,164.89895629882812
624,1315978.375,10774.3740234375,-190696.33827048997,0.0003,745,27120,26.66,145,108584,-2.367201566696167,165.8310546875
628,1319505.75,14599.458984375,-179979.78835645996,0.0003,745,27135,25.55,145,108644,-5.042942523956299,166.54608154296875
632,1312492.25,10433.8388671875,-178515.09469376,0.0003,746,27172,25.61,145,108792,-1.1344698667526245,168.4320831298828
636,1298900.75,9800.5869140625,-182650.72106339002,0.0003,747,27200,26.89,145,108904,-3.4503684043884277,169.74403381347656
640,1315014.25,13038.2763671875,-178523.41804487002,0.0003,748,27234,26.79,145,109040,-2.947554588317871,171.37066650390625
644,1286533.0,10564.236328125,-176748.68059751004,0.0003,749,27256,27.26,145,109128,1.1261656284332275,172.31520080566406
648,1318580.0,11058.166015625,-176624.15432097003,0.0003,750,27290,27.8,145,109264,-3.711252212524414,173.393798828125
652,1317907.25,12509.2744140625,-177825.65758513,0.0003,751,27319,28.76,145,109380,0.08330938220024109,174.40101623535156
656,1294777.625,10232.0341796875,-175955.74239578994,0.0003,752,27340,28.65,145,109464,-5.913018226623535,175.02593994140625
660,1293479.75,11955.9345703125,-171437.96220395996,0.0003,753,27369,28.37,145,109580,-0.2987167537212372,175.83651733398438
664,1300405.75,14604.9775390625,-163982.41227405,0.0003,753,27399,27.41,145,109700,-0.7537627220153809,176.78054809570312
668,1320318.5,10969.8291015625,-164108.44263857,0.0003,754,27424,27.97,145,109800,-1.0305895805358887,177.88572692871094
672,1302028.625,17537.177734375,-160756.82319424,0.0003,755,27439,27.43,145,109860,-4.772482872009277,178.62002563476562
676,1311908.125,10785.4453125,-160603.18987269996,0.0003,755,27453,27.89,145,109916,-1.4648898839950562,179.37454223632812
680,1298550.75,8331.349609375,-160488.96070245001,0.0003,756,27494,28.23,145,110080,-3.5483498573303223,181.36013793945312
684,1287659.0,12584.146484375,-165804.67330779997,0.0003,758,27546,29.65,145,110288,-2.7411866188049316,183.52622985839844
688,1299340.75,12289.224609375,-162804.08723162,0.0003,760,27623,29.69,145,110596,-3.3396334648132324,186.34915161132812
692,1304781.875,13265.4111328125,-167976.72279062,0.0003,761,27673,31.15,145,110796,-3.716343879699707,188.10809326171875
696,1296224.25,11885.642578125,-176692.4566679,0.0003,762,27712,32.21,145,110952,0.016348302364349365,189.87310791015625
700,1289323.625,10471.923828125,-177529.66482282,0.0003,765,27819,33.21,145,111380,-2.350872755050659,194.31068420410156
704,1294319.875,10901.244140625,-179037.66253772995,0.0003,768,27915,35.02,145,111764,-2.5853872299194336,197.3749542236328
708,1268380.0,10807.6025390625,-181281.96353988,0.0003,770,27970,37.25,145,111984,-0.4127984642982483,198.40394592285156
712,1269289.75,14134.8525390625,-181612.76012171002,0.0003,772,28023,37.5,145,112196,-0.03449368476867676,199.7121124267578
716,1282658.75,11793.275390625,-193217.64605915002,0.0003,778,28249,43.0,145,113100,-1.9855782985687256,207.81613159179688
720,1264308.0,14626.1220703125,-250291.16270175998,0.0003,789,28647,55.54,145,114692,-0.8270257115364075,217.74581909179688
724,1211171.875,16771.966796875,-722928.6034180701,0.0003,815,29647,88.76,145,118692,0.3372771143913269,202.56309509277344
728,1158385.625,10088.9775390625,-1310454.3779433998,0.0003,842,30647,128.33,145,122692,1.8122143745422363,195.2770538330078
732,1107532.125,7703.2802734375,-1734890.0926388502,0.0003,869,31647,167.8,145,126692,-1.4342621564865112,194.16006469726562
736,1077081.5,7486.833984375,-1884423.5580994699,0.0003,886,32245,186.3,145,129084,0.295507550239563,194.05502319335938
740,1076990.25,9423.9423828125,-1949618.64078077,0.0003,891,32452,197.26,145,129912,-0.945019006729126,194.78955078125
744,1073342.625,15017.287109375,-2044045.1241747597,0.0003,896,32603,211.11,145,130516,0.10304117202758789,194.68536376953125
748,1078844.125,11520.1357421875,-2074046.5619185,0.0003,899,32734,216.51,145,131040,-4.571226596832275,195.3863067626953
752,1044151.4375,9094.49609375,-2085937.5210303501,0.0003,902,32807,218.42,145,131332,1.7697415351867676,195.2766876220703
756,1029758.6875,10940.259765625,-2095688.82009461,0.0003,905,32915,221.84,145,131764,-0.9787724614143372,195.993408203125
760,1027819.75,10701.5078125,-2099037.06149013,0.0003,906,32971,223.85,145,131988,0.7133951187133789,196.2405548095703
764,1028360.75,12690.6005859375,-2101866.37406631,0.0003,908,33036,225.76,145,132248,-1.5197862386703491,196.76791381835938
768,1038615.75,9485.150390625,-2098715.4294955,0.0003,909,33074,225.55,145,132400,-2.1820507049560547,196.83030700683594
772,1050648.125,8735.9931640625,-2099371.49603603,0.0003,911,33137,226.31,145,132652,-0.8800194263458252,197.5399169921875
776,1042613.375,11018.0771484375,-2099817.0328107197,0.0003,912,33174,227.39,145,132800,0.625187337398529,197.7825164794922
780,1026171.25,12437.015625,-2101494.2109941,0.0003,913,33213,229.16,145,132956,2.7415080070495605,197.9777374267578
784,1010467.375,8712.6806640625,-2092966.5201513001,0.0003,915,33272,228.26,145,133192,1.9724338054656982,198.81298828125
788,1039191.5,8911.6455078125,-2091178.2022192897,0.0003,916,33317,228.43,145,133372,-0.8400171399116516,199.3528594970703
792,1036753.5,7105.64892578125,-2082719.26654036,0.0003,917,33348,227.58,145,133496,0.4883529543876648,200.16163635253906
796,1042633.5625,8754.39453125,-2071855.38012968,0.0003,918,33378,226.71,145,133616,-2.251927614212036,200.70611572265625
800,1045260.0,9219.1845703125,-2065437.4979823201,0.0003,919,33429,225.72,145,133820,0.5868452191352844,202.0919952392578
804,1019126.375,9090.263671875,-2058714.68957152,0.0003,921,33476,224.34,145,134008,-1.8034946918487549,203.13726806640625
808,1032464.25,8728.0732421875,-2053649.4014338597,0.0003,921,33503,222.54,145,134116,-2.488434314727783,204.00497436523438
812,1015746.125,11945.130859375,-2049857.11719952,0.0003,922,33528,221.57,145,134216,2.4103918075561523,204.57638549804688
816,1007315.375,6798.79736328125,-2036970.9390837199,0.0003,923,33564,216.21,145,134360,-1.2581331729888916,205.0312957763672
820,1019184.375,8177.39306640625,-1979262.41797035,0.0003,924,33599,204.29,145,134500,1.4256799221038818,205.61520385742188
824,1019749.25,7059.56640625,-1504192.14470617,0.0003,925,33630,171.12,145,134624,2.7128286361694336,205.82748413085938
828,994863.375,10580.3251953125,-916335.6715824001,0.0003,926,33668,132.59,145,134776,-0.6822700500488281,205.8527069091797
832,1012639.75,9830.3291015625,-491354.10139744,0.0003,927,33685,93.69,145,134844,0.16896969079971313,205.9637451171875
836,1005850.5,8140.25390625,-335448.33853277,0.0003,928,33710,73.98,145,134944,-1.621100664138794,206.0630645751953
840,1020520.875,8871.1650390625,-248704.30568226005,0.0003,929,33748,61.13,145,135096,-1.9697511196136475,206.70785522460938
844,1008722.75,9484.3720703125,-175051.5898677,0.0003,930,33785,50.26,145,135244,-0.9847831726074219,206.97523498535156
848,994012.1875,9648.9873046875,-140128.08562890004,0.0003,930,33807,44.41,145,135332,0.374703973531723,207.2760772705078
852,1011847.0,7200.1953125,-125567.72401155999,0.0003,931,33831,41.82,145,135428,-1.1195769309997559,207.7985076904297
856,994007.875,8782.0439453125,-114775.60436946001,0.0003,932,33860,38.98,145,135544,1.4563188552856445,208.35800170898438
860,1007812.625,8910.251953125,-111108.65577566,0.0003,933,33884,37.53,145,135640,-1.092947244644165,208.79241943359375
864,1020786.875,6891.04443359375,-104758.56746681001,0.0003,933,33896,34.82,145,135688,-3.640150547027588,209.0774383544922
868,1003889.125,9659.5791015625,-103710.06854054,0.0003,934,33922,34.03,145,135792,-0.9301940202713013,209.8489227294922
872,1010836.5,10352.162109375,-103651.71364270998,0.0003,934,33948,34.08,145,135896,-0.6497621536254883,210.54310607910156
876,984985.375,9939.2978515625,-103006.47654622998,0.0003,935,33986,33.46,145,136048,1.4638837575912476,211.16859436035156
880,1011477.0,12018.5458984375,-100924.33142982,0.0003,936,33997,31.69,145,136092,-2.3231279850006104,211.4842987060547
884,1003592.0625,9552.87109375,-99811.4625701,0.0003,937,34030,30.75,145,136224,-0.8534169793128967,212.70834350585938
888,1009109.5,6927.29052734375,-98248.79299410999,0.0003,937,34049,29.96,145,136300,0.614220380783081,213.33221435546875
892,1013213.375,13163.6240234375,-97092.95994774999,0.0003,939,34088,28.88,145,136456,-1.950855016708374,215.08753967285156
896,1001089.75,8603.3583984375,-97779.90913155001,0.0003,939,34109,29.59,145,136540,0.6762217283248901,215.84710693359375
900,991258.0,7805.12353515625,-96447.66365681001,0.0003,940,34139,28.54,145,136660,-1.1144084930419922,216.88792419433594
