time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/n_updates,train/policy_objective,train/learning_rate,train/std,train/explained_variance,train/kl_divergence_loss,train/is_line_search_success,train/value_loss
507904,-97181.04166665999,244,2075,454.57,31,30,0.018086764961481094,0.0001,0.9166679382324219,-1.1920928955078125e-07,0.005553431808948517,1.0,105029830.23818359
524288,-97101.02916666001,244,2141,468.6,32,31,0.012360643595457077,0.0001,0.9162482023239136,0.0,0.004904032684862614,1.0,105260431.2269043
540672,-98239.955,244,2208,482.95,33,32,0.01787165179848671,0.0001,0.9133529663085938,-1.1920928955078125e-07,0.006784696131944656,1.0,87360184.08763428
557056,-98588.93,244,2276,446.54,34,33,0.02078668400645256,0.0001,0.9081220030784607,0.0,0.006865079514682293,1.0,99739329.59633788
573440,-96985.02,244,2342,447.35,35,34,0.018791820853948593,0.0001,0.909522294998169,0.0,0.007424286566674709,1.0,117208140.0633789
589824,-92980.13194444001,244,2408,496.27,36,35,0.016436059027910233,0.0001,0.9089629054069519,1.1920928955078125e-07,0.0066908132284879684,1.0,88076687.58348389
606208,-88895.68194444,244,2475,540.07,37,36,0.015068908222019672,0.0001,0.9136958122253418,5.960464477539063e-08,0.005956453736871481,1.0,61805606.5629303
622592,-90090.65694444001,244,2542,552.0,38,37,0.01524996105581522,0.0001,0.9096876978874207,1.1920928955078125e-07,0.005957993678748608,1.0,82276347.44309083
638976,-92173.785,244,2609,503.69,39,38,0.014408448711037636,0.0001,0.905246376991272,1.1920928955078125e-07,0.0060605742037296295,1.0,85003420.06794433
655360,-92418.8475,244,2676,532.87,40,39,0.019732579588890076,0.0001,0.9074257612228394,-4.172325134277344e-06,0.007366390433162451,1.0,96456649.11552735
671744,-92918.935,244,2743,563.38,41,40,0.01508640218526125,0.0001,0.9107250571250916,0.0,0.005602972581982613,1.0,58844305.127636716
688128,-93567.2475,244,2810,579.37,42,41,0.017025550827383995,0.0001,0.9078185558319092,0.0,0.005958676338195801,1.0,73308513.13995972
704512,-95851.8375,244,2877,558.16,43,42,0.010634912177920341,0.0001,0.9073508977890015,1.4841556549072266e-05,0.006788957864046097,1.0,78693425.15352783
720896,-92696.72916666999,244,2945,570.39,44,43,0.015590544790029526,0.0001,0.9094518423080444,0.00010520219802856445,0.006896724458783865,1.0,87989583.25
737280,-93045.39166667,244,3013,581.45,45,44,0.016391407698392868,0.0001,0.9076792001724243,0.00014597177505493164,0.00635483767837286,1.0,70388223.66210327
753664,-90499.025,244,3079,599.48,46,45,0.012867579236626625,0.0001,0.9060893058776855,1.5914440155029297e-05,0.005984341260045767,1.0,64515528.73901062
770048,-85125.83055556,244,3144,654.51,47,46,0.019760645925998688,0.0001,0.8959569931030273,1.1026859283447266e-05,0.0058863405138254166,1.0,55830955.7613739
786432,-78494.38194445,244,3210,683.84,48,47,0.01261846162378788,0.0001,0.897034764289856,-4.279613494873047e-05,0.004047333262860775,1.0,50038122.98139038
802816,-73229.82638889,244,3277,708.03,49,48,0.019061317667365074,0.0001,0.8928707838058472,-3.075599670410156e-05,0.005690605845302343,1.0,38168319.68025818
819200,-71552.39444445,244,3344,721.47,50,49,0.017183786258101463,0.0001,0.8893529772758484,1.7881393432617188e-06,0.0054616606794297695,1.0,41102040.27667389
835584,-68052.02361112,244,3411,726.65,51,50,0.012636065483093262,0.0001,0.8917900919914246,0.0001475214958190918,0.006005673669278622,1.0,52875821.90485535
851968,-76254.96527778,244,3479,702.98,52,51,0.013578580692410469,0.0001,0.8882946372032166,0.0006693005561828613,0.006133708171546459,1.0,41024235.45289154
868352,-79653.21805555999,244,3546,690.87,53,52,0.016554810106754303,0.0001,0.885135293006897,0.0006477236747741699,0.005152983590960503,1.0,70228612.28693238
884736,-80697.4,244,3613,699.45,54,53,0.014668289572000504,0.0001,0.8856043815612793,-0.00011038780212402344,0.005912560969591141,1.0,49861650.03924866
901120,-81100.09861111,244,3679,714.92,55,54,0.017139844596385956,0.0001,0.8851258158683777,1.3470649719238281e-05,0.0057271309196949005,1.0,46677400.09972534
917504,-77139.67361111,244,3747,718.45,56,55,0.016732752323150635,0.0001,0.8869054317474365,0.00025790929794311523,0.006038818508386612,1.0,46863810.51226654
933888,-75403.78611111,244,3814,737.37,57,56,0.01565438322722912,0.0001,0.8849419355392456,0.0019655227661132812,0.004334866069257259,1.0,49742753.48258362
950272,-73616.18916667001,244,3881,737.59,58,57,0.014632090926170349,0.0001,0.8849617838859558,0.001626729965209961,0.006216820329427719,1.0,44017226.0169281
966656,-70889.96666667,244,3948,754.43,59,58,0.006887504830956459,0.0001,0.8824847936630249,0.0022826194763183594,0.006406713277101517,1.0,46799608.4541626
983040,-63103.39444445,244,4014,767.88,60,59,0.010623437352478504,0.0001,0.878719687461853,0.0036804676055908203,0.0058662984520196915,1.0,29471488.27074585
999424,-60440.765277779996,244,4080,787.24,61,60,0.012332415208220482,0.0001,0.8794112205505371,0.006677031517028809,0.005779953673481941,1.0,29616350.219734192
1015808,-56682.79166667,245,4145,798.35,62,61,0.017209529876708984,0.0001,0.8810553550720215,0.007611274719238281,0.005772700533270836,1.0,29580835.024665833
1032192,-59261.077222219996,245,4212,783.9,63,62,0.01854563131928444,0.0001,0.88774573802948,0.008481264114379883,0.006080280058085918,1.0,29666533.502378844
1048576,-62878.15777778,245,4278,752.62,64,63,0.010860311798751354,0.0001,0.8842570781707764,0.007439911365509033,0.005897934548556805,1.0,61568220.521698
1064960,-67375.91055556,245,4345,741.69,65,64,0.01210917066782713,0.0001,0.8789119720458984,0.005705356597900391,0.005499891936779022,1.0,46918648.29089661
1081344,-70383.55361111001,245,4412,707.55,66,65,0.017056116834282875,0.0001,0.8748147487640381,0.00646209716796875,0.005553345195949078,1.0,43972131.22394867
1097728,-70072.52361111,245,4478,688.73,67,66,0.01831733249127865,0.0001,0.8703834414482117,0.006756961345672607,0.005890193860977888,1.0,43857629.60392761
1114112,-65861.7125,245,4542,697.03,68,67,0.015562591142952442,0.0001,0.8702707290649414,0.00796818733215332,0.005866072606295347,1.0,55876251.95961914
1130496,-67901.21805555,245,4608,713.76,69,68,0.015772946178913116,0.0001,0.8700594305992126,0.006160736083984375,0.0054526119492948055,1.0,38229515.230328366
1146880,-66333.08055555,245,4674,733.49,70,69,0.013701754622161388,0.0001,0.8730131387710571,0.006973087787628174,0.005856995936483145,1.0,49704521.49479675
1163264,-66565.41944443999,245,4741,763.57,71,70,0.011755591258406639,0.0001,0.8725078105926514,0.00774228572845459,0.0061093587428331375,1.0,35206811.28076172
1179648,-66345.79305555,245,4807,776.15,72,71,0.01690942607820034,0.0001,0.8650567531585693,0.008597254753112793,0.0067186253145337105,1.0,40949884.013096616
1196032,-65287.176388880005,245,4874,777.37,73,72,0.016165951266884804,0.0001,0.8641220927238464,0.007780909538269043,0.005174471065402031,1.0,41124239.67740174
1212416,-64011.84027777,245,4940,762.98,74,73,0.009330151602625847,0.0001,0.8655838966369629,0.0035395026206970215,0.004787120036780834,1.0,32325963.65045471
1228800,-66215.44444444001,245,5007,734.0,75,74,0.020092369988560677,0.0001,0.861286997795105,0.002939462661743164,0.00677028251811862,1.0,47008066.72337341
1245184,-65407.81944444001,245,5074,727.55,76,75,0.01524074375629425,0.0001,0.8615909814834595,0.0015197992324829102,0.007075126748532057,1.0,46490467.91302185
1261568,-67056.84583333001,245,5140,727.9,77,76,0.0191524438560009,0.0001,0.8563413619995117,0.002360105514526367,0.006774823181331158,1.0,43900865.891226195
1277952,-67969.66805555,245,5206,724.96,78,77,0.01772649772465229,0.0001,0.8644719123840332,0.0036206841468811035,0.006954208016395569,1.0,38230512.008901976
1294336,-66341.55138889,245,5272,732.69,79,78,0.015988554805517197,0.0001,0.8671934008598328,0.0039598941802978516,0.004945175256580114,1.0,44151634.59511719
1310720,-59478.90277777,245,5338,775.68,80,79,0.018241185694932938,0.0001,0.8692600131034851,0.004428684711456299,0.005822032690048218,1.0,38123711.907513425
1327104,-57801.65833333001,245,5405,796.88,81,80,0.009724199771881104,0.0001,0.8698891401290894,0.010106325149536133,0.005588201340287924,1.0,15019775.41643219
1343488,-59990.87361111,245,5471,784.03,82,81,0.016290532425045967,0.0001,0.870678186416626,0.009955048561096191,0.0065188659355044365,1.0,32171389.34567871
1359872,-57199.61805556,245,5536,788.16,83,82,0.01687450334429741,0.0001,0.869952380657196,0.006994962692260742,0.006976481061428785,1.0,46857403.49171753
1376256,-54269.58888889,245,5602,822.84,84,83,0.011648296378552914,0.0001,0.8664692640304565,0.009834349155426025,0.005274559371173382,1.0,35245398.49888001
1392640,-52854.179166669994,245,5668,822.28,85,84,0.01790938526391983,0.0001,0.8648292422294617,0.012547016143798828,0.00628551235422492,1.0,26455392.43404541
1409024,-47441.59722222001,245,5734,824.74,86,85,0.010280352085828781,0.0001,0.8640929460525513,-0.0059185028076171875,0.0073036677204072475,1.0,9093896.051031495
1425408,-43067.45,245,5800,833.16,87,86,0.015849383547902107,0.0001,0.8613459467887878,-0.005639314651489258,0.006650449708104134,1.0,14913274.02375183
1441792,-40558.0,245,5865,846.04,88,87,0.01600097492337227,0.0001,0.8621549606323242,0.0059136152267456055,0.007524002343416214,1.0,32406839.045639038
1458176,-36733.43611111,245,5931,855.2,89,88,0.014526787213981152,0.0001,0.8576555252075195,0.0052228569984436035,0.0063486164435744286,1.0,29576267.781057738
1474560,-42850.616666669994,245,5998,834.41,90,89,0.013352669775485992,0.0001,0.85732501745224,0.005672872066497803,0.006372146308422089,1.0,11906361.234222412
1490944,-49824.50277778,245,6062,795.13,91,90,0.010341348126530647,0.0001,0.8570072054862976,0.006533026695251465,0.006982584949582815,1.0,35031180.00215759
1507328,-44535.58611111,245,6129,822.74,92,91,0.01669314131140709,0.0001,0.855158805847168,0.0066512227058410645,0.00686243362724781,1.0,40628015.279937744
1523712,-42789.97777776999,245,6195,841.43,93,92,0.017110221087932587,0.0001,0.8505398631095886,0.010558605194091797,0.006532780826091766,1.0,11877408.172341157
1540096,-46357.37499999001,245,6261,833.52,94,93,0.015404552221298218,0.0001,0.8510206937789917,0.008532345294952393,0.006325182504951954,1.0,20609801.141534425
1556480,-44646.872222210004,246,6326,823.0,95,94,0.008969311602413654,0.0001,0.8484395742416382,0.00976473093032837,0.004116819705814123,1.0,23611929.05378418
1572864,-38372.20138888,246,6393,857.85,96,95,0.016896558925509453,0.0001,0.8461841344833374,0.01041179895401001,0.007461530156433582,1.0,35107033.21677093
1589248,-36953.22916666,246,6459,866.73,97,96,0.014716957695782185,0.0001,0.8482586145401001,0.00874018669128418,0.006599191576242447,1.0,6056881.166816711
1605632,-36075.333333329996,246,6525,862.38,98,97,0.019550370052456856,0.0001,0.8547197580337524,0.008215844631195068,0.0067063262686133385,1.0,11858336.997168731
1622016,-42074.04861111,246,6592,806.52,99,98,0.017942849546670914,0.0001,0.8555874824523926,0.006846427917480469,0.00779435969889164,1.0,20608882.052449036
1638400,-45244.77638889,246,6660,795.02,100,99,0.017394501715898514,0.0001,0.8520911931991577,0.009994268417358398,0.008219422772526741,1.0,46583681.84970703
1654784,-49848.18888889,245,6727,761.4,101,100,0.019410600885748863,0.0001,0.8506169319152832,0.0059912800788879395,0.007627380546182394,1.0,37783241.73778687
1671168,-46896.575,245,6796,771.66,102,101,0.014534436166286469,0.0001,0.8517675399780273,0.005247950553894043,0.007257846649736166,1.0,17572765.747288514
1687552,-52843.725,245,6865,728.03,103,102,0.014484114944934845,0.0001,0.8490318059921265,0.007116973400115967,0.00767270103096962,1.0,5836658.281357574
1703936,-43895.15,245,6933,784.27,104,103,0.014342108741402626,0.0001,0.8470444679260254,0.0036737918853759766,0.00807795487344265,1.0,49271543.66860352
1720320,-39291.275,245,7001,801.82,105,104,0.010352454148232937,0.0001,0.8431465029716492,0.0016437172889709473,0.005535070784389973,1.0,11604773.626623536
1736704,-34899.5,245,7070,836.31,106,105,0.006278332322835922,0.0001,0.8440644145011902,0.006622493267059326,0.0066715143620967865,1.0,11662450.817530822
1753088,-35890.3,245,7138,822.53,107,106,0.019297052174806595,0.0001,0.8465807437896729,-3.5442142486572266,0.007617052644491196,1.0,12222.154841804504
1769472,-28545.7125,245,7206,898.7,108,107,0.017961502075195312,0.0001,0.848930835723877,0.002521514892578125,0.007407262921333313,1.0,5871891.513722802
1785856,-25755.2875,245,7274,930.66,109,108,0.013988899998366833,0.0001,0.844057559967041,0.0014562606811523438,0.00713648647069931,1.0,11636446.74447174
1802240,-30494.525,245,7342,915.57,110,109,0.011634810827672482,0.0001,0.8421170711517334,0.004521191120147705,0.004987827502191067,1.0,17489547.428872682
1818624,-33508.625,245,7411,906.38,111,110,0.017108194530010223,0.0001,0.8375067710876465,0.002004265785217285,0.007598455995321274,1.0,20329005.579333495
1835008,-38223.0125,245,7478,881.92,112,111,0.014990637078881264,0.0001,0.833521842956543,0.002344489097595215,0.006977623328566551,1.0,17451942.16037903
1851392,-39824.6625,245,7546,871.73,113,112,0.015666339546442032,0.0001,0.8310106992721558,0.0019374489784240723,0.007461473345756531,1.0,17463631.329460144
1867776,-35045.15,245,7614,883.02,114,113,0.013142861425876617,0.0001,0.8178375959396362,0.00781857967376709,0.006400796584784985,1.0,14592691.922337342
1884160,-31014.5125,245,7682,894.79,115,114,0.013479668647050858,0.0001,0.819506049156189,-0.0029278993606567383,0.009041834622621536,1.0,5853300.985897064
1900544,-27060.775,245,7750,911.52,116,115,0.015314003452658653,0.0001,0.8185194730758667,-0.00022876262664794922,0.00794884841889143,1.0,3028122.052293396
1916928,-25248.175,245,7818,930.24,117,116,0.00695313885807991,0.0001,0.8274272680282593,0.0076364874839782715,0.006363807246088982,1.0,2930204.202240509
1933312,-22730.5,245,7886,946.49,118,117,0.011412306688725948,0.0001,0.8310444355010986,0.005402684211730957,0.006501780357211828,1.0,11633522.735102177
1949696,-20099.9375,245,7954,959.09,119,118,0.0097934165969491,0.0001,0.834164023399353,-0.0029675960540771484,0.0066675543785095215,1.0,2938283.8171365736
1966080,-21133.675,245,8021,952.15,120,119,0.016693182289600372,0.0001,0.8355429172515869,0.009406030178070068,0.0057973130606114864,1.0,8720411.517531013
1982464,-21384.15,245,8089,952.0,121,120,0.015049586072564125,0.0001,0.8325969576835632,0.008511960506439209,0.006357482634484768,1.0,5826708.3568223
1998848,-20416.55,245,8157,955.23,122,121,0.012422378174960613,0.0001,0.8367588520050049,-0.0018213987350463867,0.00820896402001381,1.0,2967669.014880848
2015232,-17546.45,245,8225,968.19,123,122,0.013067340478301048,0.0001,0.8358360528945923,-3.5762786865234375e-07,0.005933613982051611,1.0,110.96513533933322
