time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/policy_gradient_loss
8192,632,81.59183673469387,12,-375680.90229676524,1,,,,,,,,,,,
16384,377,78.09,43,-353906.16710079997,2,5167238916.0,0.0,0.9999802708625793,0.2,10,0.00094160915,2603394048.0,0.0,-12.770362903177737,0.0003,-0.0019433313649642515
24576,328,78.12,74,-338569.87490078004,3,4945284727.4,0.0,0.9996458888053894,0.2,20,0.0005910093,2225948672.0,0.0,-12.768806570023298,0.0003,-0.0015784315179189433
32768,306,76.25,107,-339754.2417381199,4,4518640885.4,0.0,0.9996300935745239,0.2,30,0.0005389609,1804245120.0,0.0,-12.767177981138229,0.0003,-0.0013169658941478701
40960,294,65.14,139,-290817.54761052004,5,4812526788.6,0.0,0.9996393918991089,0.2,40,0.0005289053,2443160832.0,-1.1920928955078125e-07,-12.7671201787889,0.0003,-0.0014421727479202672
49152,288,69.85,170,-310923.79855681,6,4745200398.4,0.0,0.9996569156646729,0.2,50,0.00051371404,2357542656.0,0.0,-12.767300597578288,0.0003,-0.0012427770961949136
57344,285,79.62,201,-333664.13958629,7,4624832043.0,0.0,0.9998394846916199,0.2,60,0.00034712983,2098848000.0,-2.384185791015625e-07,-12.768152157962323,0.0003,-0.0010476090479642152
65536,283,68.91,231,-310145.69320491,8,4379157095.4,0.0,0.9995956420898438,0.2,70,0.0002904766,2345251840.0,-2.384185791015625e-07,-12.767883760482073,0.0003,-0.0008999204586871201
73728,283,77.76,259,-320655.13356552,9,4869236700.8,0.0,0.9993063807487488,0.2,80,0.0006540616,3093782528.0,0.0,-12.765537902712822,0.0003,-0.0014714535031089327
81920,284,75.64,288,-327703.53700102994,10,4257457514.8,0.0,0.9990668892860413,0.2,90,0.0004304591,2318801920.0,0.0,-12.763143771141767,0.0003,-0.0010397141144494527
90112,284,62.73,316,-291300.83725031005,11,4531174589.6,0.0,0.999247133731842,0.2,100,0.00022495823,2349523968.0,0.0,-12.76285710632801,0.0003,-0.0008598992833867669
98304,285,67.89,344,-315738.24788491003,12,4752500930.4,0.0,0.9996116757392883,0.2,110,0.00022186924,2313452032.0,-1.1920928955078125e-07,-12.765286798775197,0.0003,-0.0007284532413905254
106496,285,71.98,373,-294455.62296014,13,5043789317.0,0.0,0.9996559619903564,0.2,120,0.00046277017,2498231296.0,0.0,-12.767144959419966,0.0003,-0.0012352535202808212
114688,283,70.54,404,-301491.03433823,14,4023349524.4,0.0,0.9996238350868225,0.2,130,0.00047859846,1994336128.0,-1.1920928955078125e-07,-12.767122685164214,0.0003,-0.001074868076830171
122880,283,63.19,432,-262241.69840375,15,4318513082.0,0.0,0.9994037747383118,0.2,140,0.0004942582,2023943040.0,1.1920928955078125e-07,-12.766058962792158,0.0003,-0.001271186965459492
131072,284,65.93,460,-277950.4561890701,16,4299202154.0,0.0,0.999460756778717,0.2,150,0.0008745891,2182212096.0,1.1920928955078125e-07,-12.765277658402919,0.0003,-0.00168283881212119
139264,284,75.27,489,-311340.24899334996,17,4459181253.6,0.0,0.9992931485176086,0.2,160,0.00028815423,2443264256.0,1.1920928955078125e-07,-12.764783246815204,0.0003,-0.0008076678077486577
147456,284,62.18,517,-263307.63278625,18,4224739332.4,2.44140625e-05,0.9991998672485352,0.2,170,0.0010910758,2185774080.0,0.0,-12.76362236738205,0.0003,-0.0019089253288257168
155648,285,72.24,546,-292434.45610115,19,4085125684.4,0.0,0.9990141987800598,0.2,180,0.00077373534,1564951424.0,0.0,-12.762395388633013,0.0003,-0.001365068133600289
163840,285,71.81,574,-287158.68305362994,20,4088312330.4,0.0,0.9989502429962158,0.2,190,0.0006761522,1838470656.0,-1.1920928955078125e-07,-12.761239174753428,0.0003,-0.0012774796421581413
172032,285,68.08,602,-291347.25609593006,21,3951974339.2,0.0,0.9987178444862366,0.2,200,0.000590999,2149773056.0,-1.1920928955078125e-07,-12.759841099381447,0.0003,-0.0011615731622441673
180224,284,61.1,632,-261625.66523244002,22,4399013313.0,0.0,0.9987987875938416,0.2,210,0.0003835219,1895418880.0,-1.1920928955078125e-07,-12.759247656166554,0.0003,-0.0010721243466832674
188416,285,66.7,660,-279125.15635580005,23,4132055845.2,0.0,0.9989253282546997,0.2,220,0.0006679868,2144354176.0,0.0,-12.760105143487454,0.0003,-0.001294805448196712
196608,285,58.38,689,-251420.84887128,24,4179705753.6,0.0,0.9988753199577332,0.2,230,0.00038044003,1948923392.0,0.0,-12.760469806939364,0.0003,-0.0009259484093490755
204800,285,61.26,718,-251889.40756942003,25,4104300284.0,0.0,0.9988774061203003,0.2,240,0.0004770604,2424000512.0,-1.1920928955078125e-07,-12.760267814993858,0.0003,-0.0010919809883489506
212992,285,57.76,745,-228062.52406616998,26,4147630546.0,0.0,0.9988548755645752,0.2,250,0.00039908173,2193102336.0,1.7881393432617188e-07,-12.760134556889534,0.0003,-0.000992247004978708
221184,286,53.95,772,-221813.31195361994,27,3549935935.6,0.0,0.9989295601844788,0.2,260,0.00039029424,1834040576.0,0.0,-12.760271762311458,0.0003,-0.0008010968718735967
229376,286,57.84,800,-245910.16151167,28,4014861583.8,0.0,0.9983407258987427,0.2,270,0.0004851465,2198289408.0,5.960464477539063e-08,-12.758130471408368,0.0003,-0.0010477343734237366
237568,286,55.68,828,-226998.47483711998,29,3935159365.6,0.0,0.9978347420692444,0.2,280,0.00047336437,1869353472.0,-1.1920928955078125e-07,-12.753096705675125,0.0003,-0.0010067649087432073
245760,286,60.91,857,-243415.11884402,30,3749024708.8,0.0,0.9971218109130859,0.2,290,0.00052247784,1780266112.0,0.0,-12.747625990957022,0.0003,-0.0011762203379475978
253952,286,68.74,885,-260581.81957611,31,3959295698.8,0.0,0.9969027042388916,0.2,300,0.00032983313,2053261184.0,0.0,-12.743391143530607,0.0003,-0.0008680776321853045
262144,286,62.87,913,-252235.56230009,32,3661061463.8,0.0,0.9966371655464172,0.2,310,0.0003593226,2337964544.0,0.0,-12.741230150312186,0.0003,-0.0008690492486493895
270336,286,67.83,943,-264548.35031739,33,3891831821.2,0.0,0.99635910987854,0.2,320,0.0005785184,1985116160.0,0.0,-12.738702691346408,0.0003,-0.0011353226542269112
278528,286,72.63,971,-258480.58483798002,34,3726573351.8,0.0,0.9958494901657104,0.2,330,0.00018974768,1959516928.0,-1.1920928955078125e-07,-12.735104893147945,0.0003,-0.0006478810064436402
286720,286,54.88,999,-231907.25565161998,35,3352429877.6,0.0,0.9952051639556885,0.2,340,0.00016454334,1471632640.0,1.7881393432617188e-07,-12.729900807142258,0.0003,-0.0005731061981350649
294912,286,62.15,1028,-246652.15855003003,36,3838774291.0,2.44140625e-05,0.9948990941047668,0.2,350,0.0010705234,1945998336.0,0.0,-12.725567968934774,0.0003,-0.0015955352242599473
303104,286,53.27,1056,-219202.94273504,37,3756875227.2,0.0,0.9948925375938416,0.2,360,0.0005897592,1866630528.0,0.0,-12.724108187109232,0.0003,-0.0011394807639589998
311296,286,61.48,1085,-244867.92495021998,38,3699040868.4,0.0,0.9947149753570557,0.2,370,0.0003801476,1714374656.0,0.0,-12.723319073021411,0.0003,-0.0007207578135421499
319488,286,66.68,1114,-239738.27495825,39,3625194648.0,0.0,0.9942002892494202,0.2,380,0.00065102946,1955176192.0,-1.1920928955078125e-07,-12.72023011147976,0.0003,-0.0011084147852670867
327680,286,67.47,1142,-245730.08202799,40,3392481017.0,0.0,0.9939368367195129,0.2,390,0.0008533502,1869699328.0,1.1920928955078125e-07,-12.716664172708988,0.0003,-0.0013732866129430477
335872,286,50.3,1171,-205311.14552070998,41,3367356438.4,0.0,0.994042694568634,0.2,400,0.0003197538,1878978048.0,0.0,-12.715921623259783,0.0003,-0.0008049481606576592
344064,286,67.39,1200,-247381.96909196995,42,3555746273.6,0.0,0.9940798282623291,0.2,410,0.00049877557,1633715840.0,0.0,-12.716586328297854,0.0003,-0.0009082898661290529
352256,286,60.82,1229,-238846.62636388995,43,3516677242.4,0.0,0.9940236210823059,0.2,420,0.00028801354,1875000576.0,-1.1920928955078125e-07,-12.716463293880224,0.0003,-0.0007721291523921537
360448,286,59.6,1257,-210976.63872387007,44,3816664717.6,0.0,0.9937978386878967,0.2,430,0.0005068196,1713301760.0,0.0,-12.715184825658799,0.0003,-0.0010061209668492666
368640,286,55.2,1286,-220323.85277933002,45,3310207370.4,0.0,0.9936224818229675,0.2,440,0.00075789134,1646182144.0,0.0,-12.713261619210243,0.0003,-0.0012896140215161722
376832,286,46.57,1315,-190629.11441543003,46,3594707417.8,0.0,0.9935941696166992,0.2,450,0.00025398118,1891086592.0,0.0,-12.71240784227848,0.0003,-0.0007439448087097844
385024,286,54.61,1343,-198647.95594317,47,3662758642.6,0.0,0.9933607578277588,0.2,460,0.00075545104,1590456704.0,0.0,-12.7112282410264,0.0003,-0.0012752160419040592
393216,286,56.01,1371,-222686.60405041,48,3228017135.6,0.0,0.9929576516151428,0.2,470,0.00035262702,1611302272.0,0.0,-12.70828748345375,0.0003,-0.0006926238365849713
401408,286,58.84,1400,-222183.94549299002,49,3589244907.6,0.0,0.9923295974731445,0.2,480,0.0005014894,1944579584.0,-2.384185791015625e-07,-12.70360802859068,0.0003,-0.0010211973574769217
409600,286,52.12,1428,-206149.57986663003,50,3537224278.4,0.0,0.9917069673538208,0.2,490,0.00044650835,1862653696.0,0.0,-12.69793210104108,0.0003,-0.001027713840812794
417792,286,60.13,1457,-233564.94925902996,51,3306378890.0,0.0,0.9914302825927734,0.2,500,0.0009248797,1835997952.0,-1.1920928955078125e-07,-12.693855933845043,0.0003,-0.0014253463778004516
425984,286,61.64,1485,-230840.26947757998,52,3552529078.2,0.0,0.9908298850059509,0.2,510,0.00036886157,1834910464.0,0.0,-12.689805882424116,0.0003,-0.0009430930702365003
434176,286,61.7,1514,-216244.39892014998,53,3403817549.6,0.0,0.990626871585846,0.2,520,0.0008330861,1680899072.0,-1.1920928955078125e-07,-12.68621110767126,0.0003,-0.0013031783866608749
442368,286,61.76,1543,-228164.54440704,54,3113480772.2,0.0,0.9901396632194519,0.2,530,0.00052425615,1717820928.0,0.0,-12.683139525353909,0.0003,-0.0008773528224992333
450560,286,63.49,1571,-218887.56805319994,55,3201898175.5,0.0,0.9901166558265686,0.2,540,0.00031040743,1482515456.0,1.1920928955078125e-07,-12.68076476380229,0.0003,-0.0007874165221437579
458752,286,50.29,1600,-189465.89562139998,56,3119008751.9,0.0,0.9904613494873047,0.2,550,0.0006028351,1453862528.0,1.1920928955078125e-07,-12.682202678918838,0.0003,-0.0009868295361229683
466944,286,54.88,1629,-210016.00038594,57,3332580446.0,0.0,0.9901283383369446,0.2,560,0.00040545373,1931439360.0,1.1920928955078125e-07,-12.682214595377445,0.0003,-0.000862468903142144
475136,286,55.81,1658,-209829.01608170997,58,3395568647.4,0.0,0.9900783896446228,0.2,570,0.000707841,1743615360.0,0.0,-12.68049914315343,0.0003,-0.0011437314078648342
483328,286,52.23,1686,-203786.13183680002,59,3335997245.4,0.0,0.9900955557823181,0.2,580,0.00037559125,1489838848.0,0.0,-12.680348644405603,0.0003,-0.0007686533332162071
491520,286,56.21,1715,-204418.36985296,60,3313303878.8,0.0,0.9901725053787231,0.2,590,0.0005994586,2039713024.0,0.0,-12.680836046487093,0.0003,-0.0010904689948802115
499712,286,53.75,1744,-204092.16398289,61,3197870748.3,0.0,0.9897708892822266,0.2,600,0.00033273225,1444588928.0,0.0,-12.679253246635199,0.0003,-0.0007821929913916393
507904,286,51.53,1773,-198657.16794999,62,3127323590.4,3.662109375e-05,0.9895594120025635,0.2,610,0.0011560572,1644565504.0,0.0,-12.676520811766386,0.0003,-0.001476402189291548
516096,286,50.89,1802,-187813.18754353005,63,3400080777.0,0.0,0.98947674036026,0.2,620,0.00022990559,1856731392.0,0.0,-12.675130666047334,0.0003,-0.0007283148599526613
524288,286,63.04,1831,-227485.77390616998,64,3211938964.2,0.0,0.989384114742279,0.2,630,0.0008937932,1426745728.0,0.0,-12.67433353960514,0.0003,-0.0014088612844716409
532480,286,53.69,1860,-194340.11429706,65,3266884686.2,0.0,0.9891531467437744,0.2,640,0.00037832523,1760173568.0,0.0,-12.672854375094175,0.0003,-0.0009656059741246281
