rollout/ep_len_mean,time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss,train/critic_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef
28.11,135,204,9472,-780084.6009477101,70,205905.734375,6507.66357421875,0.0003,2342,-8.845787048339844,1.5965893268585205
25.08,135,208,9536,-692900.2780723498,70,206355.203125,7196.31103515625,0.0003,2358,-8.505977630615234,1.6103448867797852
25.08,135,212,9600,-692404.8796160402,71,208569.046875,6879.2548828125,0.0003,2374,-8.959684371948242,1.6241540908813477
25.08,134,216,9664,-691614.20257331,71,212138.6875,7173.47265625,0.0003,2390,-9.879256248474121,1.6380852460861206
21.15,134,220,9728,-581253.1949718001,72,209211.71875,6938.08642578125,0.0003,2406,-9.915901184082031,1.6520682573318481
15.91,134,224,9792,-432069.90670153,72,213573.28125,7095.68798828125,0.0003,2422,-9.600788116455078,1.6659815311431885
11.26,134,228,9856,-306353.50495699,73,215161.953125,7037.9296875,0.0003,2438,-10.260237693786621,1.6797646284103394
3.9,134,232,9920,-109072.07831080999,73,215777.09375,6851.82080078125,0.0003,2454,-10.119466781616211,1.6933581829071045
3.94,134,236,9984,-109465.44470661,74,218230.796875,7282.556640625,0.0003,2470,-10.33364486694336,1.7067519426345825
3.98,134,240,10048,-109858.83116628001,74,221700.03125,6975.03662109375,0.0003,2486,-10.288917541503906,1.7201733589172363
3.99,134,244,10112,-109941.95550112,75,221136.0,7526.841796875,0.0003,2502,-11.094134330749512,1.7335628271102905
4.0,134,248,10176,-110023.21969016001,75,223924.84375,7312.02099609375,0.0003,2518,-10.986299514770508,1.7469736337661743
3.99,134,252,10236,-109893.10436853001,76,225025.75,6902.17041015625,0.0003,2533,-10.826146125793457,1.7594895362854004
3.99,134,256,10300,-109873.06579218997,76,225536.90625,7174.88623046875,0.0003,2549,-11.564962387084961,1.7728075981140137
3.98,134,260,10360,-109746.61564892,77,229724.03125,8157.041015625,0.0003,2564,-11.834686279296875,1.7853260040283203
3.98,134,264,10424,-109716.74440340001,77,229999.5625,8075.32177734375,0.0003,2580,-11.525138854980469,1.7986688613891602
3.96,134,268,10480,-109467.66413589001,78,229320.171875,6917.16162109375,0.0003,2594,-11.74070930480957,1.8102936744689941
3.93,134,272,10532,-109127.46385504998,78,229861.65625,8073.51171875,0.0003,2607,-11.363801956176758,1.8210155963897705
3.91,134,276,10588,-108868.95863402002,78,235963.71875,7490.9619140625,0.0003,2621,-11.744473457336426,1.8325145244598389
3.89,134,280,10644,-108551.66180880001,79,236843.484375,7894.7783203125,0.0003,2635,-12.268633842468262,1.8439891338348389
3.86,134,284,10696,-108140.81861976,79,237241.9375,8209.029296875,0.0003,2648,-12.814183235168457,1.8547923564910889
3.82,134,288,10744,-107639.06286352,80,235427.4375,7441.37744140625,0.0003,2660,-12.397317886352539,1.86476731300354
13.75,135,292,12076,-404822.68438275,89,275375.8125,8906.56640625,0.0003,2993,-12.4217529296875,2.135605573654175
13.71,135,296,12124,-404418.55135443003,89,271182.3125,6757.03759765625,0.0003,3005,-12.15392780303955,2.143782138824463
13.67,135,300,12172,-404018.63817924,90,276180.4375,7511.7861328125,0.0003,3017,-12.038409233093262,2.1517703533172607
23.6,135,304,12244,-703323.3178049601,90,276534.28125,7163.044921875,0.0003,3035,-10.942806243896484,2.163485527038574
34.25,135,308,12572,-1020900.6283060301,92,285878.875,7871.07470703125,0.0003,3117,-12.530341148376465,2.213517189025879
41.49,135,312,12852,-1225258.8900915901,95,291232.84375,7107.46337890625,0.0003,3187,-14.465265274047852,2.2627618312835693
45.96,135,316,13396,-1343775.88573003,99,307160.40625,7526.07080078125,0.0003,3323,-11.16159439086914,2.355710506439209
47.96,135,320,13424,-1395944.4039024499,99,303977.40625,8259.5087890625,0.0003,3330,-12.266682624816895,2.3596935272216797
47.92,135,324,13472,-1395542.1357868998,99,303108.625,8089.7392578125,0.0003,3342,-13.05474853515625,2.367244005203247
47.88,134,328,13520,-1395141.2301945898,100,304711.8125,7865.7021484375,0.0003,3354,-13.293682098388672,2.3752942085266113
77.75,137,332,17408,-2293027.07028583,126,424404.625,9065.091796875,0.0003,4326,-15.296144485473633,3.155667304992676
77.75,137,336,17472,-2293262.7141535003,127,424646.25,7153.75048828125,0.0003,4342,-15.426459312438965,3.1683900356292725
87.71,137,340,17548,-2593671.57197003,127,426084.9375,8663.1279296875,0.0003,4361,-15.866080284118652,3.183570384979248
87.71,137,344,17612,-2593801.7866059802,128,425310.46875,9618.8271484375,0.0003,4377,-15.921039581298828,3.196525812149048
87.71,137,348,17676,-2593732.8303759494,128,434584.1875,7794.41748046875,0.0003,4393,-13.86414623260498,3.209340810775757
92.69,136,352,18620,-2743419.25527809,136,461256.03125,8879.6826171875,0.0003,4629,-12.803128242492676,3.3863089084625244
92.69,135,356,18652,-2743427.79957296,137,454395.125,9057.5390625,0.0003,4637,-13.210079193115234,3.3924031257629395
95.85,135,360,18672,-2838218.8264849293,137,455082.40625,9310.458984375,0.0003,4642,-12.011930465698242,3.3961822986602783
95.85,135,364,18692,-2838237.58229111,137,460293.9375,10390.3369140625,0.0003,4647,-13.206790924072266,3.3998348712921143
95.88,135,368,18716,-2838565.33659631,137,457731.75,9528.43359375,0.0003,4653,-10.82752799987793,3.4041855335235596
95.91,135,372,18736,-2838895.7616510605,137,460436.3125,9843.427734375,0.0003,4658,-11.514435768127441,3.4076719284057617
95.93,135,376,18760,-2839135.9842074704,138,462047.1875,7423.2001953125,0.0003,4664,-10.55793285369873,3.4117729663848877
99.77,135,380,18788,-2953806.3597507705,138,462334.9375,9596.0595703125,0.0003,4671,-12.154165267944336,3.4164581298828125
104.35,135,384,19700,-3087064.79594336,144,476405.625,9596.3740234375,0.0003,4899,-5.367534637451172,3.5974881649017334
106.57,135,388,19716,-3152290.4814641406,145,480315.25,9211.0166015625,0.0003,4903,-6.041059494018555,3.599034070968628
98.91,135,392,19728,-2922768.13533867,145,484780.15625,8979.0732421875,0.0003,4906,-7.6867170333862305,3.6001837253570557
98.91,135,396,19740,-2922697.04921915,145,488232.125,8492.5927734375,0.0003,4909,-7.37827205657959,3.601412296295166
98.91,135,400,19752,-2922617.41482416,145,486895.25,7239.095703125,0.0003,4912,-8.092601776123047,3.6027026176452637
88.94,135,404,19768,-2622835.63347274,145,487588.15625,7712.64990234375,0.0003,4916,-8.456243515014648,3.6045024394989014
78.25,135,408,19784,-2304782.66421578,145,481062.46875,9230.240234375,0.0003,4920,-10.029878616333008,3.6064043045043945
70.97,135,412,19800,-2099941.6184574994,145,486219.34375,10243.728515625,0.0003,4924,-9.568692207336426,3.6084530353546143
66.46,135,416,19816,-1980939.5744571597,145,483830.8125,11079.9814453125,0.0003,4928,-9.793184280395508,3.610635995864868
64.42,135,420,19832,-1928286.3400192896,145,487624.9375,9949.1748046875,0.0003,4932,-9.979009628295898,3.6129167079925537
64.42,135,424,19852,-1928201.9078940502,146,489142.25,12171.48046875,0.0003,4937,-10.813736915588379,3.6158573627471924
65.68,135,428,20372,-1962602.5211840002,150,504898.125,7911.68115234375,0.0003,5067,-15.7184419631958,3.7272629737854004
35.77,135,432,20420,-1064231.7056004899,150,496709.9375,11056.970703125,0.0003,5079,-16.605178833007812,3.7392594814300537
35.73,135,436,20468,-1063514.68308514,151,504165.53125,10543.1904296875,0.0003,5091,-16.236133575439453,3.7515816688537598
25.73,135,440,20516,-762625.7767816999,151,505043.5625,10128.337890625,0.0003,5103,-15.677274703979492,3.764049530029297
25.69,135,444,20564,-762024.4161304,151,510934.53125,10267.2978515625,0.0003,5115,-15.795536041259766,3.7764735221862793
29.62,135,448,21464,-878631.8177394201,158,522843.34375,9593.1865234375,0.0003,5340,-13.304878234863281,4.038692951202393
28.68,135,452,21500,-848123.44050937,158,538253.8125,6827.35302734375,0.0003,5349,-12.46066665649414,4.047115802764893
28.7,135,456,21540,-847588.94544933,158,528800.3125,11141.3408203125,0.0003,5359,-12.854938507080078,4.05607271194458
25.51,135,460,21564,-752441.91025769,159,528581.1875,11311.9970703125,0.0003,5365,-13.166994094848633,4.061278343200684
25.47,135,464,21588,-751967.32124654,159,539795.625,6939.80712890625,0.0003,5371,-10.448099136352539,4.066417217254639
25.42,135,468,21612,-751403.80426185,159,527776.0625,11737.0439453125,0.0003,5377,-12.30350112915039,4.0713019371032715
25.38,135,472,21636,-750933.1093043,159,535219.875,7998.248046875,0.0003,5383,-11.667045593261719,4.076076984405518
25.34,135,476,21660,-750471.53789101,159,540030.5,7511.4228515625,0.0003,5389,-12.757064819335938,4.080759048461914
21.48,135,480,21684,-635638.31518128,160,527292.625,10115.0244140625,0.0003,5395,-11.333172798156738,4.085564613342285
16.89,135,484,21708,-502312.1282213401,160,530734.75,6928.154296875,0.0003,5401,-12.582521438598633,4.090356349945068
14.67,135,488,21732,-437110.64718403004,160,536809.4375,11202.8125,0.0003,5407,-11.019514083862305,4.095212459564209
12.36,135,492,21756,-368968.41922203,160,540006.625,12385.5498046875,0.0003,5413,-12.17516040802002,4.100030422210693
12.36,135,496,21780,-368961.30684614,160,536229.75,10395.3251953125,0.0003,5419,-12.518488883972168,4.104869365692139
12.36,135,500,21804,-368966.5928209501,161,524993.4375,11133.7373046875,0.0003,5425,-13.02713680267334,4.109896183013916
12.36,135,504,21828,-368968.75325906003,161,540628.125,7326.3017578125,0.0003,5431,-13.751582145690918,4.1151323318481445
12.36,135,508,21852,-368970.94719904003,161,538287.875,8519.23046875,0.0003,5437,-14.589872360229492,4.120599746704102
12.36,135,512,21876,-368978.7774231,161,534930.1875,10445.0322265625,0.0003,5443,-15.522161483764648,4.126431941986084
12.36,135,516,21900,-368983.42512564006,162,536004.3125,9840.0556640625,0.0003,5449,-16.37844467163086,4.1325154304504395
12.36,135,520,21924,-368992.92086273996,162,540438.875,9981.06640625,0.0003,5455,-16.414474487304688,4.138764381408691
12.36,135,524,21948,-369002.79165877006,162,541646.75,9829.220703125,0.0003,5461,-15.754483222961426,4.145167350769043
11.1,134,528,21972,-334528.73951523,162,544525.4375,8740.724609375,0.0003,5467,-16.60608673095703,4.151734828948975
11.1,134,532,21996,-334541.67147165997,163,531638.875,10584.8388671875,0.0003,5473,-16.99655532836914,4.158482074737549
11.1,134,536,22020,-334555.01949343993,163,536191.0625,11776.6826171875,0.0003,5479,-18.405109405517578,4.165398120880127
11.1,134,540,22044,-334565.15786428,163,538215.0,8178.9775390625,0.0003,5485,-17.4840030670166,4.172505855560303
11.1,134,544,22068,-334577.61934763,163,530389.5625,10212.427734375,0.0003,5491,-18.33356475830078,4.179721832275391
7.13,134,548,22092,-217580.32209866,164,538009.125,9646.91015625,0.0003,5497,-18.94889259338379,4.187102317810059
3.06,134,552,22116,-98054.90275217,164,546423.75,11875.2021484375,0.0003,5503,-17.988529205322266,4.19465970993042
3.0,134,556,22140,-98122.89061778999,164,550173.0625,11115.8388671875,0.0003,5509,-19.893508911132812,4.202225685119629
3.0,134,560,22164,-98126.68154098,164,540240.0625,9813.6162109375,0.0003,5515,-18.278732299804688,4.210018157958984
3.0,134,564,22192,-98134.85857380001,164,537805.9375,9481.8828125,0.0003,5522,-20.689666748046875,4.219299793243408
3.06,134,568,22228,-98942.34977772999,165,544589.625,9647.1640625,0.0003,5531,-20.88275909423828,4.231504440307617
3.1,134,572,22252,-99346.10429143999,165,542464.125,8222.955078125,0.0003,5537,-21.430204391479492,4.239781379699707
3.1,134,576,22276,-99349.40715429999,165,550667.0,9037.9345703125,0.0003,5543,-20.483619689941406,4.2481842041015625
3.14,134,580,22316,-99749.79032709001,166,551997.375,6247.439453125,0.0003,5553,-21.852550506591797,4.262389183044434
3.26,134,584,22356,-100946.06748515,166,541956.5,11288.2822265625,0.0003,5563,-21.37382698059082,4.277057647705078
3.26,134,588,22392,-100946.63821824001,166,557640.375,12776.794921875,0.0003,5572,-22.877723693847656,4.29056978225708
3.3,134,592,22416,-101347.61821253,167,547551.625,14645.4072265625,0.0003,5578,-23.25820541381836,4.2997941970825195
3.34,134,596,22444,-101753.29664097,167,537531.5,10877.591796875,0.0003,5585,-23.821048736572266,4.310808181762695
3.38,134,600,22484,-102150.22361369,167,553082.8125,9479.671875,0.0003,5595,-24.829801559448242,4.327006816864014
3.5,133,604,22524,-103350.18599112,168,540592.875,10516.8056640625,0.0003,5605,-26.691837310791016,4.343654632568359
3.56,133,608,22560,-104155.42910486,168,547569.75,10403.396484375,0.0003,5614,-25.87264633178711,4.359057426452637
3.72,133,612,22616,-105749.65985293002,169,552529.3125,9922.4189453125,0.0003,5628,-26.902732849121094,4.383686542510986
3.84,133,616,22672,-106949.05730873998,169,550653.25,12652.091796875,0.0003,5642,-27.525875091552734,4.409071922302246
4.0,133,620,22728,-108547.07981627002,169,555847.875,13605.2119140625,0.0003,5656,-28.64927101135254,4.435153961181641
4.16,133,624,22784,-110149.81830028998,170,554878.5,9123.6953125,0.0003,5670,-29.972156524658203,4.461867809295654
4.3,133,628,22832,-111342.76982993001,170,560603.125,10947.869140625,0.0003,5682,-29.794248580932617,4.4851813316345215
4.46,133,632,22888,-112936.8627455,171,560903.625,11834.58203125,0.0003,5696,-30.380495071411133,4.512725353240967
4.62,133,636,22944,-114531.66492078999,171,549493.5,15544.244140625,0.0003,5710,-31.87225341796875,4.540742874145508
4.74,133,640,22992,-115729.85624506998,171,557706.625,10565.291015625,0.0003,5722,-31.373994827270508,4.565228462219238
4.9,133,644,23048,-117324.46315346999,172,565083.1875,9324.91015625,0.0003,5736,-32.98443603515625,4.5942606925964355
5.06,133,648,23104,-118919.47761659,172,564495.75,11461.1240234375,0.0003,5750,-33.424530029296875,4.623631954193115
5.22,133,652,23160,-120514.42606972,173,570479.1875,11645.8125,0.0003,5764,-33.07819366455078,4.653304100036621
5.38,133,656,23216,-122109.31697749,173,567173.75,12943.064453125,0.0003,5778,-34.20481872558594,4.6830596923828125
5.54,133,660,23272,-123707.31316999,174,557910.125,12217.3095703125,0.0003,5792,-35.065345764160156,4.712903022766113
5.7,133,664,23328,-125302.51561758999,174,568015.375,11154.4677734375,0.0003,5806,-33.623817443847656,4.742839813232422
5.8,133,668,23384,-126095.78440464001,175,580431.5,10308.6884765625,0.0003,5820,-34.120113372802734,4.772792816162109
5.92,133,672,23440,-127293.14265220001,175,574134.0625,15666.8212890625,0.0003,5834,-35.87439727783203,4.802853107452393
6.08,133,676,23496,-128888.06840005,176,575271.75,12358.794921875,0.0003,5848,-35.551475524902344,4.833102226257324
6.2,133,680,23552,-130082.72267145,176,570219.4375,13946.6181640625,0.0003,5862,-36.30388641357422,4.863619327545166
6.24,133,684,23608,-130489.74951547998,176,582619.4375,12079.3759765625,0.0003,5876,-36.23292541503906,4.894297122955322
6.4,133,688,23664,-132089.44367627997,177,578877.625,11098.19140625,0.0003,5890,-37.00281524658203,4.925118446350098
6.52,133,692,23720,-133286.71926595,177,575956.5,10972.06640625,0.0003,5904,-37.34331512451172,4.9560465812683105
16.57,133,696,23768,-432010.60955806,178,566057.125,12840.2998046875,0.0003,5916,-36.69627380371094,4.982650279998779
16.69,133,700,23800,-433208.05353556,178,571980.0,11559.4091796875,0.0003,5924,-38.02055358886719,5.000416278839111
16.73,133,704,23832,-433603.02324530995,178,577055.875,12351.0380859375,0.0003,5932,-39.19684982299805,5.018217086791992
16.83,133,708,23880,-434396.17995679,179,574173.0,10278.81640625,0.0003,5944,-38.705726623535156,5.0450544357299805
16.83,133,712,23912,-434393.42169333005,179,578792.125,17717.77734375,0.0003,5952,-39.771446228027344,5.062981605529785
16.87,133,716,23944,-434793.85406505,179,585460.3125,12243.5634765625,0.0003,5960,-39.91098403930664,5.080941200256348
16.87,133,720,23992,-434793.6982792899,179,571997.25,9391.8828125,0.0003,5972,-37.932159423828125,5.107923984527588
16.87,133,724,24024,-434789.12399389,180,583601.9375,13273.513671875,0.0003,5980,-38.94532012939453,5.125939846038818
16.89,133,728,24056,-435190.73834789003,180,579608.25,9362.62109375,0.0003,5988,-37.55206298828125,5.1439948081970215
16.89,133,732,24104,-435194.7085114401,180,582052.0625,13593.4013671875,0.0003,6000,-40.82142639160156,5.1710638999938965
16.89,133,736,24136,-435194.94629329,181,581982.75,15198.7099609375,0.0003,6008,-39.962703704833984,5.189140319824219
16.93,133,740,24168,-435594.01751371997,181,588526.9375,13367.357421875,0.0003,6016,-40.23646545410156,5.20723819732666
16.93,133,744,24216,-435597.40855019,181,581181.875,13875.3310546875,0.0003,6028,-39.44136428833008,5.234449863433838
16.93,133,748,24248,-435600.0042809299,182,588711.125,10074.63671875,0.0003,6036,-41.238685607910156,5.252548694610596
16.93,133,752,24280,-435598.31317876006,182,589790.25,12522.2373046875,0.0003,6044,-39.474830627441406,5.270678997039795
16.91,133,756,24328,-435197.20442410005,182,589686.5,7970.166015625,0.0003,6056,-41.492027282714844,5.297866344451904
16.87,133,760,24356,-434796.3031768101,182,589008.5,12583.5947265625,0.0003,6063,-40.951866149902344,5.313721179962158
16.87,133,764,24388,-434801.11909706006,183,591146.875,13950.232421875,0.0003,6071,-41.58436965942383,5.331851005554199
16.87,133,768,24424,-434803.82903358,183,598576.25,13205.9375,0.0003,6080,-41.94964599609375,5.352235794067383
16.87,133,772,24468,-434803.72951115,183,585605.875,9965.259765625,0.0003,6091,-41.58125305175781,5.3771467208862305
16.87,133,776,24500,-434803.2796088701,184,588581.75,12763.1513671875,0.0003,6099,-42.6267204284668,5.3952436447143555
16.87,133,780,24536,-434814.07650684007,184,596114.5625,11373.11328125,0.0003,6108,-42.92839050292969,5.415642738342285
16.87,133,784,24580,-434811.21641361015,184,585779.125,11948.8994140625,0.0003,6119,-40.27763366699219,5.440546989440918
26.8,133,788,24608,-731401.6380801299,184,589437.375,13841.9482421875,0.0003,6126,-40.27537155151367,5.4563164710998535
26.8,133,792,24636,-731407.6734324099,185,588844.0,14762.4609375,0.0003,6133,-41.269935607910156,5.472067356109619
16.87,133,796,24664,-433881.16743144,185,586887.0625,14534.4638671875,0.0003,6140,-41.627349853515625,5.48789644241333
16.87,133,800,24692,-433881.09428686,185,584668.6875,13288.681640625,0.0003,6147,-42.584327697753906,5.503727912902832
16.87,133,804,24720,-433883.98194937006,185,587353.5,9022.9443359375,0.0003,6154,-41.91016387939453,5.5196051597595215
16.87,132,808,24748,-433883.54723588994,186,588661.875,8031.072265625,0.0003,6161,-41.720848083496094,5.535486221313477
16.87,132,812,24776,-433884.06660281995,186,591883.375,15559.71875,0.0003,6168,-42.716346740722656,5.551357746124268
16.87,132,816,24804,-433884.00748456,186,595389.0,11679.255859375,0.0003,6175,-44.38585662841797,5.56723690032959
16.83,132,820,24828,-433480.29799509,186,598712.6875,11435.6064453125,0.0003,6181,-40.65766906738281,5.580896854400635
16.83,132,824,24856,-433482.55537677,187,590359.625,13346.1982421875,0.0003,6188,-40.553016662597656,5.596827507019043
16.83,132,828,24884,-433482.09876019,187,610180.5,12728.7216796875,0.0003,6195,-42.53803253173828,5.612758159637451
16.83,132,832,24912,-433479.03515958006,187,596159.75,11646.9248046875,0.0003,6202,-42.559791564941406,5.628677845001221
16.83,132,836,24940,-433478.8023275899,187,608788.1875,11854.67578125,0.0003,6209,-41.747589111328125,5.6446027755737305
16.83,132,840,24968,-433478.71557402,188,599732.8125,12850.9033203125,0.0003,6216,-41.80926513671875,5.660531044006348
16.83,132,844,24996,-433472.99987861,188,593301.125,14435.052734375,0.0003,6223,-44.89912414550781,5.676451206207275
16.83,132,848,25024,-433473.22906863986,188,602671.3125,11057.708984375,0.0003,6230,-42.473731994628906,5.692437171936035
16.79,132,852,25040,-433079.1806654699,188,598578.875,13677.671875,0.0003,6234,-43.09737777709961,5.701538562774658
16.81,132,856,25068,-433479.60477015993,189,594450.25,15250.5341796875,0.0003,6241,-42.861785888671875,5.7174482345581055
16.85,132,860,25096,-433872.00437948,189,595918.125,15233.9970703125,0.0003,6248,-43.337242126464844,5.73336124420166
16.85,132,864,25124,-433864.4737713699,189,599517.875,12547.6142578125,0.0003,6255,-42.103843688964844,5.749345779418945
16.85,132,868,25152,-433864.03463699,189,603247.125,15058.5947265625,0.0003,6262,-43.048831939697266,5.765320777893066
16.85,132,872,25180,-433858.7687400999,190,598916.25,17792.212890625,0.0003,6269,-45.549598693847656,5.781301975250244
16.85,132,876,25208,-433864.81523557985,190,601170.25,13236.3291015625,0.0003,6276,-43.569950103759766,5.797360897064209
16.85,132,880,25236,-433854.0571185199,190,605025.9375,13043.2890625,0.0003,6283,-42.799564361572266,5.8134026527404785
16.85,132,884,25264,-433853.5000954399,190,601610.875,12905.533203125,0.0003,6290,-43.47728729248047,5.829470634460449
6.92,132,888,25292,-137254.88849579,191,593915.0,12927.345703125,0.0003,6297,-43.20599365234375,5.845590591430664
6.92,132,892,25320,-137249.52381555,191,602564.6875,12999.802734375,0.0003,6304,-43.29938507080078,5.861702919006348
6.92,132,896,25348,-137246.98071776,191,597591.125,15407.9326171875,0.0003,6311,-43.88964080810547,5.877807140350342
6.92,132,900,25376,-137247.18944462005,191,603143.8125,19340.931640625,0.0003,6318,-42.382938385009766,5.893913269042969
6.92,132,904,25404,-137244.88695676,192,611035.875,13818.1220703125,0.0003,6325,-43.84870910644531,5.910048961639404
6.92,132,908,25432,-137245.38737402,192,613925.5,14737.71484375,0.0003,6332,-45.38148498535156,5.926215171813965
