rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/clip_fraction,train/n_updates
121.61904761904762,1,-98414.26398336509,14,8192,576,,,,,,,,,,,
108.0,2,-99721.025,41,16384,397,0.0043035205,-0.00193627767948783,295325216.0,0.2,1.0132789611816406e-06,0.9987764358520508,0.0003,660008321.48125,-8.510390612483025,0.01219482421875,10
129.42,3,-98861.72083333999,68,24576,361,0.002868244,-0.0012831874319090275,483821088.0,0.2,-2.384185791015625e-07,0.9995694160461426,0.0003,827907990.75,-8.50881480500102,0.002734375,20
123.7,4,-98629.86666667,94,32768,346,0.003911621,-0.0022313241905067118,288087168.0,0.2,1.7285346984863281e-06,0.9995241165161133,0.0003,614590783.5875,-8.510676857829093,0.01295166015625,30
124.72,5,-98973.2875,123,40960,332,0.0032827738,-0.0015085122591699473,514886464.0,0.2,-1.1920928955078125e-07,0.9997166395187378,0.0003,704870272.7375,-8.51178649365902,0.00654296875,40
113.94,6,-99805.725,150,49152,327,0.0037292964,-0.0012650915421545505,413207424.0,0.2,0.0,0.9993510246276855,0.0003,694275106.80625,-8.511319235712289,0.00401611328125,50
133.27,7,-98728.37500000998,177,57344,323,0.0042019263,-0.0026587809901684523,298917888.0,0.2,0.0,1.0005877017974854,0.0003,711700403.54375,-8.51369504109025,0.0164306640625,60
129.64,8,-97685.85833333999,204,65536,321,0.003852825,-0.0016063154020230287,236852736.0,0.2,-1.1920928955078125e-07,1.0004348754882812,0.0003,603273898.8875,-8.517388690263033,0.00908203125,70
122.99,9,-97429.37333333,231,73728,318,0.0038050266,-0.0016571870910411235,225222336.0,0.2,-1.1920928955078125e-07,1.0000004768371582,0.0003,709150169.7625,-8.514946813881398,0.00875244140625,80
132.92,10,-97023.01083333,260,81920,315,0.0037112327,-0.001562320545053808,550008064.0,0.2,0.0,0.9983922839164734,0.0003,673443998.0375,-8.508764909952879,0.006982421875,90
150.34,11,-96232.42059522001,286,90112,314,0.004165455,-0.0022440300926973578,232457856.0,0.2,0.0,0.9975621104240417,0.0003,607673211.99375,-8.501718690246344,0.01436767578125,100
152.43,12,-95835.21642856,313,98304,313,0.003221652,-0.0010565123699052491,357624224.0,0.2,5.960464477539063e-08,0.999403178691864,0.0003,538090695.18125,-8.504687984287738,0.00272216796875,110
141.34,13,-95965.22083333001,340,106496,313,0.004098235,-0.0016027258574467852,161126288.0,0.2,5.960464477539063e-08,0.9969955682754517,0.0003,582615171.275,-8.503013688325883,0.00867919921875,120
150.71,14,-95506.05416666,366,114688,312,0.00378389,-0.001556644980882993,447640512.0,0.2,-1.1920928955078125e-07,0.9957785606384277,0.0003,589587561.83125,-8.492072402685881,0.00753173828125,130
153.71,15,-95827.40357143,393,122880,311,0.0036917757,-0.0017923596475156955,118519424.0,0.2,-1.1920928955078125e-07,0.9952473044395447,0.0003,548210028.06875,-8.48713168874383,0.00802001953125,140
