time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/policy_gradient_loss
8192,782,124.15,10,-402184.67425915,1,,,,,,,,,,,
16384,437,140.51,37,-447274.76353683,2,2853846364.1,0.0005615234375,1.0001213550567627,0.2,10,0.0020578646,1285865472.0,-1.1920928955078125e-06,-12.771085073053836,0.0003,-0.0026001772632298524
24576,369,134.73,66,-431789.4363876,3,2996329873.1,0.0,0.9997624158859253,0.2,20,0.0006934449,1502903808.0,0.0,-12.769898791611194,0.0003,-0.0013499793341907207
32768,340,99.44,96,-340570.37092789,4,3027819836.0,0.0,0.9999604821205139,0.2,30,0.00035951158,1660780544.0,0.0,-12.769141621887684,0.0003,-0.0007413827483105706
40960,330,128.92,124,-421512.81409602,5,3041894106.0,0.0,0.9998760223388672,0.2,40,0.0009214593,1282518272.0,0.0,-12.769743636250496,0.0003,-0.0013596692799183075
49152,327,121.36,150,-390879.33531639003,6,3026747396.4,0.0,0.9994457364082336,0.2,50,0.00028252485,1253231616.0,0.0,-12.76738811209798,0.0003,-0.0007418032557325205
57344,320,130.99,178,-424523.38560380007,7,2856103287.4,0.0,0.999502420425415,0.2,60,0.000882522,1334245504.0,0.0,-12.765698037296534,0.0003,-0.0011939750576857478
65536,316,113.8,206,-373259.97185196,8,3049348031.0,0.0,0.9994303584098816,0.2,70,0.0009911319,1380812544.0,-1.1920928955078125e-07,-12.765625479817391,0.0003,-0.0015984903475327883
73728,313,91.18,235,-300545.94468679,9,2852213243.6,0.0,0.9994927644729614,0.2,80,0.00058601284,1256074240.0,0.0,-12.765542116761207,0.0003,-0.0009788630221009953
81920,310,101.23,264,-328124.89612625,10,2667576550.1,0.0,0.9994344711303711,0.2,90,0.00070984697,1333614720.0,-2.384185791015625e-07,-12.765555748343468,0.0003,-0.001070974073081743
90112,307,117.66,293,-372991.59667387,11,2984571271.8,0.0,0.9992809295654297,0.2,100,0.0010858575,1386190080.0,1.1920928955078125e-07,-12.764636214077473,0.0003,-0.0018079063491313718
98304,305,124.43,321,-388342.28660095995,12,2847263614.7,0.00013427734375,0.9991714954376221,0.2,110,0.0016042308,1504475648.0,0.0,-12.76353457570076,0.0003,-0.002068043326653424
106496,304,144.15,350,-431636.72135427996,13,2827803296.9,0.0,0.9992161989212036,0.2,120,0.0010838478,1367251712.0,2.384185791015625e-07,-12.763132282346486,0.0003,-0.0014475314957962838
114688,302,130.38,379,-400140.24435392,14,2588183475.7,2.44140625e-05,0.9986575245857239,0.2,130,0.0010515864,1475429504.0,0.0,-12.760925244539976,0.0003,-0.0014574513443221804
122880,301,129.74,408,-400562.06900578,15,2772576133.4,7.32421875e-05,0.9983808994293213,0.2,140,0.0014066681,1419715712.0,0.0,-12.757185789942742,0.0003,-0.0017540387649205512
131072,299,117.98,437,-362931.09711265,16,2676043324.2,3.662109375e-05,0.9984182715415955,0.2,150,0.0012867334,1531415424.0,0.0,-12.756046433746814,0.0003,-0.00180985130064073
139264,298,110.86,466,-341503.24915312,17,2685497567.6,0.00035400390625,0.9983670115470886,0.2,160,0.001977068,1083767680.0,0.0,-12.755887313187122,0.0003,-0.0021795889992063167
147456,298,106.64,494,-334872.16540036997,18,2615027321.3,0.00205078125,0.998254120349884,0.2,170,0.0029343413,1273081216.0,1.1920928955078125e-07,-12.75536709278822,0.0003,-0.0033249407384573714
155648,296,104.42,524,-317752.32305561996,19,2628289085.7,0.0,0.9980261325836182,0.2,180,0.0009988303,1385564288.0,5.960464477539063e-08,-12.753632158041,0.0003,-0.001397128723692731
163840,296,121.13,553,-353693.2822928,20,2483438510.0,0.0,0.9981234669685364,0.2,190,0.0008337289,1296670976.0,5.960464477539063e-08,-12.753028804808855,0.0003,-0.0012444760966900503
172032,295,99.61,582,-309812.56159677,21,2434567617.0,0.0,0.9983597993850708,0.2,200,0.0008679768,1146146048.0,0.0,-12.754492408037185,0.0003,-0.001387147626519436
180224,294,106.25,611,-316385.03924931004,22,2561007707.5,0.0,0.9977444410324097,0.2,210,0.00079685345,1297390592.0,-1.1920928955078125e-07,-12.752881837636233,0.0003,-0.0011910232360605733
188416,294,111.7,639,-334957.49581918,23,2562599624.8,2.44140625e-05,0.9973154067993164,0.2,220,0.0011011143,1205756288.0,1.1920928955078125e-07,-12.748154502362013,0.0003,-0.0015717272741312626
196608,294,125.65,668,-362419.62149496004,24,2458097976.6,0.0,0.9970122575759888,0.2,230,0.0006873177,1263136256.0,5.960464477539063e-08,-12.744833208620548,0.0003,-0.0011787822222686373
204800,294,116.38,696,-344439.55845499004,25,2537982943.8,0.0,0.9968287348747253,0.2,240,0.00050464424,1517028352.0,0.0,-12.742671217769384,0.0003,-0.0011324616349156712
212992,293,116.7,724,-338525.73205818003,26,2600621381.3,0.0,0.997020959854126,0.2,250,0.00066787726,1227762944.0,-1.1920928955078125e-07,-12.742688106000424,0.0003,-0.0011171894810104277
221184,293,109.77,753,-314591.09116741,27,2491482581.8,0.0,0.9969752430915833,0.2,260,0.00055357884,1118686976.0,-2.384185791015625e-07,-12.743374688923359,0.0003,-0.001159120705051464
229376,294,98.11,779,-299658.73425134,28,2293225905.7,2.44140625e-05,0.9968780875205994,0.2,270,0.0011809708,1127858304.0,0.0,-12.742716707289219,0.0003,-0.0015251555199938594
237568,294,113.19,806,-340159.8212803499,29,2630130440.7,0.00010986328125,0.9968385696411133,0.2,280,0.0013626465,1071316480.0,0.0,-12.742105657607317,0.0003,-0.001766670049255481
245760,294,116.91,833,-339363.2734047899,30,2591813869.3,1.220703125e-05,0.9964430928230286,0.2,290,0.0010435286,1377287680.0,0.0,-12.740180714428424,0.0003,-0.001635085083762533
253952,295,116.43,860,-319280.96758860996,31,2381070136.1,0.0,0.9966352581977844,0.2,300,0.0007777192,1206038272.0,-1.1920928955078125e-07,-12.73909373357892,0.0003,-0.001298594643958495
262144,295,115.93,887,-317369.11019975995,32,2121773658.8,0.00203857421875,0.9967835545539856,0.2,310,0.0028772918,1014387456.0,5.960464477539063e-08,-12.740659844130278,0.0003,-0.0030908140211977297
270336,295,121.91,913,-325982.40721485997,33,2249785685.7,0.0,0.9964885711669922,0.2,320,0.0010172001,946538560.0,1.1920928955078125e-07,-12.740058349072934,0.0003,-0.0015951188979670405
278528,295,118.27,941,-325243.16141555,34,2078421242.6,0.0,0.9962270855903625,0.2,330,0.0010275901,1134582144.0,0.0,-12.737428396195174,0.0003,-0.0014586525663617066
286720,295,118.27,970,-327944.86723561,35,2326769201.3,0.0,0.9960129857063293,0.2,340,0.00090641034,1176701696.0,0.0,-12.735415257513523,0.0003,-0.001386376965092495
294912,295,112.02,998,-307803.92186377,36,2221590855.1,0.0,0.9958283305168152,0.2,350,0.00072184147,1171889920.0,-1.1920928955078125e-07,-12.733610118925572,0.0003,-0.0012347538162430284
303104,295,97.98,1027,-272812.45757285,37,2226279246.7,0.0,0.9957099556922913,0.2,360,0.0009597547,1152392704.0,1.1920928955078125e-07,-12.732075115293265,0.0003,-0.0013520961023459678
311296,294,104.19,1056,-288973.29535776,38,2118931833.7,0.0,0.9951716661453247,0.2,370,0.0010401496,1371791616.0,5.960464477539063e-08,-12.72914142459631,0.0003,-0.0013036607455433114
319488,294,101.68,1084,-287350.40081769,39,2128619452.0,1.220703125e-05,0.9952180981636047,0.2,380,0.0011097405,1097187584.0,0.0,-12.72695583254099,0.0003,-0.0013244263878732453
327680,294,106.3,1114,-295868.04639942996,40,2292354565.9,0.0,0.9947664737701416,0.2,390,0.0007200188,1089684480.0,-1.1920928955078125e-07,-12.725220135599375,0.0003,-0.0011275021901383298
335872,293,101.57,1143,-278293.26562988,41,2240309518.9,9.765625e-05,0.9948418736457825,0.2,400,0.0014724742,1010037504.0,-1.1920928955078125e-07,-12.723429001122714,0.0003,-0.0017363284307066352
