rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/clip_fraction,train/n_updates
144.70833333333334,1,-90568.38219245833,12,8192,657,,,,,,,,,,,
166.77777777777777,,-90127.21516755557,28,10000,348,0.005737869,-0.00488632965607394,247852592.0,0.2,-4.76837158203125e-06,1.0022162199020386,0.0003,502250395.3875,-8.521029309183358,0.040380859375,10
184.0344827586207,2,-87212.42515051724,38,16384,424,,,,,,,,,,,
192.78,,-86816.40861111002,56,20000,353,0.006398519,-0.004647946602926822,212941440.0,0.2,-1.4781951904296875e-05,0.9990272521972656,0.0003,399988801.215625,-8.516091867536307,0.03538818359375,20
215.01,3,-85982.30599206,63,24576,386,,,,,,,,,,,
229.47,,-77646.7308669,84,30000,354,0.0038871195,-0.0030573412663216005,231825344.0,0.2,3.5762786865234375e-06,0.9983943700790405,0.0003,376536228.1421875,-8.505661684274674,0.018408203125,30
222.82,4,-77369.96248777,88,32768,369,,,,,,,,,,,
233.95,,-72178.72737788,112,40000,356,0.0056158258,-0.002185222547996091,389387520.0,0.2,-0.00016033649444580078,0.9998741149902344,0.0003,368751755.2375,-8.509351567178964,0.04754638671875,40
237.04,5,-71990.88987787999,113,40960,359,,,,,,,,,,,
234.86,6,-72293.09214837999,138,49152,353,0.0038957691,-0.0032541678730922284,74526608.0,0.2,8.153915405273438e-05,0.9978703260421753,0.0003,389752811.503125,-8.506663312762976,0.01151123046875,50
233.35,,-72291.08381504,152,50000,326,0.0026349772,-0.0022225001084734686,153781056.0,0.2,9.107589721679688e-05,0.9990072250366211,0.0003,357560584.1375,-8.503702664375306,0.006591796875,60
245.24,7,-76724.79105865,164,57344,349,,,,,,,,,,,
244.96,,-78431.92857695001,181,60000,331,0.0065387087,0.0001653287708904827,169894432.0,0.2,-0.00012886524200439453,0.9975631237030029,0.0003,341602727.70625,-8.504354551434517,0.1239013671875,70
249.32,8,-82503.48713922,189,65536,346,,,,,,,,,,,
253.23,,-82613.01452016,209,70000,334,0.0042805616,-0.0025227273989003153,71062928.0,0.2,-1.0848045349121094e-05,0.9975492358207703,0.0003,339050382.87109375,-8.49871756657958,0.01295166015625,80
245.42,9,-78374.73090851,215,73728,342,,,,,,,,,,,
228.33,,-77367.72554219999,237,80000,337,0.010362921,-0.0016592899828538066,292601248.0,0.2,0.0,0.9967080950737,0.0003,388852827.028125,-8.497355960309505,0.030859375,90
222.78,10,-77949.16902207001,240,81920,341,,,,,,,,,,,
226.26,,-70962.20116107,265,90000,338,0.004039149,-0.003074704159371322,367661440.0,0.2,-5.7220458984375e-06,0.99176424741745,0.0003,414679369.090625,-8.478813542425632,0.01824951171875,100
226.03,11,-71062.4222325,265,90112,339,,,,,,,,,,,
240.65,12,-60551.715363250005,290,98304,338,0.008468159,0.011917779902069015,445607840.0,0.2,-5.841255187988281e-06,0.990273654460907,0.0003,348995157.4796875,-8.457506524771452,0.2671142578125,110
242.03,,-58164.42469004,305,100000,327,0.003753401,-0.0021475902896781916,210889248.0,0.2,-0.0003204345703125,0.9908899068832397,0.0003,337742204.4078125,-8.454667201638221,0.04736328125,120
255.06,13,-48797.74434234001,315,106496,337,,,,,,,,,,,
255.81,,-45768.42430931,332,110000,330,0.0025569957,-0.0017851864566182484,101716584.0,0.2,-3.361701965332031e-05,0.9906761050224304,0.0003,368212637.0640625,-8.457769404351712,0.0056396484375,130
244.54,14,-47781.75262435001,339,114688,337,,,,,,,,,,,
236.61,,-52642.5043024,360,120000,333,0.00084615947,-0.001112043052125955,140655120.0,0.2,0.0008153915405273438,0.9916509985923767,0.0003,418394360.85,-8.459473463892937,0.00015869140625,140
231.08,15,-55072.709528019994,364,122880,337,,,,,,,,,,,
