time/episodes,train/n_updates,train/critic_loss,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,train/learning_rate,train/ent_coef_loss,time/fps,train/ent_coef
4,217,413.6385192871094,972,6,-90828.95833325,119.25,82.21439361572266,0.0003,-0.7603569626808167,161,1.0452485084533691
8,293,589.4658813476562,1276,7,-92162.44791662501,140.0,93.99363708496094,0.0003,-1.0931161642074585,161,1.0637881755828857
12,359,414.00250244140625,1540,9,-93353.85416666667,119.0,108.62324523925781,0.0003,-1.4586104154586792,159,1.080950140953064
16,544,804.4140625,2280,14,-95212.890625,109.25,137.54766845703125,0.0003,-2.1932616233825684,154,1.1343162059783936
20,568,824.0081787109375,2376,15,-95441.77083334999,118.15,141.63685607910156,0.0003,-2.2367522716522217,154,1.1415785551071167
24,699,219.66590881347656,2900,19,-95507.41319445834,113.58333333333333,150.52088928222656,0.0003,-1.8953617811203003,151,1.1823982000350952
28,902,785.3120727539062,3712,24,-95938.85416667857,112.17857142857143,183.994384765625,0.0003,-2.4141273498535156,150,1.2323054075241089
32,964,414.8126220703125,3960,26,-95997.31770834375,121.6875,196.77365112304688,0.0003,-2.7029154300689697,150,1.2484508752822876
36,1055,414.9670715332031,4324,28,-95950.35879630555,116.19444444444444,210.9596710205078,0.0003,-3.0332884788513184,149,1.2738873958587646
40,1139,785.3275756835938,4660,31,-96424.822916675,111.625,222.75296020507812,0.0003,-2.621601104736328,148,1.297905683517456
44,1245,415.1646423339844,5084,34,-96377.1117424318,109.75,241.65469360351562,0.0003,-3.4579977989196777,149,1.3296573162078857
48,1298,201.10414123535156,5296,35,-96761.10243056249,108.89583333333333,251.44863891601562,0.0003,-3.6200122833251953,149,1.3464176654815674
52,1407,591.0254516601562,5732,38,-96679.64743590384,107.0576923076923,269.97308349609375,0.0003,-3.8642516136169434,149,1.3823118209838867
56,1487,26.1937313079834,6052,40,-96975.38690476785,105.33928571428571,285.234619140625,0.0003,-4.121968746185303,149,1.4098403453826904
60,1536,980.763916015625,6248,41,-97202.02777778333,100.88333333333334,291.32452392578125,0.0003,-4.208195686340332,150,1.427254557609558
64,1618,591.4495849609375,6576,43,-97246.02213542187,97.21875,313.71649169921875,0.0003,-4.510025978088379,149,1.4570332765579224
68,1786,396.9267578125,7248,48,-97458.31495098528,96.58823529411765,337.4766540527344,0.0003,-4.768497467041016,150,1.521885633468628
72,1951,416.8000183105469,7908,52,-97575.00578704166,104.90277777777777,378.80316162109375,0.0003,-5.75719690322876,150,1.5893542766571045
76,2047,397.1096496582031,8292,55,-97363.8212719342,106.73684210526316,394.9537048339844,0.0003,-6.049513339996338,150,1.630751371383667
80,2120,417.2992248535156,8584,57,-97281.546875,106.1375,407.9500732421875,0.0003,-6.198722839355469,150,1.6635184288024902
84,2248,786.9534301757812,9096,60,-97213.91369047618,106.01190476190476,432.6008605957031,0.0003,-6.11227560043335,150,1.7226182222366333
